
[00:00:00.000 --> 00:00:02.000]  好 今天早上平安
[00:00:02.000 --> 00:00:04.000]  今天穿得這麼漂亮
[00:00:04.000 --> 00:00:06.000]  因為去別人的教會講道
[00:00:06.000 --> 00:00:11.000]  如果上星期有回到church去玩
[00:00:11.000 --> 00:00:12.000]  你可能會發現
[00:00:12.000 --> 00:00:14.000]  第一個星期不是John講的嗎
[00:00:14.000 --> 00:00:18.000]  沒錯 上星期我跟潘Sir調了講道
[00:00:18.000 --> 00:00:21.000]  因為我去了一間天水圍的教會講道
[00:00:21.000 --> 00:00:24.000]  所以大家上星期在那裡敬拜的時候
[00:00:24.000 --> 00:00:27.000]  我同一時間就在天水圍講道
[00:00:27.000 --> 00:00:31.000]  這間教會是二十週年堂慶
[00:00:31.000 --> 00:00:34.000]  邀請我去講他們的培靈會
[00:00:34.000 --> 00:00:36.000]  通常以前的教會
[00:00:36.000 --> 00:00:38.000]  星期六晚我都不會接的
[00:00:38.000 --> 00:00:41.000]  因為撞了時間
[00:00:41.000 --> 00:00:44.000]  但是因為我自己在天水圍長大
[00:00:44.000 --> 00:00:47.000]  所以我立志講過任何天水圍教會講道
[00:00:47.000 --> 00:00:48.000]  我都不會推的
[00:00:48.000 --> 00:00:50.000]  所以我上星期就在天水圍
[00:00:50.000 --> 00:00:54.000]  跟幾十個弟兄姊妹一起聚會
[00:00:54.000 --> 00:00:55.000]  很感恩
[00:00:55.000 --> 00:00:58.000]  我去了之後發現了一件事
[00:00:58.000 --> 00:01:01.000]  就發現了野生捕獲了
[00:01:01.000 --> 00:01:06.000]  這個土告的距離的作者的媽媽
[00:01:06.000 --> 00:01:08.000]  原來她在那裡聚會的
[00:01:08.000 --> 00:01:10.000]  Boris的媽媽
[00:01:10.000 --> 00:01:14.000]  當天我就親自代表呼出謝謝她
[00:01:14.000 --> 00:01:18.000]  謝謝她生了個兒子出來
[00:01:18.000 --> 00:01:20.000]  讓我們呼出這麼多好的師哥
[00:01:20.000 --> 00:01:24.000]  在敬拜裡面這麼好的幫手
[00:01:24.000 --> 00:01:26.000]  上星期就不在了
[00:01:26.000 --> 00:01:31.000]  所以沒機會為這個月題解解話
[00:01:31.000 --> 00:01:35.000]  通常我第一個都會先解話
[00:01:35.000 --> 00:01:41.000]  講一下為什麼我們Full Church要有奉獻的主題
[00:01:41.000 --> 00:01:43.000]  有人問為什麼要講奉獻
[00:01:43.000 --> 00:01:45.000]  Full Church很缺錢
[00:01:45.000 --> 00:01:47.000]  我會回答是
[00:01:47.000 --> 00:01:49.000]  不過這個不是重點
[00:01:49.000 --> 00:01:53.000]  短期內一間教會四年
[00:01:53.000 --> 00:01:59.000]  有需要去過渡一些我們要去過渡的東西
[00:01:59.000 --> 00:02:05.000]  今天我們會講一篇有關奉獻的訊息
[00:02:05.000 --> 00:02:07.000]  不過我自己沒試過講
[00:02:07.000 --> 00:02:10.000]  我從來都沒試過講奉獻的道
[00:02:10.000 --> 00:02:12.000]  所以預備這篇道的時候
[00:02:12.000 --> 00:02:14.000]  我肯定會例牌
[00:02:14.000 --> 00:02:18.000]  就會上網看看其他行家怎麼說
[00:02:18.000 --> 00:02:21.000]  所以這星期我聽了五至六篇
[00:02:21.000 --> 00:02:24.000]  有關其他教會叫人奉獻的道
[00:02:24.000 --> 00:02:30.000]  我發覺這裡總括而言大概分幾個套路
[00:02:30.000 --> 00:02:33.000]  我嘗試去講出來
[00:02:33.000 --> 00:02:34.000]  什麼套路呢
[00:02:34.000 --> 00:02:38.000]  第一個就是奉獻就是祝福論
[00:02:38.000 --> 00:02:42.000]  奉獻就是給上帝祝福的途徑
[00:02:42.000 --> 00:02:43.000]  只要你肯奉獻
[00:02:43.000 --> 00:02:45.000]  上帝就會祝福你
[00:02:45.000 --> 00:02:47.000]  基本上用馬利基說第三章
[00:02:47.000 --> 00:02:49.000]  如果你肯奉獻的話
[00:02:49.000 --> 00:02:54.000]  就試試我是否有天上的窗戶
[00:02:54.000 --> 00:02:56.000]  傾福願你甚至無處可慾
[00:02:56.000 --> 00:02:58.000]  這是聖經的經文
[00:02:58.000 --> 00:03:02.000]  第二個就是奉獻就是感恩論
[00:03:02.000 --> 00:03:06.000]  基本上奉獻是基督徒的回應
[00:03:06.000 --> 00:03:09.000]  只要你感受到上帝對你的恩典
[00:03:09.000 --> 00:03:13.000]  你就需要以奉獻來回應上帝給你的恩典
[00:03:13.000 --> 00:03:14.000]  也是對的
[00:03:14.000 --> 00:03:16.000]  萬物都是從主而來
[00:03:16.000 --> 00:03:18.000]  我們都是從主而來的
[00:03:18.000 --> 00:03:19.000]  歸給主
[00:03:19.000 --> 00:03:23.000]  第三個就是奉獻是信心的考驗
[00:03:23.000 --> 00:03:26.000]  奉獻就是一些試煉
[00:03:26.000 --> 00:03:30.000]  看看你願不願意經歷上帝的公認
[00:03:30.000 --> 00:03:32.000]  明知是不容易的
[00:03:32.000 --> 00:03:34.000]  但你也要嘗試去經歷一下
[00:03:34.000 --> 00:03:37.000]  這是一個奧煉
[00:03:37.000 --> 00:03:42.000]  你要嘗試去堅持奉獻的試驗
[00:03:42.000 --> 00:03:46.000]  最後就是告急
[00:03:46.000 --> 00:03:48.000]  教會告急
[00:03:48.000 --> 00:03:50.000]  教會沒有錢
[00:03:50.000 --> 00:03:51.000]  教會需要什麼
[00:03:51.000 --> 00:03:53.000]  建設或賺錢
[00:03:53.000 --> 00:03:55.000]  大家快點幫忙
[00:03:55.000 --> 00:03:57.000]  神的家就方能了
[00:03:57.000 --> 00:03:58.000]  諸如此類
[00:03:58.000 --> 00:04:01.000]  今天不是說這四套套路
[00:04:01.000 --> 00:04:02.000]  我自己走
[00:04:02.000 --> 00:04:04.000]  剛才那些不是錯的
[00:04:04.000 --> 00:04:06.000]  奉獻是祝福
[00:04:06.000 --> 00:04:08.000]  奉獻有時候也是感恩的回應
[00:04:08.000 --> 00:04:11.000]  也是我們信心的一些考驗
[00:04:11.000 --> 00:04:14.000]  也有時候教會告急
[00:04:14.000 --> 00:04:18.000]  不過今天我們想嘗試從一個更深的層次
[00:04:18.000 --> 00:04:22.000]  去思考奉獻的主題
[00:04:22.000 --> 00:04:26.000]  我今天會說一個主要的主題
[00:04:26.000 --> 00:04:27.000]  主要是港獨
[00:04:27.000 --> 00:04:29.000]  不是在《鞭石經》說到
[00:04:29.000 --> 00:04:32.000]  雖然用了《二分楚書》第五章的經文
[00:04:32.000 --> 00:04:34.000]  但今天我們會看很多段經文
[00:04:34.000 --> 00:04:39.000]  去思考奉獻或犧牲的主題
