
[00:00:00.000 --> 00:00:02.000]  頂枝妹平安
[00:00:02.000 --> 00:00:06.000]  很開心見到大家
[00:00:06.000 --> 00:00:14.000]  真的很感動
[00:00:14.000 --> 00:00:17.000]  剛才在應拜的時候
[00:00:17.000 --> 00:00:19.000]  大家來到這裡
[00:00:19.000 --> 00:00:23.000]  其實已經是一件很奇妙的事情
[00:00:23.000 --> 00:00:26.000]  先來個問安
[00:00:26.000 --> 00:00:28.000]  倫敦的頂枝妹大家好
[00:00:28.000 --> 00:00:30.000]  祝你們平安
[00:00:30.000 --> 00:00:32.000]  願你們平安
[00:00:32.000 --> 00:00:35.000]  香港的頂枝妹大家好
[00:00:35.000 --> 00:00:39.000]  很開心今天在倫敦
[00:00:39.000 --> 00:00:44.000]  我們Folk Church今天在倫敦直播
[00:00:44.000 --> 00:00:47.000]  這是我們第一次這樣去做
[00:00:47.000 --> 00:00:51.000]  所以頂枝妹我們背後有四五百人在後面
[00:00:51.000 --> 00:00:53.000]  我們在網上
[00:00:53.000 --> 00:00:58.000]  但今天這篇講道
[00:00:58.000 --> 00:01:04.000]  是會對海外的弟兄姊妹說
[00:01:04.000 --> 00:01:07.000]  所以今天的講題
[00:01:07.000 --> 00:01:09.000]  今天的角度和訊息
[00:01:09.000 --> 00:01:13.000]  都是針對海外的Folk Church弟兄姊妹
[00:01:13.000 --> 00:01:15.000]  如果按以前教會的說法
[00:01:15.000 --> 00:01:18.000]  今天就是outfold主日
[00:01:18.000 --> 00:01:22.000]  今天的主題是海外弟兄姊妹
[00:01:22.000 --> 00:01:23.000]  不過不要緊
[00:01:23.000 --> 00:01:26.000]  我們香港頂枝妹先說說
[00:01:26.000 --> 00:01:28.000]  今天早上我聽到潘Sir說
[00:01:28.000 --> 00:01:31.000]  我們紅磡那邊的場地
[00:01:31.000 --> 00:01:34.000]  冷氣已經全部安裝了
[00:01:34.000 --> 00:01:36.000]  我們下個星期
[00:01:36.000 --> 00:01:39.000]  就可以回到紅磡那邊
[00:01:39.000 --> 00:01:42.000]  參與現場崇拜直播
[00:01:42.000 --> 00:01:46.000]  所以我明白平時在海外頂枝妹
[00:01:46.000 --> 00:01:47.000]  看我們outfold
[00:01:47.000 --> 00:01:50.000]  看我們YouTube的時候
[00:01:50.000 --> 00:01:52.000]  大家都是很好
[00:01:52.000 --> 00:01:53.000]  大家都是在海外
[00:01:53.000 --> 00:01:55.000]  但都繼續參與崇拜
[00:01:55.000 --> 00:01:56.000]  但都明白有時候
[00:01:56.000 --> 00:01:59.000]  我們都是會說香港的事情
[00:01:59.000 --> 00:02:03.000]  或者我們針對香港的弟兄姊妹去說
[00:02:03.000 --> 00:02:07.000]  今天我們特別來到這裡
[00:02:07.000 --> 00:02:10.000]  特別去探望大家
[00:02:10.000 --> 00:02:12.000]  說一下為什麼我會來英國
[00:02:12.000 --> 00:02:14.000]  其實我是路經的
[00:02:14.000 --> 00:02:16.000]  我不是坐飛機過來港島
[00:02:16.000 --> 00:02:17.000]  我不是走的
[00:02:17.000 --> 00:02:20.000]  這次是我自己在神學院
[00:02:20.000 --> 00:02:22.000]  來到公幹
[00:02:22.000 --> 00:02:25.000]  一個人來的working trip
[00:02:25.000 --> 00:02:27.000]  所以來探訪一下
[00:02:27.000 --> 00:02:30.000]  我看到一些校友和同學
[00:02:30.000 --> 00:02:33.000]  也探訪了很多不同的英國教會
[00:02:33.000 --> 00:02:36.000]  所以今天星期六路經倫敦
[00:02:36.000 --> 00:02:38.000]  遮掩耳朵也好
[00:02:38.000 --> 00:02:39.000]  什麼也好
[00:02:39.000 --> 00:02:41.000]  當然來到Full Church裡面
[00:02:41.000 --> 00:02:45.000]  我昨天五點半才下飛機
[00:02:45.000 --> 00:02:48.000]  所以今天早上六點起床
[00:02:48.000 --> 00:02:49.000]  很厲害
[00:02:49.000 --> 00:02:51.000]  可以說是睡過夜
[00:02:51.000 --> 00:02:53.000]  聲音大聲一點
[00:02:53.000 --> 00:02:56.000]  跟大家見面
[00:02:56.000 --> 00:02:58.000]  我由倫敦留到星期一
[00:02:58.000 --> 00:03:01.000]  之後我會開車去不同的城市
[00:03:01.000 --> 00:03:03.000]  下個星期六
[00:03:03.000 --> 00:03:07.000]  我應該會和萬城的Full Church頂支部一起崇拜
[00:03:07.000 --> 00:03:11.000]  我們在萬城有另一個聚會點
[00:03:11.000 --> 00:03:17.000]  昨天我們Full Church崇拜rehearsal的時候
[00:03:17.000 --> 00:03:18.000]  有位姐妹問我
[00:03:18.000 --> 00:03:21.000]  John你來到倫敦Full Church有什麼感覺
[00:03:21.000 --> 00:03:23.000]  當時我就不回答她
[00:03:23.000 --> 00:03:25.000]  問她有什麼感覺
[00:03:25.000 --> 00:03:34.000]  我感覺就好像自己去了另一個multiverse裡面的Full Church
[00:03:34.000 --> 00:03:39.000]  就是不同的宇宙裡面
[00:03:39.000 --> 00:03:41.000]  同一群弟兄姊妹
[00:03:41.000 --> 00:03:45.000]  你看到外面有同一張627257的海報
[00:03:45.000 --> 00:03:47.000]  但那個是英國電話
[00:03:47.000 --> 00:03:49.000]  其實是同一樣差不多的東西
[00:03:49.000 --> 00:03:52.000]  但細節是不同的
[00:03:52.000 --> 00:03:54.000]  所以同一個Full Church崇拜
[00:03:54.000 --> 00:03:56.000]  同一群弟兄姊妹
[00:03:56.000 --> 00:03:58.000]  但完全不同的感覺
[00:03:58.000 --> 00:04:00.000]  不同的地方
