
[00:00:00.000 --> 00:00:02.000]  鄧小姐,願你們平安
[00:00:02.000 --> 00:00:10.000]  今天在選擇講到經文的過程當中
[00:00:10.000 --> 00:00:13.000]  選擇了肥勒比書的信息
[00:00:13.000 --> 00:00:19.000]  我相信很多鄧小姐都知道肥勒比書是監獄書信的其中一卷
[00:00:19.000 --> 00:00:24.000]  作為保羅在監獄中寫的書信
[00:00:24.000 --> 00:00:27.000]  當然內容很豐富
[00:00:27.000 --> 00:00:30.000]  在很多教會研讀肥勒比書的時候
[00:00:30.000 --> 00:00:34.000]  都會將一個重點去教導弟兄姊妹
[00:00:34.000 --> 00:00:39.000]  就是保羅在監獄中的書寫內容
[00:00:39.000 --> 00:00:47.000]  很多時候都是在查經提到受苦當中有喜樂
[00:00:47.000 --> 00:00:50.000]  今天我選擇的不是講這個主題
[00:00:50.000 --> 00:00:56.000]  反而今天選擇的經文在三章的選讀
[00:00:56.000 --> 00:00:59.000]  其實就是保羅的自白
[00:00:59.000 --> 00:01:02.000]  甚至乎是他的自辯
[00:01:02.000 --> 00:01:09.000]  過去兩星期你聽到很多被囚的
[00:01:09.000 --> 00:01:11.000]  或者被提堂的
[00:01:11.000 --> 00:01:17.000]  都是用了自辯的方式去表達他們自己的信念
[00:01:17.000 --> 00:01:20.000]  和他們自己的立場
[00:01:21.000 --> 00:01:24.000]  我都希望在肥勒比書裏面
[00:01:24.000 --> 00:01:29.000]  看看保羅在監獄中的自白和自辯
[00:01:29.000 --> 00:01:32.000]  其實想帶給我們甚麼訊息
[00:01:32.000 --> 00:01:37.000]  肥勒比書其實訊息很豐富
[00:01:37.000 --> 00:01:42.000]  但是他在裏面要表達的內容
[00:01:42.000 --> 00:01:46.000]  正正我相信對於一個正在受苦的人
[00:01:46.000 --> 00:01:49.000]  但他知道他自己為甚麼而受苦
[00:01:49.000 --> 00:01:54.000]  而是希望將這個訊息帶給在牆外的人
[00:01:54.000 --> 00:01:58.000]  其實要明白到有甚麼心願的意義
[00:01:58.000 --> 00:02:01.000]  以致我們今天再看這段經文
[00:02:01.000 --> 00:02:03.000]  或者對我們今天的提醒
[00:02:03.000 --> 00:02:06.000]  我們可以做些甚麼呢
[00:02:06.000 --> 00:02:09.000]  你會發覺在過去的日子
[00:02:09.000 --> 00:02:12.000]  我們很多事都想做
[00:02:12.000 --> 00:02:14.000]  但很多事都做不到
[00:02:14.000 --> 00:02:17.000]  無力感其實一直都是籠罩著我們
[00:02:17.000 --> 00:02:22.000]  令我們不能維持日常生活
[00:02:22.000 --> 00:02:25.000]  但我仍然希望藉著今天的訊息
[00:02:25.000 --> 00:02:28.000]  一件事就重新讓我們想想
[00:02:28.000 --> 00:02:32.000]  其實我們怎樣去定義我們
[00:02:32.000 --> 00:02:34.000]  或者擺位
[00:02:34.000 --> 00:02:38.000]  就好像順應上星期的訊息一樣
[00:02:38.000 --> 00:02:40.000]  在那個Polyphony裏面
[00:02:40.000 --> 00:02:42.000]  整個樂章裏面
[00:02:42.000 --> 00:02:43.000]  你的定調
[00:02:43.000 --> 00:02:47.000]  又或者你在當中沉覓上帝給你的曲目
[00:02:47.000 --> 00:02:49.000]  你的編曲當中
[00:02:49.000 --> 00:02:52.000]  你找到你的Position
[00:02:52.000 --> 00:02:56.000]  很快和大家看看今天的經文
[00:02:56.000 --> 00:02:59.000]  你在經文裏面你會見到
[00:02:59.000 --> 00:03:01.000]  我重讀的時候
[00:03:01.000 --> 00:03:03.000]  相信大家的記憶會回來
[00:03:03.000 --> 00:03:07.000]  《非禮比書》第三章第十二節
[00:03:07.000 --> 00:03:09.000]  「我不是說我已經得著了
[00:03:09.000 --> 00:03:10.000]  已經完全了
[00:03:10.000 --> 00:03:12.000]  我乃是竭力追求
[00:03:12.000 --> 00:03:15.000]  或者可以得著基督耶穌
[00:03:15.000 --> 00:03:16.000]  所以得著我的
[00:03:16.000 --> 00:03:18.000]  弟兄們
[00:03:18.000 --> 00:03:20.000]  我不是以為自己已經得著了
[00:03:20.000 --> 00:03:22.000]  我只是有一件事
[00:03:22.000 --> 00:03:25.000]  就是忘記背後努力面前的
[00:03:25.000 --> 00:03:27.000]  向著標竿直跑
[00:03:27.000 --> 00:03:31.000]  要得上帝在基督耶穌那裏
[00:03:31.000 --> 00:03:33.000]  從上面召我來得的獎賞
[00:03:33.000 --> 00:03:36.000]  我相信很多弟兄姊妹在年輕的時候
[00:03:36.000 --> 00:03:38.000]  或者在栽培的時候
[00:03:38.000 --> 00:03:41.000]  要背過這句
[00:03:42.000 --> 00:03:43.000]  在經文裏面
[00:03:43.000 --> 00:03:46.000]  有幾個字是不斷重複的
[00:03:46.000 --> 00:03:49.000]  就是你見到在頭影片裏面
[00:03:49.000 --> 00:03:51.000]  黃色的字眼
[00:03:51.000 --> 00:03:52.000]  得著
[00:03:52.000 --> 00:03:54.000]  已經得著
[00:03:54.000 --> 00:03:56.000]  在原本裏面
[00:03:56.000 --> 00:03:57.000]  得著就是Nabano
[00:03:57.000 --> 00:04:00.000]  這個字我在《閃避球》的訊息裏面都講過
[00:04:00.000 --> 00:04:02.000]  就是接納
[00:04:02.000 --> 00:04:04.000]  接納軟弱的人
[00:04:04.000 --> 00:04:07.000]  但這次Nabano這個字解釋就是叫得著
[00:04:07.000 --> 00:04:08.000]  或者可以得著
[00:04:08.000 --> 00:04:09.000]  其實Nabano
[00:04:09.000 --> 00:04:11.000]  又是在講一件事就是
[00:04:11.000 --> 00:04:12.000]  我要接受甚麼
[00:04:12.000 --> 00:04:15.000]  或者我得到甚麼的時候
[00:04:15.000 --> 00:04:17.000]  對我來說是甚麼一回事
[00:04:17.000 --> 00:04:19.000]  其實保羅在獄中當中
[00:04:19.000 --> 00:04:21.000]  他再反思
[00:04:21.000 --> 00:04:25.000]  又或者過去他兩三次宣教旅程裏面
[00:04:25.000 --> 00:04:27.000]  他想到甚麼
[00:04:27.000 --> 00:04:28.000]  或者得到甚麼呢
[00:04:28.000 --> 00:04:29.000]  對他來說
[00:04:29.000 --> 00:04:31.000]  是他很希望
[00:04:31.000 --> 00:04:34.000]  讓牆外的人
[00:04:34.000 --> 00:04:36.000]  明白到
[00:04:36.000 --> 00:04:40.000]  其實他希望傳遞甚麼訊息出去
[00:04:40.000 --> 00:04:43.000]  他經過了那個歷程
[00:04:43.000 --> 00:04:45.000]  無論是受苦
[00:04:45.000 --> 00:04:46.000]  無論是掙扎
[00:04:46.000 --> 00:04:48.000]  無論是多大的困難當中
[00:04:48.000 --> 00:04:50.000]  他得到甚麼
[00:04:50.000 --> 00:04:52.000]  他希望牆外的人明白到
[00:04:52.000 --> 00:04:55.000]  以至那個訊息繼續傳遞下去
[00:04:55.000 --> 00:04:59.000]  在第十二節裏面有三個得著
[00:04:59.000 --> 00:05:01.000]  在十三節裏面
[00:05:01.000 --> 00:05:02.000]  他已經得著
[00:05:02.000 --> 00:05:03.000]  其實得著甚麼呢
[00:05:03.000 --> 00:05:07.000]  以至他可以朝著那個方向繼續去追尋
[00:05:07.000 --> 00:05:08.000]  對於保羅來說
[00:05:08.000 --> 00:05:13.000]  他希望讓弟兄姊妹明白這件事實
[00:05:13.000 --> 00:05:17.000]  所以是輕和大家排一排
[00:05:17.000 --> 00:05:18.000]  這段經文
[00:05:18.000 --> 00:05:19.000]  讓大家了解一下
[00:05:19.000 --> 00:05:22.000]  其實想講的是甚麼
[00:05:22.000 --> 00:05:25.000]  保羅用一個反題講
[00:05:25.000 --> 00:05:27.000]  他不是說
[00:05:27.000 --> 00:05:28.000]  我不是
[00:05:28.000 --> 00:05:31.000]  我不是說我已經得到
[00:05:31.000 --> 00:05:35.000]  反而是他還未完全掌握
[00:05:35.000 --> 00:05:39.000]  不過他繼續知道方向去走下去
[00:05:39.000 --> 00:05:41.000]  所以我不是說我已經拿到了
[00:05:41.000 --> 00:05:43.000]  已經是完全了
[00:05:43.000 --> 00:05:44.000]  已經成就了
[00:05:44.000 --> 00:05:47.000]  他仍然是竭力去追求
[00:05:47.000 --> 00:05:48.000]  朝著那個方向追
[00:05:48.000 --> 00:05:52.000]  為要得到主耶穌給他得著的東西
[00:05:52.000 --> 00:05:54.000]  他的意思是
[00:05:54.000 --> 00:05:59.000]  我略略摸到上帝要我拿些甚麼
[00:05:59.000 --> 00:06:00.000]  我不是說拿到
[00:06:00.000 --> 00:06:01.000]  但我知道去哪裏找
[00:06:01.000 --> 00:06:03.000]  我就繼續去找
[00:06:03.000 --> 00:06:06.000]  即是開了一個新的檔案給他自己
[00:06:06.000 --> 00:06:08.000]  或者一個項目給他自己
[00:06:08.000 --> 00:06:10.000]  以至他繼續去尋
[00:06:10.000 --> 00:06:12.000]  青頂姐妹在過去這兩年
[00:06:12.000 --> 00:06:14.000]  你有沒有開一個檔案給自己
[00:06:14.000 --> 00:06:16.000]  又或者有沒有參與甚麼項目
[00:06:16.000 --> 00:06:17.000]  對你來說
[00:06:17.000 --> 00:06:19.000]  你的規劃
[00:06:19.000 --> 00:06:21.000]  你重新規劃的過程當中
[00:06:21.000 --> 00:06:25.000]  你怎樣定你自己的位置
[00:06:25.000 --> 00:06:29.000]  很坦白講
[00:06:29.000 --> 00:06:31.000]  我跟很多頂姐妹講
[00:06:31.000 --> 00:06:34.000]  其實在這兩年
[00:06:34.000 --> 00:06:38.000]  很多東西都打差了我原先的計劃
[00:06:38.000 --> 00:06:41.000]  正正在flowchart的服務
[00:06:41.000 --> 00:06:43.000]  或者開展過程當中
[00:06:43.000 --> 00:06:47.000]  我們2019年1月19日開課
[00:06:47.000 --> 00:06:50.000]  去到2019年中段的時候
[00:06:50.000 --> 00:06:55.000]  整個教會的發展都不同了
[00:06:55.000 --> 00:06:56.000]  有些東西很急
[00:06:56.000 --> 00:06:58.000]  急到我們都不懂得反應
[00:06:58.000 --> 00:07:02.000]  但我們看到我們要知道要怎樣繼續走下去
[00:07:02.000 --> 00:07:06.000]  我們得到的東西和我們要去迎接的東西
[00:07:06.000 --> 00:07:09.000]  都不是一時三刻可以消化到的
[00:07:09.000 --> 00:07:12.000]  當人家見到我們做到的東西的時候
[00:07:12.000 --> 00:07:13.000]  我真的告訴你
[00:07:13.000 --> 00:07:16.000]  我們真的不要覺得我們自己得到
[00:07:16.000 --> 00:07:19.000]  但我們要知道一些東西我們要得著
[00:07:19.000 --> 00:07:22.000]  以至我們更加去求上帝告訴我們
[00:07:22.000 --> 00:07:24.000]  我們要得著些甚麼
[00:07:26.000 --> 00:07:28.000]  我經常有很多口頭禪
[00:07:28.000 --> 00:07:30.000]  有些人說你好像做了些甚麼
[00:07:30.000 --> 00:07:34.000]  我就說「似」和「係」差很遠
[00:07:34.000 --> 00:07:36.000]  「似」就是不是
[00:07:36.000 --> 00:07:38.000]  「係」就不需要「似」
[00:07:38.000 --> 00:07:40.000]  是A課就是A課
[00:07:40.000 --> 00:07:42.000]  A課就是抄襲別人
[00:07:42.000 --> 00:07:44.000]  所以整件事就是
[00:07:44.000 --> 00:07:46.000]  你是不是得著那樣東西是你自己才知道
[00:07:46.000 --> 00:07:48.000]  但你是不是做得完那樣東西
[00:07:48.000 --> 00:07:50.000]  你知道還沒做完
[00:07:50.000 --> 00:07:52.000]  但你知道是on the right track
[00:07:52.000 --> 00:07:53.000]  繼續去做的時候
[00:07:53.000 --> 00:07:54.000]  你慢慢會看多些
[00:07:54.000 --> 00:07:56.000]  你慢慢會知道多些
[00:07:56.000 --> 00:07:57.000]  的時候
[00:07:57.000 --> 00:07:59.000]  你就竭力去追求
[00:07:59.000 --> 00:08:02.000]  所以普羅經過了他的宣教旅程
[00:08:02.000 --> 00:08:06.000]  他受苦、受辱、受監的過程當中
[00:08:06.000 --> 00:08:09.000]  他不是自誇他自己已經得到甚麼
[00:08:09.000 --> 00:08:10.000]  已經完全
[00:08:10.000 --> 00:08:13.000]  他乃是知道上帝有些甚麼要他做
[00:08:13.000 --> 00:08:15.000]  而他知道他在其中
[00:08:15.000 --> 00:08:17.000]  他繼續去尋求
[00:08:17.000 --> 00:08:21.000]  所以這個正正就是一個現在和現在進行式
[00:08:21.000 --> 00:08:23.000]  我常常都會說
[00:08:23.000 --> 00:08:26.000]  門徒訓練其實不是一套課程
[00:08:26.000 --> 00:08:28.000]  是一個身份教育
[00:08:28.000 --> 00:08:30.000]  門徒訓練這個身份教育
[00:08:30.000 --> 00:08:33.000]  正正是不斷地揭示自己的身份
[00:08:33.000 --> 00:08:35.000]  在上帝面前當中的尋索
[00:08:35.000 --> 00:08:37.000]  而這個是現在這樣尋索
[00:08:37.000 --> 00:08:39.000]  而是不斷地尋索
[00:08:39.000 --> 00:08:41.000]  這個就是基督徒的進行式
[00:08:41.000 --> 00:08:45.000]  就是身份而來的進行式
[00:08:45.000 --> 00:08:49.000]  普羅提醒一樣東西第十三節
[00:08:49.000 --> 00:08:50.000]  弟兄們
[00:08:50.000 --> 00:08:52.000]  我不是以為自己已經得著
[00:08:52.000 --> 00:08:53.000]  我只有一件事
[00:08:53.000 --> 00:08:56.000]  就是忘記背後努力面前
[00:08:56.000 --> 00:09:00.000]  其實他背後有些甚麼呢
[00:09:00.000 --> 00:09:02.000]  普羅背後有些甚麼呢
[00:09:02.000 --> 00:09:06.000]  在第三章剛才沒有讀到
[00:09:06.000 --> 00:09:08.000]  但在之前的內容
[00:09:08.000 --> 00:09:10.000]  普羅其實他有個自白
[00:09:10.000 --> 00:09:13.000]  他的自白就是他的profile
[00:09:13.000 --> 00:09:14.000]  他的background
[00:09:14.000 --> 00:09:17.000]  或者甚至乎他以往
[00:09:17.000 --> 00:09:20.000]  人們以為他最驕傲的地方
[00:09:20.000 --> 00:09:23.000]  在普羅提到第三章第五節
[00:09:23.000 --> 00:09:25.000]  我第八天受國禮
[00:09:25.000 --> 00:09:27.000]  我是以色列族變雅敏支派的人
[00:09:27.000 --> 00:09:30.000]  是希伯來人所生的希伯來人
[00:09:30.000 --> 00:09:31.000]  就法律上
[00:09:31.000 --> 00:09:33.000]  就法律說我是法治賽人
[00:09:33.000 --> 00:09:36.000]  就熱心說我是迫不及待的
[00:09:36.000 --> 00:09:38.000]  就律法上的易說
[00:09:38.000 --> 00:09:40.000]  我是無可指責的
[00:09:41.000 --> 00:09:45.000]  當上一輩很著重論支排輩
[00:09:45.000 --> 00:09:49.000]  出身講師承的時候
[00:09:49.000 --> 00:09:51.000]  普羅說我全部都有
[00:09:51.000 --> 00:09:55.000]  你要說我有的我全部都有
[00:09:55.000 --> 00:09:58.000]  或者我需要的我全部都可以拿得出
[00:09:58.000 --> 00:10:00.000]  但普羅這裡提到
[00:10:00.000 --> 00:10:02.000]  不是代表我得到
[00:10:02.000 --> 00:10:04.000]  亦不是代表我真的需要
[00:10:04.000 --> 00:10:08.000]  普羅正正想提醒
[00:10:08.000 --> 00:10:12.000]  一些所謂成功的典範
[00:10:12.000 --> 00:10:16.000]  又或者普羅想提到一些所謂的package
[00:10:16.000 --> 00:10:19.000]  在今時今刻
[00:10:19.000 --> 00:10:20.000]  即是普羅的今時今刻
