
[00:00:00.000 --> 00:00:02.000]  頂姊妹晚安
[00:00:02.000 --> 00:00:08.000]  開心見到各位現場的頂姊妹
[00:00:08.000 --> 00:00:14.000]  因為剛剛在門口接待的時候
[00:00:14.000 --> 00:00:15.000]  也收到訊息
[00:00:15.000 --> 00:00:18.000]  幾位頂姊妹因為身體問題來不了
[00:00:18.000 --> 00:00:19.000]  現場崇拜
[00:00:19.000 --> 00:00:22.000]  所以每次有機會現場崇拜
[00:00:22.000 --> 00:00:24.000]  也是一個很感恩的機會
[00:00:24.000 --> 00:00:28.000]  我也覺得頂姊妹很珍惜
[00:00:28.000 --> 00:00:30.000]  所以發訊息給我
[00:00:30.000 --> 00:00:31.000]  說不好意思來不了
[00:00:31.000 --> 00:00:32.000]  浪費了位置
[00:00:32.000 --> 00:00:35.000]  我也說你也不知道自己生病
[00:00:35.000 --> 00:00:40.000]  所以能夠一起在現場敬拜
[00:00:40.000 --> 00:00:45.000]  是一件很開心的事
[00:00:45.000 --> 00:00:51.000]  今天文宣我覺得很棒
[00:00:51.000 --> 00:00:58.000]  預備講章已經準備好了
[00:00:58.000 --> 00:01:01.000]  但星期四看到文宣的時候
[00:01:01.000 --> 00:01:04.000]  我很喜歡這個姿勢
[00:01:04.000 --> 00:01:05.000]  很型格
[00:01:05.000 --> 00:01:10.000]  當然你會聯想到一個宣傳廣告
[00:01:10.000 --> 00:01:13.000]  但這個也是我覺得在這個時代
[00:01:13.000 --> 00:01:16.000]  要有這個姿態
[00:01:16.000 --> 00:01:20.000]  很堅強地去做這個動作
[00:01:20.000 --> 00:01:22.000]  心理學來說
[00:01:22.000 --> 00:01:25.000]  你的肢體動作會影響到你的心理
[00:01:25.000 --> 00:01:29.000]  當然我不是要大家推舉讀心理學
[00:01:29.000 --> 00:01:30.000]  我不是這個意思
[00:01:30.000 --> 00:01:32.000]  不過有時候輸人不輸陣
[00:01:32.000 --> 00:01:33.000]  你也要的
[00:01:33.000 --> 00:01:37.000]  今天跟大家看一段經文
[00:01:37.000 --> 00:01:39.000]  《帖撒萊迦前書二章》
[00:01:39.000 --> 00:01:42.000]  不知道大家之前讀經應該也有讀過
[00:01:42.000 --> 00:01:44.000]  但這段經文
[00:01:44.000 --> 00:01:48.000]  我自己在不同的講道裡面
[00:01:48.000 --> 00:01:49.000]  其實也串連過
[00:01:49.000 --> 00:01:52.000]  我自己讀經也有不同的編號
[00:01:52.000 --> 00:01:54.000]  有些人喜歡舊約
[00:01:54.000 --> 00:01:56.000]  有些人喜歡新約
[00:01:56.000 --> 00:01:58.000]  我未必是分身舊約
[00:01:58.000 --> 00:02:01.000]  我自己讀經的編號是喜歡群體
[00:02:01.000 --> 00:02:04.000]  上帝對一個群體的說話內容是什麼
[00:02:04.000 --> 00:02:07.000]  特別我自己編號是
[00:02:07.000 --> 00:02:09.000]  耶穌和門徒說的話
[00:02:09.000 --> 00:02:12.000]  所以我選很多時候是耶穌和門徒之間的對話
[00:02:12.000 --> 00:02:19.000]  又或者是這群門徒要開展宣教旅程
[00:02:19.000 --> 00:02:21.000]  或者建立教會的過程當中
[00:02:21.000 --> 00:02:23.000]  這個群體領受上帝的差派
[00:02:23.000 --> 00:02:25.000]  他們發生了什麼事呢
[00:02:25.000 --> 00:02:28.000]  我今天選的這段經文《帖撒萊迦前書二章》
[00:02:28.000 --> 00:02:31.000]  其實是保留在新的環境當中
[00:02:31.000 --> 00:02:33.000]  他很掛心之前
[00:02:33.000 --> 00:02:36.000]  他在那個地方宣教過程
[00:02:36.000 --> 00:02:39.000]  那群弟妹的後續是什麼
[00:02:39.000 --> 00:02:43.000]  所以他寫這封信給那邊的教會
[00:02:43.000 --> 00:02:46.000]  所以要了解二章這段經文之前
[00:02:46.000 --> 00:02:48.000]  要跟大家做一點重溫
[00:02:48.000 --> 00:02:50.000]  所以大家要坐穩
[00:02:50.000 --> 00:02:52.000]  因為會飛得很快
[00:02:52.000 --> 00:02:57.000]  我們很快就會回到司徒雄行傳第十七章的經文
[00:02:57.000 --> 00:03:00.000]  本來開展他的馬其頓宣教過程當中
[00:03:00.000 --> 00:03:02.000]  其實一直都不順利
[00:03:02.000 --> 00:03:06.000]  十六章你會看到他原本去的地方
[00:03:06.000 --> 00:03:09.000]  要走路
[00:03:09.000 --> 00:03:12.000]  途中經過一個被鬼附的女孩
[00:03:12.000 --> 00:03:15.000]  多天去抓住保羅
[00:03:15.000 --> 00:03:17.000]  叫他釋放她
[00:03:17.000 --> 00:03:19.000]  保羅就做了
[00:03:19.000 --> 00:03:21.000]  最後保羅就被人收了監
[00:03:21.000 --> 00:03:23.000]  打了很多棍
[00:03:23.000 --> 00:03:25.000]  然後就搞了很多事情
[00:03:25.000 --> 00:03:28.000]  但最後玉卒一家都信了主
[00:03:28.000 --> 00:03:32.000]  因為他一個羅馬的戶籍
[00:03:32.000 --> 00:03:34.000]  就放走了他
[00:03:34.000 --> 00:03:36.000]  那件事就繼續下去
[00:03:36.000 --> 00:03:39.000]  去到這段經文
[00:03:39.000 --> 00:03:41.000]  保羅和西拉經過暗非波利亞
[00:03:41.000 --> 00:03:43.000]  波羅尼亞來到帖薩羅尼加
[00:03:43.000 --> 00:03:45.000]  那裡有很多猶太的會堂
[00:03:45.000 --> 00:03:48.000]  長話短說這段經文的重點
[00:03:48.000 --> 00:03:50.000]  保羅素嘗會去到安息日
[00:03:50.000 --> 00:03:52.000]  和那些會堂的親屬
[00:03:52.000 --> 00:03:54.000]  他心繫的那些猶太人
[00:03:54.000 --> 00:03:57.000]  辯論你們等待的彌賽亞
[00:03:57.000 --> 00:04:00.000]  就是我們的耶穌基督
[00:04:00.000 --> 00:04:04.000]  而耶穌就是你們親屬殺死的
[00:04:04.000 --> 00:04:06.000]  拿撒蘭耶穌
[00:04:06.000 --> 00:04:08.000]  在整個過程中不斷重述
[00:04:08.000 --> 00:04:11.000]  耶穌的工作和我們等待的過程中
[00:04:11.000 --> 00:04:13.000]  要明白不需要再等了
[00:04:13.000 --> 00:04:14.000]  已經來了
[00:04:14.000 --> 00:04:16.000]  而我們需要轉向
[00:04:16.000 --> 00:04:18.000]  不斷和他們辯論
[00:04:18.000 --> 00:04:22.000]  辯論這個字其實就是說明的意思
[00:04:22.000 --> 00:04:25.000]  透過dialogue 透過道理
[00:04:25.000 --> 00:04:27.000]  去和他們說明
[00:04:27.000 --> 00:04:29.000]  耶穌必須受害
[00:04:29.000 --> 00:04:30.000]  受死埋葬
[00:04:30.000 --> 00:04:31.000]  第三天復活
[00:04:31.000 --> 00:04:34.000]  這個基本信仰的內容
[00:04:34.000 --> 00:04:39.000]  這就是保羅很希望在會堂中做的事情
[00:04:39.000 --> 00:04:43.000]  但期間日子也不只是在會堂
[00:04:43.000 --> 00:04:46.000]  他也去不同地方做宣教工作
[00:04:46.000 --> 00:04:48.000]  因為有很多希利利人
[00:04:48.000 --> 00:04:51.000]  或者希利利文化的人
[00:04:51.000 --> 00:04:53.000]  接受了耶穌
[00:04:53.000 --> 00:04:55.000]  當中有很多婦女
[00:04:55.000 --> 00:04:57.000]  有些不信的猶太人
[00:04:57.000 --> 00:04:59.000]  心裡就酸
[00:04:59.000 --> 00:05:00.000]  嫉妒
[00:05:00.000 --> 00:05:02.000]  招惹了一些使者和婦女
[00:05:02.000 --> 00:05:05.000]  於是就想圍堵保羅和希拉
[00:05:05.000 --> 00:05:06.000]  逼迫他們
[00:05:06.000 --> 00:05:09.000]  於是就說了一句契詞
[00:05:09.000 --> 00:05:12.000]  契詞就要說一個內容
[00:05:12.000 --> 00:05:14.000]  就是這群人搗亂天下
[00:05:14.000 --> 00:05:15.000]  來了
[00:05:15.000 --> 00:05:17.000]  他全羅馬人不能夠接受的
[00:05:17.000 --> 00:05:20.000]  就是另立一個王耶穌
[00:05:20.000 --> 00:05:24.000]  這個內容就在保羅來說
[00:05:24.000 --> 00:05:26.000]  安插下去
[00:05:26.000 --> 00:05:28.000]  首先他不是要說明
[00:05:28.000 --> 00:05:29.000]  耶穌要做一個皇帝
[00:05:29.000 --> 00:05:30.000]  他只不過要辯明
[00:05:30.000 --> 00:05:32.000]  耶穌就是等待的尼塞亞
