
[00:00:00.000 --> 00:00:03.000]  Flow Church的弟兄姊妹平安
[00:00:03.000 --> 00:00:11.000]  都好感恩 因為早兩天我發現我的聲音開始變沉
[00:00:11.000 --> 00:00:15.000]  不是我二次青春期 而是開始作病
[00:00:15.000 --> 00:00:17.000]  感恩 都有聲出
[00:00:17.000 --> 00:00:22.000]  今天的講題 先看看我的powerpoint
[00:00:22.000 --> 00:00:31.000]  今天我的講題是 如果休息是一項命令
[00:00:31.000 --> 00:00:34.000]  這個時候也邀請大家想想
[00:00:34.000 --> 00:00:39.000]  如果休息是一項命令 你會做什麼呢
[00:00:39.000 --> 00:00:43.000]  這個星期我也有問到我的組員
[00:00:43.000 --> 00:00:46.000]  如果休息是一項命令 會做什麼呢
[00:00:46.000 --> 00:00:49.000]  我們一起看看他們怎樣回覆
[00:00:49.000 --> 00:00:52.000]  大家想的事情會不會很相似
[00:00:52.000 --> 00:00:59.000]  第一個他說 萬無目的地散步也不錯
[00:00:59.000 --> 00:01:06.000]  似乎這個組員應該在辦公室上班 很少去活動
[00:01:06.000 --> 00:01:12.000]  所以如果有得休息的話 可能也想出去散步
[00:01:12.000 --> 00:01:20.000]  我作為這位組員的目者 我會怎樣回應他呢
[00:01:20.000 --> 00:01:25.000]  不好意思 出埃及記十六章二十九節說
[00:01:25.000 --> 00:01:31.000]  你要留在自己的地方 不可以到處去
[00:01:31.000 --> 00:01:35.000]  沒錯 我平時就是這樣對待我的組員
[00:01:35.000 --> 00:01:39.000]  我們再看看其他的回覆是什麼
[00:01:39.000 --> 00:01:44.000]  大部分人的回覆都是睡覺
[00:01:44.000 --> 00:01:53.000]  也明白的 香港人又晚睡 又要早起 平時應該睡眠不足
[00:01:53.000 --> 00:02:00.000]  所以如果有得放假 大家會報復式睡覺 或者躺平
[00:02:00.000 --> 00:02:04.000]  右下角有位組員很聰明的
[00:02:04.000 --> 00:02:10.000]  他說開一個讓人小睡片刻的空間 闊戶時做
[00:02:10.000 --> 00:02:15.000]  全世界都可以隨時上去休息
[00:02:15.000 --> 00:02:20.000]  這個很有想法 想趁機賺一筆
[00:02:20.000 --> 00:02:24.000]  作為他的目者 我又會怎樣回應他們呢
[00:02:24.000 --> 00:02:28.000]  利美記二十三章三節說
[00:02:28.000 --> 00:02:33.000]  安息日是要有聖會的 你們任何工作都不可以做
[00:02:33.000 --> 00:02:37.000]  所以如果你打算留在家睡覺躺平
[00:02:37.000 --> 00:02:40.000]  不好意思 要回教會
[00:02:40.000 --> 00:02:45.000]  如果你打算那天可以開工賺錢
[00:02:45.000 --> 00:02:48.000]  不好意思 利美記二十三章告訴我們
[00:02:48.000 --> 00:02:50.000]  是不可以開工的
[00:02:50.000 --> 00:02:53.000]  我們再看多一組
[00:02:53.000 --> 00:02:57.000]  他就說如果可以的話
[00:02:57.000 --> 00:03:02.000]  我都想去一個完全不認識的人生活
[00:03:02.000 --> 00:03:04.000]  什麼都不用想 又沒有成本
[00:03:04.000 --> 00:03:07.000]  感覺好像放下了原本的我 完全關機
[00:03:07.000 --> 00:03:13.000]  另外有一個應該是媽媽 老婆 或者員工身份的組員
[00:03:13.000 --> 00:03:19.000]  大概表達不煮飯 買外賣 唱卡拉OK 網購
[00:03:19.000 --> 00:03:25.000]  似乎香港人生活都很死板
[00:03:25.000 --> 00:03:29.000]  所以不知道大家會不會想到可以休息的話
[00:03:29.000 --> 00:03:32.000]  會選擇另一種生活
[00:03:32.000 --> 00:03:36.000]  這個時候目者又會怎樣回應他們呢
[00:03:36.000 --> 00:03:41.000]  在文素記十五章記載了一個故事
[00:03:41.000 --> 00:03:45.000]  有一個人為了生活去撿柴
[00:03:45.000 --> 00:03:49.000]  後來被人發現 接著就打去摩西
[00:03:49.000 --> 00:03:54.000]  上帝就吩咐摩西用石頭打死他
[00:03:54.000 --> 00:04:03.000]  一下還是兩下呢
[00:04:03.000 --> 00:04:12.000]  大家認識的十誡 其中一誡就是要守安息日
[00:04:12.000 --> 00:04:15.000]  六天要勞碌做我們的工作
[00:04:15.000 --> 00:04:18.000]  第七天就要守上帝的安息日
[00:04:18.000 --> 00:04:21.000]  這個是一個休息
[00:04:21.000 --> 00:04:24.000]  但似乎剛才你去聽我們的經文
[00:04:24.000 --> 00:04:29.000]  這個休息跟我們想像都很大出入
[00:04:29.000 --> 00:04:34.000]  似乎聖經說的安息很不純粹 很嚴謹
[00:04:34.000 --> 00:04:38.000]  甚至我會說如果你不休息 你會死的
[00:04:38.000 --> 00:04:40.000]  這個時候我們就要問
[00:04:40.000 --> 00:04:44.000]  到底安息日有什麼重要
[00:04:44.000 --> 00:04:49.000]  安息日背後有什麼意義
[00:04:49.000 --> 00:04:54.000]  而今天我們怎樣去應用這些真理呢
[00:04:54.000 --> 00:05:00.000]  今天很想和大家藉著創世紀二章去探討一下這個問題
[00:05:00.000 --> 00:05:02.000]  創世紀一章大家都應該知道
[00:05:02.000 --> 00:05:06.000]  是神怎樣用六天的時間去創造天地
[00:05:06.000 --> 00:05:08.000]  去到第二章一開頭他怎樣說
[00:05:08.000 --> 00:05:12.000]  他說天和地以及萬象都完成了
[00:05:12.000 --> 00:05:16.000]  到第七天上帝已經完成了造物之功
[00:05:16.000 --> 00:05:20.000]  就在第七天安息了 揭了他所做的一切功
[00:05:20.000 --> 00:05:26.000]  上帝似乎給第七天將他分別為聖
[00:05:26.000 --> 00:05:29.000]  因為在這一天上帝安息了
[00:05:29.000 --> 00:05:33.000]  揭了他所做一切創造的功
[00:05:33.000 --> 00:05:41.000]  上帝第七天休息和我有什麼關係
[00:05:41.000 --> 00:05:44.000]  安息日有什麼重要呢
[00:05:44.000 --> 00:05:48.000]  有學者這樣去解釋
[00:05:48.000 --> 00:05:51.000]  這是一個創造命令
[00:05:51.000 --> 00:05:52.000]  什麼是創造命令呢
[00:05:52.000 --> 00:05:54.000]  我稍後再說多一點
[00:05:54.000 --> 00:05:57.000]  簡單來說就是要去效法神
[00:05:57.000 --> 00:06:01.000]  這個學者希望這節不會太小
[00:06:01.000 --> 00:06:04.000]  他和我們看回創世紀一章26至28節
[00:06:04.000 --> 00:06:06.000]  上帝創造人的時候
[00:06:06.000 --> 00:06:08.000]  他聖經怎樣說
[00:06:08.000 --> 00:06:10.000]  他就說上帝創造人的時候
[00:06:10.000 --> 00:06:12.000]  我們要照著我們的形象
[00:06:12.000 --> 00:06:16.000]  按著我們的樣式去做人
[00:06:16.000 --> 00:06:20.000]  上帝是照著他的形象去做人
[00:06:20.000 --> 00:06:22.000]  這句話反過來說
[00:06:22.000 --> 00:06:26.000]  我們做人我們要學效上帝
[00:06:26.000 --> 00:06:28.000]  我們要有他的形象
[00:06:28.000 --> 00:06:31.000]  所以我們要跟上帝做什麼
[00:06:31.000 --> 00:06:33.000]  我們就去做什麼
[00:06:33.000 --> 00:06:36.000]  我們繼續看下面深藍色和綠色
[00:06:36.000 --> 00:06:39.000]  創世紀如果一章一節大家記得的話
[00:06:39.000 --> 00:06:41.000]  起初神創造天地
[00:06:41.000 --> 00:06:44.000]  然後空虛雲頓
