
[00:00:00.000 --> 00:00:02.000]  姐妹平安
[00:00:02.000 --> 00:00:03.000]  你們猜是甚麼?
[00:00:03.000 --> 00:00:05.000]  因為看到有粉刷嗎?
[00:00:05.000 --> 00:00:07.000]  吃飯時是誰?
[00:00:07.000 --> 00:00:08.000]  現在刻意黑了
[00:00:08.000 --> 00:00:10.000]  不讓我看到你們誰在打瞌睡
[00:00:10.000 --> 00:00:12.000]  看到誰在打瞌睡
[00:00:12.000 --> 00:00:14.000]  我就一個粉刷就扔下去
[00:00:14.000 --> 00:00:16.000]  前面坐著的是我的組員
[00:00:16.000 --> 00:00:18.000]  小心點
[00:00:18.000 --> 00:00:19.000]  如果扔的話
[00:00:19.000 --> 00:00:21.000]  應該是扔鏡頭
[00:00:21.000 --> 00:00:23.000]  希望網上崇拜的觀眾
[00:00:23.000 --> 00:00:26.000]  都會有現場感
[00:00:26.000 --> 00:00:28.000]  但因為機器都貴
[00:00:28.000 --> 00:00:30.000]  所以我不會扔
[00:00:30.000 --> 00:00:34.000]  其實每一個講院都有造型
[00:00:34.000 --> 00:00:36.000]  剛才連敬拜隊都有造型
[00:00:36.000 --> 00:00:39.000]  不過因為愛丁堡學校是男校
[00:00:39.000 --> 00:00:41.000]  所以我不扮學生
[00:00:41.000 --> 00:00:43.000]  我也沒有扮老師
[00:00:43.000 --> 00:00:45.000]  因為裡面的老師只有阮瓊丹
[00:00:45.000 --> 00:00:46.000]  我可以扮
[00:00:46.000 --> 00:00:47.000]  所以我就不扮
[00:00:47.000 --> 00:00:50.000]  扮張敏就覺得不太像
[00:00:50.000 --> 00:00:53.000]  所以我就感謝主令Edmond
[00:00:53.000 --> 00:00:55.000]  幫我買了一個粉刷
[00:00:55.000 --> 00:00:58.000]  所以我就可以有些道具
[00:00:58.000 --> 00:01:01.000]  好像沒有東西預備
[00:01:01.000 --> 00:01:03.000]  今天講《徒學威龍》
[00:01:03.000 --> 00:01:06.000]  不少人問我為何會選《徒學威龍》
[00:01:06.000 --> 00:01:10.000]  主要原因是我想選一套笑片
[00:01:10.000 --> 00:01:13.000]  我覺得笑一下挺開心
[00:01:13.000 --> 00:01:15.000]  還有一套很多人看過的笑片
[00:01:15.000 --> 00:01:18.000]  我自己其實很喜歡看《徒學威龍》
[00:01:18.000 --> 00:01:20.000]  因為無厘頭之餘
[00:01:20.000 --> 00:01:22.000]  其實真是百看不厭
[00:01:22.000 --> 00:01:24.000]  其實你看的時候總是會笑笑口
[00:01:24.000 --> 00:01:26.000]  雖然你覺得它挺無聊
[00:01:26.000 --> 00:01:30.000]  你想輕鬆不用腦笑一下的話
[00:01:30.000 --> 00:01:31.000]  《徒學威龍》可以幫到你
[00:01:31.000 --> 00:01:33.000]  如果你覺得今天壓力很大
[00:01:33.000 --> 00:01:36.000]  開《徒學威龍》一和《徒學威龍》二都可以幫到你
[00:01:36.000 --> 00:01:40.000]  但如果你說想用腦看
[00:01:40.000 --> 00:01:42.000]  其實周星馳不是那麼簡單
[00:01:42.000 --> 00:01:43.000]  大家明白吧
[00:01:43.000 --> 00:01:44.000]  如果用腦看
[00:01:44.000 --> 00:01:46.000]  這些人全部點頭
[00:01:46.000 --> 00:01:48.000]  用腦看你會覺得
[00:01:48.000 --> 00:01:50.000]  都是有些東西可以拿走
[00:01:50.000 --> 00:01:52.000]  是有些訊息的
[00:01:52.000 --> 00:01:56.000]  雖然周星馳是出名無聊無厘頭
[00:01:56.000 --> 00:01:59.000]  這次流行國際電影節
[00:01:59.000 --> 00:02:02.000]  《徒學威龍》和其他電影
[00:02:02.000 --> 00:02:04.000]  《兩生花》這些法國電影
[00:02:04.000 --> 00:02:07.000]  吃了你的腎臟
[00:02:07.000 --> 00:02:09.000]  一看就很淒美
[00:02:09.000 --> 00:02:11.000]  (笑聲)
