
[00:00:00.000 --> 00:00:06.580]  各位靈性姐妹晚安,歡迎大家來到神學百科第三季第六講
[00:00:06.580 --> 00:00:12.800]  講著講著就來到第三季的尾聲,行動
[00:00:12.800 --> 00:00:14.800]  就是我們今天所講的話題
[00:00:14.800 --> 00:00:18.800]  在整個第三季內基督徒的內心生命
[00:00:18.800 --> 00:00:24.000]  其中一個我們留堂很重要的元素
[00:00:24.000 --> 00:00:26.000]  我想就是行動
[00:00:26.000 --> 00:00:33.000]  特意將這個話題和大家作為其中一課來分享
[00:00:33.000 --> 00:00:36.000]  為什麼會行動呢?
[00:00:36.000 --> 00:00:42.000]  我覺得做基督徒其中一個迷思
[00:00:42.000 --> 00:00:49.000]  或者想和大家一起思考的就是我們的行為
[00:00:49.000 --> 00:00:54.000]  因為我們基督教經常強調不是靠行為
[00:00:54.000 --> 00:00:56.000]  不要靠行為
[00:00:56.000 --> 00:00:59.000]  我們得救也不是靠行為
[00:00:59.000 --> 00:01:03.000]  所以我們經常強調不要靠行為
[00:01:03.000 --> 00:01:07.000]  我們基督徒的行為是什麼意義呢?
[00:01:07.000 --> 00:01:10.000]  今天我們也想和大家一起去思考
[00:01:10.000 --> 00:01:13.000]  行為是否重要呢?
[00:01:13.000 --> 00:01:16.000]  或者根本上行動是否重要呢?
[00:01:16.000 --> 00:01:20.000]  所以今天我們一起去思考
[00:01:20.000 --> 00:01:25.000]  我們可以先從聖經講起
[00:01:25.000 --> 00:01:32.000]  如果我們在聖經裡找到一些和行為相關的經文
[00:01:32.000 --> 00:01:34.000]  可能有這些
[00:01:34.000 --> 00:01:36.000]  我隨便想到幾篇
[00:01:36.000 --> 00:01:38.000]  《顎國書》裡說
[00:01:38.000 --> 00:01:41.000]  信心若無行為,就是死的
[00:01:41.000 --> 00:01:46.000]  信心必定和我們的行動有關係
[00:01:46.000 --> 00:01:51.000]  所以我們一向都不強調行動和行為
[00:01:51.000 --> 00:01:58.000]  似乎上帝的救恩完全是上帝的工作和作為
[00:01:58.000 --> 00:02:01.000]  但其實救恩與我們無關
[00:02:01.000 --> 00:02:04.000]  也不是我們的行動能夠換取
[00:02:04.000 --> 00:02:07.000]  但有時候我們基督徒,特別是新教徒
[00:02:07.000 --> 00:02:11.000]  過分地強調不是行為
[00:02:11.000 --> 00:02:16.000]  似乎我們所做的事情是很尷尬的
[00:02:16.000 --> 00:02:18.000]  所以我們就要和大家去思考
[00:02:18.000 --> 00:02:20.000]  第二個,《馬拉福音》裡的耶穌說
[00:02:20.000 --> 00:02:24.000]  所以凡聽見者說就去行的
[00:02:24.000 --> 00:02:27.000]  就去比個聰明人,不妨子蓋在盤石上
[00:02:27.000 --> 00:02:31.000]  所以其實很多經文都說這件事
[00:02:31.000 --> 00:02:36.000]  當然你可以包裝成信服天父的話
[00:02:36.000 --> 00:02:39.000]  或者跟隨耶穌,或者聽命
[00:02:39.000 --> 00:02:44.000]  但其實對於上帝的話,你是以行動去回應
[00:02:44.000 --> 00:02:49.000]  所以這很明顯,耶穌說你要有行動去回應
[00:02:49.000 --> 00:02:54.000]  才是完整的對上帝的話的回應
[00:02:54.000 --> 00:02:56.000]  有一句話,《釋述末達》
[00:02:56.000 --> 00:02:59.000]  我們相愛不要只在言語和舌頭上
[00:02:59.000 --> 00:03:02.000]  總要在行為和誠實上
[00:03:02.000 --> 00:03:05.000]  所以這裡我想是說什麼呢?
[00:03:05.000 --> 00:03:08.000]  不單單是我們愛的行動
[00:03:08.000 --> 00:03:11.000]  愛這件事不單單是口頭上
[00:03:11.000 --> 00:03:17.000]  而是要在行為、行動和真理之上
[00:03:17.000 --> 00:03:23.000]  所以這裡是說愛這件事本身意味著行動
[00:03:23.000 --> 00:03:27.000]  或者行動本身歸於愛的事情的本質
[00:03:27.000 --> 00:03:31.000]  因為我們會再說關於愛的話題
[00:03:31.000 --> 00:03:32.000]  最後,另一方面來說
[00:03:32.000 --> 00:03:37.000]  你們為什麼稱呼我主啊主啊,卻不遵行我的話呢?
[00:03:37.000 --> 00:03:40.000]  遵行上帝的話
[00:03:40.000 --> 00:03:43.000]  到我者來的,聽見我的話,就去行的
[00:03:43.000 --> 00:03:45.000]  我告訴他們做什麼人
[00:03:45.000 --> 00:03:49.000]  所以聽見上帝的話,然後去行動
[00:03:49.000 --> 00:03:51.000]  正正是我們所需要的
[00:03:51.000 --> 00:03:54.000]  當然今天不單單說這些
[00:03:54.000 --> 00:03:56.000]  經文裡有這些經文
[00:03:56.000 --> 00:03:59.000]  大家都明白,不需要再多說
[00:03:59.000 --> 00:04:04.000]  我在想一個更深層次的話題
[00:04:04.000 --> 00:04:13.000]  如果行動背後有什麼神學基礎呢?
[00:04:13.000 --> 00:04:15.000]  你會看到這裡有三個字
[00:04:15.000 --> 00:04:17.000]  其實都是同一個字的衍生
[00:04:17.000 --> 00:04:20.000]  act, actual, actualize
[00:04:20.000 --> 00:04:23.000]  這個字其實是挺神學的
[00:04:23.000 --> 00:04:26.000]  如果說回神學的基礎
[00:04:26.000 --> 00:04:28.000]  act 就是行動
[00:04:28.000 --> 00:04:32.000]  而actual 這個字其實是一個很特別的意思
[00:04:32.000 --> 00:04:36.000]  所以我們今天說的不是很用範
[00:04:36.000 --> 00:04:38.000]  我們說actually, actual
[00:04:38.000 --> 00:04:41.000]  其實當我說actual這個字的時候
[00:04:41.000 --> 00:04:44.000]  如果我們用中文翻譯的話,會怎樣翻譯呢?
[00:04:44.000 --> 00:04:46.000]  大概是解作
[00:04:46.000 --> 00:04:49.000]  如果神學上就解作實存的字
[00:04:49.000 --> 00:04:53.000]  它是真實地發生的
[00:04:53.000 --> 00:04:57.000]  當有一件真實的事情的時候
[00:04:57.000 --> 00:04:59.000]  它是真的存在的
[00:04:59.000 --> 00:05:04.000]  並且是透過行動而讓它發生的
[00:05:04.000 --> 00:05:06.000]  不知道大家是否明白我的意思
[00:05:06.000 --> 00:05:12.000]  所以從行動到因為行動而讓事情變得真實
[00:05:12.000 --> 00:05:14.000]  正正就是actual這個字
[00:05:14.000 --> 00:05:16.000]  所以當你說actually
[00:05:16.000 --> 00:05:18.000]  其實是怎樣的時候
[00:05:18.000 --> 00:05:20.000]  其實是一個真實地發生了的事情
[00:05:20.000 --> 00:05:24.000]  是關乎於事實的真相
[00:05:24.000 --> 00:05:26.000]  以及它是真實地存在過的
[00:05:26.000 --> 00:05:29.000]  這也是關於行動
[00:05:29.000 --> 00:05:37.000]  而actualize正正就是actual的實驗化
[00:05:37.000 --> 00:05:40.000]  如果我們將某件事實現的時候
[00:05:40.000 --> 00:05:43.000]  其實就是將它真實地實現出來
[00:05:43.000 --> 00:05:44.000]  會是這個意思
[00:05:44.000 --> 00:05:46.000]  為什麼說這些呢?
[00:05:46.000 --> 00:05:50.000]  因為其實這是一個很重要的神學概念
[00:05:50.000 --> 00:05:54.000]  當我們說上帝的時候
[00:05:54.000 --> 00:05:58.000]  我們從中世紀神學到今天
[00:05:58.000 --> 00:06:00.000]  有一個很重要的神學概念
[00:06:00.000 --> 00:06:05.000]  就是上帝其實是完全實現的
[00:06:05.000 --> 00:06:06.000]  有沒有想過
[00:06:06.000 --> 00:06:10.000]  上帝是完全實現了他所有的東西
[00:06:10.000 --> 00:06:12.000]  100%是上帝
[00:06:12.000 --> 00:06:18.000]  上帝在他腦裡是沒有潛質的
[00:06:18.000 --> 00:06:20.000]  上帝是沒有流力的
[00:06:20.000 --> 00:06:24.000]  上帝是一個完全實現了的東西
[00:06:24.000 --> 00:06:25.000]  簡單來說
[00:06:25.000 --> 00:06:28.000]  如果他有五角形的能力表
[00:06:28.000 --> 00:06:30.000]  他是全部滿分的
[00:06:30.000 --> 00:06:34.000]  這是完全完美完全
[00:06:34.000 --> 00:06:36.000]  因為他實現了他自己
[00:06:36.000 --> 00:06:39.000]  所以反過來說
[00:06:39.000 --> 00:06:44.000]  你仍然有很多的潛質
[00:06:44.000 --> 00:06:46.000]  什麼意思呢?
[00:06:46.000 --> 00:06:48.000]  你今天還不行
[00:06:48.000 --> 00:06:49.000]  當我們這樣說的時候
[00:06:49.000 --> 00:06:51.000]  所以潛質
[00:06:51.000 --> 00:06:54.000]  就是一個人的真實裡面
[00:06:54.000 --> 00:06:57.000]  其實他還沒有完全實現
[00:06:57.000 --> 00:06:59.000]  想想一個小朋友
[00:06:59.000 --> 00:07:01.000]  小朋友成長的時候
[00:07:01.000 --> 00:07:04.000]  其實他還有很多潛能
[00:07:04.000 --> 00:07:05.000]  很多潛質
[00:07:05.000 --> 00:07:07.000]  因為他還沒有完全實現自己
[00:07:07.000 --> 00:07:08.000]  所以同一個人
[00:07:08.000 --> 00:07:10.000]  我們說原來一個真實的人
[00:07:10.000 --> 00:07:15.000]  一個去到最完美狀態的人
[00:07:15.000 --> 00:07:18.000]  其實就需要完全實現所有的東西
[00:07:18.000 --> 00:07:24.000]  所以從潛質到實際的問題
[00:07:24.000 --> 00:07:26.000]  我也說過
[00:07:26.000 --> 00:07:27.000]  在《約書亞記》裡面說
[00:07:27.000 --> 00:07:31.000]  約書亞正正的剛強壯膽
[00:07:31.000 --> 00:07:33.000]  正正就是將你的潛質
[00:07:33.000 --> 00:07:35.000]  上帝給你的東西
[00:07:35.000 --> 00:07:37.000]  完全實現了
[00:07:37.000 --> 00:07:40.000]  所以為什麼說這些話呢
[00:07:40.000 --> 00:07:46.000]  因為從一個可能性變成實在性
[00:07:46.000 --> 00:07:49.000]  其實正正是需要行動
[00:07:49.000 --> 00:07:50.000]  說得很深
[00:07:50.000 --> 00:07:53.000]  但其實都是說那些話
[00:07:53.000 --> 00:07:54.000]  你可以這樣做的
[00:07:54.000 --> 00:07:57.000]  但你沒有做到出來
[00:07:57.000 --> 00:07:58.000]  我們人生裡也好
[00:07:58.000 --> 00:08:01.000]  或者是我們生命裡
[00:08:01.000 --> 00:08:03.000]  我們有很多可能性
[00:08:03.000 --> 00:08:04.000]  這也是上帝給我們
[00:08:04.000 --> 00:08:07.000]  可以做到的潛質
[00:08:07.000 --> 00:08:10.000]  但正正要從可能性變成實在
[00:08:10.000 --> 00:08:11.000]  實存
[00:08:11.000 --> 00:08:13.000]  正正需要行動
[00:08:13.000 --> 00:08:14.000]  唯有行動
[00:08:14.000 --> 00:08:19.000]  才能夠讓上帝給你的潛質
[00:08:19.000 --> 00:08:21.000]  完全實現
[00:08:21.000 --> 00:08:23.000]  所以你明白我的意思
[00:08:23.000 --> 00:08:30.000]  從實在到實現
[00:08:30.000 --> 00:08:32.000]  正正就是這個關係
[00:08:32.000 --> 00:08:34.000]  你只能夠透過行動
[00:08:34.000 --> 00:08:37.000]  讓那些事情變成實在
[00:08:37.000 --> 00:08:39.000]  正正就是實現那些事情
[00:08:39.000 --> 00:08:40.000]  所以我們說的行動
[00:08:40.000 --> 00:08:44.000]  不單單是說你要聽耶穌的話
[00:08:44.000 --> 00:08:46.000]  你要去做事
[00:08:46.000 --> 00:08:49.000]  更加不是一般來說的一個做字
[00:08:49.000 --> 00:08:52.000]  因為我們經常聽別人這樣說
[00:08:52.000 --> 00:08:55.000]  我們的信仰不是一個做字
[00:08:55.000 --> 00:08:57.000]  不是關於行動
[00:08:57.000 --> 00:08:59.000]  而是關乎於存在
[00:08:59.000 --> 00:09:00.000]  我們似乎有很多說話
[00:09:00.000 --> 00:09:03.000]  其實不是叫你做什麼
[00:09:03.000 --> 00:09:04.000]  這是對的
[00:09:04.000 --> 00:09:07.000]  但其實意思不在這裡
[00:09:07.000 --> 00:09:08.000]  意思就是說
[00:09:08.000 --> 00:09:15.000]  當我們真正去讓一些事情發生
[00:09:15.000 --> 00:09:19.000]  其實是在乎於行動
[00:09:19.000 --> 00:09:23.000]  當然你過分地去做一個做字
[00:09:23.000 --> 00:09:25.000]  這是另一個問題
[00:09:25.000 --> 00:09:28.000]  但其實所說的行動
[00:09:28.000 --> 00:09:31.000]  正正就是我們信仰裡很重要的事情
[00:09:31.000 --> 00:09:35.000]  你讓某些事情能夠發生
[00:09:35.000 --> 00:09:39.000]  這是我們不避諱地說的
[00:09:39.000 --> 00:09:41.000]  基督教經常說
[00:09:41.000 --> 00:09:43.000]  都是上帝做事
[00:09:43.000 --> 00:09:45.000]  不是我們做事
[00:09:45.000 --> 00:09:47.000]  我正想和大家討論這個話題
[00:09:47.000 --> 00:09:49.000]  我們的行動
[00:09:49.000 --> 00:09:53.000]  在正信上有什麼關聯
[00:09:53.000 --> 00:09:56.000]  所以行動是重要的
[00:09:56.000 --> 00:09:57.000]  上帝也是
[00:09:57.000 --> 00:10:00.000]  上帝有些神學上說
[00:10:00.000 --> 00:10:01.000]  特別是卡爾巴特
[00:10:01.000 --> 00:10:04.000]  對卡爾巴特來說
[00:10:04.000 --> 00:10:07.000]  上帝如何創造這個世界
[00:10:07.000 --> 00:10:10.000]  其實正正就是去實現了
[00:10:10.000 --> 00:10:13.000]  他和人的那份愛
[00:10:13.000 --> 00:10:16.000]  對於卡爾巴特來說
[00:10:16.000 --> 00:10:18.000]  上帝和人的約
[00:10:18.000 --> 00:10:20.000]  信仰是首先的
[00:10:20.000 --> 00:10:22.000]  他願意和人納約
[00:10:22.000 --> 00:10:25.000]  他願意愛世界和愛這個人
[00:10:25.000 --> 00:10:28.000]  所以他就創造這個世界
[00:10:28.000 --> 00:10:30.000]  讓這些事情去實現
[00:10:30.000 --> 00:10:32.000]  林之母明的詩
[00:10:32.000 --> 00:10:34.000]  所以從一個信仰
[00:10:34.000 --> 00:10:37.000]  一個上帝和人之間的關係
[00:10:37.000 --> 00:10:40.000]  上帝就要去實現這個關係
[00:10:40.000 --> 00:10:43.000]  所以他就創造這個世界
[00:10:43.000 --> 00:10:46.000]  讓這個關係變得實在
[00:10:46.000 --> 00:10:47.000]  變得實現了
[00:10:47.000 --> 00:10:51.000]  所以創造是上帝的第一個工作
[00:10:51.000 --> 00:10:53.000]  上帝在永恆裡面
[00:10:53.000 --> 00:10:55.000]  其實只有他自己
[00:10:55.000 --> 00:10:57.000]  他第一個工作
[00:10:57.000 --> 00:10:59.000]  其實正正就是創造
[00:10:59.000 --> 00:11:01.000]  接著就接過一些故事
[00:11:01.000 --> 00:11:03.000]  六天之後休息
[00:11:03.000 --> 00:11:05.000]  所以上帝是行動的
[00:11:05.000 --> 00:11:07.000]  上帝的行動就是創造
[00:11:07.000 --> 00:11:08.000]  行動的目的
[00:11:08.000 --> 00:11:10.000]  正正就是要去實現
[00:11:10.000 --> 00:11:13.000]  他和人之間的那份關係
[00:11:13.000 --> 00:11:16.000]  所以這個最主要是用一份納約的神話
[00:11:16.000 --> 00:11:21.000]  其實創造是一份去讓一個行動
[00:11:21.000 --> 00:11:24.000]  一個讓上帝的愛能夠去實現一份的東西
