
[00:00:00.000 --> 00:00:04.000]  Flow Church的導演姊妹,平安
[00:00:04.000 --> 00:00:12.000]  這個月的月題是「食」、「傾」、「玩」、「笑」、「瞓」
[00:00:12.000 --> 00:00:17.000]  來到今天第三個星期,我們就一起去看看「玩」
[00:00:17.000 --> 00:00:23.000]  先說一下「玩」,其實對我來說,我覺得有點困難
[00:00:23.000 --> 00:00:31.000]  為什麼呢?首先就是認識我的人都知道我不是一個很「玩」的人
[00:00:31.000 --> 00:00:35.000]  玩來玩去都是玩打羽毛球、開電單車
[00:00:35.000 --> 00:00:39.000]  最多放假,有人生我的氣我就會去旅行
[00:00:39.000 --> 00:00:48.000]  現在很流行爆旋陀螺,或者過去有什麼電玩PS5、Switch、桌上遊戲那些
[00:00:48.000 --> 00:00:50.000]  其實我都不玩的
[00:00:50.000 --> 00:00:55.000]  所以我覺得說這個題目都有點困難
[00:00:55.000 --> 00:00:57.000]  第二,有什麼困難呢?
[00:00:57.000 --> 00:01:02.000]  就是我是一個都很認真的人
[00:01:02.000 --> 00:01:06.000]  有人就說我講道或者查經的樣子很兇
[00:01:06.000 --> 00:01:12.000]  其實不是兇,是我很認真對待這件事,所以就有點肉緊
[00:01:12.000 --> 00:01:18.000]  今天我帶了一個道具來,希望緩和一下這個緊張的氣氛
[00:01:20.000 --> 00:01:31.000]  測試,希望如果一會兒很肉緊,你就看著我的衣服,會開心一點
[00:01:31.000 --> 00:01:36.000]  好了,正經一點,其實說「玩」還有一些困難的地方
[00:01:36.000 --> 00:01:41.000]  就是在聖經裡面,我們不是很看到「玩」的經文
[00:01:41.000 --> 00:01:47.000]  我自己去準備的時候,我都在想聖經有什麼地方是說「玩」的呢?
[00:01:47.000 --> 00:01:52.000]  很快就想到就是「賢樂」,就是飲宴快樂,賢樂
[00:01:52.000 --> 00:01:59.000]  不過賢樂很多時候,聖經給我們看到都是一些負面的事
[00:01:59.000 --> 00:02:04.000]  所以我自己一路預備的時候,我都在懷疑
[00:02:04.000 --> 00:02:08.000]  其實聖經是不是都不是很主張「玩」的呢?
[00:02:08.000 --> 00:02:12.000]  大家想不想到還有什麼經文是說「玩」的呢?
[00:02:12.000 --> 00:02:15.000]  靜了,OK,正常的
[00:02:15.000 --> 00:02:20.000]  有人說耶穌會帶我們去樂園,都是一種「玩」的經文
[00:02:20.000 --> 00:02:25.000]  OK,其實,我先找一下pointer,找到了
[00:02:25.000 --> 00:02:29.000]  聖經還有一個位置其實就是說「玩」的經文
[00:02:29.000 --> 00:02:32.000]  就是來自撒加利亞書八章的五節
[00:02:32.000 --> 00:02:39.000]  在這裡它就說了,城裡面的廣場滿有男女在玩耍
[00:02:39.000 --> 00:02:44.000]  似乎在這裡都給我們看到,聖經對於「玩」都有些正面的方向
[00:02:44.000 --> 00:02:50.000]  今天我們試一下去認真地看聖經怎麼說「玩」
[00:02:50.000 --> 00:02:55.000]  撒加利亞書是一本小仙之書,大家可能不是很熟悉
[00:02:55.000 --> 00:03:00.000]  我們先了解一下這本書的背景
[00:03:00.000 --> 00:03:05.000]  其實不難的,一分多鐘你就大概抓到背景
[00:03:05.000 --> 00:03:09.000]  首先我們要知道以色列人是很頑皮的
[00:03:09.000 --> 00:03:13.000]  他們不聽神的律法,他們叛逆了神
[00:03:13.000 --> 00:03:19.000]  透過歷代先知不斷勸之後,他們都不聽
[00:03:19.000 --> 00:03:25.000]  所以神就審判懲罰他們,將他們擄到巴比倫
[00:03:25.000 --> 00:03:34.000]  他們被擄之後,當然聖殿被毀,耶路撒冷凋零了
[00:03:34.000 --> 00:03:46.000]  所以之後他們去到巴比倫的時候,耶路撒冷就在一個頹廢敗瓦的狀態
[00:03:46.000 --> 00:03:50.000]  不過這個不是審判的終點
[00:03:50.000 --> 00:03:53.000]  上帝很好,他允許了以色列人
[00:03:53.000 --> 00:03:58.000]  他們說70年之後你們就可以重返耶路撒冷
[00:03:58.000 --> 00:04:01.000]  所以我們要去了解撒加利亞書之前
[00:04:01.000 --> 00:04:06.000]  我們要知道一個背景,就是昔日以色列人他們叛逆
[00:04:06.000 --> 00:04:12.000]  遭受到審判被擄,耶路撒冷聖殿凋零了
[00:04:12.000 --> 00:04:16.000]  而他們70年之後進入撒加利亞書的時代
[00:04:16.000 --> 00:04:20.000]  他們將要重返耶路撒冷
[00:04:20.000 --> 00:04:27.000]  我們帶著這個背景進入撒加利亞書八章一至八節
[00:04:27.000 --> 00:04:30.000]  撒加利亞書八章一至三節是這樣說
[00:04:30.000 --> 00:04:34.000]  萬君子耶和華的華臨到我,即是撒加利亞,說
[00:04:34.000 --> 00:04:40.000]  萬君子耶和華如此說:我為錫安而妒忌,大大妒忌
[00:04:40.000 --> 00:04:43.000]  我為了他妒忌而大發烈怒
[00:04:43.000 --> 00:04:49.000]  耶和華如此說:我要回到錫安,住在耶路撒冷中間
[00:04:49.000 --> 00:04:52.000]  耶路撒冷必稱為忠實的城
[00:04:52.000 --> 00:04:57.000]  萬君子耶和華的山必稱為聖山
[00:04:57.000 --> 00:05:02.000]  看到頭三節,我猜大家都會問一條問題
[00:05:02.000 --> 00:05:06.000]  上帝耶和華為何妒忌呢?
[00:05:06.000 --> 00:05:10.000]  其實這裡在撒加利亞書一章是有講到的,我們一起看看
[00:05:10.000 --> 00:05:13.000]  撒加利亞書都是在說70年之後
[00:05:13.000 --> 00:05:18.000]  如果我們看第十五節,前小節還是十四節尾
[00:05:18.000 --> 00:05:21.000]  都是在說上帝他在妒忌
[00:05:21.000 --> 00:05:27.000]  到了十五節,他說:我非常老老,那享安逸的列國
[00:05:27.000 --> 00:05:35.000]  因為從前我稍微老老,他們就越發加害
[00:05:35.000 --> 00:05:40.000]  簡單來說就是當以色列人他們被上帝審判
[00:05:40.000 --> 00:05:45.000]  他們被擄的時候,周圍的列國就落井下石
[00:05:45.000 --> 00:05:48.000]  上帝很妒忌,他很生氣
[00:05:48.000 --> 00:05:51.000]  於是十六節,耶和華如此說
[00:05:51.000 --> 00:05:55.000]  現在我回到耶路撒冷,仍要撕列文
[00:05:55.000 --> 00:06:00.000]  我的殿要重建在其中,準繩必拉在耶路撒冷之上
[00:06:00.000 --> 00:06:03.000]  這是萬君子耶和華說的
[00:06:03.000 --> 00:06:07.000]  在第一章這裡我們會看到
[00:06:07.000 --> 00:06:14.000]  撒加利亞書讓我們知道耶和華很妒忌
[00:06:14.000 --> 00:06:20.000]  他很生氣,他要回去耶路撒冷石安
[00:06:20.000 --> 00:06:24.000]  耶路撒冷就是以色列的主要城市
[00:06:24.000 --> 00:06:27.000]  石安就是一座山,石安山
[00:06:27.000 --> 00:06:32.000]  也就是聖殿,也是神住的地方
[00:06:32.000 --> 00:06:36.000]  這裡讓我們看到上帝說要回去耶路撒冷
[00:06:36.000 --> 00:06:38.000]  他要回去耶路撒冷
[00:06:38.000 --> 00:06:40.000]  耶路撒冷之後會變成怎樣?
[00:06:40.000 --> 00:06:44.000]  當上帝回去之後,會變成忠實的城
[00:06:44.000 --> 00:06:48.000]  萬君子耶和華的山必稱為聖山
[00:06:48.000 --> 00:06:51.000]  意思是說,為什麼是一個忠實的城?
[00:06:51.000 --> 00:06:53.000]  我們反過來想就明白了
[00:06:53.000 --> 00:06:57.000]  昔日以色列就是叛逆
[00:06:57.000 --> 00:07:01.000]  當上帝回去之後,他們會變成忠誠
[00:07:01.000 --> 00:07:04.000]  昔日聖殿被玷污
[00:07:04.000 --> 00:07:10.000]  但耶和華回去之後,聖殿要再一次被分別為聖
[00:07:10.000 --> 00:07:15.000]  八章一至三節我們大概可以捉摸到一個訊息
[00:07:15.000 --> 00:07:19.000]  上帝要回去耶路撒冷
[00:07:19.000 --> 00:07:23.000]  回去耶路撒冷是一個什麼景象呢?我們再看下去
[00:07:23.000 --> 00:07:25.000]  第四至第六節就這樣說
[00:07:25.000 --> 00:07:27.000]  萬君子耶和華如此說
[00:07:27.000 --> 00:07:33.000]  將來必有年老的男女坐在耶路撒冷的廣場上
[00:07:33.000 --> 00:07:37.000]  各人因年紀老邁而手拿拐杖
[00:07:37.000 --> 00:07:42.000]  城裡的廣場滿有男孩女孩在玩耍
[00:07:42.000 --> 00:07:44.000]  萬君子耶和華如此說
[00:07:44.000 --> 00:07:49.000]  在那些日子,即使這是在愚民眼中看為奇妙
[00:07:49.000 --> 00:07:53.000]  難道在我眼中也看為奇妙嗎?
[00:07:53.000 --> 00:07:56.000]  這是萬君子耶和華說的
[00:07:56.000 --> 00:08:02.000]  第四至第六節有一個圖畫開始給我們看到
[00:08:02.000 --> 00:08:05.000]  這幅圖畫就是耶路撒冷
[00:08:05.000 --> 00:08:10.000]  有很多年長的公公婆婆
[00:08:10.000 --> 00:08:14.000]  他們就拿著拐杖,悠哉悠哉地在廣場裡
[00:08:14.000 --> 00:08:18.000]  其次就是有很多小朋友在城裡玩耍
[00:08:18.000 --> 00:08:20.000]  大概有一幅這樣的圖畫
[00:08:20.000 --> 00:08:25.000]  這就是上帝復興以色列的一個圖畫
[00:08:25.000 --> 00:08:27.000]  這個圖畫可能你也會馬上去問
[00:08:27.000 --> 00:08:31.000]  那些成年人去了哪裡呢?是不是都不見了呢?
[00:08:31.000 --> 00:08:35.000]  這裡是用了一個修辭手法叫做分清法
[00:08:35.000 --> 00:08:38.000]  簡單來說就好像今天我們說的男女老少
[00:08:38.000 --> 00:08:40.000]  包含了所有的人
[00:08:40.000 --> 00:08:47.000]  所以這裡是說所有的人都會在城裡有這樣的景象
[00:08:47.000 --> 00:08:49.000]  下面第六節他就說
[00:08:49.000 --> 00:08:53.000]  原來那些回去的以色列人
[00:08:53.000 --> 00:08:57.000]  他們不是很信任有這個畫面的出現
[00:08:57.000 --> 00:09:00.000]  但是上帝就告訴他們
[00:09:00.000 --> 00:09:03.000]  難道在你眼中奇妙的事
[00:09:03.000 --> 00:09:06.000]  在我上帝眼中都看為奇妙嗎?
[00:09:06.000 --> 00:09:09.000]  所以再下去第七至第八節
[00:09:09.000 --> 00:09:12.000]  上帝更加肯定地說
[00:09:12.000 --> 00:09:14.000]  我要從日出之地
[00:09:14.000 --> 00:09:17.000]  從日落之地拯救我的子民
[00:09:17.000 --> 00:09:19.000]  我要領他們來
[00:09:19.000 --> 00:09:21.000]  使他們住在耶路撒冷中間
[00:09:21.000 --> 00:09:23.000]  他們要作我的子民
[00:09:23.000 --> 00:09:25.000]  我要作他們的上帝
[00:09:25.000 --> 00:09:28.000]  都憑信實和公義
[00:09:28.000 --> 00:09:32.000]  第七節再一次出現分清法
[00:09:32.000 --> 00:09:35.000]  說的是這個世界每一個角落
[00:09:35.000 --> 00:09:36.000]  只要你是秘魯的
[00:09:36.000 --> 00:09:38.000]  上帝都要去拯救
[00:09:38.000 --> 00:09:40.000]  要帶他們回來
[00:09:40.000 --> 00:09:42.000]  住在耶路撒冷中間
[00:09:42.000 --> 00:09:44.000]  他們要作神的子民
[00:09:44.000 --> 00:09:47.000]  神要作他們的上帝
[00:09:47.000 --> 00:09:52.000]  所以我們很快地大概領略了
[00:09:52.000 --> 00:09:55.000]  撒加利亞書八章一照八節
[00:09:55.000 --> 00:10:00.000]  是說耶和華應許復興耶路撒冷
[00:10:00.000 --> 00:10:03.000]  耶和華要復興以色列
[00:10:03.000 --> 00:10:05.000]  今天我們說玩
[00:10:05.000 --> 00:10:07.000]  我們就專心多一點
[00:10:07.000 --> 00:10:10.000]  看看今天我們要看的那段經文
[00:10:10.000 --> 00:10:14.000]  就是說為什麼耶和華要復興以色列
[00:10:14.000 --> 00:10:16.000]  有一幅圖畫就是很多老人家
[00:10:16.000 --> 00:10:18.000]  拿著拐杖悠哉游哉
[00:10:18.000 --> 00:10:22.000]  很多小朋友在玩的場景
[00:10:22.000 --> 00:10:25.000]  我直接了當地說
[00:10:25.000 --> 00:10:28.000]  其實這兩個圖畫
[00:10:28.000 --> 00:10:35.000]  都指向人存在生活的那份生命力
[00:10:35.000 --> 00:10:37.000]  或者我用活力來說
[00:10:37.000 --> 00:10:39.000]  你看到我外面的powerpoint
[00:10:39.000 --> 00:10:44.000]  帶給你看到那條水是怎樣的
[00:10:44.000 --> 00:10:47.000]  就是源自於上帝的臨在
[00:10:47.000 --> 00:10:49.000]  就是回到以色列
[00:10:49.000 --> 00:10:51.000]  他去復興以色列人
[00:10:51.000 --> 00:10:53.000]  他為這個地方耶路撒冷
[00:10:53.000 --> 00:10:55.000]  凋零了的耶路撒冷
[00:10:55.000 --> 00:10:56.000]  被毀的聖殿
[00:10:56.000 --> 00:11:02.000]  他帶給人民百姓有平安平穩
[00:11:02.000 --> 00:11:06.000]  所以那些老人家或者小朋友
[00:11:06.000 --> 00:11:12.000]  才敢在這個地方悠哉游哉散步
[00:11:12.000 --> 00:11:14.000]  或者在這裡玩
[00:11:14.000 --> 00:11:21.000]  所以我會說這個圖畫是在說生命力
[00:11:21.000 --> 00:11:28.000]  不知道你去想一個城市是否發達
[00:11:28.000 --> 00:11:33.000]  或者你會用甚麼準則來衡量
[00:11:33.000 --> 00:11:36.000]  可能我自己都會去想一個城市是否發達
[00:11:36.000 --> 00:11:38.000]  它的建築物是否漂亮
[00:11:38.000 --> 00:11:42.000]  或者那裡有甚麼職業
[00:11:42.000 --> 00:11:44.000]  導致這個城市興旺
[00:11:44.000 --> 00:11:46.000]  類似是這樣
[00:11:46.000 --> 00:11:48.000]  但是撒基里亞書在這裡
[00:11:48.000 --> 00:11:51.000]  他不是這個導向
[00:11:51.000 --> 00:11:55.000]  他不是用這個城市是否繁榮
[00:11:55.000 --> 00:11:57.000]  來凸顯上帝有沒有回到
[00:11:57.000 --> 00:11:59.000]  有沒有復興這個城市
[00:11:59.000 --> 00:12:03.000]  甚至上帝都不是形容圖畫
[00:12:03.000 --> 00:12:06.000]  就是百姓全部很勁竭地排隊
[00:12:06.000 --> 00:12:09.000]  在聖殿上敬拜上帝
[00:12:09.000 --> 00:12:11.000]  他都不是一個這樣的圖畫
[00:12:11.000 --> 00:12:16.000]  反而他的圖畫是一群老年人
[00:12:16.000 --> 00:12:18.000]  或者今天我們主要想看的是
[00:12:18.000 --> 00:12:21.000]  那群小朋友在這個城市裡面
