
[00:00:00.000 --> 00:00:04.000]  Hello 大兄姐妹 晚安 平安
[00:00:04.000 --> 00:00:09.000]  很久不見了 由去年
[00:00:09.000 --> 00:00:15.000]  由去年沒有見面的時間 由八月初到現在九月
[00:00:15.000 --> 00:00:21.000]  四個星期 但回來的時候感覺上真的相隔了很久
[00:00:21.000 --> 00:00:25.000]  由平行宇宙回到宇宙裏面
[00:00:25.000 --> 00:00:31.000]  真的 回來的時候冷氣就很棒
[00:00:31.000 --> 00:00:36.000]  牆壁就拆掉了 桌子也有一個
[00:00:36.000 --> 00:00:41.000]  好像有一個新的形式一樣
[00:00:41.000 --> 00:00:50.000]  我自己還是不斷地在消化
[00:00:50.000 --> 00:00:55.000]  在英國那兩個星期回來香港之後
[00:00:55.000 --> 00:01:00.000]  很多的感覺 很多的經歷 一些的反省
[00:01:00.000 --> 00:01:06.000]  反省我們全聖教在香港這個地方裏面
[00:01:06.000 --> 00:01:13.000]  九月 十月和這兩個月的月題我們就叫做迎新
[00:01:13.000 --> 00:01:18.000]  本身其實是一個很簡單的意思 迎接新事
[00:01:18.000 --> 00:01:22.000]  如果你們記得的話 我們上年的月題是甚麼
[00:01:22.000 --> 00:01:24.000]  上年九月十月的月題是甚麼
[00:01:24.000 --> 00:01:27.000]  開學嘛 大家都很記得吧
[00:01:27.000 --> 00:01:33.000]  其實都想做一些類似的事情 迎接一些新的事情
[00:01:33.000 --> 00:01:38.000]  後來不如就用這個形式來形容
[00:01:38.000 --> 00:01:44.000]  我經常覺得我們全聖教或者全聖教很重要的精神
[00:01:44.000 --> 00:01:47.000]  就是我們 都是我經常開始的時候都跟人說
[00:01:47.000 --> 00:01:52.000]  我們是在捉著教會的essence
[00:01:52.000 --> 00:01:59.000]  然後執著這個essence來不斷地隨著不同的時間來改變我們的form
[00:01:59.000 --> 00:02:04.000]  所以這個我自己很大的信念在這幾年裏面
[00:02:04.000 --> 00:02:07.000]  就是在捉著我們的本質
[00:02:07.000 --> 00:02:14.000]  然後我們隨著世代的轉變而我們可以不斷地更新我們的形態
[00:02:14.000 --> 00:02:19.000]  所以今天我們 或者這個月我們會多說一些迎這個字
[00:02:19.000 --> 00:02:21.000]  form這個字
[00:02:21.000 --> 00:02:23.000]  可能有些同工會說新這個字
[00:02:23.000 --> 00:02:27.000]  今天我會想說迎這個字 form這個字
[00:02:27.000 --> 00:02:30.000]  而當我們去說form這個字的時候
[00:02:30.000 --> 00:02:34.000]  有一個很重要的字就是美
[00:02:34.000 --> 00:02:38.000]  我們會思考美這個課題
[00:02:38.000 --> 00:02:42.000]  還有今天說的有一點神學的
[00:02:42.000 --> 00:02:43.000]  待會你要留意一下
[00:02:43.000 --> 00:02:46.000]  偶爾你可能要回家再看一次
[00:02:46.000 --> 00:02:49.000]  所以今天我們一起選了一段經文
[00:02:49.000 --> 00:02:51.000]  就是傳道書
[00:02:51.000 --> 00:02:53.000]  傳道書第三章的經文
[00:02:53.000 --> 00:02:54.000]  讓我讀吧
[00:02:54.000 --> 00:02:57.000]  請聽聖經的說話
[00:02:57.000 --> 00:02:59.000]  傳道書第三章第一節
[00:02:59.000 --> 00:03:02.000]  凡事都有定期 天下萬物都有定時
[00:03:02.000 --> 00:03:06.000]  生有時 死有時 災中有時 不出所災中的也有時
[00:03:06.000 --> 00:03:10.000]  殺戮有時 醫治有時 拆毀有時 建造有時
[00:03:10.000 --> 00:03:15.000]  哭有時 笑有時 哀動有時 跳舞有時
[00:03:15.000 --> 00:03:21.000]  拋掟石頭有時 堆砌石頭有時 懷抱有時 不懷抱有時
[00:03:21.000 --> 00:03:25.000]  尋找有時 失落有時 保守有時 捨棄有時
[00:03:25.000 --> 00:03:30.000]  撕裂有時 縫補有時 靜默有時 言語有時
[00:03:30.000 --> 00:03:36.000]  喜愛有時 恆惡有時 真戰有時 和好有時
[00:03:36.000 --> 00:03:37.000]  第九節
[00:03:37.000 --> 00:03:41.000]  這人看來 做事的人在他的勞碌上有什麼益處呢?
[00:03:41.000 --> 00:03:45.000]  我見神叫世人勞苦 使他們在其中受經煉
[00:03:45.000 --> 00:03:50.000]  上帝造萬物 各按其事成為美麗
[00:03:50.000 --> 00:03:54.000]  又將永生按自在世人心裡
[00:03:54.000 --> 00:03:58.000]  然而上帝從始至終都作為人不能插頭
[00:03:58.000 --> 00:03:59.000]  我們一起祈禱
[00:03:59.000 --> 00:04:03.000]  天父我們將我們講道的時間交託給你
[00:04:03.000 --> 00:04:05.000]  我們僑星獻上我們的敬拜
[00:04:05.000 --> 00:04:08.000]  讓我們全世界不同各地的弟兄姊妹我們一起
[00:04:08.000 --> 00:04:11.000]  來聆聽你自己的說話
[00:04:11.000 --> 00:04:15.000]  你藉著你自己的聖言去教導我們
[00:04:15.000 --> 00:04:17.000]  怎樣去認識你自己的榮美
[00:04:17.000 --> 00:04:22.000]  讓我們知道美對我們的宿命生命
[00:04:22.000 --> 00:04:25.000]  對我們在這個時代的重要
[00:04:25.000 --> 00:04:27.000]  幫助孩子不配
[00:04:27.000 --> 00:04:30.000]  但你自己對我們說話
[00:04:30.000 --> 00:04:33.000]  透過網絡 透過你的靈在當中
[00:04:33.000 --> 00:04:35.000]  來拉緊我們
[00:04:35.000 --> 00:04:37.000]  讓我們的生活能夠緊貼你
[00:04:37.000 --> 00:04:40.000]  讓我們的生活能夠可以看見你
[00:04:40.000 --> 00:04:42.000]  求主你這樣幫助
[00:04:42.000 --> 00:04:43.000]  逢主命求 阿們
[00:04:43.000 --> 00:04:45.000]  傳道書的經文
[00:04:45.000 --> 00:04:47.000]  我想大家不陌生
[00:04:47.000 --> 00:04:49.000]  凡事都有定期
[00:04:49.000 --> 00:04:51.000]  生有時 死有時
[00:04:51.000 --> 00:04:53.000]  殺戮有時 已治有時
[00:04:53.000 --> 00:04:57.000]  我想整個傳道書
[00:04:57.000 --> 00:05:01.000]  大家最熟悉的都是這段經文
[00:05:01.000 --> 00:05:03.000]  可能這麼多章裏
[00:05:03.000 --> 00:05:05.000]  你能夠說得出來的
[00:05:05.000 --> 00:05:07.000]  就是這段有時有事的經文
[00:05:07.000 --> 00:05:10.000]  今天我們會嘗試從一個
[00:05:10.000 --> 00:05:13.000]  完完全全另一個角度
[00:05:13.000 --> 00:05:15.000]  來思考這段經文
[00:05:15.000 --> 00:05:18.000]  一個你平時沒怎麼想過的角度
[00:05:18.000 --> 00:05:22.000]  如果你細心去讀這段聖經的時候
[00:05:22.000 --> 00:05:23.000]  你會發現
[00:05:23.000 --> 00:05:25.000]  這些有時有事有時有事
[00:05:25.000 --> 00:05:28.000]  經文的背後 經文的下面
[00:05:28.000 --> 00:05:32.000]  其實緊接著一段很有趣的聖經
[00:05:32.000 --> 00:05:35.000]  好像只有我們來思考這段經文
[00:05:35.000 --> 00:05:41.000]  11 字 神造萬物 覺按其時成為美好
[00:05:41.000 --> 00:05:44.000]  又將永生安置於人心裏
[00:05:44.000 --> 00:05:49.000]  然而上帝從始至終的作為人不能插透
[00:05:49.000 --> 00:05:50.000]  以前我也覺得
[00:05:50.000 --> 00:05:52.000]  大概是一至八字裏面的
[00:05:52.000 --> 00:05:54.000]  有時有事的總結
[00:05:54.000 --> 00:05:56.000]  所以 某事有時有時
[00:05:56.000 --> 00:05:59.000]  凡事都有定期
[00:05:59.000 --> 00:06:04.000]  然後 神造萬物 覺按其時成為美好
[00:06:04.000 --> 00:06:09.000]  神造萬物 覺按其時成為美好
[00:06:09.000 --> 00:06:10.000]  所以我們以前覺得
[00:06:10.000 --> 00:06:13.000]  這段經文是一段很佛系的經文
[00:06:13.000 --> 00:06:15.000]  是一種很佛系的想法
[00:06:15.000 --> 00:06:18.000]  總之就是In His Time
[00:06:18.000 --> 00:06:20.000]  算到橋頭自然直
[00:06:20.000 --> 00:06:24.000]  善有善報 時辰未報 時辰未到
[00:06:24.000 --> 00:06:28.000]  分手的時候就是分手的時候
[00:06:28.000 --> 00:06:30.000]  復合的時候就是和開的時候
[00:06:30.000 --> 00:06:33.000]  去圖書館的時候就是靜默的時候
[00:06:33.000 --> 00:06:35.000]  Overall的時候就是言語有時
[00:06:35.000 --> 00:06:38.000]  跌了東西就是尋找有時
[00:06:38.000 --> 00:06:40.000]  搬屋就是寫有時
[00:06:40.000 --> 00:06:43.000]  總之以往的屬靈結論就是
[00:06:43.000 --> 00:06:45.000]  一切都是In His Time
[00:06:45.000 --> 00:06:48.000]  所謂都是上帝的時間
[00:06:48.000 --> 00:06:51.000]  大家很熟悉詩歌 In His Time
[00:06:51.000 --> 00:06:53.000]  In His Time, In His Time
[00:06:53.000 --> 00:06:55.000]  He makes all things beautiful
[00:06:55.000 --> 00:06:57.000]  In His Time
[00:06:57.000 --> 00:07:00.000]  這首詩歌其實正正就是來自這段經文
[00:07:00.000 --> 00:07:04.000]  神做萬物 各安其事 成為美好
[00:07:04.000 --> 00:07:08.000]  上帝有他的時間 一切都是In His Time
[00:07:08.000 --> 00:07:12.000]  只要是In His Time 一切事物都會好
[00:07:12.000 --> 00:07:17.000]  不過其實你開始發現有些bug的存在
[00:07:17.000 --> 00:07:21.000]  神做萬物 各安其事 成為美好
[00:07:21.000 --> 00:07:23.000]  He makes all things beautiful
[00:07:23.000 --> 00:07:24.000]  In His Time
[00:07:24.000 --> 00:07:27.000]  如果你是很認真去執著的話
[00:07:27.000 --> 00:07:29.000]  你把經文慢慢讀出來
[00:07:29.000 --> 00:07:33.000]  你會發現中英文版本其實是不配合的
[00:07:33.000 --> 00:07:38.000]  你會發現因為聖經所說的翻譯是有點不同的
[00:07:38.000 --> 00:07:42.000]  神做萬物 各安其事 成為美好
[00:07:42.000 --> 00:07:45.000]  和He makes all things beautiful
[00:07:45.000 --> 00:07:48.000]  其實是不同的翻譯
[00:07:48.000 --> 00:07:53.000]  因為美好和美麗其實是兩回事
[00:07:53.000 --> 00:07:57.000]  我們不能夠拉在一起去說
[00:07:57.000 --> 00:07:59.000]  我們看看希伯來文
[00:07:59.000 --> 00:08:02.000]  原文是Yepet
[00:08:02.000 --> 00:08:04.000]  Yepet不是top
[00:08:04.000 --> 00:08:06.000]  top就是美好
[00:08:06.000 --> 00:08:08.000]  Yepet就是美麗
[00:08:08.000 --> 00:08:10.000]  這就是希伯來文
[00:08:10.000 --> 00:08:12.000]  大家可以懂得的知識
[00:08:12.000 --> 00:08:14.000]  創世紀第一章
[00:08:14.000 --> 00:08:17.000]  神創造天地 神看一切為什麼
[00:08:17.000 --> 00:08:19.000]  為好的
[00:08:19.000 --> 00:08:21.000]  這個就是top的字
[00:08:21.000 --> 00:08:22.000]  就是美好
[00:08:22.000 --> 00:08:27.000]  但傳道書第三章所說的不是美好
[00:08:27.000 --> 00:08:29.000]  所說的不是好
[00:08:29.000 --> 00:08:34.000]  而是單純純全的美麗
[00:08:34.000 --> 00:08:36.000]  Beautiful
[00:08:36.000 --> 00:08:39.000]  如果你去搜尋希伯來文聖經的時候
[00:08:39.000 --> 00:08:41.000]  搜尋Yepet這個字
[00:08:41.000 --> 00:08:45.000]  十次有九次都是翻譯成美麗
[00:08:45.000 --> 00:08:47.000]  或者容貌盡美
[00:08:47.000 --> 00:08:49.000]  唯一一次就是傳道書這段
[00:08:49.000 --> 00:08:52.000]  所以其實應該跟大隊
[00:08:52.000 --> 00:08:56.000]  應該是美麗就比較對
[00:08:56.000 --> 00:08:59.000]  阿伯拉罕的妻子撒萊容貌盡美
[00:08:59.000 --> 00:09:01.000]  拉潔容貌盡美
[00:09:01.000 --> 00:09:03.000]  約瑟容貌盡美
[00:09:03.000 --> 00:09:04.000]  大鱷容貌盡美
[00:09:04.000 --> 00:09:06.000]  阿比蓋容貌盡美
[00:09:06.000 --> 00:09:08.000]  阿撒龍容貌盡美
[00:09:08.000 --> 00:09:10.000]  婦女美貌而無見識
[00:09:10.000 --> 00:09:13.000]  如同金環帶在珠臂上
[00:09:13.000 --> 00:09:14.000]  都是Yepet這個字
[00:09:14.000 --> 00:09:17.000]  都是漂亮beautiful的意思
[00:09:17.000 --> 00:09:22.000]  所以全部Yepet都是解作漂亮美麗的意思
[00:09:22.000 --> 00:09:24.000]  所以經文是這樣的
[00:09:24.000 --> 00:09:28.000]  神做萬物按著祂的時間
[00:09:28.000 --> 00:09:31.000]  使萬物變得美麗
[00:09:31.000 --> 00:09:36.000]  這個就是我們今天一起來思考的經文
[00:09:36.000 --> 00:09:42.000]  我們信仰裡面和美麗之間的關係
[00:09:42.000 --> 00:09:47.000]  要明白我們要先簡單說說有關美這回事
[00:09:47.000 --> 00:09:49.000]  所以就有問題了
[00:09:49.000 --> 00:09:52.000]  之後的五分鐘是有哲學味道的
[00:09:52.000 --> 00:09:55.000]  美是什麼呢
[00:09:55.000 --> 00:09:59.000]  美是一件有關form和appearance的事
[00:09:59.000 --> 00:10:01.000]  它是一個形的問題
[00:10:01.000 --> 00:10:04.000]  一個外在的事情
[00:10:04.000 --> 00:10:07.000]  所謂美不是事物的本質
[00:10:07.000 --> 00:10:11.000]  而是事物的形式和顯露
[00:10:11.000 --> 00:10:14.000]  所以美和好是不同的
[00:10:14.000 --> 00:10:17.000]  好是一些比較本質的東西
[00:10:17.000 --> 00:10:20.000]  美是一些比較外在的事情
[00:10:20.000 --> 00:10:22.000]  問大家一下
[00:10:22.000 --> 00:10:23.000]  如果讓你選擇的話
[00:10:23.000 --> 00:10:25.000]  你會選好還是美
[00:10:25.000 --> 00:10:28.000]  我問得比較具體一點
[00:10:28.000 --> 00:10:29.000]  郭帝卿
[00:10:29.000 --> 00:10:30.000]  將來娶一個老婆
[00:10:30.000 --> 00:10:32.000]  是一個好老婆還是一個漂亮老婆
[00:10:32.000 --> 00:10:34.000]  或者姐妹
[00:10:34.000 --> 00:10:36.000]  你將來嫁給一個好男人還是一個帥哥
[00:10:36.000 --> 00:10:38.000]  是不是
[00:10:38.000 --> 00:10:42.000]  我兩樣都要
[00:10:42.000 --> 00:10:45.000]  不算了
[00:10:45.000 --> 00:10:47.000]  不過想想
[00:10:47.000 --> 00:10:50.000]  純粹是技術上來說
[00:10:50.000 --> 00:10:52.000]  我家裡有經驗
[00:10:52.000 --> 00:10:54.000]  你當然要選一個老婆
[00:10:54.000 --> 00:10:56.000]  當然選一個好老婆
[00:10:56.000 --> 00:10:58.000]  我老婆真的很好
[00:10:58.000 --> 00:11:00.000]  我今天要對著全部
[00:11:00.000 --> 00:11:02.000]  七千多view的youtube
[00:11:02.000 --> 00:11:03.000]  說這句話
[00:11:03.000 --> 00:11:04.000]  我老婆真的很好
[00:11:05.000 --> 00:11:08.000]  因為她很擔心別人開電單車
[00:11:08.000 --> 00:11:10.000]  但她仍然讓我開電單車
