
[00:00:00.000 --> 00:00:04.400]  開始之前先問問大家一個問題
[00:00:04.400 --> 00:00:08.800]  這裡在在有沒有人覺得自己是財主?
[00:00:08.800 --> 00:00:13.400]  是沒有人舉手的,正常的
[00:00:13.400 --> 00:00:19.600]  因為可能財主在香港人,我們都不容易認
[00:00:19.600 --> 00:00:22.400]  或者在教會的setting裏面
[00:00:22.400 --> 00:00:25.600]  可能財主都是一個比較負面的角色
[00:00:25.600 --> 00:00:31.000]  你聽到的經文都是教訓財主貪財
[00:00:31.000 --> 00:00:35.200]  他們進天國很難,他們不願意沽寒
[00:00:35.200 --> 00:00:40.800]  甚至可能財主要進天國好像比其他人花更多的氣力
[00:00:40.800 --> 00:00:43.200]  所以我們都不想自己是財主
[00:00:43.200 --> 00:00:46.200]  不過今天就選了一段經文
[00:00:46.200 --> 00:00:47.600]  可能大家都很熟悉的
[00:00:47.600 --> 00:00:51.000]  馬可福音十章十七到三十一節
[00:00:51.000 --> 00:00:53.400]  是一個財主的故事
[00:00:53.400 --> 00:00:56.400]  希望透過今天的講道
[00:00:56.400 --> 00:00:59.400]  講完之後可能你會對財主
[00:00:59.400 --> 00:01:02.400]  或者對於這個故事會有少少改觀
[00:01:02.400 --> 00:01:05.400]  經文是這樣說的
[00:01:05.400 --> 00:01:07.400]  經文的開始就是十七節
[00:01:07.400 --> 00:01:10.000]  他說耶穌繼續走
[00:01:10.000 --> 00:01:14.000]  於是有個人跑來跪在他面前
[00:01:14.000 --> 00:01:16.400]  他就問梁善記老師
[00:01:16.400 --> 00:01:19.400]  我裝作什麼可以承受永生呢?
[00:01:19.400 --> 00:01:22.400]  他是說一個人
[00:01:22.400 --> 00:01:24.400]  上一頁先
[00:01:24.400 --> 00:01:25.400]  他是說一個人
[00:01:25.400 --> 00:01:29.400]  但在這個故事裏面我們知道這個人有很多錢
[00:01:29.400 --> 00:01:32.400]  所以我們先稱他為一個財主
[00:01:32.400 --> 00:01:36.400]  財主究竟是一個什麼的存在呢?
[00:01:36.400 --> 00:01:37.400]  在古代世界裏面
[00:01:37.400 --> 00:01:40.400]  財主是一班受上帝祝福的人
[00:01:40.400 --> 00:01:42.400]  如果大家打開舊約
[00:01:42.400 --> 00:01:47.400]  你會看到所有基本上上帝祝福的人
[00:01:47.400 --> 00:01:49.400]  都是用財產來說的
[00:01:49.400 --> 00:01:53.400]  每一個受上帝祝福的人都是很有錢的
[00:01:53.400 --> 00:01:55.400]  所以在他們的世界裏面
[00:01:55.400 --> 00:01:58.400]  財主就是一班蒙上帝賜福的人
[00:01:58.400 --> 00:02:00.400]  就是一班比其他人
[00:02:00.400 --> 00:02:04.400]  凡人更加近上帝的一班人
[00:02:04.400 --> 00:02:07.400]  而他們也有一些優勢的
[00:02:07.400 --> 00:02:10.400]  他們在遵守誡命方面
[00:02:10.400 --> 00:02:13.400]  是比凡人更加容易的
[00:02:13.400 --> 00:02:14.400]  我們舉個例子
[00:02:14.400 --> 00:02:16.400]  譬如守安息日
[00:02:16.400 --> 00:02:20.400]  你要窮人遵守安息日是很難的
[00:02:20.400 --> 00:02:22.400]  因為你要他有一天不工作
[00:02:22.400 --> 00:02:23.400]  就是沒有收入
[00:02:23.400 --> 00:02:25.400]  但是財主就很容易
[00:02:25.400 --> 00:02:28.400]  甚至財主可以遵守更加多
[00:02:28.400 --> 00:02:30.400]  大家想像不到的誡命
[00:02:30.400 --> 00:02:34.400]  他可以把所有的憲制禮儀
[00:02:34.400 --> 00:02:36.400]  做到足、做到盡甚至做到盡
[00:02:36.400 --> 00:02:39.400]  所以這個就是財主的狀態
[00:02:39.400 --> 00:02:43.400]  而這個人竟然問耶穌
[00:02:43.400 --> 00:02:47.400]  他該做什麼可以承受永生
[00:02:47.400 --> 00:02:51.400]  究竟這個問題是在說什麼呢
[00:02:51.400 --> 00:02:53.400]  如果我們轉一轉場景
[00:02:53.400 --> 00:02:54.400]  你想像一下
[00:02:54.400 --> 00:02:57.400]  今天有一個基督徒來教會
[00:02:57.400 --> 00:02:58.400]  跪在那裏問牧師
[00:02:58.400 --> 00:02:59.400]  當然他不會跪在那裏
[00:02:59.400 --> 00:03:01.400]  他就會問牧師
[00:03:01.400 --> 00:03:03.400]  他問牧師 牧師 牧師
[00:03:03.400 --> 00:03:06.400]  我怎樣才可以做一個更加好的基督徒呢
[00:03:06.400 --> 00:03:08.400]  或者我怎樣才可以做一個
[00:03:08.400 --> 00:03:12.400]  上帝更加愛的人呢
[00:03:12.400 --> 00:03:16.400]  承受永生或者剛才基督徒的問題
[00:03:16.400 --> 00:03:18.400]  都是一些我們理解為
[00:03:18.400 --> 00:03:22.400]  宗教信仰上一些比較高的追求
[00:03:22.400 --> 00:03:23.400]  大家想像到
[00:03:23.400 --> 00:03:26.400]  如果一個這樣的基督徒來問牧師的時候
[00:03:26.400 --> 00:03:28.400]  牧師會怎樣回答他呢
[00:03:28.400 --> 00:03:30.400]  牧師當然會說
[00:03:30.400 --> 00:03:33.400]  你讀經靈修祈禱
[00:03:33.400 --> 00:03:36.400]  甚至可能你多回聚會
[00:03:36.400 --> 00:03:37.400]  你奉獻多一點
[00:03:37.400 --> 00:03:40.400]  或者你委身多一點服事
[00:03:40.400 --> 00:03:43.400]  教會是有一堆事情你可以做的
[00:03:43.400 --> 00:03:47.400]  那你就先做了那堆你可以做的事情
[00:03:47.400 --> 00:03:51.400]  耶穌都是採取差不多的方法
[00:03:51.400 --> 00:03:52.400]  耶穌怎樣回答他呢
[00:03:52.400 --> 00:03:54.400]  下一頁
[00:03:54.400 --> 00:03:56.400]  耶穌就說
[00:03:56.400 --> 00:03:58.400]  誡命你是能夠了解的
[00:03:58.400 --> 00:04:00.400]  就是不可殺人 不可姦淫
[00:04:00.400 --> 00:04:02.400]  不可偷渡 不可作假證供
[00:04:02.400 --> 00:04:06.400]  不可欺詐 要孝敬父母
[00:04:06.400 --> 00:04:08.400]  當然我們翻查聖經我們知道
[00:04:08.400 --> 00:04:10.400]  耶穌是在引用十誡
[00:04:10.400 --> 00:04:12.400]  就是摩西的誡命
[00:04:12.400 --> 00:04:15.400]  換言之耶穌就是跟這個人說
[00:04:15.400 --> 00:04:17.400]  其實你回去讀聖經
[00:04:17.400 --> 00:04:19.400]  聖經那些東西都寫好了
[00:04:19.400 --> 00:04:22.400]  那你照著做就行了
[00:04:22.400 --> 00:04:24.400]  這個人怎樣回應他呢
[00:04:24.400 --> 00:04:26.400]  這個人就說
[00:04:26.400 --> 00:04:32.400]  老師 這一切我從小都已經遵守了
[00:04:32.400 --> 00:04:34.400]  這句話是什麼意思呢
[00:04:34.400 --> 00:04:37.400]  這句話沒有說出來那一句
[00:04:37.400 --> 00:04:39.400]  他就是跟耶穌說
[00:04:39.400 --> 00:04:42.400]  耶穌 這些東西我都知道
[00:04:42.400 --> 00:04:44.400]  用不著你說
[00:04:44.400 --> 00:04:45.400]  我來問你
[00:04:45.400 --> 00:04:48.400]  當然是想你講一些特別的東西
[00:04:48.400 --> 00:04:51.400]  你有沒有更厲害的東西可以說
[00:04:51.400 --> 00:04:56.400]  基本上這句話是挺挑戰性的
[00:04:56.400 --> 00:04:59.400]  他需要耶穌去說一樣
[00:04:59.400 --> 00:05:01.400]  可能其他人都不知道
[00:05:01.400 --> 00:05:03.400]  或者可能聖經以外的一些
[00:05:03.400 --> 00:05:05.400]  比較神秘的東西
[00:05:05.400 --> 00:05:09.400]  去看一些再高超一點的宗教的誡命
[00:05:09.400 --> 00:05:13.400]  這個人是懷著這樣的期望來問耶穌
[00:05:13.400 --> 00:05:15.400]  所以聖經怎樣說呢
[00:05:15.400 --> 00:05:17.400]  聖經之後就說
[00:05:17.400 --> 00:05:21.400]  耶穌看著他就愛他
[00:05:21.400 --> 00:05:23.400]  很難想像 為什麼會愛這個人
[00:05:23.400 --> 00:05:25.400]  於是耶穌就說
[00:05:25.400 --> 00:05:27.400]  你還欠一件事
[00:05:27.400 --> 00:05:30.400]  去變賣你的所有分級窮人
[00:05:30.400 --> 00:05:32.400]  就必有財寶在天上
[00:05:32.400 --> 00:05:34.400]  你還要來跟從我
[00:05:34.400 --> 00:05:36.400]  那個人聽見這話就變了臉色
[00:05:36.400 --> 00:05:38.400]  悠悠愁愁地走了
[00:05:38.400 --> 00:05:40.400]  因為他的產業很多
[00:05:40.400 --> 00:05:44.400]  讀到這裡的時候
[00:05:44.400 --> 00:05:48.400]  可能我們就會為這個財主感到可惜
[00:05:48.400 --> 00:05:50.400]  不知道你會不會有這樣的感受
[00:05:50.400 --> 00:05:52.400]  就是覺得
[00:05:52.400 --> 00:05:54.400]  耶穌一個吩咐
[00:05:54.400 --> 00:05:56.400]  只要財主說yes的話
[00:05:56.400 --> 00:05:59.400]  這個就會是一個大團圓結局
[00:05:59.400 --> 00:06:03.400]  這個甚至會是一個教科書的浪漫場面
[00:06:03.400 --> 00:06:05.400]  就是耶穌呼召
[00:06:05.400 --> 00:06:07.400]  然後這個人真的把錢都丟下
[00:06:07.400 --> 00:06:09.400]  來跟從耶穌
[00:06:09.400 --> 00:06:11.400]  我們會覺得他是一個信仰上的英雄
[00:06:11.400 --> 00:06:13.400]  甚至可能是歷世歷代的信徒
[00:06:13.400 --> 00:06:16.400]  每次說都會成為一個榜樣
[00:06:16.400 --> 00:06:19.400]  我們可能會為這個財主感到可惜
[00:06:19.400 --> 00:06:21.400]  因為我們會覺得
[00:06:21.400 --> 00:06:23.400]  只要這個財主做到耶穌這個要求
[00:06:23.400 --> 00:06:25.400]  他就成功了
[00:06:25.400 --> 00:06:27.400]  他就很好了
[00:06:27.400 --> 00:06:29.400]  可惜就是欠了這一步
[00:06:31.400 --> 00:06:33.400]  如果是這樣的話
[00:06:33.400 --> 00:06:35.400]  我就要問一個問題
[00:06:35.400 --> 00:06:39.400]  就是為什麼耶穌不降低他的要求呢?
[00:06:39.400 --> 00:06:44.400]  如果那個目標是財主能夠做到
[00:06:44.400 --> 00:06:47.400]  那麼耶穌很理應降低這個要求
[00:06:47.400 --> 00:06:49.400]  因為我們知道
[00:06:49.400 --> 00:06:53.400]  你要求一個有錢人去奉獻他的所有
[00:06:53.400 --> 00:06:55.400]  和你要求一個窮人
[00:06:55.400 --> 00:06:57.400]  給出他的錢
[00:06:57.400 --> 00:06:59.400]  那個難易度是差很遠的
[00:06:59.400 --> 00:07:01.400]  你要一個有100元的人
[00:07:01.400 --> 00:07:03.400]  和要一個有100萬的人
[00:07:03.400 --> 00:07:05.400]  拿出來給教會
[00:07:05.400 --> 00:07:07.400]  那麼大家都會想像到
[00:07:07.400 --> 00:07:09.400]  100萬是非常艱難的
[00:07:09.400 --> 00:07:11.400]  100元無所謂了
[00:07:11.400 --> 00:07:15.400]  所以這是一個很困難的事情
[00:07:15.400 --> 00:07:17.400]  甚至我們可以說耶穌是苛刻的
[00:07:17.400 --> 00:07:19.400]  對於這個財主
[00:07:19.400 --> 00:07:22.400]  因為耶穌對於自己的門徒
[00:07:22.400 --> 00:07:24.400]  都沒有一個這樣的要求
[00:07:24.400 --> 00:07:27.400]  如果我們仔細去看
[00:07:27.400 --> 00:07:29.400]  耶穌呼召門徒
[00:07:29.400 --> 00:07:32.400]  門徒撇下所有跟從他
[00:07:32.400 --> 00:07:34.400]  但是撇下而已
[00:07:34.400 --> 00:07:36.400]  我們知道船還在
[00:07:36.400 --> 00:07:38.400]  因為當耶穌復活之後
[00:07:38.400 --> 00:07:40.400]  門徒做了什麼呢?
[00:07:40.400 --> 00:07:42.400]  他們回到加利利海打魚
[00:07:42.400 --> 00:07:44.400]  我們看《約翰福音》就知道
[00:07:44.400 --> 00:07:49.400]  所以即使門徒跟從耶穌門徒也好
[00:07:49.400 --> 00:07:53.400]  耶穌都沒有要求他們要變賣所有財產
[00:07:53.400 --> 00:07:55.400]  來跟從他
[00:07:55.400 --> 00:07:57.400]  所以我們可以說
[00:07:57.400 --> 00:08:00.400]  耶穌這個要求是相當苛刻的
[00:08:00.400 --> 00:08:04.400]  如果我們再給一點點想像
[00:08:04.400 --> 00:08:07.400]  如果耶穌真的降低了要求
[00:08:07.400 --> 00:08:09.400]  譬如我們這樣說
[00:08:09.400 --> 00:08:12.400]  耶穌可能跟財主說
[00:08:12.400 --> 00:08:14.400]  你預備一筆錢
[00:08:14.400 --> 00:08:17.400]  去支持我這一班人的宣教活動
[00:08:17.400 --> 00:08:19.400]  總之我這幾年的洗費你包起它
[00:08:19.400 --> 00:08:21.400]  那麼你就必有財寶在天上了
[00:08:21.400 --> 00:08:24.400]  又或者你再拿多一筆錢出來
[00:08:24.400 --> 00:08:26.400]  去奉獻給聖殿
[00:08:26.400 --> 00:08:28.400]  來再建好它
[00:08:28.400 --> 00:08:30.400]  或者你可能拿一筆錢出來
[00:08:30.400 --> 00:08:32.400]  你多買幾個田產地產
[00:08:32.400 --> 00:08:35.400]  到日後門徒要建立教會的時候
[00:08:35.400 --> 00:08:36.400]  就可以找你了
[00:08:36.400 --> 00:08:38.400]  我們就有地方聚會
[00:08:38.400 --> 00:08:40.400]  如果我們想像一下
[00:08:40.400 --> 00:08:43.400]  這樣說是容易很多的
[00:08:43.400 --> 00:08:46.400]  而財主又真的可能不會做
[00:08:46.400 --> 00:08:50.400]  而如果耶穌真的降低了這個要求
[00:08:50.400 --> 00:08:53.400]  然後財主又真的做的話
[00:08:53.400 --> 00:08:57.400]  那是不是大團圓結局呢?
[00:08:57.400 --> 00:09:04.400]  大概財主就會回到第17節的狀態
[00:09:04.400 --> 00:09:06.400]  因為如果我們仔細去想
[00:09:06.400 --> 00:09:09.400]  財主為什麼會來問耶穌?
[00:09:09.400 --> 00:09:12.400]  就是因為他覺得自己已經遵守了
[00:09:12.400 --> 00:09:14.400]  所有摩西的誡命
[00:09:14.400 --> 00:09:17.400]  他需要更多的誡命來遵守
[00:09:17.400 --> 00:09:20.400]  於是他就來問耶穌
[00:09:20.400 --> 00:09:23.400]  你想像一下如果耶穌給他一條誡命
[00:09:23.400 --> 00:09:25.400]  他又做到的話
[00:09:25.400 --> 00:09:27.400]  他會做什麼呢?
[00:09:27.400 --> 00:09:29.400]  沒錯了,他就會再問耶穌
[00:09:29.400 --> 00:09:31.400]  夫子,這條我做了
[00:09:31.400 --> 00:09:33.400]  你還有沒有第二條呢?
[00:09:33.400 --> 00:09:35.400]  或者甚至他會覺得耶穌也沒有了
[00:09:35.400 --> 00:09:37.400]  我就去問其他老師
[00:09:37.400 --> 00:09:40.400]  又會回到第17節的狀態
[00:09:40.400 --> 00:09:44.400]  又會難度地去找其他的老師
[00:09:44.400 --> 00:09:48.400]  去問我還有什麼誡命可以遵守
[00:09:48.400 --> 00:09:51.400]  以致我可以承受永生呢?
[00:09:51.400 --> 00:09:57.400]  大概財主會回到第17節的狀態
[00:09:57.400 --> 00:10:02.400]  如果這樣看的話
[00:10:02.400 --> 00:10:06.400]  如果耶穌說了一件他做到的事
[00:10:06.400 --> 00:10:10.400]  似乎對財主的生命是沒有意義的
[00:10:10.400 --> 00:10:12.400]  也沒有什麼幫助的
[00:10:12.400 --> 00:10:17.400]  他只會繼續在第17節的狀態
[00:10:17.400 --> 00:10:21.400]  繼續問人永生的問題
[00:10:21.400 --> 00:10:23.400]  所以換句話說
