
[00:00:00.000 --> 00:00:04.040]  今天是第一季的最後一講
[00:00:04.040 --> 00:00:06.200]  不少人都會問
[00:00:06.200 --> 00:00:09.880]  究竟我們這個講道與星座有甚麼關係
[00:00:09.880 --> 00:00:12.400]  其實我們
[00:00:12.400 --> 00:00:16.200]  大家也沒理由想過
[00:00:16.200 --> 00:00:19.520]  在講壇上會跟大家講星座
[00:00:19.520 --> 00:00:25.960]  沒想過會跟大家講星座運程和星座預測
[00:00:25.960 --> 00:00:29.000]  所以其實跟星座真的沒甚麼關係
[00:00:29.000 --> 00:00:33.400]  不過為何會講星座呢
[00:00:33.400 --> 00:00:34.680]  因為還有一講
[00:00:34.680 --> 00:00:36.560]  所以純粹講一下給大家知道
[00:00:36.560 --> 00:00:37.760]  怕大家忘記
[00:00:37.760 --> 00:00:41.920]  今天是雙子座
[00:00:41.920 --> 00:00:46.880]  如果看我上網的PowerPoint搜尋了
[00:00:46.880 --> 00:00:49.760]  雙子座的特點
[00:00:49.760 --> 00:00:50.760]  不是這個
[00:00:50.760 --> 00:00:53.040]  對了
[00:00:53.040 --> 00:00:55.160]  等下再看新聞
[00:00:55.160 --> 00:00:56.680]  雙子座的特點
[00:00:56.680 --> 00:00:58.000]  不知道說得對不對
[00:00:58.000 --> 00:01:01.080]  有沒有在場是雙子座的朋友
[00:01:01.080 --> 00:01:02.320]  我丈夫是
[00:01:02.320 --> 00:01:05.480]  所以他應該是有點聰明
[00:01:05.480 --> 00:01:08.680]  娶到我
[00:01:08.680 --> 00:01:10.880]  應該多多聰明
[00:01:10.880 --> 00:01:16.080]  雙子座的特點就是比較聰明
[00:01:16.080 --> 00:01:17.320]  醒目
[00:01:17.320 --> 00:01:20.560]  和聰明
[00:01:20.560 --> 00:01:23.360]  所以我們就拿了雙子座這個特點
[00:01:23.360 --> 00:01:24.480]  一個聰明仔
[00:01:24.480 --> 00:01:25.280]  一個醒目仔
[00:01:25.280 --> 00:01:27.560]  在這麼多蠢人的世界裡
[00:01:27.560 --> 00:01:29.280]  怎麼生存
[00:01:29.280 --> 00:01:31.560]  其實星座的關係是這樣的
[00:01:31.560 --> 00:01:34.760]  所以今天就用這個雙子座的特點
[00:01:34.760 --> 00:01:39.160]  在這麼多蠢人的時代裡
[00:01:39.160 --> 00:01:40.920]  我們怎麼做一個醒目仔
[00:01:40.920 --> 00:01:43.680]  當然不是只有蠢人才是醒目仔
[00:01:43.680 --> 00:01:45.240]  不是
[00:01:45.240 --> 00:01:47.840]  不是雙子座才是醒目仔
[00:01:47.840 --> 00:01:50.040]  我自己也不是雙子座
[00:01:50.040 --> 00:01:51.600]  應該很多人都不是雙子座
[00:01:51.600 --> 00:01:52.480]  都是醒目仔
[00:01:52.480 --> 00:01:55.560]  所以這篇稿子其實和大家也有關係
[00:01:55.560 --> 00:01:57.320]  和大家也有說
[00:01:57.320 --> 00:02:00.840]  今天講題是叫做
[00:02:00.840 --> 00:02:02.800]  先看看
[00:02:02.800 --> 00:02:06.400]  做個懂得與蠢人共事的醒目仔
[00:02:06.400 --> 00:02:07.080]  為什麼要看一看
[00:02:07.080 --> 00:02:11.160]  因為其實我一開始不是這個講題
[00:02:11.160 --> 00:02:12.520]  因為今時今日
[00:02:12.520 --> 00:02:14.600]  其實人人都要做醒目仔的關係
[00:02:14.600 --> 00:02:17.920]  所以我稍微改了一個講題
[00:02:17.920 --> 00:02:19.320]  所以待會大家聽的時候
[00:02:19.320 --> 00:02:22.160]  會覺得其實好像和我的講題不太貼
[00:02:22.160 --> 00:02:23.480]  是對的
[00:02:23.480 --> 00:02:25.160]  因為我改了一個講題
[00:02:25.160 --> 00:02:26.480]  是改了一個講題
[00:02:26.480 --> 00:02:29.200]  但我的經文和我的核心是沒有變過的
[00:02:29.200 --> 00:02:30.800]  所以大家可以一邊聽
[00:02:30.800 --> 00:02:31.920]  一邊猜一下
[00:02:31.920 --> 00:02:33.240]  我原本的講題是什麼
[00:02:33.240 --> 00:02:35.320]  猜中是不會告訴大家的
[00:02:35.320 --> 00:02:38.000]  因為我要維持自己做一個醒目仔
[00:02:38.000 --> 00:02:39.200]  好了
[00:02:39.200 --> 00:02:41.400]  面對蠢人怎麼才是醒目仔呢
[00:02:41.400 --> 00:02:43.520]  可能大家心裡有答案的
[00:02:43.520 --> 00:02:45.960]  其實方法很簡單
[00:02:45.960 --> 00:02:48.280]  就是看不到這些字
[00:02:48.280 --> 00:02:50.880]  但應該大家也看過這些面圖
[00:02:50.880 --> 00:02:52.560]  你覺得面對蠢人
[00:02:52.560 --> 00:02:54.400]  最好的對症方法是什麼呢
[00:02:54.400 --> 00:02:57.000]  嗯 你說得對
[00:02:57.000 --> 00:02:58.680]  就是不和他爭拗
[00:02:58.680 --> 00:03:00.400]  有些人很點頭
[00:03:00.400 --> 00:03:01.840]  應該有很多經歷
[00:03:01.840 --> 00:03:03.600]  對蠢人我們要怎麼做
[00:03:03.600 --> 00:03:05.480]  嗯 你說得對
[00:03:05.480 --> 00:03:09.080]  待會大家千萬不要這樣和我說
[00:03:09.080 --> 00:03:10.400]  知道嗎
[00:03:10.400 --> 00:03:13.040]  但其實我們有時候未必忍得住
[00:03:13.040 --> 00:03:14.720]  你看到蠢人說了這麼多
[00:03:14.720 --> 00:03:16.120]  你未必真的忍得住
[00:03:16.120 --> 00:03:18.320]  你真的說得對
[00:03:18.320 --> 00:03:20.960]  所以大家剛才略略看過這宗新聞
[00:03:20.960 --> 00:03:24.040]  與蠢人共事以爆心臟病
[00:03:24.040 --> 00:03:26.800]  有沒有人曾經看過這宗新聞
[00:03:26.800 --> 00:03:28.120]  有了是吧
[00:03:28.120 --> 00:03:30.600]  其實這宗新聞是很久以前的
[00:03:30.600 --> 00:03:32.920]  是說到瑞典有一間大學
[00:03:32.920 --> 00:03:36.760]  叫做林德伯格大學有一項研究
[00:03:36.760 --> 00:03:40.440]  說到壓力是心臟病發的主因
[00:03:40.440 --> 00:03:42.760]  而每天和蠢人一起工作
[00:03:42.760 --> 00:03:46.360]  是破壞性最大的壓力模式之一
[00:03:46.360 --> 00:03:48.600]  大家認不認同
[00:03:48.600 --> 00:03:49.800]  有沒有和蠢人一起工作的時候
[00:03:49.800 --> 00:03:52.600]  真的覺得自己快要心臟病發
[00:03:52.600 --> 00:03:56.720]  這宗新聞其實已經是2003年7月31日
[00:03:56.720 --> 00:03:59.080]  在東方的報道刊登
[00:03:59.080 --> 00:04:00.280]  其實已經很久了
[00:04:00.280 --> 00:04:01.800]  應該未必很多人都看過
[00:04:01.800 --> 00:04:05.360]  不過在去年年尾的時候
[00:04:05.360 --> 00:04:07.240]  又再在網上流行
[00:04:07.240 --> 00:04:08.360]  為什麼呢
[00:04:08.360 --> 00:04:11.720]  因為中國前總理李克強
[00:04:11.720 --> 00:04:15.200]  因為突發心臟病逝世
[00:04:15.200 --> 00:04:18.240]  我又按不到
[00:04:18.240 --> 00:04:21.000]  是不是不行
[00:04:21.000 --> 00:04:21.960]  啊
[00:04:21.960 --> 00:04:22.760]  怎樣按啊
[00:04:22.760 --> 00:04:25.600]  Sorry我應該按左還是按右
[00:04:25.600 --> 00:04:26.240]  對了
[00:04:26.240 --> 00:04:30.720]  說到前總理李克強
[00:04:30.720 --> 00:04:31.480]  是這裡
[00:04:31.480 --> 00:04:32.800]  我馬上出的
[00:04:32.800 --> 00:04:36.720]  因為是假新聞來的
[00:04:36.720 --> 00:04:39.800]  不是李克強因為心臟病逝世
[00:04:39.800 --> 00:04:41.080]  是假新聞
[00:04:41.080 --> 00:04:43.160]  而是與蠢人共事
[00:04:43.160 --> 00:04:46.000]  有心臟病是假新聞來的
[00:04:46.000 --> 00:04:49.000]  經過fact check是假的
[00:04:49.000 --> 00:04:52.120]  是沒有這間大學和沒有這個研究的
[00:04:52.120 --> 00:04:55.400]  是美國已經停刊的娛樂小報
[00:04:55.400 --> 00:04:57.720]  世界新聞週報是惡搞的
[00:04:57.720 --> 00:05:00.720]  與蠢人共事容易引發心臟病
[00:05:00.720 --> 00:05:02.200]  是假的
[00:05:02.200 --> 00:05:05.240]  所以我們的前總理李克強先生
[00:05:05.240 --> 00:05:09.120]  不是被他身邊的蠢人弄得心臟病發的
[00:05:09.120 --> 00:05:11.440]  大家一定要知道
[00:05:11.440 --> 00:05:12.440]  是不是
[00:05:12.440 --> 00:05:13.840]  不過即使沒有這個研究
[00:05:13.840 --> 00:05:15.040]  這個研究是假的
[00:05:15.040 --> 00:05:19.000]  但我相信大家或者都能夠親身想像
[00:05:19.000 --> 00:05:21.800]  親身經歷過或者想像到
[00:05:21.800 --> 00:05:25.440]  與蠢人共事甚至蠢人是你上司
[00:05:25.440 --> 00:05:29.000]  是很容易激到你心臟病發死的
[00:05:29.000 --> 00:05:30.800]  我猜我都經歷過的
[00:05:30.800 --> 00:05:35.160]  不是在這裡
[00:05:35.160 --> 00:05:37.960]  剛剛今早才收到一個同工和我message
[00:05:37.960 --> 00:05:39.360]  他說這篇讀很難說
[00:05:39.360 --> 00:05:42.120]  我們Fortress都沒有蠢人
[00:05:42.120 --> 00:05:42.880]  他說對
[00:05:42.880 --> 00:05:45.880]  這裡的確是沒有的
[00:05:45.880 --> 00:05:47.840]  什麼
[00:05:47.840 --> 00:05:49.320]  他說對
[00:05:49.320 --> 00:05:51.560]  你說得對
[00:05:51.560 --> 00:05:53.640]  今天會跟大家看什麼
[00:05:53.640 --> 00:05:55.120]  看《議師帖記》
[00:05:55.120 --> 00:05:58.880]  《議師帖記》是一個與蠢人共事的實況
[00:05:58.880 --> 00:06:00.240]  誰是蠢人
[00:06:00.240 --> 00:06:02.600]  是勢力強大
[00:06:02.600 --> 00:06:05.640]  但很蠢的阿哈徐老王
[00:06:05.640 --> 00:06:07.080]  聰明的是誰
[00:06:07.080 --> 00:06:09.680]  是在皇宮做事的沒底改
[00:06:09.680 --> 00:06:11.000]  是不是很棒
[00:06:11.000 --> 00:06:13.200]  好像看TVB的劇集
[00:06:13.200 --> 00:06:14.760]  一個緊張的故事
[00:06:14.760 --> 00:06:17.560]  不少得有奸角哈曼
[00:06:17.560 --> 00:06:19.680]  當然還有女主角以絲帖
[00:06:19.680 --> 00:06:21.640]  大家記住這些人物
[00:06:21.640 --> 00:06:23.600]  待會我會講這些人名
[00:06:23.600 --> 00:06:24.760]  為免混淆
[00:06:24.760 --> 00:06:26.640]  所以我現在給一個圖看
[00:06:26.640 --> 00:06:28.120]  首先你記住這個蠢
[00:06:28.120 --> 00:06:29.720]  勢力很強大
[00:06:29.720 --> 00:06:31.960]  但很蠢的阿哈徐老王
[00:06:31.960 --> 00:06:33.720]  奸角有這個哈曼
[00:06:33.720 --> 00:06:35.320]  聰明的就是沒底改
[00:06:35.320 --> 00:06:36.840]  女主角以絲帖
[00:06:36.840 --> 00:06:38.000]  好了就是這幾個人
[00:06:38.000 --> 00:06:41.200]  為免被人說我歧視或不公平
[00:06:41.200 --> 00:06:43.200]  老屈阿哈徐老王是蠢人
[00:06:43.200 --> 00:06:47.080]  所以我先要講為什麼阿哈徐老王是蠢人
[00:06:47.080 --> 00:06:49.400]  首先不是我說他蠢
[00:06:49.400 --> 00:06:52.360]  是聖經描述到他真是一個蠢人
[00:06:52.360 --> 00:06:55.880]  在聖經裡阿哈徐老王是掌管波斯
[00:06:55.880 --> 00:06:58.600]  國力非凡強大安全
[00:06:58.600 --> 00:07:00.360]  一章一節讓我們知道
[00:07:00.360 --> 00:07:02.200]  在當時的波斯版圖
[00:07:02.200 --> 00:07:05.160]  是由印度去到古實
[00:07:05.160 --> 00:07:07.480]  知不知道印度和古實在這個地圖哪裏
