
[00:00:00.000 --> 00:00:04.800]  多謝敬拜隊將大自然帶到我們的崇拜裡面
[00:00:04.800 --> 00:00:08.000]  我們一起禱告,開始預備我們的心
[00:00:08.000 --> 00:00:14.000]  主約他們念文,寫給我們
[00:00:14.000 --> 00:00:20.000]  將我們此刻願意,我們的心靈
[00:00:20.000 --> 00:00:25.000]  我們結證之後,我們一起來獻上敬拜
[00:00:25.000 --> 00:00:27.000]  獻上我們的心,獻上我們的耳朵
[00:00:27.000 --> 00:00:30.000]  讓我們能夠靜聽祢自己的話
[00:00:30.000 --> 00:00:33.000]  求主祢這樣來幫助我們
[00:00:33.000 --> 00:00:35.000]  奉主名求,阿門
[00:00:35.000 --> 00:00:41.000]  今日的講道經文是詩篇第42篇43篇
[00:00:41.000 --> 00:00:45.000]  講這段經文,我想有兩件事大家要知道
[00:00:45.000 --> 00:00:50.000]  第一件事是詩篇42和43是同一首詩
[00:00:50.000 --> 00:00:53.000]  雖然是編了兩個不同的數字
[00:00:53.000 --> 00:00:57.000]  但是43本身應該是屬於同一首詩
[00:00:57.000 --> 00:00:59.000]  兩首詩應該是連接著
[00:00:59.000 --> 00:01:01.000]  如果你看和本的話
[00:01:01.000 --> 00:01:05.000]  詩歌的標題寫著流亡異鄉者的禱告一
[00:01:05.000 --> 00:01:08.000]  和流亡異鄉者的禱告二
[00:01:08.000 --> 00:01:10.000]  然後沒有三四的
[00:01:10.000 --> 00:01:13.000]  其實應該是兩個是連接成為同一首的詩歌
[00:01:13.000 --> 00:01:15.000]  不過不知道為什麼
[00:01:15.000 --> 00:01:19.000]  以前不知道誰將它變成了兩首不同的詩篇
[00:01:19.000 --> 00:01:23.000]  所以今日的講題就叫流亡異鄉者的禱告
[00:01:23.000 --> 00:01:28.000]  用來表達這兩首詩歌是一首的詩歌
[00:01:28.000 --> 00:01:30.000]  這是第一點
[00:01:30.000 --> 00:01:32.000]  第二點大家要知道的是
[00:01:32.000 --> 00:01:38.000]  其實這首詩篇42和43是一首有副歌的詩篇
[00:01:38.000 --> 00:01:41.000]  原來詩篇裡面有些詩歌很威風
[00:01:41.000 --> 00:01:44.000]  有副歌的,有副歌的
[00:01:44.000 --> 00:01:46.000]  叫做Sound with Refrain
[00:01:46.000 --> 00:01:51.000]  這首Refrain就是副歌的意思
[00:01:51.000 --> 00:01:55.000]  這段時間我才發現原來副歌的意思是副歌
[00:01:55.000 --> 00:01:57.000]  不知道大家有沒有想過
[00:01:57.000 --> 00:02:00.000]  為什麼副歌不是負的,是主的
[00:02:00.000 --> 00:02:04.000]  為什麼副歌會變成副歌呢
[00:02:04.000 --> 00:02:07.000]  後來Shady就發了一條YouTube的連結給我
[00:02:07.000 --> 00:02:09.000]  告訴我當中的故事
[00:02:09.000 --> 00:02:15.000]  以前在教會裡面副歌是一個互相一起唱的部分
[00:02:15.000 --> 00:02:19.000]  副歌就是集體唱歌的意思,就像詩班一樣
[00:02:19.000 --> 00:02:22.000]  如果將副歌翻譯成中文的話
[00:02:22.000 --> 00:02:28.000]  應該就叫做副歌,普通話就是重複複
[00:02:28.000 --> 00:02:30.000]  因為很多人唱的意思
[00:02:30.000 --> 00:02:34.000]  不知道哪一句翻譯錯了,就翻譯成副歌
[00:02:34.000 --> 00:02:37.000]  原來就是這麼無聊的
[00:02:37.000 --> 00:02:39.000]  原來沒什麼特別意思的
[00:02:39.000 --> 00:02:42.000]  錯了就變成副歌
[00:02:42.000 --> 00:02:47.000]  後來有人就將verse1 verse2翻譯成正歌
[00:02:47.000 --> 00:02:49.000]  其實沒有關係的
[00:02:49.000 --> 00:02:53.000]  是真的,大家看YouTube是有這個意思的
[00:02:53.000 --> 00:02:58.000]  無論如何,整段詩篇裡面
[00:02:58.000 --> 00:03:01.000]  有些詩篇是有chorus的
[00:03:01.000 --> 00:03:04.000]  雖然不多,但如果數的話
[00:03:04.000 --> 00:03:06.000]  大概可以數到這幾首詩篇
[00:03:06.000 --> 00:03:13.000]  詩篇4是43,詩篇46,詩篇49,詩篇56,詩篇57,詩篇59
[00:03:13.000 --> 00:03:18.000]  這些都是sounds refrain,有副歌的詩篇
[00:03:18.000 --> 00:03:22.000]  所以如果用經文來表達的話
[00:03:22.000 --> 00:03:25.000]  會比較難明白,麻煩下一張
[00:03:25.000 --> 00:03:27.000]  麻煩下一張
[00:03:27.000 --> 00:03:30.000]  如果用敬拜的話就看你會明白
[00:03:30.000 --> 00:03:32.000]  verse1就是這樣
[00:03:32.000 --> 00:03:34.000]  詩篇42,一到四節
[00:03:34.000 --> 00:03:37.000]  然後就到chorus,麻煩下一個
[00:03:37.000 --> 00:03:40.000]  然後就到我的心愛何邱滿
[00:03:40.000 --> 00:03:44.000]  然後就到verse2,然後就到副歌
[00:03:44.000 --> 00:03:48.000]  然後就到verse3,詩篇43,一到四節
[00:03:48.000 --> 00:03:50.000]  然後就到final chorus
[00:03:50.000 --> 00:03:52.000]  所以原來是這樣的
[00:03:52.000 --> 00:03:56.000]  所以你就明白,整段詩篇裡面
[00:03:56.000 --> 00:03:58.000]  原來有三次
[00:03:58.000 --> 00:04:00.000]  這個不是,這個就是
[00:04:00.000 --> 00:04:02.000]  我模仿一下,回到前面
[00:04:02.000 --> 00:04:05.000]  原來有三次重複了的副歌
[00:04:05.000 --> 00:04:08.000]  chorus,分別在42篇第五節
[00:04:08.000 --> 00:04:10.000]  42篇第十一節
[00:04:10.000 --> 00:04:12.000]  43篇第五節,都是這樣的
[00:04:12.000 --> 00:04:14.000]  都是這樣的經文
[00:04:14.000 --> 00:04:16.000]  我的心愛,你為何邱滿
[00:04:16.000 --> 00:04:18.000]  為何在我裡面煩躁
[00:04:18.000 --> 00:04:21.000]  應當仰望上帝
[00:04:21.000 --> 00:04:24.000]  因為我還要稱謝他
[00:04:24.000 --> 00:04:26.000]  他是我面上的光榮
[00:04:26.000 --> 00:04:28.000]  是我的神
[00:04:28.000 --> 00:04:34.000]  當我們發現這樣的結構的時候
[00:04:34.000 --> 00:04:36.000]  我們就更加能夠明白
[00:04:36.000 --> 00:04:38.000]  這首詩要說什麼
[00:04:38.000 --> 00:04:40.000]  為什麼這麼說呢
[00:04:40.000 --> 00:04:45.000]  我們經常去思考正歌和副歌之間的關係
[00:04:45.000 --> 00:04:49.000]  因為我間中也有機會為詩歌填詞
[00:04:49.000 --> 00:04:52.000]  我發覺也有一定數量
[00:04:52.000 --> 00:04:54.000]  最開始有R.I.P
[00:04:54.000 --> 00:04:56.000]  然後就銅餅和杯
[00:04:56.000 --> 00:04:58.000]  樓和秋雨
[00:04:58.000 --> 00:05:00.000]  看到有一首叫異象光輝
[00:05:00.000 --> 00:05:02.000]  多過距離和平的Irene
[00:05:02.000 --> 00:05:04.000]  一根刺
[00:05:04.000 --> 00:05:06.000]  還有一首叫Flow而絕體曲
[00:05:06.000 --> 00:05:08.000]  這首歌也是很棒的
[00:05:08.000 --> 00:05:10.000]  我最喜歡這首
[00:05:10.000 --> 00:05:12.000]  這首歌寫得很好
[00:05:12.000 --> 00:05:14.000]  有九首
[00:05:14.000 --> 00:05:20.000]  作為近年有詩歌填詞經驗的人
[00:05:20.000 --> 00:05:22.000]  你問我填詞的時候
[00:05:22.000 --> 00:05:26.000]  填副歌比較容易還是副歌比較容易
[00:05:26.000 --> 00:05:28.000]  或者說哪個比較好玩
[00:05:28.000 --> 00:05:30.000]  哪個比較重要
[00:05:30.000 --> 00:05:34.000]  我覺得副歌當然是重要
[00:05:34.000 --> 00:05:36.000]  雖然叫副歌
[00:05:36.000 --> 00:05:39.000]  但是整首詩的中心思想
[00:05:39.000 --> 00:05:41.000]  不過作為填詞人
[00:05:41.000 --> 00:05:43.000]  副歌的歌詞
[00:05:43.000 --> 00:05:46.000]  雖然來說是比較大腦
[00:05:46.000 --> 00:05:48.000]  沒有太大變化
[00:05:48.000 --> 00:05:50.000]  沒有太大挑戰性
[00:05:50.000 --> 00:05:52.000]  榮耀十價 基督補血
[00:05:52.000 --> 00:05:54.000]  仰望耶穌
[00:05:54.000 --> 00:05:56.000]  不能太偏
[00:05:56.000 --> 00:05:59.000]  不能太負面
[00:05:59.000 --> 00:06:01.000]  總是有正能量
[00:06:01.000 --> 00:06:04.000]  否則就不是詩歌
[00:06:04.000 --> 00:06:07.000]  無論詩歌有多病態
[00:06:07.000 --> 00:06:09.000]  多麼絕望 多麼悲情
[00:06:09.000 --> 00:06:12.000]  最後都要有正能量的副歌
[00:06:12.000 --> 00:06:13.000]  才唱得出來
[00:06:13.000 --> 00:06:15.000]  這是我們詩歌的方法
[00:06:15.000 --> 00:06:17.000]  改不了的
[00:06:17.000 --> 00:06:19.000]  相反的
[00:06:19.000 --> 00:06:21.000]  你填一句一句 兩句三句
[00:06:21.000 --> 00:06:23.000]  會比較好玩
[00:06:23.000 --> 00:06:25.000]  因為裡面有很多故事
[00:06:25.000 --> 00:06:28.000]  很多不同的鋪排
[00:06:28.000 --> 00:06:30.000]  很多不同的許服
[00:06:30.000 --> 00:06:32.000]  填填填填填填
[00:06:32.000 --> 00:06:35.000]  所以作為一個詩歌填詞人
[00:06:35.000 --> 00:06:39.000]  當我看回詩篇42和43的時候
[00:06:39.000 --> 00:06:42.000]  有一個很特別的體會
[00:06:42.000 --> 00:06:45.000]  我發覺問題的重點
[00:06:45.000 --> 00:06:48.000]  並不是副歌如何寫
[00:06:48.000 --> 00:06:49.000]  如何填
[00:06:49.000 --> 00:06:51.000]  也不是副歌有什麼訊息
[00:06:51.000 --> 00:06:53.000]  這些都明白的
[00:06:53.000 --> 00:06:56.000]  而是整首詩歌的意思
[00:06:56.000 --> 00:06:58.000]  如何能夠帶到那個位置
[00:06:58.000 --> 00:07:00.000]  如何能夠
[00:07:00.000 --> 00:07:02.000]  副歌都是那些東西
[00:07:02.000 --> 00:07:04.000]  你們要讚什麼 要說什麼
[00:07:04.000 --> 00:07:05.000]  小的兩 我們要稱謝他
[00:07:05.000 --> 00:07:07.000]  去我上帝之地
[00:07:07.000 --> 00:07:10.000]  但這是整首詩的總結
[00:07:10.000 --> 00:07:13.000]  問題是詩歌如何能夠去到總結
[00:07:13.000 --> 00:07:16.000]  這才是關鍵所在
[00:07:16.000 --> 00:07:20.000]  如何能夠去到最後的結局
[00:07:20.000 --> 00:07:24.000]  才是整首詩最重要的關鍵所在
[00:07:24.000 --> 00:07:27.000]  當我們抱著這樣的思維
[00:07:27.000 --> 00:07:28.000]  去看回這首詩的時候
[00:07:28.000 --> 00:07:29.000]  就會明白
[00:07:29.000 --> 00:07:31.000]  副歌是怎麼說的
[00:07:31.000 --> 00:07:33.000]  我的心啊 你為何憂悶
[00:07:33.000 --> 00:07:35.000]  為何在我裡面煩躁
[00:07:35.000 --> 00:07:37.000]  應當仰望上帝
[00:07:37.000 --> 00:07:39.000]  因我還要稱謝他
[00:07:39.000 --> 00:07:41.000]  他是我念上的光榮
[00:07:41.000 --> 00:07:42.000]  是我的上帝
[00:07:42.000 --> 00:07:43.000]  你明白嗎
[00:07:43.000 --> 00:07:46.000]  你不能夠就這樣抽空去理解這段副歌
[00:07:46.000 --> 00:07:48.000]  你看不明白的
[00:07:48.000 --> 00:07:50.000]  你會覺得整首歌好像精神分裂
[00:07:50.000 --> 00:07:52.000]  前半段是很憂鬱
[00:07:52.000 --> 00:07:54.000]  很苦悶 很depression
[00:07:54.000 --> 00:07:56.000]  突然間又說要仰望上帝
[00:07:56.000 --> 00:07:58.000]  稱謝上帝
[00:07:58.000 --> 00:08:03.000]  所以問題的重點不是你去理解副歌的內容
[00:08:03.000 --> 00:08:06.000]  而是我們如何從詩篇裡的
[00:08:06.000 --> 00:08:09.000]  Verse 1 Verse 2 Verse 3
[00:08:09.000 --> 00:08:12.000]  去明白詩人的心路歷程
[00:08:12.000 --> 00:08:15.000]  我才能夠明白整首詩歌的副歌
[00:08:15.000 --> 00:08:20.000]  最中心的訊息是什麼
[00:08:20.000 --> 00:08:23.000]  你經歷不了Verse 1至Verse 3
[00:08:23.000 --> 00:08:27.000]  你就不明白副歌的內容
[00:08:27.000 --> 00:08:28.000]  所以很簡單
[00:08:28.000 --> 00:08:31.000]  我今天就分開三段去看
[00:08:31.000 --> 00:08:33.000]  Verse 1 Verse 2 Verse 3
[00:08:33.000 --> 00:08:36.000]  去理解這首詩篇
[00:08:36.000 --> 00:08:37.000]  我們一起讀吧
[00:08:37.000 --> 00:08:39.000]  第一段經文就是Verse 1
[00:08:39.000 --> 00:08:41.000]  預備 1 2 3
[00:08:41.000 --> 00:09:03.000]  (唸經)
[00:09:03.000 --> 00:09:14.000]  (唸經)
[00:09:14.000 --> 00:09:15.000]  謝謝
[00:09:15.000 --> 00:09:20.000]  以前我提過詩篇42篇這首歌
[00:09:20.000 --> 00:09:23.000]  我想說詩篇42篇這首歌
[00:09:23.000 --> 00:09:25.000]  這首《魚目刺路溪水》
[00:09:25.000 --> 00:09:27.000]  不是一般的魚目刺路溪水
[00:09:27.000 --> 00:09:32.000]  這首《魚目刺路溪水》是一首變態的魚目刺路溪水
[00:09:32.000 --> 00:09:33.000]  大家記得嗎?
[00:09:33.000 --> 00:09:34.000]  我這樣說過的
[00:09:34.000 --> 00:09:38.000]  不是你想像中的小鹿斑比
[00:09:38.000 --> 00:09:43.000]  溪水旁、青草地、靈修、喝水那些
[00:09:43.000 --> 00:09:45.000]  不是這樣的
[00:09:45.000 --> 00:09:49.000]  是一隻病態神經質爽爽的小鹿
[00:09:49.000 --> 00:09:53.000]  大家有沒有聽過一個成語叫小鹿亂撞
[00:09:53.000 --> 00:09:56.000]  即是心裏不斷撞、忐忑
[00:09:56.000 --> 00:09:58.000]  這隻鹿是有點變態的
[00:09:58.000 --> 00:10:02.000]  不斷撞、忐忑、停不下來
[00:10:02.000 --> 00:10:06.000]  所以不要被傳統的as a deer欺騙
[00:10:06.000 --> 00:10:09.000]  你不想as a deer
[00:10:09.000 --> 00:10:12.000]  這隻是一隻crazy deer
[00:10:12.000 --> 00:10:20.000]  試想想這隻鹿畫了就好像日本恐怖漫畫《怡人潤二》
[00:10:20.000 --> 00:10:21.000]  那種感覺就對了
[00:10:21.000 --> 00:10:23.000]  有點恐怖
[00:10:23.000 --> 00:10:25.000]  就是這樣的鹿
[00:10:25.000 --> 00:10:27.000]  如果你看經文的時候會發現
[00:10:27.000 --> 00:10:32.000]  我極度懷疑這隻鹿是患上了一個依賴人格障礙
[00:10:32.000 --> 00:10:33.000]  我查過維基
[00:10:33.000 --> 00:10:35.000]  有這樣的特性
[00:10:35.000 --> 00:10:37.000]  有以下這些條件
[00:10:37.000 --> 00:10:43.000]  鼓勵或是允許別人為自己人生中絕大多數的重要事做決定
[00:10:43.000 --> 00:10:46.000]  看你有沒有這個依賴人格
[00:10:46.000 --> 00:10:47.000]  第二
[00:10:47.000 --> 00:10:49.000]  相比起依賴人的需要
[00:10:49.000 --> 00:10:51.000]  將自己的需要放在一個次要的位置
[00:10:51.000 --> 00:10:55.000]  並且過分地順從依賴人的意願
[00:10:55.000 --> 00:10:56.000]  第三
[00:10:56.000 --> 00:10:59.000]  不願意向自己所依賴的人提出合理的要求
[00:10:59.000 --> 00:11:00.000]  第四
[00:11:00.000 --> 00:11:02.000]  因為害怕沒有能力照顧好自己
[00:11:02.000 --> 00:11:05.000]  獨處時總會不自在或無助
[00:11:05.000 --> 00:11:06.000]  第五
[00:11:06.000 --> 00:11:09.000]  害怕被親密關係中的他人拋棄
[00:11:09.000 --> 00:11:10.000]  第六
[00:11:10.000 --> 00:11:13.000]  在沒有他人極多的建議和保證的情況下
[00:11:13.000 --> 00:11:16.000]  沒有足夠的能力去做日常的決定
[00:11:16.000 --> 00:11:21.000]  這就是依賴型人格障礙的特徵
[00:11:21.000 --> 00:11:26.000]  如果我們將這段的別人改為上帝的話
[00:11:26.000 --> 00:11:28.000]  就很明白這條條件是做什麼
[00:11:28.000 --> 00:11:29.000]  我試試看
[00:11:29.000 --> 00:11:30.000]  下一個
[00:11:30.000 --> 00:11:32.000]  上帝依賴型人格
[00:11:32.000 --> 00:11:33.000]  第一
[00:11:33.000 --> 00:11:39.000]  鼓勵或是允許上帝為自己人生中做出絕大多數的決定
[00:11:39.000 --> 00:11:41.000]  有點變態
[00:11:41.000 --> 00:11:43.000]  但又對
[00:11:43.000 --> 00:11:44.000]  第二
[00:11:44.000 --> 00:11:46.000]  相比起所依賴的上帝需要
[00:11:46.000 --> 00:11:48.000]  將自己的需要放在次要
[00:11:48.000 --> 00:11:51.000]  並且過分地依從上帝的意願
[00:11:51.000 --> 00:11:52.000]  第三
[00:11:52.000 --> 00:11:56.000]  不願意向自己所依賴的上帝提出合理的要求
[00:11:56.000 --> 00:11:57.000]  第四
[00:11:57.000 --> 00:11:59.000]  因為害怕沒有能力照顧好自己
[00:11:59.000 --> 00:12:02.000]  獨處時總會不自在或無助
[00:12:02.000 --> 00:12:03.000]  第五
[00:12:03.000 --> 00:12:07.000]  害怕被親密關係中的上帝拋棄
[00:12:07.000 --> 00:12:08.000]  第六
[00:12:08.000 --> 00:12:11.000]  在沒有上帝極多的建議和保證的情況下
[00:12:11.000 --> 00:12:13.000]  沒有足夠的能力去做日常的決定
[00:12:13.000 --> 00:12:15.000]  是不是很屬靈地
[00:12:15.000 --> 00:12:16.000]  變態
[00:12:16.000 --> 00:12:20.000]  不知道你有沒有這樣的徵兆
[00:12:20.000 --> 00:12:24.000]  當你看回詩篇42篇的歌詞的時候
[00:12:24.000 --> 00:12:26.000]  你會發現這個
[00:12:26.000 --> 00:12:28.000]  思念神的程度
[00:12:28.000 --> 00:12:30.000]  其實有點變態
[00:12:30.000 --> 00:12:32.000]  請回到verse1
[00:12:32.000 --> 00:12:34.000]  上帝啊
[00:12:34.000 --> 00:12:36.000]  我的心切務你
[00:12:36.000 --> 00:12:38.000]  如鹿切務溪水
[00:12:38.000 --> 00:12:40.000]  我的心渴想上帝
