
[00:00:00.000 --> 00:00:02.000]  看完照片就平安
[00:00:02.000 --> 00:00:09.000]  經過我們擊殺系列的五篇講道之後
[00:00:09.000 --> 00:00:12.000]  就來到第六篇隱藏的講道
[00:00:12.000 --> 00:00:14.000]  題目就叫做擊殺與我
[00:00:14.000 --> 00:00:19.000]  過去的五星期我們就講了五篇有關擊殺的講道
[00:00:19.000 --> 00:00:22.000]  有些是因為欺控聖靈被擊殺
[00:00:22.000 --> 00:00:25.000]  有長子被殺的故事
[00:00:25.000 --> 00:00:28.000]  有些是不信服去觸碰約櫃的故事
[00:00:28.000 --> 00:00:33.000]  有些是不信服掌權被埋葬在土地下的故事
[00:00:33.000 --> 00:00:36.000]  有些是回頭變成嚴肅的故事
[00:00:36.000 --> 00:00:41.000]  我們就去講不是第六個擊殺故事
[00:00:41.000 --> 00:00:46.000]  而是和我們聊聊擊殺與我們有什麼關係
[00:00:46.000 --> 00:00:52.000]  我們一起來思考擊殺與我們有什麼關係
[00:00:52.000 --> 00:00:58.000]  我覺得擊殺這個字我第一次聽到是梁家倫
[00:00:58.000 --> 00:01:03.000]  在手語裡偶爾聽到他講會用到擊殺這個字
[00:01:03.000 --> 00:01:06.000]  你知道他偶爾講話都很粗鄙
[00:01:06.000 --> 00:01:08.000]  有些激進有些誇張
[00:01:08.000 --> 00:01:11.000]  突然說出來你信不信我擊殺你
[00:01:11.000 --> 00:01:15.000]  人們就像你這樣台下變成一陣笑聲
[00:01:15.000 --> 00:01:20.000]  然後達到一定程度的講道的果效
[00:01:20.000 --> 00:01:23.000]  從此之後擊殺這個字就成為了
[00:01:23.000 --> 00:01:29.000]  基督徒與基督徒之間偶爾會拿出來笑的題目
[00:01:29.000 --> 00:01:33.000]  偶爾都會提一提這個字
[00:01:33.000 --> 00:01:37.000]  開玩笑的方式應該沒有人認真
[00:01:37.000 --> 00:01:41.000]  擊殺這個字成為了教會裡的次文化
[00:01:41.000 --> 00:01:44.000]  成為了一個從來都沒有發生過
[00:01:44.000 --> 00:01:51.000]  但講出來有些屬靈的意味的話題
[00:01:51.000 --> 00:01:55.000]  實際上擊殺在聖經裡是一種報應神學
[00:01:55.000 --> 00:01:58.000]  就是Retribution Theology
[00:01:58.000 --> 00:02:01.000]  所謂報應神學就是強調人的行為
[00:02:01.000 --> 00:02:05.000]  會帶來即時直接對應的結果
[00:02:05.000 --> 00:02:07.000]  善良的人做好事得到好的回報
[00:02:07.000 --> 00:02:10.000]  惡人做壞事遭到惡報
[00:02:10.000 --> 00:02:12.000]  並且是一個即時的惡報
[00:02:12.000 --> 00:02:16.000]  頭暈身痛當場跌倒長穿肚爛
[00:02:16.000 --> 00:02:18.000]  這些就是擊殺神學所說的東西
[00:02:18.000 --> 00:02:22.000]  一個人的惡是不單單會最終帶來懲罰
[00:02:22.000 --> 00:02:26.000]  更加是一個即時直接的懲罰
[00:02:26.000 --> 00:02:30.000]  並且這個懲罰是直接由上帝下命令的
[00:02:30.000 --> 00:02:32.000]  即速配送即有
[00:02:32.000 --> 00:02:34.000]  即送到你這裡
[00:02:34.000 --> 00:02:36.000]  不知道你有沒有這樣想過
[00:02:36.000 --> 00:02:40.000]  小時候我初信主的時候是這樣認真想過
[00:02:40.000 --> 00:02:42.000]  有時候突然肚子痛
[00:02:42.000 --> 00:02:44.000]  在廁所掙扎的時候突然想
[00:02:44.000 --> 00:02:47.000]  我是不是做錯了什麼
[00:02:47.000 --> 00:02:50.000]  是不是犯了罪我不知道
[00:02:50.000 --> 00:02:52.000]  是不是上帝要懲罰我肚子痛
[00:02:52.000 --> 00:02:53.000]  我快點認罪
[00:02:53.000 --> 00:02:55.000]  有沒有試過這樣
[00:02:55.000 --> 00:02:58.000]  有吧 有些人有吧
[00:02:58.000 --> 00:02:59.000]  真的吧
[00:02:59.000 --> 00:03:01.000]  覺得是不是神懲罰我
[00:03:01.000 --> 00:03:04.000]  我的罪孽在我肚子裡
[00:03:04.000 --> 00:03:10.000]  所以報應神學是一個跟我們說的終末審判是不同的
[00:03:10.000 --> 00:03:13.000]  我們相信上帝是公義
[00:03:13.000 --> 00:03:15.000]  上帝在末日有審判
[00:03:15.000 --> 00:03:16.000]  每個人都有一死
[00:03:16.000 --> 00:03:18.000]  死後才有審判
[00:03:18.000 --> 00:03:23.000]  但報應神學所說的不是將來末日的審判
[00:03:23.000 --> 00:03:27.000]  所說的是即時現眼報上帝的懲罰
[00:03:27.000 --> 00:03:30.000]  一個人得罪了上帝即時被懲罰
[00:03:30.000 --> 00:03:33.000]  一個人沒有去跟從上帝的律法即時被懲罰
[00:03:33.000 --> 00:03:36.000]  一個人沒有按照上帝的方式去行事
[00:03:36.000 --> 00:03:38.000]  立刻受到報應
[00:03:38.000 --> 00:03:42.000]  在眾多聖經的報應神學裡
[00:03:42.000 --> 00:03:47.000]  擊殺正是報應神學的頂點
[00:03:47.000 --> 00:03:51.000]  擊殺是整個叛賊裡面最高峰的表現
[00:03:51.000 --> 00:03:57.000]  上帝對一個惡人最大最大的懲罰就是即死
[00:03:57.000 --> 00:04:01.000]  擊殺是上帝對一個人做壞事最大的懲罰
[00:04:01.000 --> 00:04:04.000]  你做壞事你即受死
[00:04:04.000 --> 00:04:06.000]  這個乾淨利落 乾手淨腳
[00:04:06.000 --> 00:04:08.000]  直接到位的回應
[00:04:08.000 --> 00:04:12.000]  沒有任何的懲罰比死亡更加嚴重
[00:04:12.000 --> 00:04:18.000]  沒有任何的報應比即時被擊殺更加清楚有力和直接
[00:04:18.000 --> 00:04:22.000]  所以擊殺是整個報應神學的頂點
[00:04:22.000 --> 00:04:26.000]  不過其實上帝不是單單為了擊殺而擊殺
[00:04:26.000 --> 00:04:29.000]  過去的五篇講道裡都分享到
[00:04:29.000 --> 00:04:33.000]  上帝擊殺其實有一種教訓的意義
[00:04:33.000 --> 00:04:35.000]  或者一種警戒的意味
[00:04:35.000 --> 00:04:37.000]  既然擊殺這麼可怕
[00:04:37.000 --> 00:04:39.000]  那你們就不要做了
[00:04:39.000 --> 00:04:42.000]  如果我做我就會被擊殺了
[00:04:42.000 --> 00:04:47.000]  所以擊殺成為了一個最有效的倫理規範
[00:04:47.000 --> 00:04:52.000]  任何世上的懲罰都有一種警戒功能
[00:04:52.000 --> 00:04:55.000]  小時候你被媽媽用雞毛掃打
[00:04:55.000 --> 00:04:57.000]  中學犯下虧蝙蝠流淌
[00:04:57.000 --> 00:04:59.000]  今天你懷疑八折三百二
[00:04:59.000 --> 00:05:02.000]  掌權者配劍叫人害怕
[00:05:02.000 --> 00:05:05.000]  全部都是帶有同一功能的
[00:05:05.000 --> 00:05:11.000]  因為你害怕受到懲罰而不做那件壞事
[00:05:11.000 --> 00:05:12.000]  如果這樣的話
[00:05:12.000 --> 00:05:19.000]  擊殺就是世上最大最有效最強的一個道德規範
[00:05:19.000 --> 00:05:24.000]  不知道多少基督徒有這樣的邏輯
[00:05:24.000 --> 00:05:27.000]  因為害怕被擊殺
[00:05:27.000 --> 00:05:32.000]  所以做一些基督徒要做的事
[00:05:32.000 --> 00:05:34.000]  因為害怕落地獄
[00:05:34.000 --> 00:05:36.000]  所以信主
[00:05:36.000 --> 00:05:38.000]  因為害怕被擊殺
[00:05:38.000 --> 00:05:41.000]  所以回來崇拜
[00:05:41.000 --> 00:05:43.000]  因為害怕被擊殺
[00:05:43.000 --> 00:05:45.000]  所以加入了質感流
