
[00:00:00.000 --> 00:00:02.000]  丁師妹平安
[00:00:02.000 --> 00:00:07.000]  大家聽的一首歌曲叫《細佬歌》
[00:00:07.000 --> 00:00:13.000]  這首歌曲是林海峰先生在2005年出品的一首唱片
[00:00:13.000 --> 00:00:17.000]  這首唱片的名字叫《三字頭》
[00:00:17.000 --> 00:00:21.000]  不知道大家有沒有聽過這首唱片
[00:00:21.000 --> 00:00:23.000]  可能大家有聽過吧
[00:00:23.000 --> 00:00:27.000]  你們應該都是四字頭吧
[00:00:27.000 --> 00:00:30.000]  當年我聽這首唱片的時候
[00:00:30.000 --> 00:00:33.000]  大概也是二字頭吧
[00:00:33.000 --> 00:00:36.000]  我很喜歡這首唱片
[00:00:36.000 --> 00:00:42.000]  這首唱片是討論一個人三十多歲的時候
[00:00:42.000 --> 00:00:46.000]  那個心境和文化
[00:00:46.000 --> 00:00:49.000]  所以大家當中如果是三十多歲
[00:00:49.000 --> 00:00:51.000]  很值得聽這首CD
[00:00:51.000 --> 00:00:54.000]  很精彩的CD
[00:00:54.000 --> 00:00:59.000]  不知道你什麼時候第一次覺得自己長大了
[00:00:59.000 --> 00:01:03.000]  你覺得自己長大了沒有
[00:01:03.000 --> 00:01:06.000]  我二十四歲的時候
[00:01:06.000 --> 00:01:09.000]  也不覺得自己長大了
[00:01:09.000 --> 00:01:12.000]  那時候我在讀神學
[00:01:12.000 --> 00:01:14.000]  在教會裡面實習
[00:01:14.000 --> 00:01:16.000]  背著一套西裝
[00:01:16.000 --> 00:01:19.000]  在教會廁所裡面對著鏡子
[00:01:19.000 --> 00:01:22.000]  看來看去都覺得自己像小朋友背著西裝
[00:01:22.000 --> 00:01:26.000]  我什麼時候開始覺得自己長大了呢
[00:01:26.000 --> 00:01:29.000]  當然是當爸爸的時候
[00:01:29.000 --> 00:01:32.000]  這是一個長大了的記號
[00:01:32.000 --> 00:01:37.000]  不過我覺得這也不是我最深刻的時刻
[00:01:37.000 --> 00:01:42.000]  發掘出來的也不是那個時刻
[00:01:42.000 --> 00:01:45.000]  我發現那個時刻是什麼呢
[00:01:45.000 --> 00:01:49.000]  就是我開始有老花
[00:01:49.000 --> 00:01:52.000]  這是我新的眼鏡
[00:01:52.000 --> 00:01:55.000]  漸進式眼鏡
[00:01:55.000 --> 00:01:58.000]  這個時刻我覺得自己長大了
[00:01:58.000 --> 00:02:02.000]  甚至和年老牽上關係
[00:02:02.000 --> 00:02:05.000]  我不是一個年輕人
[00:02:05.000 --> 00:02:08.000]  極其量只是一個年輕人
[00:02:08.000 --> 00:02:12.000]  今天我們會看C篇90篇
[00:02:12.000 --> 00:02:17.000]  思想成長和年歲的題目
[00:02:17.000 --> 00:02:21.000]  或者看一看這段C篇90篇的經文
[00:02:22.000 --> 00:02:25.000]  主啊,祢世世代代作我們的居所
[00:02:25.000 --> 00:02:27.000]  朱山未曾伸出
[00:02:27.000 --> 00:02:30.000]  地與世界祢未曾造成
[00:02:30.000 --> 00:02:33.000]  從僅古到永遠,祢是神
[00:02:33.000 --> 00:02:35.000]  祢使人歸於塵土說
[00:02:35.000 --> 00:02:37.000]  祢們世人要歸回
[00:02:37.000 --> 00:02:40.000]  在祢看來,千年如已過的昨日
[00:02:40.000 --> 00:02:42.000]  如如夜更的一更
[00:02:42.000 --> 00:02:44.000]  祢叫他們如水沖去
[00:02:44.000 --> 00:02:46.000]  他們如睡一覺
[00:02:46.000 --> 00:02:48.000]  早晨他們如生長的草
[00:02:48.000 --> 00:02:50.000]  早晨發芽生長
[00:02:50.000 --> 00:02:52.000]  晚上割下枯乾
[00:02:52.000 --> 00:02:54.000]  我們因祢的怒氣而消滅
[00:02:54.000 --> 00:02:56.000]  因祢的憤怒而驚惶
[00:02:56.000 --> 00:02:59.000]  祢將我們的罪孽擺在祢面前
[00:02:59.000 --> 00:03:01.000]  朱山未曾伸出
[00:03:01.000 --> 00:03:03.000]  地與世界未曾造成
[00:03:03.000 --> 00:03:06.000]  從僅古到永遠,祢是神
[00:03:06.000 --> 00:03:08.000]  祢使人歸於塵土說
[00:03:08.000 --> 00:03:10.000]  祢們世人要歸回
[00:03:10.000 --> 00:03:20.000]  (字幕組:我忘記了)
[00:03:20.000 --> 00:03:24.000]  不過如果我們去
[00:03:24.000 --> 00:03:26.000]  (字幕組:我忘記了)
[00:03:26.000 --> 00:03:29.000]  我們人生的年歲是七十歲
[00:03:29.000 --> 00:03:31.000]  若是強壯可到八十歲
[00:03:31.000 --> 00:03:33.000]  但其中所驚誇的不過是
[00:03:33.000 --> 00:03:36.000]  勞苦受煩,轉眼成空
[00:03:36.000 --> 00:03:40.000]  我們便如煙飛而去
[00:03:40.000 --> 00:03:44.000]  誰曉得我們怒氣的權勢
[00:03:44.000 --> 00:03:47.000]  誰安著你該受的敬畏
[00:03:47.000 --> 00:03:49.000]  隨著你憤怒
[00:03:49.000 --> 00:03:51.000]  求你指教我們
[00:03:51.000 --> 00:03:53.000]  (字幕組:我忘記了)
[00:03:53.000 --> 00:03:56.000]  好在我們得著智慧的心
[00:03:56.000 --> 00:04:05.000]  不過如果你細心閱讀詩篇九十篇的話
[00:04:05.000 --> 00:04:10.000]  你會發現詩篇九十篇不單單是
[00:04:10.000 --> 00:04:15.000]  講述生命的短暫,時間的流逝
[00:04:15.000 --> 00:04:17.000]  人生將要過去
[00:04:17.000 --> 00:04:21.000]  而是更加講述一個人生命的年歲
[00:04:21.000 --> 00:04:24.000]  一個人如何渡過他的年歲
[00:04:24.000 --> 00:04:29.000]  他的歲月究竟是怎樣的流逝,怎樣的過去
[00:04:29.000 --> 00:04:34.000]  我的意思是,如果你細心閱讀這篇詩篇
[00:04:34.000 --> 00:04:38.000]  你會發現這篇詩篇不單單是講述
[00:04:38.000 --> 00:04:41.000]  上帝向千年如同一日
[00:04:41.000 --> 00:04:45.000]  我們的生命過得很快,我們的生命很短暫
[00:04:45.000 --> 00:04:48.000]  我們很快便會年老歸去
[00:04:48.000 --> 00:04:51.000]  更加具體講述的是
[00:04:51.000 --> 00:04:57.000]  我們的年歲過得很慢,而且過得不太好
[00:04:57.000 --> 00:04:59.000]  親愛的兄弟姐妹
