
[00:00:00.000 --> 00:00:05.400]  這個星期有一個感覺
[00:00:05.400 --> 00:00:11.800]  就是每一次去Voltures講道之前
[00:00:11.800 --> 00:00:13.000]  就是這個星期
[00:00:13.000 --> 00:00:14.400]  凡是第三個星期
[00:00:14.400 --> 00:00:15.600]  或者講道的時候
[00:00:15.600 --> 00:00:16.600]  那個星期
[00:00:16.600 --> 00:00:20.000]  其實好像已經是大約一年多兩年
[00:00:20.000 --> 00:00:23.200]  沒有一個星期的
[00:00:23.200 --> 00:00:24.600]  星期六之前那個星期
[00:00:24.600 --> 00:00:25.800]  就是這個星期
[00:00:25.800 --> 00:00:27.400]  是很平靜的
[00:00:27.400 --> 00:00:29.000]  不知道明白我說什麼
[00:00:29.000 --> 00:00:30.200]  就是其實我
[00:00:30.200 --> 00:00:32.200]  有一個感覺很想
[00:00:32.200 --> 00:00:35.600]  會不會有一個星期是很
[00:00:35.600 --> 00:00:38.400]  平靜的去講一些很
[00:00:38.400 --> 00:00:40.400]  簡單和舒服的東西
[00:00:40.400 --> 00:00:42.200]  就不要經常都好像
[00:00:42.200 --> 00:00:43.400]  那個星期很多事情發生
[00:00:43.400 --> 00:00:47.400]  你要很複雜的去
[00:00:47.400 --> 00:00:50.600]  帶著很多心情去準備這個訊息
[00:00:50.600 --> 00:00:52.800]  結果這個星期都沒有的
[00:00:52.800 --> 00:00:54.600]  那
[00:00:54.600 --> 00:00:58.200]  就是昨天看完新聞之後
[00:00:58.200 --> 00:01:00.400]  那
[00:01:00.400 --> 00:01:02.000]  就是大家都知道什麼事情
[00:01:02.000 --> 00:01:03.800]  基本上可以預計
[00:01:03.800 --> 00:01:05.200]  7月1號前
[00:01:05.200 --> 00:01:07.000]  有些傳媒會倒閉
[00:01:07.000 --> 00:01:08.600]  就是外面是這樣吹
[00:01:08.600 --> 00:01:10.400]  我不知道是不是真的
[00:01:10.400 --> 00:01:14.400]  昨天看完那個新聞之後
[00:01:14.400 --> 00:01:21.000]  因為之前那些很邪的骨頭
[00:01:21.000 --> 00:01:22.200]  我都不明白的
[00:01:22.200 --> 00:01:22.800]  你明白嗎
[00:01:22.800 --> 00:01:23.200]  香港人
[00:01:23.200 --> 00:01:25.400]  我做香港人四十多年
[00:01:25.400 --> 00:01:27.600]  我不明白發生了什麼事情
[00:01:27.600 --> 00:01:30.000]  背後發生了什麼事情
[00:01:30.000 --> 00:01:31.200]  是你想不通
[00:01:31.200 --> 00:01:32.600]  想像不到的
[00:01:32.600 --> 00:01:33.800]  基本上
[00:01:33.800 --> 00:01:34.400]  就是那件事
[00:01:34.400 --> 00:01:35.400]  我已經很沮喪
[00:01:35.400 --> 00:01:39.400]  什麼可以來得這麼複雜的嗎
[00:01:39.400 --> 00:01:41.800]  你猜不到背後是什麼事情
[00:01:41.800 --> 00:01:44.600]  直到昨晚
[00:01:44.600 --> 00:01:45.400]  那個新聞一出的時候
[00:01:45.400 --> 00:01:46.600]  在銅鑼灣吃飯
[00:01:46.600 --> 00:01:48.800]  就是和兩個小朋友
[00:01:48.800 --> 00:01:50.200]  整個吃飯的心情都沒有
[00:01:50.200 --> 00:01:51.400]  昨天吃了五百多塊的
[00:01:51.400 --> 00:01:52.000]  三個人
[00:01:52.000 --> 00:01:54.600]  很貴的
[00:01:54.600 --> 00:01:57.200]  那麼在銅鑼灣
[00:01:57.200 --> 00:02:00.800]  完了之後就坐車去中環
[00:02:00.800 --> 00:02:02.400]  然後就坐船
[00:02:02.400 --> 00:02:05.200]  不知道為什麼坐著11號巴士
[00:02:05.200 --> 00:02:06.400]  就是單程巴士
[00:02:06.400 --> 00:02:07.000]  小朋友
[00:02:07.000 --> 00:02:08.600]  就是我兒子很喜歡坐單程的那些
[00:02:08.600 --> 00:02:09.400]  很開心
[00:02:09.400 --> 00:02:11.200]  然後跳來跳去的時候
[00:02:11.200 --> 00:02:12.200]  我看著銅鑼灣
[00:02:12.200 --> 00:02:13.000]  看著灣仔
[00:02:13.000 --> 00:02:15.400]  再看著中環的時候
[00:02:15.400 --> 00:02:16.600]  那些人繼續生活
[00:02:16.600 --> 00:02:18.200]  那些人繼續
[00:02:18.200 --> 00:02:21.200]  星期五很開心
[00:02:21.200 --> 00:02:23.400]  有這些反應
[00:02:23.400 --> 00:02:24.200]  但不知道為什麼突然間
