
[00:00:00.000 --> 00:00:03.000]  牛年是一個頗重要的日子
[00:00:03.000 --> 00:00:06.000]  因為我是牛年出生的
[00:00:06.000 --> 00:00:09.000]  所以今年大約是24歲左右
[00:00:09.000 --> 00:00:13.000]  所以這是一個頗開心的日子
[00:00:13.000 --> 00:00:15.000]  就是牛年
[00:00:15.000 --> 00:00:19.000]  祝大家希望大家都在過去的年份
[00:00:19.000 --> 00:00:22.000]  都可以在新年出生
[00:00:22.000 --> 00:00:25.000]  希望大家在新年出生的時候
[00:00:25.000 --> 00:00:30.000]  大家都繼續開心
[00:00:30.000 --> 00:00:32.000]  縱然在很不容易的日子裡
[00:00:32.000 --> 00:00:36.000]  或者很艱難的處境下
[00:00:36.000 --> 00:00:40.000]  我們都希望能夠開心地過每一天
[00:00:40.000 --> 00:00:44.000]  我們今天說約伯記
[00:00:44.000 --> 00:00:46.000]  我們說約伯記
[00:00:46.000 --> 00:00:48.000]  我是有powerpoint的
[00:00:48.000 --> 00:00:50.000]  我是有我的翻譯的
[00:00:50.000 --> 00:00:55.000]  有的吧?謝謝
[00:00:55.000 --> 00:00:56.000]  太好了
[00:00:56.000 --> 00:00:57.000]  如果是這樣的話
[00:00:57.000 --> 00:01:00.000]  我們首先輕輕地讀一讀
[00:01:00.000 --> 00:01:03.000]  關於約伯記的東西
[00:01:03.000 --> 00:01:07.000]  我將42章的1至6節裡邊
[00:01:07.000 --> 00:01:08.000]  我們有翻譯的
[00:01:08.000 --> 00:01:11.000]  我自己翻譯了關於約伯記
[00:01:11.000 --> 00:01:13.000]  頭6節的聖經
[00:01:13.000 --> 00:01:15.000]  我們試試翻譯的時候
[00:01:15.000 --> 00:01:17.000]  我們試試讀一讀好不好?
[00:01:17.000 --> 00:01:18.000]  我們試試一起讀
[00:01:18.000 --> 00:01:21.000]  這6節的聖經好不好?
[00:01:21.000 --> 00:01:22.000]  準備了
[00:01:22.000 --> 00:01:25.000]  約伯回應上主並說
[00:01:25.000 --> 00:01:28.000]  我知道你是全能所有
[00:01:28.000 --> 00:01:30.000]  和在你沒有一件事
[00:01:30.000 --> 00:01:33.000]  可以難阻計謀
[00:01:33.000 --> 00:01:34.000]  這是什麼?
[00:01:34.000 --> 00:01:38.000]  隱藏計劃而不需要知識
[00:01:38.000 --> 00:01:41.000]  故我坦言我沒有智慧
[00:01:41.000 --> 00:01:43.000]  於我太奧妙
[00:01:43.000 --> 00:01:45.000]  我不知道
[00:01:45.000 --> 00:01:48.000]  聽著現在我言說
[00:01:48.000 --> 00:01:52.000]  我尋問你和你知道我
[00:01:52.000 --> 00:01:54.000]  因著耳聞而來的匯報
[00:01:54.000 --> 00:01:56.000]  我聽關於你
[00:01:56.000 --> 00:01:59.000]  但現在我眼目看見你
[00:01:59.000 --> 00:02:05.000]  因此我厭惡和在灰塵中安慰
[00:02:05.000 --> 00:02:09.000]  其實我們首先要交代一點東西
[00:02:09.000 --> 00:02:11.000]  其實約伯記是說
[00:02:11.000 --> 00:02:17.000]  有三位朋友討論約伯為何那麼慘
[00:02:17.000 --> 00:02:19.000]  那些經文很複雜很長
[00:02:19.000 --> 00:02:21.000]  然後有多個角色走出來
[00:02:21.000 --> 00:02:23.000]  再和他談談
[00:02:23.000 --> 00:02:27.000]  去完這37張聖經之後
[00:02:27.000 --> 00:02:31.000]  聖經的38、39、40和41張聖經
[00:02:31.000 --> 00:02:33.000]  在約伯記裏
[00:02:33.000 --> 00:02:37.000]  難得地神說話說得那麼長
[00:02:37.000 --> 00:02:39.000]  基本上你看完整本聖經裏
[00:02:39.000 --> 00:02:42.000]  神說那麼多的論述
[00:02:42.000 --> 00:02:44.000]  關於創造
[00:02:44.000 --> 00:02:46.000]  關於神做很多很厲害的事
[00:02:46.000 --> 00:02:48.000]  關於上帝有多厲害
[00:02:48.000 --> 00:02:50.000]  很少神自己說那麼多
[00:02:50.000 --> 00:02:52.000]  但這四張聖經裏
[00:02:52.000 --> 00:02:54.000]  很特別地
[00:02:54.000 --> 00:02:58.000]  是說神創造這個世界裏很厲害的事情
[00:02:58.000 --> 00:03:00.000]  你聽完這四張聖經之後
[00:03:00.000 --> 00:03:02.000]  你覺得神都很厲害
[00:03:02.000 --> 00:03:04.000]  但其實這四張聖經裏
[00:03:04.000 --> 00:03:06.000]  你聽完這四張聖經之後
[00:03:06.000 --> 00:03:07.000]  你覺得神都很厲害
[00:03:07.000 --> 00:03:09.000]  創造那麼多的東西
[00:03:09.000 --> 00:03:11.000]  但有少許九不搭八
[00:03:11.000 --> 00:03:13.000]  或者不太拉筋的東西
[00:03:13.000 --> 00:03:16.000]  如果那三位朋友和最後一位朋友
[00:03:16.000 --> 00:03:18.000]  和約伯談
[00:03:18.000 --> 00:03:21.000]  約伯為何要弄到子女死了
[00:03:21.000 --> 00:03:25.000]  財產、牛羊、奴駒都死了
[00:03:25.000 --> 00:03:27.000]  身體都爛了
[00:03:27.000 --> 00:03:31.000]  他要問一個這樣苦難的問題的時候
[00:03:31.000 --> 00:03:34.000]  神好像九不搭八地答了
[00:03:34.000 --> 00:03:37.000]  他創造很厲害的東西
[00:03:37.000 --> 00:03:41.000]  他創造裏面能夠說什麼都創造得到
[00:03:41.000 --> 00:03:43.000]  什麼他都知道
[00:03:43.000 --> 00:03:47.000]  其實和約伯他受苦受難
[00:03:47.000 --> 00:03:49.000]  好像不是很拉筋
[00:03:49.000 --> 00:03:52.000]  更奇怪的是你剛才讀的六節聖經裏
[00:03:52.000 --> 00:03:56.000]  是約伯回應上主並說的第一節
[00:03:56.000 --> 00:04:00.000]  意思是說約伯聽完神說的那四張聖經
[00:04:00.000 --> 00:04:02.000]  關於他創造很厲害之後
[00:04:02.000 --> 00:04:04.000]  他正在回應上主
[00:04:04.000 --> 00:04:07.000]  他說我知道了,現在我回應你
[00:04:07.000 --> 00:04:10.000]  但如果明明約伯之前的三十七章聖經
[00:04:10.000 --> 00:04:12.000]  都在說他苦難的問題的時候
[00:04:12.000 --> 00:04:15.000]  而神在三十八至四十一章聖經裏面
[00:04:15.000 --> 00:04:19.000]  這四章裏面都不回應他苦難問題
[00:04:19.000 --> 00:04:22.000]  其實你想清楚不知道約伯要回應什麼
[00:04:22.000 --> 00:04:25.000]  你想清楚其實約伯有什麼好回應
[00:04:25.000 --> 00:04:27.000]  譬如說
[00:04:27.000 --> 00:04:29.000]  今天我給你毒藥吃
[00:04:29.000 --> 00:04:31.000]  假設吧,亂說
[00:04:31.000 --> 00:04:34.000]  你問我為什麼給我毒藥吃
[00:04:34.000 --> 00:04:37.000]  我說沒事的,我創造所有東西
[00:04:37.000 --> 00:04:39.000]  藥物都是我創造的
[00:04:39.000 --> 00:04:42.000]  我講多少次,幾萬次我創造藥物有多厲害都好
[00:04:42.000 --> 00:04:45.000]  你都要問我為什麼要給你毒藥吃
[00:04:45.000 --> 00:04:47.000]  是不是
[00:04:47.000 --> 00:04:49.000]  約伯不知道為什麼會回應他
[00:04:49.000 --> 00:04:51.000]  在聖經裏面
[00:04:51.000 --> 00:04:55.000]  他用這六節聖經來回應上帝一些事情
[00:04:55.000 --> 00:04:58.000]  所以我們要花點氣力時間
[00:04:58.000 --> 00:05:02.000]  想一想到底他想講什麼和做什麼
[00:05:02.000 --> 00:05:11.000]  我們現在看看第二節
[00:05:11.000 --> 00:05:13.000]  第二節
[00:05:13.000 --> 00:05:15.000]  第二節是這樣說的
[00:05:15.000 --> 00:05:19.000]  他說我知道你是全能所有
[00:05:19.000 --> 00:05:23.000]  和在你沒有一樣的事情可以難阻計謀
[00:05:23.000 --> 00:05:26.000]  這一節是很特別的翻譯
[00:05:26.000 --> 00:05:28.000]  你看到計謀這個字
[00:05:28.000 --> 00:05:30.000]  我特別放在最後
[00:05:30.000 --> 00:05:32.000]  原文都是這樣翻譯的
[00:05:32.000 --> 00:05:34.000]  都是最後的
[00:05:34.000 --> 00:05:37.000]  但計謀這個字其實如果大家
[00:05:37.000 --> 00:05:39.000]  看回
[00:05:39.000 --> 00:05:42.000]  《針研》看回詩篇的話
[00:05:42.000 --> 00:05:44.000]  這個計謀這個字
[00:05:44.000 --> 00:05:48.000]  其實不是說什麼
[00:05:48.000 --> 00:05:50.000]  有上帝什麼美好計劃
[00:05:50.000 --> 00:05:52.000]  指意什麼的,沒有這些東西的
[00:05:52.000 --> 00:05:54.000]  通常這個字都用在
[00:05:54.000 --> 00:05:56.000]  wicked scheme
[00:05:56.000 --> 00:05:58.000]  邪惡的奸計裏面
[00:05:58.000 --> 00:06:00.000]  其實這個就是奸計
[00:06:00.000 --> 00:06:03.000]  約伯聽完《神創造》之後
[00:06:03.000 --> 00:06:05.000]  他第一個反應就是
[00:06:05.000 --> 00:06:07.000]  我知道你是全能所有
[00:06:07.000 --> 00:06:09.000]  如果英文譯得好一點
[00:06:09.000 --> 00:06:11.000]  I know you are able for all
[00:06:11.000 --> 00:06:14.000]  你能夠做到很多很厲害的事
[00:06:14.000 --> 00:06:16.000]  你們是可以的
[00:06:16.000 --> 00:06:18.000]  這樣吧
[00:06:18.000 --> 00:06:20.000]  他說
[00:06:20.000 --> 00:06:22.000]  在你沒有一件事的事情
[00:06:22.000 --> 00:06:24.000]  可以難了
[00:06:24.000 --> 00:06:26.000]  像計謀一樣
[00:06:26.000 --> 00:06:28.000]  其實他意思是說什麼
[00:06:28.000 --> 00:06:31.000]  他知道神可以做很多事
[00:06:31.000 --> 00:06:33.000]  什麼都關他事,他知道的
[00:06:33.000 --> 00:06:35.000]  他也說多一件事
[00:06:35.000 --> 00:06:38.000]  他說沒有一件事的計謀
[00:06:38.000 --> 00:06:40.000]  在他裏面不能難了
[00:06:40.000 --> 00:06:42.000]  意思是什麼
[00:06:42.000 --> 00:06:44.000]  如果這個scheme這個字其實是說
[00:06:44.000 --> 00:06:46.000]  約伯的受苦受難
[00:06:46.000 --> 00:06:49.000]  在神的裏面都可以難了
[00:06:49.000 --> 00:06:51.000]  不難了也可以的
[00:06:51.000 --> 00:06:53.000]  這個就開始約伯
[00:06:53.000 --> 00:06:55.000]  問一個很嚴肅的問題
[00:06:55.000 --> 00:06:57.000]  向神去問他
[00:06:57.000 --> 00:06:59.000]  神啊,你說了四張聖經
[00:06:59.000 --> 00:07:01.000]  你創造有多偉大
[00:07:01.000 --> 00:07:03.000]  關我什麼事
[00:07:03.000 --> 00:07:05.000]  你創造得很厲害,我也知道
[00:07:05.000 --> 00:07:07.000]  You are able for all,你可以做很多事
[00:07:07.000 --> 00:07:09.000]  但是我說,為什麼今天這個wicked scheme
[00:07:09.000 --> 00:07:11.000]  這麼邪惡的事情
[00:07:11.000 --> 00:07:13.000]  發生在我身上
[00:07:13.000 --> 00:07:15.000]  為什麼你不難了
[00:07:15.000 --> 00:07:17.000]  所以第三節
[00:07:17.000 --> 00:07:19.000]  是比較好玩的
[00:07:19.000 --> 00:07:21.000]  第三節
[00:07:21.000 --> 00:07:23.000]  第三節他多說了一件事
[00:07:23.000 --> 00:07:25.000]  他突然有個問題問
[00:07:25.000 --> 00:07:27.000]  如果你在中文聖經,英文聖經你不會很看得到
[00:07:27.000 --> 00:07:29.000]  但是在原文裏面
[00:07:29.000 --> 00:07:31.000]  他說了一件事,他說什麼呢
[00:07:31.000 --> 00:07:33.000]  這是什麼
[00:07:33.000 --> 00:07:35.000]  對於約伯來說
[00:07:35.000 --> 00:07:37.000]  他要問一個問題
[00:07:37.000 --> 00:07:39.000]  很嚴肅的就是
[00:07:39.000 --> 00:07:41.000]  如果你能夠able for all的時候
[00:07:41.000 --> 00:07:43.000]  做到所有很多很厲害的事的時候
[00:07:43.000 --> 00:07:45.000]  為什麼這個
[00:07:45.000 --> 00:07:47.000]  這麼邪惡的事情
[00:07:47.000 --> 00:07:49.000]  會在我身上出現
[00:07:49.000 --> 00:07:51.000]  而他問這個問題
[00:07:51.000 --> 00:07:53.000]  What is this
[00:07:53.000 --> 00:07:55.000]  這是什麼
[00:07:55.000 --> 00:07:57.000]  接下來
[00:07:57.000 --> 00:07:59.000]  三節到六節
[00:07:59.000 --> 00:08:01.000]  就是整個約伯
[00:08:01.000 --> 00:08:03.000]  最精彩的對答
[00:08:03.000 --> 00:08:05.000]  希望花點時間
[00:08:05.000 --> 00:08:07.000]  我們解一解
[00:08:07.000 --> 00:08:09.000]  接下來
[00:08:09.000 --> 00:08:11.000]  在第三節裏面
[00:08:11.000 --> 00:08:13.000]  希伯來文有兩個policy
[00:08:13.000 --> 00:08:15.000]  希伯來文有兩個policy
[00:08:15.000 --> 00:08:17.000]  不要說太多複雜的東西
[00:08:17.000 --> 00:08:19.000]  第一個是隱藏
[00:08:19.000 --> 00:08:21.000]  第二個就是奧妙
[00:08:21.000 --> 00:08:23.000]  所以我們暫時將這句說話分成兩個句子
[00:08:23.000 --> 00:08:25.000]  隱藏計劃
[00:08:25.000 --> 00:08:27.000]  而不需知識
[00:08:27.000 --> 00:08:29.000]  故我坦言我無智慧
[00:08:29.000 --> 00:08:31.000]  這是第一句
[00:08:31.000 --> 00:08:33.000]  第二句就是於我太奧妙
[00:08:33.000 --> 00:08:35.000]  我不知道
[00:08:35.000 --> 00:08:37.000]  約伯
[00:08:37.000 --> 00:08:39.000]  聽完上帝說完
[00:08:39.000 --> 00:08:41.000]  四張聖經關於他創造之後
[00:08:41.000 --> 00:08:43.000]  他都忍不住
[00:08:43.000 --> 00:08:45.000]  問一個問題
[00:08:45.000 --> 00:08:47.000]  他問的就是
[00:08:47.000 --> 00:08:49.000]  這個這麼邪惡的東西
[00:08:49.000 --> 00:08:51.000]  在我身上是什麼
[00:08:51.000 --> 00:08:53.000]  他問完之後
[00:08:53.000 --> 00:08:55.000]  他自己回答
[00:08:55.000 --> 00:08:57.000]  他回答什麼
[00:08:57.000 --> 00:08:59.000]  他說隱藏的東西
[00:08:59.000 --> 00:09:01.000]  其實我不需要有知識去知道
[00:09:01.000 --> 00:09:03.000]  他直接放棄什麼
[00:09:03.000 --> 00:09:05.000]  他說故我坦言我無智慧
[00:09:05.000 --> 00:09:07.000]  即是說
[00:09:07.000 --> 00:09:09.000]  他承認他無智慧去明
[00:09:09.000 --> 00:09:11.000]  為什麼這些事
[00:09:11.000 --> 00:09:13.000]  要在我生命當中出現
[00:09:13.000 --> 00:09:15.000]  他說於我太奧妙
[00:09:15.000 --> 00:09:17.000]  我不需要
[00:09:17.000 --> 00:09:19.000]  知道
[00:09:19.000 --> 00:09:21.000]  如果你大約
[00:09:21.000 --> 00:09:23.000]  了解
[00:09:23.000 --> 00:09:25.000]  和明白的話
[00:09:25.000 --> 00:09:27.000]  第三節
[00:09:27.000 --> 00:09:29.000]  約伯宣佈投降
[00:09:29.000 --> 00:09:31.000]  投降的意思是
[00:09:31.000 --> 00:09:33.000]  神用了四張聖經這麼長
[00:09:33.000 --> 00:09:35.000]  說他創造
[00:09:35.000 --> 00:09:37.000]  都不回答他
[00:09:37.000 --> 00:09:39.000]  約伯終於
[00:09:39.000 --> 00:09:41.000]  醒覺和明白
[00:09:41.000 --> 00:09:43.000]  我不再去問
[00:09:43.000 --> 00:09:45.000]  到底為什麼
[00:09:45.000 --> 00:09:47.000]  這些事情在我身上發生
[00:09:47.000 --> 00:09:49.000]  他最大的轉向
[00:09:49.000 --> 00:09:51.000]  就是由第三節
[00:09:51.000 --> 00:09:53.000]  下半節即隱藏計劃
[00:09:53.000 --> 00:09:55.000]  不需要知識開始
[00:09:55.000 --> 00:09:57.000]  成為他整個
[00:09:57.000 --> 00:09:59.000]  對神的回應
[00:09:59.000 --> 00:10:01.000]  裡面一個最大的改變
[00:10:01.000 --> 00:10:05.000]  我們看完第四節
[00:10:05.000 --> 00:10:07.000]  會再講多一點
[00:10:07.000 --> 00:10:09.000]  第四節他說
[00:10:09.000 --> 00:10:11.000]  聽著現在我言說
[00:10:11.000 --> 00:10:13.000]  我尋問你
[00:10:13.000 --> 00:10:15.000]  你知道我
[00:10:15.000 --> 00:10:17.000]  這裡我要講很少
[00:10:17.000 --> 00:10:21.000]  聽著我言說
[00:10:21.000 --> 00:10:23.000]  我尋問你,你知道我
[00:10:23.000 --> 00:10:25.000]  這個尋問你
[00:10:25.000 --> 00:10:27.000]  不再是尋問
[00:10:27.000 --> 00:10:29.000]  為什麼我會
[00:10:29.000 --> 00:10:31.000]  全身都膿瘡
[00:10:31.000 --> 00:10:33.000]  我的子女為什麼死了
[00:10:33.000 --> 00:10:35.000]  財產完全歸於無有
[00:10:35.000 --> 00:10:37.000]  他不再是問
[00:10:37.000 --> 00:10:39.000]  苦難的問題
[00:10:39.000 --> 00:10:41.000]  這個尋問的意思是
[00:10:41.000 --> 00:10:43.000]  神說我什麼都沒有了
[00:10:43.000 --> 00:10:45.000]  你告訴我
[00:10:45.000 --> 00:10:47.000]  我現在可以做什麼
[00:10:47.000 --> 00:10:49.000]  所以如果你再看約伯記
[00:10:49.000 --> 00:10:51.000]  七至十二節
[00:10:51.000 --> 00:10:53.000]  是神告訴你
[00:10:53.000 --> 00:10:55.000]  你要做什麼
[00:10:55.000 --> 00:10:57.000]  就是為那三個朋友去獻祭
[00:10:57.000 --> 00:10:59.000]  因為這三個朋友做錯了事情
[00:10:59.000 --> 00:11:01.000]  你為他們獻祭
[00:11:01.000 --> 00:11:03.000]  神在七至十二節裡
[00:11:03.000 --> 00:11:05.000]  回答第四節的問題
[00:11:05.000 --> 00:11:07.000]  但問題仍然要想和解釋
[00:11:07.000 --> 00:11:09.000]  是什麼令約伯
[00:11:09.000 --> 00:11:11.000]  突然之間
[00:11:11.000 --> 00:11:13.000]  明明都想問
[00:11:13.000 --> 00:11:15.000]  這個wicked scheme
[00:11:15.000 --> 00:11:17.000]  這麼邪惡的東西是什麼
[00:11:17.000 --> 00:11:19.000]  他都想知道
[00:11:19.000 --> 00:11:21.000]  為什麼會發生
[00:11:21.000 --> 00:11:23.000]  為什麼突然在這裡就變了
[00:11:23.000 --> 00:11:29.000]  如果我們
[00:11:29.000 --> 00:11:31.000]  認識創世紀的話
[00:11:31.000 --> 00:11:33.000]  創世紀第一第二章
[00:11:33.000 --> 00:11:35.000]  是在說創造
[00:11:35.000 --> 00:11:37.000]  就好像
[00:11:37.000 --> 00:11:39.000]  約伯記的
[00:11:39.000 --> 00:11:41.000]  38至41章所說的
[00:11:41.000 --> 00:11:43.000]  關於創造的東西
[00:11:43.000 --> 00:11:45.000]  而約伯記說完
[00:11:45.000 --> 00:11:47.000]  創造之後
[00:11:47.000 --> 00:11:49.000]  創世紀說完創造之後
[00:11:49.000 --> 00:11:51.000]  第一二章說完創造之後
[00:11:51.000 --> 00:11:53.000]  第三章
[00:11:53.000 --> 00:11:55.000]  接著下來發生了一件事情
[00:11:55.000 --> 00:11:57.000]  你和我都很熟悉的
[00:11:57.000 --> 00:11:59.000]  就是蛇引誘
[00:11:59.000 --> 00:12:01.000]  阿當和夏娃
[00:12:01.000 --> 00:12:03.000]  結果他們吃了禁果
[00:12:03.000 --> 00:12:05.000]  接著他們就被神責罰
[00:12:05.000 --> 00:12:07.000]  我們稱這個為fall account
[00:12:07.000 --> 00:12:09.000]  就是墮落的記述
[00:12:09.000 --> 00:12:13.000]  如果38至41章
