
[00:00:00.000 --> 00:00:02.000]  各位姐妹平安
[00:00:02.000 --> 00:00:06.560]  不知道你們是否感受到現場的upbeat
[00:00:06.560 --> 00:00:10.560]  因為一連幾首快歌
[00:00:10.560 --> 00:00:13.360]  我就唱不完這麼多首快歌
[00:00:13.360 --> 00:00:15.360]  因為我沒有氣
[00:00:15.360 --> 00:00:18.360]  怕趕到的時候不夠氣
[00:00:18.360 --> 00:00:24.760]  我感受到勁敝隊帶給我們那種向前的感覺
[00:00:24.760 --> 00:00:28.760]  我今天的訊息都是希望有一個向前的動力
[00:00:28.760 --> 00:00:31.360]  或者在訊息當中和大家去想想
[00:00:31.360 --> 00:00:33.760]  新的一年新的開始的時候
[00:00:33.760 --> 00:00:35.760]  move on是甚麼回事呢
[00:00:35.760 --> 00:00:39.760]  今天我的訊息是說「肥你門」
[00:00:39.760 --> 00:00:43.760]  「肥你門」書裡面的內容是一段書信
[00:00:43.760 --> 00:00:47.760]  一會兒會和大家詳細了解內容
[00:00:47.760 --> 00:00:49.760]  其實今天選「肥你門」的訊息
[00:00:49.760 --> 00:00:53.760]  其實想呼應上個星期「做音目者」
[00:00:53.760 --> 00:00:59.760]  是說關於舊的事情做一個終結
[00:00:59.760 --> 00:01:01.760]  或者say goodbye
[00:01:01.760 --> 00:01:05.760]  或者當再要去面對舊
[00:01:05.760 --> 00:01:07.760]  面對曾經的時候
[00:01:07.760 --> 00:01:11.760]  其實下一步應該可以做些甚麼呢
[00:01:11.760 --> 00:01:14.760]  所以今天講題是「再見」
[00:01:14.760 --> 00:01:16.760]  一個是past tense
[00:01:16.760 --> 00:01:18.760]  但是如果再相見的時候
[00:01:18.760 --> 00:01:22.760]  是一個現在式或者future tense的時候
[00:01:22.760 --> 00:01:25.760]  對我們來說我們應該要預備些甚麼呢
[00:01:25.760 --> 00:01:28.760]  我就選了「肥你門」書
[00:01:28.760 --> 00:01:32.760]  「肥你門」書是一個比較短的書信
[00:01:32.760 --> 00:01:35.760]  對於你來說可能你很久之前看過
[00:01:35.760 --> 00:01:38.760]  因為很短
[00:01:38.760 --> 00:01:43.760]  一章裡面只有25節就完結了整件事
[00:01:43.760 --> 00:01:48.760]  很快別人問你讀了多少章書信
[00:01:48.760 --> 00:01:50.760]  你就讀完一卷
[00:01:50.760 --> 00:01:52.760]  很快就讀完一卷
[00:01:52.760 --> 00:01:54.760]  所以如果你沒看過不要緊
[00:01:54.760 --> 00:01:56.760]  一會兒有聲音導航
[00:01:56.760 --> 00:02:01.760]  用廣東話口語去讀一次「肥你門」書
[00:02:01.760 --> 00:02:03.760]  四分多鐘而已
[00:02:03.760 --> 00:02:05.760]  那把聲音都挺好聽的
[00:02:05.760 --> 00:02:07.760]  但不是我錄的
[00:02:07.760 --> 00:02:11.760]  希望在一直看著經文的時候
[00:02:11.760 --> 00:02:14.760]  經文是新日本的文字
[00:02:14.760 --> 00:02:18.760]  但用廣東話口語的方法去看這篇書信
[00:02:18.760 --> 00:02:25.760]  我們先聽聽讀經的內容
[00:02:26.760 --> 00:02:29.760]  「肥你門」書第一章
[00:02:30.760 --> 00:02:34.760]  為基督耶穌的緣故
[00:02:34.760 --> 00:02:36.760]  而成為囚犯的保羅
[00:02:36.760 --> 00:02:39.760]  和我們的弟兄提摩泰
[00:02:39.760 --> 00:02:44.760]  寫信給我們親愛的弟兄和同工肥你門
[00:02:44.760 --> 00:02:50.760]  還有姐妹阿肥亞和我們的戰友阿基布
[00:02:50.760 --> 00:02:53.760]  以及在你家裡追集的教會
[00:02:53.760 --> 00:02:56.760]  願恩典和平安
[00:02:56.760 --> 00:03:01.760]  從我們的父神和主耶穌基督臨到你們
[00:03:01.760 --> 00:03:08.760]  我在祈禱當中看到你的時候
[00:03:08.760 --> 00:03:12.760]  時時為你而感謝我的神
[00:03:12.760 --> 00:03:17.760]  因為我聽說你對神的指紋是有愛心
[00:03:17.760 --> 00:03:21.760]  和對主耶穌是有信心
[00:03:21.760 --> 00:03:25.760]  願你能夠有效地和人分享信仰
[00:03:25.760 --> 00:03:29.760]  更深明白我們所做的一切美善的事
[00:03:29.760 --> 00:03:32.760]  都是為了基督
[00:03:32.760 --> 00:03:34.760]  弟兄啊
[00:03:34.760 --> 00:03:39.760]  所有的聖徒的心既然因為你而得到暢快
[00:03:39.760 --> 00:03:46.760]  我也因為你的愛心得到更大的喜樂和安慰
