
[00:00:00.000 --> 00:00:02.000]  (看一看觀眾)
[00:00:02.000 --> 00:00:04.000]  (好像很久沒見大家)
[00:00:04.000 --> 00:00:09.000]  12月的閱題是國關
[00:00:09.000 --> 00:00:13.000]  雖然Folk Church不是一間節期教會
[00:00:13.000 --> 00:00:16.000]  但我今天也選了張臨奇的經文
[00:00:16.000 --> 00:00:18.000]  跟大家一起看這個訊息
[00:00:18.000 --> 00:00:23.000]  我自己在節期教育中長大
[00:00:23.000 --> 00:00:28.000]  過程中我感受到節期教育有很多提醒
[00:00:28.000 --> 00:00:36.000]  而是定時定刻讓我明白究竟的故事和思行
[00:00:36.000 --> 00:00:39.000]  今天也跟大家看一些張臨奇的經文
[00:00:39.000 --> 00:00:46.000]  雖然不是這個時刻或是教會年曆的經文
[00:00:46.000 --> 00:00:49.000]  但這段經文我相信大家不難理解
[00:00:49.000 --> 00:00:53.000]  而在過程中我也分三段跟大家一起講
[00:00:53.000 --> 00:01:00.000]  這段張臨奇的經文中對我們今天比較靠近的提醒是甚麼呢?
[00:01:00.000 --> 00:01:04.000]  有三段經文也跟大家一起讀出
[00:01:04.000 --> 00:01:10.000]  我先請大家讀出第一段經文第25至28節
[00:01:10.000 --> 00:01:17.000]  我前年也提過一個訊息是關於張臨奇的一些相關經文
[00:01:17.000 --> 00:01:21.000]  當時也提過
[00:01:21.000 --> 00:01:28.000]  其實每隔幾年也有一些比較末世式的經文或是戲
[00:01:28.000 --> 00:01:33.000]  是反映不同人對末世的看法
[00:01:33.000 --> 00:01:39.000]  但我發覺越來越多這些末世的戲在當中出現
[00:01:39.000 --> 00:01:43.000]  大家對這些經文可能覺得很遙遠
[00:01:43.000 --> 00:01:47.000]  但你會發覺很多關於末世的戲當中
[00:01:47.000 --> 00:01:53.000]  都是在重演或是在預備
[00:01:53.000 --> 00:01:55.000]  當末世來到的時候
[00:01:55.000 --> 00:02:00.000]  很多事情都不是人可以想到或是預備到的
[00:02:00.000 --> 00:02:02.000]  不知道大家會不會關心
[00:02:02.000 --> 00:02:05.000]  即將到來聖達節假期會否去日本好呢?
[00:02:05.000 --> 00:02:09.000]  還是已經沒有大家清心圓的環境
[00:02:09.000 --> 00:02:13.000]  你都已經定義要回鄉了
[00:02:13.000 --> 00:02:16.000]  已經買了
[00:02:16.000 --> 00:02:21.000]  你會發覺很多人有自己的害怕或是自己的做法
[00:02:21.000 --> 00:02:23.000]  但對於事情有多靠近
[00:02:23.000 --> 00:02:26.000]  可能大家也不是很在意
[00:02:26.000 --> 00:02:31.000]  但我想說聖經也很在意這些末世式的經文
[00:02:31.000 --> 00:02:38.000]  如何在不同的時代或不同階段讓人去審查這件事情
[00:02:38.000 --> 00:02:44.000]  特別是在日月星辰的超自然變化
[00:02:44.000 --> 00:02:46.000]  超自然的現象環境當中
[00:02:46.000 --> 00:02:49.000]  人在很微小的環境當中
[00:02:49.000 --> 00:02:51.000]  你什麼都做不到
[00:02:51.000 --> 00:02:54.000]  無論以賽夏書、以西傑書和約爾書
[00:02:54.000 --> 00:02:57.000]  都是類近的文字去描述
[00:02:57.000 --> 00:02:59.000]  這些事情是會成就的
[00:02:59.000 --> 00:03:01.000]  只不過你不知道什麼時候
[00:03:01.000 --> 00:03:03.000]  但會成就
[00:03:03.000 --> 00:03:05.000]  所以到新約的時候
[00:03:05.000 --> 00:03:07.000]  這段經文再重現在章林奇
[00:03:07.000 --> 00:03:12.000]  耶穌回來的時候一定會有這樣的先兆出現
[00:03:12.000 --> 00:03:14.000]  所以無論是以賽夏書、以西傑書
[00:03:14.000 --> 00:03:17.000]  或是在末世展現的時候
[00:03:17.000 --> 00:03:19.000]  這件事要小心
[00:03:19.000 --> 00:03:21.000]  正如剛才的經文說到
[00:03:21.000 --> 00:03:22.000]  嚇得你很害怕
[00:03:22.000 --> 00:03:24.000]  但你害怕是否真的害怕完就沒事呢?
[00:03:24.000 --> 00:03:25.000]  還是你會小心一點
[00:03:25.000 --> 00:03:29.000]  會數算一下自己的日子呢?
[00:03:29.000 --> 00:03:32.000]  在剛才的經文下半段
[00:03:32.000 --> 00:03:34.000]  就要再看看
[00:03:34.000 --> 00:03:36.000]  知道這件事
[00:03:36.000 --> 00:03:39.000]  耶穌現在這個時刻如何教導我們呢?
[00:03:39.000 --> 00:03:40.000]  我們看看第二段經文
[00:03:40.000 --> 00:03:43.000]  由28至33節請
[00:03:43.000 --> 00:03:45.000]  在耶穌說這段話的時候
[00:03:45.000 --> 00:03:48.000]  我們要回到本身的《路加福音》
[00:03:48.000 --> 00:03:51.000]  所說的這段經文的背景
[00:03:51.000 --> 00:03:53.000]  耶穌在聖殿裡面說這段經文
[00:03:53.000 --> 00:03:55.000]  耶穌在聖殿裡面說這段經文
[00:03:55.000 --> 00:03:57.000]  是對著一群很重要的人說的
[00:03:57.000 --> 00:03:59.000]  而他所說的經文是引述
[00:03:59.000 --> 00:04:01.000]  剛才所說的以賽夏書、以西傑書
[00:04:01.000 --> 00:04:02.000]  和約爾書
[00:04:02.000 --> 00:04:04.000]  一些他們很熟悉才知道的
[00:04:04.000 --> 00:04:06.000]  是警世的經文
[00:04:06.000 --> 00:04:08.000]  而耶穌在說這件事的時候
[00:04:08.000 --> 00:04:10.000]  是正正告訴我們
[00:04:10.000 --> 00:04:12.000]  其實我所說的不是新的
[00:04:12.000 --> 00:04:14.000]  是歷世歷代重要的先知已經說了出來
[00:04:14.000 --> 00:04:17.000]  而歷世歷代的先知都是說出這些話
[00:04:17.000 --> 00:04:19.000]  去警世叫我們去留意
[00:04:19.000 --> 00:04:22.000]  而他今天再重述這些話的時候
[00:04:22.000 --> 00:04:23.000]  你就會看到
[00:04:23.000 --> 00:04:25.000]  耶穌是不斷地讓他明白到
[00:04:25.000 --> 00:04:28.000]  由《路加福音》開始描述的耶穌是什麼呢?
[00:04:28.000 --> 00:04:30.000]  這個人是什麼人呢?
[00:04:30.000 --> 00:04:33.000]  他說話、行事都大有能力
[00:04:33.000 --> 00:04:34.000]  他是什麼人呢?
[00:04:34.000 --> 00:04:37.000]  好像有權柄的人一樣
[00:04:37.000 --> 00:04:40.000]  而耶穌說這番話之後是什麼呢?
[00:04:40.000 --> 00:04:42.000]  之後就是如字晚餐
[00:04:42.000 --> 00:04:45.000]  如果按時序記載
[00:04:45.000 --> 00:04:49.000]  耶穌在聖殿說了最後一個很重要的揭示說話
[00:04:49.000 --> 00:04:51.000]  之後就是如字晚餐
[00:04:51.000 --> 00:04:54.000]  之後就沒有說對外一些公開重要的話
[00:04:54.000 --> 00:04:56.000]  接著就上各個他山
[00:04:56.000 --> 00:04:59.000]  所以這是耶穌最後要警世的說話
[00:04:59.000 --> 00:05:01.000]  你就會看到他再重現一次
[00:05:01.000 --> 00:05:04.000]  歷世歷代偉大的先知說的話
[00:05:04.000 --> 00:05:07.000]  今天我再讓你們去明白
[00:05:07.000 --> 00:05:09.000]  我會再說多一次
[00:05:09.000 --> 00:05:14.000]  接著就完成他各個他山上的預備工作
[00:05:14.000 --> 00:05:16.000]  所以耶穌說什麼呢?
[00:05:16.000 --> 00:05:18.000]  耶穌說的比喻
[00:05:18.000 --> 00:05:19.000]  說什麼呢?
[00:05:19.000 --> 00:05:23.000]  你們看見無花果樹和各樣的樹
[00:05:23.000 --> 00:05:24.000]  它發芽的時候
[00:05:24.000 --> 00:05:27.000]  你們一看自然就曉得下天近了
[00:05:27.000 --> 00:05:32.000]  官事於微在猶太人的文化來說是很普遍的
[00:05:32.000 --> 00:05:37.000]  他經常會看當時的情況去做一點年代的關係
[00:05:37.000 --> 00:05:41.000]  就正如《生命記》、《荷西亞書》和《尼加書》都說
[00:05:41.000 --> 00:05:45.000]  無花果樹基本上就等同以色列國
[00:05:45.000 --> 00:05:50.000]  而《生命記》、《荷西亞》和《尼加書》記載
[00:05:50.000 --> 00:05:52.000]  無花果樹等同以色列國
[00:05:52.000 --> 00:05:55.000]  就是當時那個無花果樹興旺
[00:05:55.000 --> 00:05:57.000]  或者它不發芽
[00:05:57.000 --> 00:05:58.000]  其實都是在說什麼呢?
[00:05:58.000 --> 00:06:02.000]  在說以色列國的興旺
[00:06:02.000 --> 00:06:06.000]  所以今天你們看無花果樹的時候
[00:06:06.000 --> 00:06:09.000]  都是在說以色列國的情況
[00:06:09.000 --> 00:06:11.000]  但是今天有一樣東西就是說
[00:06:11.000 --> 00:06:13.000]  和各樣的樹
[00:06:13.000 --> 00:06:15.000]  不僅僅是無花果樹
[00:06:15.000 --> 00:06:17.000]  還有其他樹的時候
[00:06:17.000 --> 00:06:20.000]  不僅僅是以色列國的問題
[00:06:20.000 --> 00:06:22.000]  猶太國的問題
[00:06:22.000 --> 00:06:25.000]  是在說其他國的事情
[00:06:25.000 --> 00:06:29.000]  這個普世性今天耶穌在當中要說出來
[00:06:29.000 --> 00:06:32.000]  那件事是會發生
[00:06:32.000 --> 00:06:36.000]  而是會出現的
[00:06:36.000 --> 00:06:38.000]  接著下一節說什麼呢?
[00:06:38.000 --> 00:06:41.000]  你們看見這些事情的時候
[00:06:41.000 --> 00:06:44.000]  要成就就要曉得上帝的國臨近
[00:06:44.000 --> 00:06:49.000]  所以上帝的國不僅僅是去到以色列人
[00:06:49.000 --> 00:06:54.000]  更加是去到其他國的地方
[00:06:54.000 --> 00:06:58.000]  上帝國是展開從耶路撒冷到地極
[00:06:58.000 --> 00:06:59.000]  今天我們知道
[00:06:59.000 --> 00:07:02.000]  而說的是上帝國是去到萬代的時候
[00:07:02.000 --> 00:07:04.000]  而上帝的說話說什麼呢?
[00:07:04.000 --> 00:07:06.000]  我實實在在告訴你們
[00:07:06.000 --> 00:07:08.000]  這世代還沒有過去
[00:07:08.000 --> 00:07:10.000]  這些事都要成就
[00:07:10.000 --> 00:07:12.000]  天地要廢去
[00:07:12.000 --> 00:07:14.000]  我的話卻不能廢去
[00:07:14.000 --> 00:07:16.000]  說的是什麼呢?
[00:07:16.000 --> 00:07:18.000]  值得要留意一下
[00:07:18.000 --> 00:07:21.000]  在看這些末世經文的時候
[00:07:21.000 --> 00:07:24.000]  很多時候都會推敲到
[00:07:24.000 --> 00:07:25.000]  耶穌什麼時候回來呢?
[00:07:25.000 --> 00:07:28.000]  無論是過去你知道不知道也好
[00:07:28.000 --> 00:07:30.000]  小弟初信主的時候
[00:07:30.000 --> 00:07:34.000]  就是很多啟示錄查經的年代
[00:07:34.000 --> 00:07:36.000]  不知道當中有沒有
[00:07:36.000 --> 00:07:38.000]  又會說很多《以察書》
[00:07:38.000 --> 00:07:39.000]  說《但義理書》
[00:07:39.000 --> 00:07:41.000]  說很多不同的
[00:07:41.000 --> 00:07:43.000]  我們叫做天啟文學的講座
[00:07:43.000 --> 00:07:45.000]  我十幾歲的時候
[00:07:45.000 --> 00:07:46.000]  是很多這些書
[00:07:46.000 --> 00:07:48.000]  會有很多不同的
[00:07:48.000 --> 00:07:50.000]  末孕迷蹤這些書
[00:07:50.000 --> 00:07:51.000]  他們出的
[00:07:51.000 --> 00:07:53.000]  看到有人點頭就知道
[00:07:53.000 --> 00:07:55.000]  就是Buddy了
[00:07:55.000 --> 00:07:57.000]  這些書的時候
[00:07:57.000 --> 00:07:59.000]  就說很多將來式的事
[00:07:59.000 --> 00:08:00.000]  將來發生的事
[00:08:00.000 --> 00:08:01.000]  是很fancy
[00:08:01.000 --> 00:08:02.000]  是有很多
[00:08:02.000 --> 00:08:04.000]  是不是真的
[00:08:04.000 --> 00:08:06.000]  但是很想追下去的過程
[00:08:06.000 --> 00:08:09.000]  但是其實說那個世代是什麼世代呢?
[00:08:09.000 --> 00:08:10.000]  於是乎有人推敲
[00:08:10.000 --> 00:08:12.000]  那耶穌什麼時候回來呢?
[00:08:12.000 --> 00:08:13.000]  就會有很多邪教出現
[00:08:13.000 --> 00:08:15.000]  就叫你變賣所有
[00:08:15.000 --> 00:08:17.000]  準備迎接耶穌回來
[00:08:17.000 --> 00:08:19.000]  然後耶穌不回來的時候
[00:08:19.000 --> 00:08:20.000]  就說耶穌其實就
[00:08:20.000 --> 00:08:22.000]  告訴我還不是
[00:08:22.000 --> 00:08:24.000]  這些就不多說了
[00:08:24.000 --> 00:08:27.000]  其實你要推敲哪個世代呢
[00:08:27.000 --> 00:08:29.000]  基本上是不可能的
[00:08:29.000 --> 00:08:30.000]  而耶穌也告訴你
[00:08:30.000 --> 00:08:32.000]  祂不會告訴你什麼時候
[00:08:32.000 --> 00:08:33.000]  但是值得看看
[00:08:33.000 --> 00:08:35.000]  其實世代是什麼意思
[00:08:35.000 --> 00:08:36.000]  如果世代是說
[00:08:36.000 --> 00:08:38.000]  好像猶太人說的
[00:08:38.000 --> 00:08:39.000]  這個是選民的世代
[00:08:39.000 --> 00:08:41.000]  是屬於他們的話
[00:08:41.000 --> 00:08:43.000]  你知道聖經不是這樣標榜的
[00:08:43.000 --> 00:08:45.000]  所以世代不僅僅是
[00:08:45.000 --> 00:08:47.000]  猶太人的算法
[00:08:47.000 --> 00:08:49.000]  是說其他的事
[00:08:49.000 --> 00:08:51.000]  各樣的事
[00:08:51.000 --> 00:08:53.000]  所以世代不是說猶太人
[00:08:53.000 --> 00:08:55.000]  是說全部人的世代
[00:08:55.000 --> 00:08:57.000]  第二個世代又是說什麼呢?
[00:08:57.000 --> 00:08:59.000]  就是會不會是一些
[00:08:59.000 --> 00:09:01.000]  不同世代關於
[00:09:01.000 --> 00:09:03.000]  道德敗壞
[00:09:03.000 --> 00:09:05.000]  不公義的情況
[00:09:05.000 --> 00:09:07.000]  但是你會看到歷世歷代
[00:09:07.000 --> 00:09:09.000]  其實都有不同的
[00:09:09.000 --> 00:09:11.000]  敗壞的年代
[00:09:11.000 --> 00:09:13.000]  有不公義的政權
[00:09:13.000 --> 00:09:15.000]  有邪惡的人
[00:09:15.000 --> 00:09:17.000]  那哪個世代才是最邪惡的呢?
[00:09:17.000 --> 00:09:19.000]  你以為今天邪惡
[00:09:19.000 --> 00:09:22.000]  只會越來越多人邪惡
[00:09:22.000 --> 00:09:24.000]  你以為今天敗壞
[00:09:24.000 --> 00:09:26.000]  只會越來越多人敗壞
[00:09:26.000 --> 00:09:28.000]  什麼時候才是真正的世代
[00:09:28.000 --> 00:09:30.000]  又不知道
[00:09:30.000 --> 00:09:33.000]  其實世代說的是什麼呢?
[00:09:33.000 --> 00:09:35.000]  值得再想清楚
[00:09:35.000 --> 00:09:37.000]  其實耶穌說的世代
[00:09:37.000 --> 00:09:38.000]  那個時間性
[00:09:38.000 --> 00:09:40.000]  是不是指日子呢?
[00:09:40.000 --> 00:09:42.000]  其實重點不是在說
[00:09:42.000 --> 00:09:44.000]  什麼時候 什麼月 什麼日子
[00:09:44.000 --> 00:09:46.000]  是在說那個世代
[00:09:46.000 --> 00:09:48.000]  發生了什麼事
[00:09:48.000 --> 00:09:50.000]  那個世代其實是
[00:09:50.000 --> 00:09:52.000]  什麼時候認識神
[00:09:52.000 --> 00:09:54.000]  是重要的
[00:09:54.000 --> 00:09:56.000]  我再說這段經文
[00:09:56.000 --> 00:09:58.000]  本身用在張林奇
[00:09:58.000 --> 00:10:00.000]  你想想
[00:10:00.000 --> 00:10:02.000]  張林奇說的是耶穌誕生
[00:10:02.000 --> 00:10:04.000]  準備預備耶穌誕生
[00:10:04.000 --> 00:10:06.000]  其實張林奇的經文
[00:10:06.000 --> 00:10:08.000]  都是聖誕節經文
[00:10:08.000 --> 00:10:11.000]  當初最早的記載經文
[00:10:11.000 --> 00:10:13.000]  就是撒加利亞的經文
[00:10:13.000 --> 00:10:16.000]  天使對撒加利亞說
[00:10:16.000 --> 00:10:20.000]  你太太會懷孕
[00:10:20.000 --> 00:10:22.000]  那個人就是施洗約翰出現
[00:10:22.000 --> 00:10:25.000]  但是施洗約翰出現之前
[00:10:25.000 --> 00:10:28.000]  撒加利亞領受這個說話的時候
[00:10:28.000 --> 00:10:30.000]  撒加利亞就對天使說
[00:10:30.000 --> 00:10:32.000]  老婆這麼老 怎麼生孩子
[00:10:32.000 --> 00:10:33.000]  不可能的
[00:10:33.000 --> 00:10:36.000]  最後在他這個不信的情況下
[00:10:36.000 --> 00:10:38.000]  最後他就
[00:10:38.000 --> 00:10:40.000]  (馬上配合)
[00:10:40.000 --> 00:10:42.000]  馬上配合了
[00:10:42.000 --> 00:10:44.000]  出不了聲
[00:10:44.000 --> 00:10:46.000]  直至兒子出世
[00:10:46.000 --> 00:10:48.000]  之後整件事才恢復
[00:10:48.000 --> 00:10:50.000]  你會看到撒加利亞當時
[00:10:50.000 --> 00:10:52.000]  是祭司公職當中
[00:10:52.000 --> 00:10:54.000]  在上帝的殿中
[00:10:54.000 --> 00:10:56.000]  做一個代言人
[00:10:56.000 --> 00:10:58.000]  應該要傳講
[00:10:58.000 --> 00:11:00.000]  但是他沒得傳講
[00:11:00.000 --> 00:11:02.000]  一個有公職
[00:11:02.000 --> 00:11:04.000]  可以傳講上帝說話的
[00:11:04.000 --> 00:11:06.000]  世代的人
[00:11:06.000 --> 00:11:10.000]  他沒得傳講上帝的說話
[00:11:10.000 --> 00:11:12.000]  在一個祭司的制度之下
[00:11:12.000 --> 00:11:16.000]  不能夠履行他應該要盡的本份
[00:11:16.000 --> 00:11:18.000]  他做不到
[00:11:18.000 --> 00:11:20.000]  第二個
[00:11:20.000 --> 00:11:23.000]  天使對這個世代說的話是什麼呢?
[00:11:23.000 --> 00:11:26.000]  就是去到瑪利亞身上
[00:11:26.000 --> 00:11:28.000]  瑪利亞身上的過程當中
