
[00:00:00.000 --> 00:00:02.000]  (台語)弟兄姊妹平安
[00:00:02.000 --> 00:00:05.000]  (台語)累不累?
[00:00:05.000 --> 00:00:09.000]  (台語)站了幾次
[00:00:09.000 --> 00:00:13.000]  (台語)每個星期六其實我都很累
[00:00:13.000 --> 00:00:16.000]  (台語)但我每個星期六最期盼的就是回來崇拜
[00:00:16.000 --> 00:00:19.000]  (台語)其實是一個很感恩的事
[00:00:19.000 --> 00:00:24.000]  (台語)剛才在後面一直聽著弟兄姊妹的歌聲
[00:00:24.000 --> 00:00:28.000]  (台語)因為以往都是設置了現場咪高峰
[00:00:28.000 --> 00:00:32.000]  (台語)我相信在YouTube看直播或轉播
[00:00:32.000 --> 00:00:35.000]  (台語)都會感受到現場弟兄姊妹的歌聲
[00:00:35.000 --> 00:00:39.000]  (台語)對我來說那種氣息
[00:00:39.000 --> 00:00:43.000]  (台語)真的一路聽到旁邊在唱詩歌
[00:00:43.000 --> 00:00:46.000]  (台語)是得來不易的感覺
[00:00:46.000 --> 00:00:50.000]  (台語)過去疫情當中我相信你看過很多崇拜
[00:00:50.000 --> 00:00:52.000]  (台語)但你始終都會明白到
[00:00:52.000 --> 00:00:56.000]  (台語)現場那種觸動是上帝給我們敬拜
[00:00:56.000 --> 00:00:59.000]  (台語)一起結緣的一種很美麗的恩典
[00:00:59.000 --> 00:01:03.000]  (台語)上星期是粵題的第一講
[00:01:03.000 --> 00:01:06.000]  (台語)John跟我們說了關於減肥
[00:01:06.000 --> 00:01:11.000]  (台語)當然重點不是說真的減肥
[00:01:11.000 --> 00:01:13.000]  (台語)當然他也說他想
[00:01:13.000 --> 00:01:17.000]  (台語)但他知道那不是他想帶出的最重要訊息
[00:01:17.000 --> 00:01:20.000]  (台語)最重要的訊息是希望在我們的群體當中
[00:01:20.000 --> 00:01:25.000]  (台語)有一個叫做
[00:01:25.000 --> 00:01:28.000]  (台語)我不知道因為完了之後
[00:01:28.000 --> 00:01:30.000]  (台語)有些人問我們那些目者
[00:01:30.000 --> 00:01:33.000]  (台語)John那個app在哪裡下載
[00:01:33.000 --> 00:01:38.000]  (台語)有很多渠道都可以知道那個app在哪裡下載
[00:01:38.000 --> 00:01:42.000]  (台語)但記住那個app下載不是真的減肥
[00:01:42.000 --> 00:01:46.000]  (台語)那個app下載是給大家調整禁食
[00:01:46.000 --> 00:01:49.000]  (台語)那個雜性或者那個操練
[00:01:49.000 --> 00:01:51.000]  (台語)那個是一個專注
[00:01:51.000 --> 00:01:54.000]  (台語)那個是一個給自己調整的空間
[00:01:54.000 --> 00:01:59.000]  (台語)今天到我講的減的內容就是減醋
[00:01:59.000 --> 00:02:01.000]  (台語)什麼是減醋呢
[00:02:01.000 --> 00:02:04.000]  (台語)我自己就很喜歡聽音樂
[00:02:04.000 --> 00:02:07.000]  (台語)當兩個小朋友出生之後
[00:02:07.000 --> 00:02:10.000]  (台語)我以前的音響當然是孤清
[00:02:10.000 --> 00:02:12.000]  (台語)因為沒有什麼空間聽
[00:02:12.000 --> 00:02:15.000]  (台語)還有怕他被他破壞
[00:02:15.000 --> 00:02:19.000]  (台語)主要就轉用耳機
[00:02:19.000 --> 00:02:22.000]  (台語)耳機發展過程當中
[00:02:22.000 --> 00:02:24.000]  (台語)就會發現減醋是很重要的
[00:02:24.000 --> 00:02:26.000]  (台語)希望還原音質
[00:02:26.000 --> 00:02:29.000]  (台語)今天我不是選耳機
[00:02:29.000 --> 00:02:31.000]  (台語)所以我不會介紹什麼好的app
[00:02:31.000 --> 00:02:35.000]  (台語)我又不會介紹什麼好的耳機和大家分享
[00:02:35.000 --> 00:02:39.000]  (台語)但是我相信我們每天都聽到很多聲音
[00:02:39.000 --> 00:02:43.000]  (台語)我們每天都聽到很多不同的對話
[00:02:43.000 --> 00:02:45.000]  (台語)但是對我們來說
[00:02:45.000 --> 00:02:47.000]  (台語)今天想帶出的訊息是什麼呢
[00:02:47.000 --> 00:02:51.000]  (台語)就是當我們在日常生活當中
[00:02:51.000 --> 00:02:54.000]  (台語)有什麼對我們來說是透過減醋
[00:02:54.000 --> 00:02:59.000]  (台語)就是調整了聆聽是一個操練呢
[00:02:59.000 --> 00:03:03.000]  (台語)我選擇的經文是從《約翰福音》六章開始
[00:03:03.000 --> 00:03:05.000]  (台語)這段經文大家很熟悉
[00:03:05.000 --> 00:03:07.000]  (台語)一聽你就知道它說什麼
[00:03:07.000 --> 00:03:10.000]  (台語)耶穌乃在餅內足謝了
[00:03:10.000 --> 00:03:13.000]  (台語)就分給那坐著的人
[00:03:13.000 --> 00:03:14.000]  (台語)婚禮也是這樣
[00:03:14.000 --> 00:03:16.000]  (台語)都隨著他們所要的
[00:03:16.000 --> 00:03:18.000]  (台語)他們吃飽了
[00:03:18.000 --> 00:03:19.000]  (台語)耶穌對門徒說
[00:03:19.000 --> 00:03:22.000]  (台語)把剩下的零碎收起來
[00:03:22.000 --> 00:03:24.000]  (台語)免得有糟蹋的
[00:03:24.000 --> 00:03:27.000]  (台語)他們便將那五個大麥餅的零碎
[00:03:27.000 --> 00:03:29.000]  (台語)就是眾人吃了剩下的
[00:03:29.000 --> 00:03:31.000]  (台語)收拾起來
