
[00:00:00.000 --> 00:00:04.000]  (聽不清)
[00:00:04.000 --> 00:00:06.000]  Testing,OK
[00:00:06.000 --> 00:00:09.000]  Flow Church的大英姐妹,晚安
[00:00:09.000 --> 00:00:13.000]  如果你回到教會一段時間
[00:00:13.000 --> 00:00:17.000]  相信你對於剛剛的那個比喻
[00:00:17.000 --> 00:00:19.000]  一定不會覺得陌生
[00:00:19.000 --> 00:00:23.000]  這個比喻叫做殺種的比喻
[00:00:23.000 --> 00:00:25.000]  不過我都問一下
[00:00:25.000 --> 00:00:27.000]  有沒有人是沒聽過這個比喻
[00:00:27.000 --> 00:00:29.000]  今晚是第一次聽的
[00:00:29.000 --> 00:00:31.000]  都有的
[00:00:31.000 --> 00:00:33.000]  先賣個廣告
[00:00:33.000 --> 00:00:36.000]  我們逢星期六七點鐘
[00:00:36.000 --> 00:00:39.000]  就會有牧師跟你說耶穌
[00:00:39.000 --> 00:00:41.000]  基本上我們第一次看
[00:00:41.000 --> 00:00:44.000]  或者聽這個比喻的時候
[00:00:44.000 --> 00:00:46.000]  我們都不太知道說什麼
[00:00:46.000 --> 00:00:48.000]  這個牧師跟你說耶穌
[00:00:48.000 --> 00:00:50.000]  你就可以帶著問題去問他
[00:00:50.000 --> 00:00:52.000]  他就會一一跟你解答
[00:00:52.000 --> 00:00:54.000]  或者你很想看聖經的話
[00:00:54.000 --> 00:00:56.000]  他都會跟你一起查聖經
[00:00:56.000 --> 00:00:58.000]  OK,先回來
[00:00:58.000 --> 00:01:02.000]  這個月的月題是說話
[00:01:02.000 --> 00:01:09.000]  說話可以有兩類的分類
[00:01:09.000 --> 00:01:10.000]  為什麼我這樣說呢
[00:01:10.000 --> 00:01:15.000]  就是說話其實都要去做一個溝通
[00:01:15.000 --> 00:01:19.000]  溝通就是有一些訊息要傳遞給人
[00:01:19.000 --> 00:01:20.000]  我說有兩類
[00:01:20.000 --> 00:01:23.000]  分別就是一類叫做直接溝通
[00:01:23.000 --> 00:01:27.000]  另外一類叫做間接溝通
[00:01:27.000 --> 00:01:28.000]  直接溝通是什麼呢
[00:01:28.000 --> 00:01:30.000]  就好像我剛剛所說
[00:01:30.000 --> 00:01:32.000]  逢星期六七點鐘
[00:01:32.000 --> 00:01:34.000]  有牧師跟你說耶穌
[00:01:34.000 --> 00:01:41.000]  而間接溝通就好像剛才我們聽的比喻一樣
[00:01:41.000 --> 00:01:45.000]  他是用另類的方法讓你體會
[00:01:45.000 --> 00:01:47.000]  感受那個訊息
[00:01:47.000 --> 00:01:54.000]  從而你在當中收到那個要解答的東西
[00:01:54.000 --> 00:01:56.000]  我會說其實後者
[00:01:56.000 --> 00:02:01.000]  就是用比喻或者間接的方式去做溝通
[00:02:01.000 --> 00:02:06.000]  是比前者,即是直接溝通更加有效
[00:02:06.000 --> 00:02:08.000]  我們就可以去想
[00:02:08.000 --> 00:02:12.000]  原來耶穌或者神去向我們說話
[00:02:12.000 --> 00:02:14.000]  祂不單只用直接的溝通
[00:02:14.000 --> 00:02:17.000]  祂還用間接的溝通
[00:02:17.000 --> 00:02:22.000]  表達的是祂不單止有些訊息要告訴我們
[00:02:22.000 --> 00:02:25.000]  甚至有些訊息祂很想我們去反省
[00:02:25.000 --> 00:02:27.000]  很想我們去內化
[00:02:27.000 --> 00:02:31.000]  這個就是上帝藉著聖經
[00:02:31.000 --> 00:02:33.000]  很想帶給我們的東西
[00:02:33.000 --> 00:02:38.000]  也是耶穌為什麼會用比喻跟人說話
[00:02:38.000 --> 00:02:42.000]  今天我的講題是用比喻的說話
[00:02:42.000 --> 00:02:44.000]  我們一起去思想一下
[00:02:44.000 --> 00:02:49.000]  耶穌祂怎樣用間接的溝通
[00:02:49.000 --> 00:02:52.000]  向我們表達一些訊息
[00:02:52.000 --> 00:02:56.000]  而這些訊息我們應該怎樣去內化和消化呢?
[00:02:56.000 --> 00:02:58.000]  我們一起祈禱吧
[00:02:58.000 --> 00:03:00.000]  天父感謝你
[00:03:00.000 --> 00:03:06.000]  是呀,是你將你的話語去傳遞給我們
[00:03:06.000 --> 00:03:11.000]  你是那一個本身可以什麼都不說
[00:03:11.000 --> 00:03:14.000]  什麼都不讓我們知道的一位上帝
[00:03:14.000 --> 00:03:16.000]  因為我們沒有辦法去認識你
[00:03:16.000 --> 00:03:19.000]  但是你是有充分的因典
[00:03:19.000 --> 00:03:21.000]  你願意向我們說話
[00:03:21.000 --> 00:03:23.000]  給我們機會去認識你
[00:03:23.000 --> 00:03:25.000]  你賜我們有聖經
[00:03:25.000 --> 00:03:28.000]  讓我們在當中去明白你的心意
[00:03:28.000 --> 00:03:32.000]  求上帝在你的靈海當中向我們說話
[00:03:32.000 --> 00:03:34.000]  求主你向我們說話
[00:03:34.000 --> 00:03:37.000]  多謝你聽祈禱奉耶穌基督明治祈求
[00:03:37.000 --> 00:03:38.000]  阿們
[00:03:38.000 --> 00:03:43.000]  剛才看的經文是撒種的比喻
[00:03:43.000 --> 00:03:47.000]  撒種的比喻不是我今天要說的經文
[00:03:47.000 --> 00:03:50.000]  但是也是今天很重要的一個經文
[00:03:50.000 --> 00:03:54.000]  撒種的比喻是在馬太福音13章
