
[00:00:00.000 --> 00:00:06.000]  各位姐妹,身體健康,多喝水
[00:00:06.000 --> 00:00:13.000]  旁邊有不少人生病,有生命氣息,可以一起聚會也是很大的恩典
[00:00:13.000 --> 00:00:20.000]  今天講題,要轉跑道不容易
[00:00:20.000 --> 00:00:25.000]  不知道你帶著什麼期望來,年頭你想轉工
[00:00:25.000 --> 00:00:30.000]  所以來了的話,抱歉,不是講這些
[00:00:30.000 --> 00:00:38.000]  如果有些想突破,或是想更新一下
[00:00:38.000 --> 00:00:42.000]  應該有些內容是可以配搭的
[00:00:42.000 --> 00:00:47.000]  但今天的訊息主要是從屬靈生命角度去了解
[00:00:47.000 --> 00:00:52.000]  其實有什麼是我們習以為常,有什麼是我們一路順手的
[00:00:52.000 --> 00:00:59.000]  聖經提醒我們如何認真了解,以致我們不要跑錯跑道
[00:00:59.000 --> 00:01:06.000]  這也是值得在新年開始的時候,在「變變變」這個月題當中一起思考的
[00:01:06.000 --> 00:01:14.000]  這段經文大家應該在教會長或短也好,也應該不會第一次接觸
[00:01:14.000 --> 00:01:19.000]  而在我們Flo Church的講道當中,也有講員用過這段經文
[00:01:19.000 --> 00:01:24.000]  但今天再講的時候,一定會有些原因
[00:01:24.000 --> 00:01:31.000]  這段經文是馬可福音,今次選段是選馬可福音,第十章17至22節
[00:01:31.000 --> 00:01:38.000]  這段經文在傳統教會,我們一路叫做婦女福音
[00:01:38.000 --> 00:01:41.000]  即是馬太、馬可、路加,也同樣記載
[00:01:41.000 --> 00:01:48.000]  可想而知,耶穌這個signature move,基本上也是一個很經典的
[00:01:48.000 --> 00:01:55.000]  對於跟從耶穌的考慮過程,或是耶穌跟人提問的回應
[00:01:55.000 --> 00:01:58.000]  在這三卷方書也有記載的時候
[00:01:58.000 --> 00:02:04.000]  當然過去你聽到的時候也會有不同的合參,或是不同的內容
[00:02:04.000 --> 00:02:08.000]  今天暫時不講,反而我們再重讀這段經文
[00:02:08.000 --> 00:02:12.000]  我們先在背景中重溫一下,請
[00:02:12.000 --> 00:02:18.000]  我們禱告,主耶穌,每當我們打開你的話,你仍然對我們說話
[00:02:18.000 --> 00:02:22.000]  雖然在不同的信息聚會也有講過
[00:02:22.000 --> 00:02:26.000]  但當主耶穌你再次跟人相遇的時候
[00:02:26.000 --> 00:02:30.000]  我們在不同的光景中再次經歷你說話的上身
[00:02:30.000 --> 00:02:33.000]  求主你繼續對我們說話,奉主名求,阿們
[00:02:33.000 --> 00:02:40.000]  可能你過去在查經教會講道中也接觸過這段經文
[00:02:40.000 --> 00:02:51.000]  包括求問的人的身份,背景,態度,跟耶穌對話的過程中的轉變
[00:02:51.000 --> 00:02:56.000]  我今天純粹回到整個問題發生的是什麼呢?
[00:02:56.000 --> 00:03:03.000]  撇除了是哪一個問題也好,問題其實很簡單
[00:03:03.000 --> 00:03:09.000]  他問一件事,就是兩善的老師,我要做什麼才能得到永生
[00:03:09.000 --> 00:03:13.000]  他的問題其實帶著兩件事,第一件事就是做什麼
[00:03:13.000 --> 00:03:16.000]  第二件事就是如何承受永生
[00:03:16.000 --> 00:03:22.000]  在一句話中將兩件事混在一起,或者叫做相提並論
[00:03:22.000 --> 00:03:26.000]  有一點前因和結果的過程
[00:03:26.000 --> 00:03:32.000]  他這樣問耶穌的時候,耶穌的做法是什麼呢?
[00:03:32.000 --> 00:03:39.000]  耶穌其實想讓他明白到兩件事並沒有一個連帶的關係
[00:03:39.000 --> 00:03:47.000]  做什麼是一個基督徒跟隨耶穌的人,或者信上帝的人的根本行為表現
[00:03:47.000 --> 00:03:53.000]  而承受永生不是做什麼才能承受永生
[00:03:53.000 --> 00:04:00.000]  而是認信耶穌基督,清楚知道耶穌基督救贖工作的人才能承受永生
[00:04:00.000 --> 00:04:06.000]  其實兩件事並不是這樣畫一條線,這樣叫做等號
[00:04:06.000 --> 00:04:11.000]  所以當這個人問這個問題的時候,他的前提就是
[00:04:11.000 --> 00:04:14.000]  他覺得做什麼才能承受永生
[00:04:14.000 --> 00:04:21.000]  但耶穌想跟他分拆,你問的問題當中有件事其實要釐清
[00:04:21.000 --> 00:04:28.000]  所以在這個過程當中,耶穌的對答其實是想跟他理順整個過程
[00:04:28.000 --> 00:04:33.000]  第一件事就是要做什麼?
[00:04:33.000 --> 00:04:38.000]  耶穌就跟他說,律法你是知道的,誡命你是知道的
[00:04:38.000 --> 00:04:45.000]  所以誡命你知道的時候就是不可殺人,不可姦人,不可偷渡,不可作假見證,不可虧負人,當孝敬父母
[00:04:45.000 --> 00:04:53.000]  這是誡命裡面關於人的問題,關於人的行為表達和他的取態
[00:04:53.000 --> 00:04:59.000]  更加是對外的時候讓人看到你有一個好的行為的需要
[00:04:59.000 --> 00:05:07.000]  所以耶穌在說要做什麼,其實每個人都應該要做這件事
[00:05:07.000 --> 00:05:14.000]  所以他講得很清楚,所以那個年輕人又很清楚地告訴你
[00:05:14.000 --> 00:05:18.000]  這些事情我從小就守著
[00:05:18.000 --> 00:05:26.000]  對於你看這段經文的時候,或者去到這裡的時候,相信大家都不難跟了
[00:05:26.000 --> 00:05:32.000]  但去到這件事的時候,耶穌第一個問題幫我們釐清就是要做什麼
[00:05:32.000 --> 00:05:34.000]  今天同樣都是問在我們身上
[00:05:34.000 --> 00:05:40.000]  其實我們信了主不同階段,應該說不同的
[00:05:40.000 --> 00:05:44.000]  信了主多少年
[00:05:44.000 --> 00:05:51.000]  剛才我問敬拜隊的一個姐妹,我問她剛才唱的第二首歌,你認識嗎?
[00:05:51.000 --> 00:05:53.000]  不認識
[00:05:53.000 --> 00:05:58.000]  因為在我那個年代,很多時候會唱的,可能歌詞上有一點不同
[00:05:58.000 --> 00:06:04.000]  但去敬拜唱的詩歌,不同時代都有不同的詩歌
[00:06:04.000 --> 00:06:11.000]  你信主的過程當中,不同時代信主,其實堂會對你的要求都會有些不同
[00:06:11.000 --> 00:06:19.000]  又或者是你在信主的過程當中,你對聖經裡面了解多一點
[00:06:19.000 --> 00:06:25.000]  深一點,你清楚一點的原理的時候,你對自己的尺也會有盡心
[00:06:25.000 --> 00:06:34.000]  所以在過程當中要做什麼,其實一定會有因日而異,也會有時代當中的要求
[00:06:34.000 --> 00:06:42.000]  但聖經的本質上的教導是很清楚的,有差在我們會不會迴避
[00:06:42.000 --> 00:06:49.000]  甚至我們接不接受所謂的跟著去做的情況
[00:06:49.000 --> 00:06:54.000]  所以從小就守著這句話,其實不容易說的
[00:06:54.000 --> 00:07:02.000]  對於要求大家,很多人都覺得我們沒有什麼要求
[00:07:02.000 --> 00:07:07.000]  坦白說,我們沒有什麼要求不代表我們沒有原則
[00:07:07.000 --> 00:07:14.000]  這不是一個語言藝術,有些要求是相對的,但有些原則是絕對的
[00:07:14.000 --> 00:07:17.000]  所以在絕對原則之下,有些東西我們會抓得緊
[00:07:17.000 --> 00:07:25.000]  所以在遵守裡面,我們很希望有些東西對我們來說是我們對自己有沒有要求
[00:07:25.000 --> 00:07:30.000]  如果你對自己沒有什麼要求,你很難說什麼是改變
[00:07:30.000 --> 00:07:35.000]  正正你要對自己有要求的時候,你才會改變
[00:07:35.000 --> 00:07:42.000]  好像身邊很多人都會不舒服
[00:07:42.000 --> 00:07:48.000]  我是比較少病的人,很多人認識我
[00:07:48.000 --> 00:07:52.000]  疫情基本上每個星期都見到我
[00:07:52.000 --> 00:07:59.000]  我不是標榜什麼,我都沒有什麼偏方良藥
[00:07:59.000 --> 00:08:06.000]  但在專業訓練的過程當中,其實有三樣東西是很簡單的
[00:08:06.000 --> 00:08:14.000]  可以說是formula,早睡早起,均衡飲食,適量運動
[00:08:14.000 --> 00:08:19.000]  你做了這三樣東西,基本上就等於健康身體
[00:08:19.000 --> 00:08:23.000]  第一樣,早睡早起,可以的請舉手
[00:08:23.000 --> 00:08:29.000]  我明顯見到是工作史言
[00:08:29.000 --> 00:08:35.000]  我不知道今天有多少人,目測應該有三百多四百人
[00:08:35.000 --> 00:08:40.000]  但只有兩個舉了手,網上的弟妹
[00:08:40.000 --> 00:08:44.000]  第二樣,均衡飲食
[00:08:44.000 --> 00:08:51.000]  開始舉高一點,看到,手放低,感謝主
[00:08:51.000 --> 00:08:56.000]  均衡飲食多一點,適量運動
[00:08:56.000 --> 00:09:03.000]  剛剛跑完港珠澳,看到
[00:09:03.000 --> 00:09:12.000]  其實那些要求,從你小時候,幼稚園的時候已經學過食物金字塔
[00:09:12.000 --> 00:09:16.000]  又或者學過個人護理守則
[00:09:16.000 --> 00:09:21.000]  早睡早起,均衡飲食,適量運動
[00:09:21.000 --> 00:09:27.000]  這些從小就應該知道,但你還沒從小就守住
[00:09:27.000 --> 00:09:34.000]  正如從第一天你信主,認識教會,認識耶穌的過程當中
[00:09:34.000 --> 00:09:42.000]  你都會知道,讀經,祈禱,返崇拜,是一個基督徒應該要做的事
[00:09:42.000 --> 00:09:54.000]  但一個疫情,我上星期也說了,疫情瓦解了基督徒的習慣
[00:09:54.000 --> 00:09:59.000]  讀經,祈禱,返回教會的聚會,其實都不是必然的
[00:09:59.000 --> 00:10:02.000]  你說你可以賴,對,很多人都這樣賴
[00:10:02.000 --> 00:10:07.000]  但對於你們來說,當全世界都說要復常的時候
[00:10:07.000 --> 00:10:13.000]  從小就學習,從你開始信主的時候,讀經,祈禱,返回教會的聚會
[00:10:13.000 --> 00:10:18.000]  這些所謂的,應該做些什麼的根本性要求
[00:10:18.000 --> 00:10:21.000]  其實是不是真的這麼容易做呢?
[00:10:21.000 --> 00:10:26.000]  所以我們當看一個少年的官,或者這個人很情詞迫切
[00:10:26.000 --> 00:10:30.000]  跑去問耶穌的時候,我應該做些什麼的時候呢?
[00:10:30.000 --> 00:10:36.000]  而他從小就做了,這個其實真的很值得誇獎
[00:10:36.000 --> 00:10:41.000]  因為他很清楚自己,他的身份而有,想做些什麼,他做足
[00:10:41.000 --> 00:10:47.000]  所以我自己選擇了馬可福音這個技術,不選擇路加和馬太的原因
[00:10:47.000 --> 00:10:53.000]  就是因為馬可特別記載的是,耶穌看見了,就愛他
[00:10:53.000 --> 00:11:01.000]  這是其他那兩卷風書沒有記載的,耶穌這個appreciate的表達
[00:11:01.000 --> 00:11:09.000]  我相信如果真的做到的時候,從小一直守著的時候,相當愛他的
[00:11:09.000 --> 00:11:15.000]  因為他真的做到,在戒命當中,關於人的要求
[00:11:15.000 --> 00:11:23.000]  反觀我們從信主開始到現在,基本的讀經,祈禱,返回教會的聚會
[00:11:23.000 --> 00:11:28.000]  對於我們現在可以自由讀經,不需要受檢
[00:11:28.000 --> 00:11:32.000]  對於我們仍然可以自由返回教會聚會,不需要登記
[00:11:32.000 --> 00:11:38.000]  對於我們仍然可以自由出入我們所去的教會,其他所辦的群體當中
[00:11:38.000 --> 00:11:43.000]  不需要報名上冊,我們有沒有可以參與呢?
[00:11:43.000 --> 00:11:53.000]  這個都是我們要檢視,是不是我們沒有珍惜,還是我們覺得這個階段不需要呢?
[00:11:53.000 --> 00:12:00.000]  所以耶穌去看見了,就愛他,其實就是因為他對人的要求是很好的
[00:12:00.000 --> 00:12:03.000]  對人要做的事情,他做足了
[00:12:03.000 --> 00:12:10.000]  但耶穌亦不得跟他說,如果做了什麼就可以承受永生的話
[00:12:10.000 --> 00:12:16.000]  那麼耶穌為什麼不說頭四戒關於不可以拜別的神呢?
[00:12:16.000 --> 00:12:21.000]  顯然耶穌不是說做什麼就可以跟永生有連結
[00:12:21.000 --> 00:12:23.000]  他應該先說前四戒
[00:12:23.000 --> 00:12:31.000]  所以耶穌說,你做好了,但耶穌說要承受永生,你還差一件事
[00:12:31.000 --> 00:12:34.000]  差一件事就不是關乎做什麼的問題
[00:12:34.000 --> 00:12:38.000]  差一件事就是你要變賣你的所有分窟窮人
[00:12:38.000 --> 00:12:45.000]  就必有財寶在天上,然後,留意一下這個分號
[00:12:45.000 --> 00:12:49.000]  這個分號是很巧妙的,我覺得中文的翻譯很好
[00:12:49.000 --> 00:12:54.000]  如果中文的分號是前一句和後一句是同等份量
[00:12:54.000 --> 00:13:00.000]  就是你的心緊張的事情和後面的事情是相提並論
[00:13:00.000 --> 00:13:04.000]  就是「然後還要跟從我」
[00:13:04.000 --> 00:13:13.000]  耶穌很希望他跟隨的人,知道他有一個承受永生的結果
[00:13:13.000 --> 00:13:24.000]  不是做什麼,耶穌跟他釐清,做什麼是你認定上帝一個子民應該要有的行為表現
[00:13:24.000 --> 00:13:29.000]  就像我們認信耶穌基督應該要有的行為表現是一件事
[00:13:29.000 --> 00:13:37.000]  跟從上帝是跟從耶穌基督的永生的確具
[00:13:37.000 --> 00:13:46.000]  所以在這個過程當中,耶穌很希望我們的信仰比較清晰
[00:13:46.000 --> 00:13:52.000]  很多時候我們去求問,或者去問弟兄姊妹,或者問導師,或者問牧者
[00:13:52.000 --> 00:13:57.000]  關於信仰一些疑惑的時候,我們都不得不要慢慢定下來
[00:13:57.000 --> 00:14:04.000]  有時候會不會我們過於將那件事連帶了,或者過於將那件事簡化了
[00:14:04.000 --> 00:14:10.000]  耶穌很刻意地希望你情詞迫切地跪下問的時候
[00:14:10.000 --> 00:14:15.000]  他很認真地告訴你,不要連在一起,其實是分開兩件事
[00:14:15.000 --> 00:14:22.000]  第一件事你做得好,第二件事你差一點,就是你要變賣你所有的分級窮人
[00:14:22.000 --> 00:14:25.000]  在這段經文裡面,可能你過去聽過
[00:14:25.000 --> 00:14:37.000]  就是每個人都要將這些事割捨,歸心才會將那件事很明顯地做一個奉獻
[00:14:37.000 --> 00:14:41.000]  才能夠表徵你跟隨耶穌
[00:14:41.000 --> 00:14:48.000]  我不重提了,這些都是很多邪教上面的描述
[00:14:48.000 --> 00:14:55.000]  無論你看韓國的邪教,韓國很多電影都有牽涉到邪教
[00:14:55.000 --> 00:15:04.000]  或者你看周柱鎚三害,台灣片都會說到一定要變賣所有的東西的時候
[00:15:04.000 --> 00:15:14.000]  但我反過來又會問問自己,其實如果有些事情要你放棄,要轉變的過程當中
[00:15:14.000 --> 00:15:23.000]  有什麼是最難阻到你親近上帝,或者是難阻到你做一個基督徒呢?
[00:15:23.000 --> 00:15:26.000]  這個真的每個人都不同的
[00:15:26.000 --> 00:15:31.000]  有時候我做牧者跟頂姐妹聊天的時候
[00:15:31.000 --> 00:15:38.000]  其實隱隱約約都會聽到頂姐妹總是有些欲言又止的狀況
[00:15:38.000 --> 00:15:45.000]  通常有些人想告訴我的時候,我都會問他,我是不是一定要知道?
[00:15:45.000 --> 00:15:59.000]  這是真的,在過程當中,我覺得最重點就是你跟上帝之間的過程當中是重要的
[00:15:59.000 --> 00:16:08.000]  而你自己欠缺什麼,而你自己清楚過程當中,我相信你要不斷跟上帝有對話
[00:16:08.000 --> 00:16:12.000]  但是每個人都會有些東西你放不下
[00:16:12.000 --> 00:16:16.000]  但在這個過程當中,耶穌說得很清楚
[00:16:16.000 --> 00:16:22.000]  如果你既然想問永生的條件的時候,耶穌很清楚告訴你
[00:16:22.000 --> 00:16:25.000]  就是做這件事,你就可以跟從我
[00:16:25.000 --> 00:16:34.000]  但結果大家都知道,聽了的話念就變了色,悠悠愁愁地走了
[00:16:34.000 --> 00:16:39.000]  結果告訴你,因為他很多錢,捨不得
[00:16:39.000 --> 00:16:43.000]  錢可以是一個類比,是一個事實
[00:16:43.000 --> 00:16:52.000]  因為耶穌之後的經文裡面都說到財主進入天國是難的
[00:16:52.000 --> 00:16:56.000]  那些是一個比較容易讓我們明白的掙扎
