
[00:00:00.000 --> 00:00:02.000]  (大兄姐妹平安)
[00:00:02.000 --> 00:00:05.000]  (大兄姐妹身邊的朋友平安)
[00:00:05.000 --> 00:00:06.000]  (平安)
[00:00:06.000 --> 00:00:08.000]  有個喎,感謝主啊
[00:00:08.000 --> 00:00:11.000]  先為我的題目解一解題
[00:00:11.000 --> 00:00:14.000]  我Google過的,耶L是甚麼呢?
[00:00:14.000 --> 00:00:21.000]  它是指一些行為惡劣、迷信盲從、走火入魔的信徒
[00:00:21.000 --> 00:00:23.000]  它不是指所有基督徒的,放心
[00:00:23.000 --> 00:00:27.000]  所以我就發覺自己好像很奇怪
[00:00:27.000 --> 00:00:31.000]  所以我就發覺自己好像出錯題目
[00:00:31.000 --> 00:00:34.000]  因為我不覺得自己是個耶L
[00:00:34.000 --> 00:00:37.000]  我也不覺得你們是個耶L
[00:00:37.000 --> 00:00:39.000]  行為惡劣我又不是
[00:00:39.000 --> 00:00:43.000]  迷信盲從、走火入魔我又不是
[00:00:43.000 --> 00:00:45.000]  但我是真心會說
[00:00:45.000 --> 00:00:49.000]  都是耶穌救我,都是耶穌給我恩典
[00:00:49.000 --> 00:00:52.000]  而這句說話在其他人的眼中
[00:00:52.000 --> 00:00:54.000]  其實會不會已經是走火入魔呢?
[00:00:54.000 --> 00:00:56.000]  我舉個例子
[00:00:56.000 --> 00:00:58.000]  我剛剛和親人去了一趟旅行
[00:00:58.000 --> 00:01:00.000]  我出發之前很擔心天氣
[00:01:00.000 --> 00:01:03.000]  因為這次主要是看大自然的景色
[00:01:03.000 --> 00:01:06.000]  如果全部都是下雨或大霧的話
[00:01:06.000 --> 00:01:08.000]  其實甚麼都看不到
[00:01:08.000 --> 00:01:09.000]  如果太大雨的話
[00:01:09.000 --> 00:01:12.000]  甚至連酒店門我都出不到
[00:01:12.000 --> 00:01:15.000]  所以我呢,祈禱
[00:01:15.000 --> 00:01:18.000]  我還要在機場的時候和我的親人圍一圈
[00:01:18.000 --> 00:01:20.000]  跟著我們一起祈禱
[00:01:20.000 --> 00:01:23.000]  結果雖然是有些雨
[00:01:23.000 --> 00:01:24.000]  但整體上來說
[00:01:24.000 --> 00:01:26.000]  所有我要去的山峰
[00:01:26.000 --> 00:01:28.000]  其實我都上得到
[00:01:28.000 --> 00:01:30.000]  我看到藍天白雲的時候
[00:01:30.000 --> 00:01:31.000]  我立刻十分感恩
[00:01:31.000 --> 00:01:33.000]  我和親人說
[00:01:33.000 --> 00:01:35.000]  我今天真的很感恩
[00:01:35.000 --> 00:01:37.000]  之後呢
[00:01:37.000 --> 00:01:41.000]  我有一次在山上滑梯的時候
[00:01:41.000 --> 00:01:43.000]  我太興奮,全力衝刺
[00:01:43.000 --> 00:01:46.000]  結果撞傷了,整個臉都撞傷了
[00:01:46.000 --> 00:01:48.000]  有個親人就和我說
[00:01:48.000 --> 00:01:52.000]  為什麼你的神又不保守你呢?
[00:01:52.000 --> 00:01:56.000]  我就說,是因為我自己太大意了
[00:01:56.000 --> 00:02:00.000]  他就說,有事的時候就是自己的問題
[00:02:00.000 --> 00:02:04.000]  沒事或好事的時候就是上帝保守了
[00:02:04.000 --> 00:02:06.000]  他的意思我明白
[00:02:06.000 --> 00:02:08.000]  他就是覺得我盲目
[00:02:08.000 --> 00:02:11.000]  他覺得我盲目相信
[00:02:11.000 --> 00:02:13.000]  那耶 L 是甚麼呢?
[00:02:13.000 --> 00:02:16.000]  耶 L 就是盲目相信
[00:02:16.000 --> 00:02:19.000]  其實我想很迷的一件事
[00:02:19.000 --> 00:02:20.000]  就算不是信徒也有
[00:02:20.000 --> 00:02:21.000]  有人很迷打機
[00:02:21.000 --> 00:02:23.000]  有人很迷某些音樂
[00:02:23.000 --> 00:02:26.000]  某個歌手、藝人
[00:02:26.000 --> 00:02:27.000]  有人很迷科技
[00:02:27.000 --> 00:02:29.000]  有人很迷名牌袋
[00:02:29.000 --> 00:02:30.000]  今天誰有帶的
[00:02:30.000 --> 00:02:32.000]  可不可以展示給大家看
[00:02:32.000 --> 00:02:33.000]  有人很迷的
[00:02:33.000 --> 00:02:35.000]  有人很迷某些運動
[00:02:35.000 --> 00:02:37.000]  有人很迷投資、很迷錢
[00:02:37.000 --> 00:02:39.000]  一般人都不會有太大反感
[00:02:39.000 --> 00:02:41.000]  都不是甚麼問題
[00:02:41.000 --> 00:02:44.000]  因為他們會說得出他們這麼迷的原因
[00:02:44.000 --> 00:02:46.000]  他們都有自己的自由
[00:02:46.000 --> 00:02:48.000]  但當基督徒和你說
[00:02:48.000 --> 00:02:51.000]  我很信,我很投入這個信仰
[00:02:51.000 --> 00:02:53.000]  因為耶穌基督拯救我
[00:02:53.000 --> 00:02:54.000]  給我恩典
[00:02:54.000 --> 00:02:57.000]  這個原因你不太明白
[00:02:57.000 --> 00:02:59.000]  不單不太明白
[00:02:59.000 --> 00:03:02.000]  你還覺得自己不需要甚麼拯救和恩典
[00:03:02.000 --> 00:03:05.000]  不過每個人都有信仰自由
[00:03:05.000 --> 00:03:06.000]  你尊重他
[00:03:06.000 --> 00:03:08.000]  有時你會覺得
[00:03:08.000 --> 00:03:10.000]  對方甚麼都祈禱
[00:03:10.000 --> 00:03:12.000]  祈禱就好像甚麼都解決到
[00:03:12.000 --> 00:03:14.000]  你就很想翻白眼
[00:03:14.000 --> 00:03:17.000]  又或者感恩感恩感恩
[00:03:17.000 --> 00:03:18.000]  甚麼都是上帝的恩典
[00:03:18.000 --> 00:03:20.000]  好像自己沒有努力過
[00:03:20.000 --> 00:03:23.000]  你可能懷疑他們被洗腦
[00:03:23.000 --> 00:03:28.000]  其實基督徒口中所說的拯救、恩典、祈禱、感恩
[00:03:28.000 --> 00:03:31.000]  是一回事
[00:03:31.000 --> 00:03:33.000]  我們先看一段經文
[00:03:33.000 --> 00:03:37.000]  《新約聖經》約翰福音第四章一至四十二節
[00:03:37.000 --> 00:03:41.000]  這一段是講耶穌和井旁婦人對話的經文
[00:03:41.000 --> 00:03:44.000]  我簡單講講當中發生甚麼事
[00:03:44.000 --> 00:03:46.000]  因為四十二節的經文這麼長
[00:03:46.000 --> 00:03:47.000]  不叫大家讀了
[00:03:47.000 --> 00:03:50.000]  它說的是有一天耶穌經過一個地方
[00:03:50.000 --> 00:03:51.000]  叫撒瑪利亞
[00:03:51.000 --> 00:03:52.000]  祂很累
[00:03:52.000 --> 00:03:55.000]  祂坐在一個叫瓦國井的地方
[00:03:55.000 --> 00:03:57.000]  當時正是中午
[00:03:57.000 --> 00:03:59.000]  烈日當空
[00:03:59.000 --> 00:04:01.000]  有一個婦人同樣來到井旁
[00:04:01.000 --> 00:04:03.000]  打算打水
[00:04:03.000 --> 00:04:05.000]  誰知耶穌竟然主動向她攀談
[00:04:05.000 --> 00:04:07.000]  問她要誰的孕
[00:04:07.000 --> 00:04:08.000]  這個婦人說
[00:04:08.000 --> 00:04:09.000]  你是猶太人
[00:04:09.000 --> 00:04:11.000]  我是撒瑪利亞人
[00:04:11.000 --> 00:04:12.000]  你是男人
[00:04:12.000 --> 00:04:13.000]  我是女人
[00:04:13.000 --> 00:04:15.000]  無論是種族之別
[00:04:15.000 --> 00:04:16.000]  還是男女之別
[00:04:16.000 --> 00:04:18.000]  你都沒有理由和我說話
[00:04:18.000 --> 00:04:20.000]  還要問我拿誰的孕
[00:04:20.000 --> 00:04:24.000]  因為撒瑪利亞人和猶太人向來都是不和的
[00:04:24.000 --> 00:04:26.000]  不和到甚麼程度呢
[00:04:26.000 --> 00:04:30.000]  基本上他們應該不會互相踏足對方的領土
[00:04:30.000 --> 00:04:32.000]  他們不會碰對方的東西
[00:04:32.000 --> 00:04:34.000]  所以婦人就很不明白
[00:04:34.000 --> 00:04:36.000]  這個這麼奇怪
[00:04:36.000 --> 00:04:37.000]  陌生的猶太男人
[00:04:37.000 --> 00:04:39.000]  他究竟想做些甚麼
[00:04:39.000 --> 00:04:41.000]  然後耶穌說
[00:04:41.000 --> 00:04:43.000]  你知不知道我是誰
[00:04:43.000 --> 00:04:45.000]  你知不知道上帝恩典
