
[00:00:00.000 --> 00:00:02.000]  弟子妹平安
[00:00:02.000 --> 00:00:03.300]  剛剛過去兩天
[00:00:03.300 --> 00:00:06.300]  我們用了最隆重其事的方式
[00:00:06.300 --> 00:00:08.000]  用了一個八號風球
[00:00:08.000 --> 00:00:12.300]  來慶祝我們香港特別行政區回歸十五週年
[00:00:12.300 --> 00:00:15.100]  我也覺得非常高興
[00:00:15.100 --> 00:00:18.500]  所以今天我們在現場裡
[00:00:18.500 --> 00:00:19.800]  有敬拜隊
[00:00:19.800 --> 00:00:21.800]  潘Sir和我
[00:00:21.800 --> 00:00:25.700]  來向各位Full Church的弟兄姊妹問安
[00:00:25.700 --> 00:00:27.800]  無論你是在香港
[00:00:27.800 --> 00:00:28.800]  在英國
[00:00:28.800 --> 00:00:29.800]  在北美
[00:00:29.800 --> 00:00:30.800]  在澳洲
[00:00:30.800 --> 00:00:31.800]  在台灣
[00:00:31.800 --> 00:00:32.800]  世界各地
[00:00:32.800 --> 00:00:36.800]  願耶穌基督的恩惠常與你同在
[00:00:36.800 --> 00:00:40.800]  流唐新一月的樂題是約定
[00:00:40.800 --> 00:00:43.800]  如果你剛才有留意的話
[00:00:43.800 --> 00:00:52.800]  剛才鋼琴伴奏Shirley彈的那首歌就是約定這首歌
[00:00:52.800 --> 00:00:54.800]  如果你認識的話
[00:00:54.800 --> 00:00:56.800]  證明你的年紀跟我差不多
[00:00:56.800 --> 00:00:58.800]  也有差不多成熟
[00:00:58.800 --> 00:01:04.800]  今天的講題也是來自於約定的歌詞
[00:01:04.800 --> 00:01:08.800]  仍未忘跟你約定假如沒有死
[00:01:08.800 --> 00:01:13.800]  約定這首歌是林夕為王妃寫的一首歌詞
[00:01:13.800 --> 00:01:16.800]  這首歌是在香港回歸前
[00:01:16.800 --> 00:01:19.800]  1997年2月出版的一首歌
[00:01:19.800 --> 00:01:22.800]  我記得那首EP叫做玩具
[00:01:22.800 --> 00:01:23.800]  我有買的
[00:01:23.800 --> 00:01:25.800]  那時候我讀中五
[00:01:25.800 --> 00:01:29.800]  坐車到旺角信和買了幾張CD
[00:01:29.800 --> 00:01:33.800]  那張CD的EP每首歌都很好聽
[00:01:33.800 --> 00:01:35.800]  第一首是暗湧
[00:01:35.800 --> 00:01:37.800]  第二首是約定
[00:01:37.800 --> 00:01:39.800]  第三首是敷衍
[00:01:39.800 --> 00:01:40.800]  然後是玩具
[00:01:40.800 --> 00:01:42.800]  最後是我信
[00:01:42.800 --> 00:01:44.800]  每首歌都很好聽
[00:01:44.800 --> 00:01:47.800]  懷疑我們今天Full Church的兩個字的樂題
[00:01:47.800 --> 00:01:50.800]  都是來自CD的概念大碟
[00:01:50.800 --> 00:01:56.800]  你會問為什麼Full Church七八月的樂題叫做約定
[00:01:56.800 --> 00:01:58.800]  我也不知道怎麼解釋
[00:01:58.800 --> 00:02:01.800]  我總覺得Full Church每個月的樂題的誕生
[00:02:01.800 --> 00:02:03.800]  是一件很神秘的事情
[00:02:03.800 --> 00:02:06.800]  你當作是上帝的安排
[00:02:06.800 --> 00:02:11.800]  不過要為約定下一個信仰的意義
[00:02:11.800 --> 00:02:13.800]  其實也不困難
[00:02:13.800 --> 00:02:17.800]  約定這兩個字其實都是聖經裡面的關鍵字
[00:02:17.800 --> 00:02:21.800]  約是上帝和人納的約
[00:02:21.800 --> 00:02:26.800]  是上帝信實行動的憑證
[00:02:26.800 --> 00:02:29.800]  定是上帝的預定
[00:02:29.800 --> 00:02:31.800]  上帝的安排
[00:02:31.800 --> 00:02:34.800]  所以無論是約還是定
[00:02:34.800 --> 00:02:38.800]  都提升著我們信仰永恆不變的價值
[00:02:38.800 --> 00:02:39.800]  上帝的應許
[00:02:39.800 --> 00:02:42.800]  上帝安排的命定
[00:02:42.800 --> 00:02:45.800]  特別在這個風起雲湧的年代
[00:02:45.800 --> 00:02:48.800]  所以在2022年7月1號
[00:02:48.800 --> 00:02:50.800]  第一個崇拜
[00:02:50.800 --> 00:02:54.800]  讓我們思想上主的約定
[00:02:54.800 --> 00:02:56.800]  我們一起來祈禱
[00:02:56.800 --> 00:03:02.800]  祝我們將崇拜Full Church每個弟兄姊妹的心交託給你
[00:03:02.800 --> 00:03:05.800]  讓我們能夠安靜
[00:03:05.800 --> 00:03:07.800]  讓我們能夠專注
[00:03:07.800 --> 00:03:10.800]  讓我們能夠聆聽你的說話
[00:03:10.800 --> 00:03:14.800]  讓你昔日透過保羅的說話提醒我們
[00:03:14.800 --> 00:03:18.800]  如何面對我們這個時代
[00:03:18.800 --> 00:03:21.800]  求主你幫助孩子能夠專心
[00:03:21.800 --> 00:03:23.800]  奉主命求 阿們
[00:03:23.800 --> 00:03:27.800]  今天我們說的是提摩太后書
