
[00:00:00.000 --> 00:00:07.600]  看到觀眾留言說很喜歡背景的紫紅色
[00:00:07.600 --> 00:00:12.320]  是的,紫紅色屬於GSO
[00:00:12.320 --> 00:00:14.320]  我相信今天對我們來說
[00:00:14.320 --> 00:00:20.320]  能夠一切敬拜的那種喜悅是很重要的
[00:00:20.320 --> 00:00:24.200]  我在想穿什麼衣服的時候
[00:00:24.200 --> 00:00:28.520]  我發覺原來我家沒有麻質的衣服
[00:00:28.520 --> 00:00:32.120]  其實今天也是一個披麻的日子
[00:00:32.120 --> 00:00:36.040]  因為在香港的崇拜
[00:00:36.040 --> 00:00:39.920]  教會的聚會被壓縮和扭曲到一個點
[00:00:39.920 --> 00:00:44.720]  其實是要披麻蒙灰去哀求上主
[00:00:44.720 --> 00:00:48.400]  今天最難過的情況就是
[00:00:48.400 --> 00:00:51.600]  沒有限聚或者沒有限人數的聚會
[00:00:51.600 --> 00:00:56.200]  只是喪禮才是沒有限人數
[00:00:56.200 --> 00:00:59.640]  其實我們每個禮拜都經歷過喪禮
[00:00:59.640 --> 00:01:01.640]  就是主耶穌的死和復活
[00:01:01.640 --> 00:01:05.200]  所以敬拜對我們來說是我們最珍而重之
[00:01:05.200 --> 00:01:07.200]  我們最需要結集的地方
[00:01:07.200 --> 00:01:11.400]  我自己預備開場白的時候
[00:01:11.400 --> 00:01:16.800]  其實是想扣連講題的
[00:01:16.800 --> 00:01:18.800]  就是再有一次機會
[00:01:18.800 --> 00:01:23.600]  但是沒想到今天的講題
[00:01:23.600 --> 00:01:26.600]  開場白真的很實際地經歷
[00:01:26.600 --> 00:01:29.200]  能夠再有一次崇拜的機會
[00:01:29.200 --> 00:01:33.600]  或者再有一次上網的機會
[00:01:33.600 --> 00:01:41.200]  很感謝之前三百多位在YouTube等待直播開始的
[00:01:41.200 --> 00:01:43.200]  弟兄姊妹和我們一起守候
[00:01:43.200 --> 00:01:48.200]  也很感謝不同弟兄姊妹的支持
[00:01:48.200 --> 00:01:53.400]  在討告當中可以做的事情真的不多
[00:01:53.400 --> 00:01:58.200]  就是討告之後突然間就出了畫面
[00:01:58.200 --> 00:02:01.200]  對我們來說一樣是很神奇的
[00:02:01.200 --> 00:02:05.600]  神很奇妙地接通了這件事情
[00:02:05.600 --> 00:02:11.200]  如果你覺得我們過去那三年做網上技術
[00:02:11.200 --> 00:02:13.200]  都有一定能力的話
[00:02:13.200 --> 00:02:19.600]  可想而知很多教會明天上午崇拜是很困苦的
[00:02:19.600 --> 00:02:22.200]  因為不是每個人都有這樣的能力
[00:02:22.200 --> 00:02:23.200]  或者經驗
[00:02:23.200 --> 00:02:26.200]  遇到解難的情況可以處理
[00:02:26.200 --> 00:02:31.200]  我看到的就是讓弟兄姊妹在當中可以鬆一口氣
[00:02:31.200 --> 00:02:33.200]  可以一起聽道
[00:02:33.200 --> 00:02:35.200]  其實也不是必然的
[00:02:35.200 --> 00:02:39.200]  交代一點心情的時候
[00:02:39.200 --> 00:02:41.800]  其實我自己寫這篇講章寫得很慢
[00:02:41.800 --> 00:02:43.200]  改過很多次
[00:02:43.200 --> 00:02:50.000]  因為定調和用什麼語態講這兩節經文
[00:02:50.000 --> 00:02:53.000]  其實都是我自己很不容易過的日子
[00:02:53.000 --> 00:02:56.000]  我很少講這麼短的經文
[00:02:56.000 --> 00:03:01.400]  我只選了《若人方圈》21章18和19節這兩節經文
[00:03:01.400 --> 00:03:04.800]  對我來說其實也是我自己很重要的
[00:03:04.800 --> 00:03:07.200]  這段日子的心路歷程
[00:03:07.200 --> 00:03:14.600]  因為剛才也有人問我這兩天這個星期很難過
[00:03:14.600 --> 00:03:16.600]  其實我不是這個星期很難過
[00:03:16.600 --> 00:03:18.600]  是這幾個月都很難過
[00:03:18.600 --> 00:03:23.600]  這兩節經文正正就是我不斷地跟自己說
[00:03:23.600 --> 00:03:30.600]  和再一次要經歷這兩段經文對我的提醒是什麼
[00:03:30.600 --> 00:03:34.600]  所以在這個月題Outflow的時候
[00:03:34.600 --> 00:03:39.600]  我就選了這段經文成為第二次講Outflow的內容
[00:03:39.600 --> 00:03:44.600]  對於再有一次機會也是我自己一個口頭禪
[00:03:44.600 --> 00:03:46.600]  因為我相信人生
[00:03:46.600 --> 00:03:48.600]  你的命沒有take two
[00:03:48.600 --> 00:03:51.600]  但是有很多機遇你可以take two
[00:03:51.600 --> 00:03:52.600]  錯了不要緊
[00:03:52.600 --> 00:03:55.600]  錯了有第二次再更新的機會
[00:03:55.600 --> 00:03:57.600]  或者再做的機會我們就盡力吧
[00:03:57.600 --> 00:04:03.600]  《若人方圈》第21章的開頭
[00:04:03.600 --> 00:04:06.600]  是來自這個地方就是提比利亞海
[00:04:06.600 --> 00:04:11.600]  提比利亞海邊其實也是主耶穌在過去
[00:04:11.600 --> 00:04:16.600]  被記載一些比較重要的與人相遇的地方
[00:04:16.600 --> 00:04:21.600]  特別對於門徒來說是他們被呼召的地方
[00:04:21.600 --> 00:04:26.600]  是他們經歷耶穌第一生的邀請的地方
[00:04:26.600 --> 00:04:29.600]  是他和耶穌有很多關於魚
[00:04:29.600 --> 00:04:33.600]  關於他們自己相遇過程當中的地方
[00:04:33.600 --> 00:04:41.600]  在這幾個月其實都見了很多將要離開的
[00:04:41.600 --> 00:04:43.600]  離開香港的弟兄姊妹
[00:04:43.600 --> 00:04:49.600]  其實再有一次機會這句話
[00:04:49.600 --> 00:04:53.600]  其實都是和相遇的弟兄姊妹聽得最多的
[00:04:53.600 --> 00:04:57.600]  能夠再有一次機會去當初拍拖的地方
[00:04:57.600 --> 00:05:04.600]  能夠再有一次機會去當初認識上帝的地方
[00:05:04.600 --> 00:05:09.600]  能夠再有一次機會回到當初決志的營地的地方
[00:05:09.600 --> 00:05:15.600]  其實提比利亞海對於門徒來說是很多回憶的地方
[00:05:15.600 --> 00:05:19.600]  很多和耶穌相遇和經歷的地方
[00:05:19.600 --> 00:05:24.600]  《約翰福音》有一章記載的內容就去到
[00:05:24.600 --> 00:05:27.600]  去到一個位置是什麼呢
[00:05:27.600 --> 00:05:32.600]  就是耶穌已經過去了
[00:05:32.600 --> 00:05:36.600]  耶穌已經不是在我們當中了
[00:05:36.600 --> 00:05:39.600]  我們回到打魚
[00:05:39.600 --> 00:05:42.600]  我們再回到我們以前的地方
[00:05:42.600 --> 00:05:44.600]  我們從粗故業
[00:05:44.600 --> 00:05:50.600]  對於這個地方來說是很深刻還是很難忘的
[00:05:50.600 --> 00:05:54.600]  在過去這幾個月就是弟弟姊妹
[00:05:54.600 --> 00:05:59.600]  能夠在香港再回到曾經相遇的地方
[00:05:59.600 --> 00:06:04.600]  其實很多回憶都是很難過的
[00:06:04.600 --> 00:06:13.600]  在當中彼得在第21章內的內容經歷了什麼呢
[00:06:13.600 --> 00:06:16.600]  你會看到他經歷的是
[00:06:16.600 --> 00:06:21.600]  有一章記載他再從粗故業去打魚
[00:06:21.600 --> 00:06:24.600]  但是在網魚之後
[00:06:24.600 --> 00:06:26.600]  他再一次經歷的就是
[00:06:26.600 --> 00:06:29.600]  上帝透過魚叫得人如魚
[00:06:29.600 --> 00:06:33.600]  這個應許再一次去呼召他
[00:06:33.600 --> 00:06:35.600]  他見到很多魚的時候
[00:06:35.600 --> 00:06:37.600]  他再想起很多關於打魚
[00:06:37.600 --> 00:06:42.600]  關於上帝叫得人如魚的那種應許和邀請
[00:06:42.600 --> 00:06:46.600]  另外在這個環境當中他會看到什麼呢
[00:06:46.600 --> 00:06:53.600]  他會看到上帝叫他再去預備早餐給他的時候
[00:06:53.600 --> 00:06:55.600]  見到五個餅兩條魚的時候
[00:06:55.600 --> 00:06:59.600]  他回想起很多上帝給他恩典的空間
[00:06:59.600 --> 00:07:01.600]  恩典的回憶
[00:07:01.600 --> 00:07:04.600]  他會經歷到很多
[00:07:04.600 --> 00:07:10.600]  他見到上帝做了很多amazing的工作的時候
[00:07:10.600 --> 00:07:12.600]  他知道他沒有選錯
[00:07:12.600 --> 00:07:16.600]  就好像安德烈和他哥哥說
[00:07:16.600 --> 00:07:18.600]  哥哥我們遇見尼塞亞
[00:07:18.600 --> 00:07:20.600]  他就馬上去找耶穌
[00:07:20.600 --> 00:07:22.600]  去到耶穌面前
[00:07:22.600 --> 00:07:26.600]  他給的是說得最快
[00:07:26.600 --> 00:07:29.600]  說得最準的答案就是
[00:07:29.600 --> 00:07:31.600]  主啊 你有永生之道
[00:07:31.600 --> 00:07:33.600]  我們還要歸從誰呢
[00:07:33.600 --> 00:07:37.600]  對於彼得尼說
[00:07:37.600 --> 00:07:42.600]  與和耶穌相遇的地方
[00:07:42.600 --> 00:07:44.600]  經歷耶穌神蹟的地方
[00:07:44.600 --> 00:07:47.600]  今天再回到提比利亞海的時候
[00:07:47.600 --> 00:07:49.600]  是很大的觸動
[00:07:49.600 --> 00:07:52.600]  去到第三件事就是
[00:07:52.600 --> 00:07:54.600]  你會看到那個過程就是
[00:07:54.600 --> 00:07:59.600]  去到一個火的時候
[00:07:59.600 --> 00:08:02.600]  見到那個火對於是什麼呢
[00:08:02.600 --> 00:08:06.600]  見到那個火把的時候
[00:08:06.600 --> 00:08:10.600]  三次不認上帝
[00:08:10.600 --> 00:08:12.600]  三次不認耶穌
[00:08:12.600 --> 00:08:16.600]  見到那個火爐邊的時候
[00:08:16.600 --> 00:08:19.600]  他再一次去懊悔
[00:08:19.600 --> 00:08:22.600]  其實為什麼我沒有急使出來認呢
[00:08:22.600 --> 00:08:25.600]  一個婦人把我推出來的時候
[00:08:25.600 --> 00:08:28.600]  為什麼我要選擇逃走呢
[00:08:28.600 --> 00:08:30.600]  再去到這個環境
[00:08:30.600 --> 00:08:33.600]  再去到這個處境的時候
[00:08:33.600 --> 00:08:35.600]  其實他有很多事情要想
[00:08:35.600 --> 00:08:41.600]  我想大家現在受疫情之下
[00:08:41.600 --> 00:08:43.600]  可能很多空間都沒有再去
