
[00:00:00.000 --> 00:00:02.000]  新年快樂
[00:00:02.000 --> 00:00:04.000]  今年是2026年
[00:00:04.000 --> 00:00:06.000]  是第一個崇拜
[00:00:06.000 --> 00:00:09.000]  也是留堂踏日七週年的日子
[00:00:09.000 --> 00:00:11.000]  留堂這個月提
[00:00:11.000 --> 00:00:14.000]  是將自己教會的名字作為月提
[00:00:14.000 --> 00:00:16.000]  為了去紀念這件事
[00:00:16.000 --> 00:00:18.000]  一方面是感恩
[00:00:18.000 --> 00:00:20.000]  一方面也是讓我們重新思考
[00:00:20.000 --> 00:00:22.000]  我們走更加遠的路
[00:00:22.000 --> 00:00:25.000]  放心吧,今天我們不會有堂慶聚餐的
[00:00:25.000 --> 00:00:28.000]  或者一會兒茶粥都吃什麼
[00:00:28.000 --> 00:00:30.000]  那就是我們的堂慶聚餐
[00:00:30.000 --> 00:00:32.000]  待會可以幫忙下桌
[00:00:32.000 --> 00:00:34.000]  留堂七年
[00:00:34.000 --> 00:00:36.000]  這是一個很特別的時刻
[00:00:36.000 --> 00:00:40.000]  我們沒有打算搞什麼大的慶祝活動
[00:00:40.000 --> 00:00:44.000]  我們今天只是去談一下
[00:00:44.000 --> 00:00:46.000]  講一下上帝的恩典
[00:00:46.000 --> 00:00:48.000]  耶穌基督的工作
[00:00:48.000 --> 00:00:50.000]  講一下祂怎麼帶領我們
[00:00:50.000 --> 00:00:52.000]  跌跌撞撞的來到今天的神職
[00:00:52.000 --> 00:00:54.000]  也講一下我們的將來
[00:00:54.000 --> 00:00:56.000]  七年前的一月
[00:00:56.000 --> 00:00:58.000]  2019年1月19日
[00:00:58.000 --> 00:01:02.000]  我們留堂第一次在石劫尾崇拜
[00:01:02.000 --> 00:01:05.000]  當然參與留堂崇拜有100多人
[00:01:05.000 --> 00:01:07.000]  有沒有覺得是獨人的
[00:01:07.000 --> 00:01:09.000]  舉手好不好
[00:01:09.000 --> 00:01:11.000]  有,是不是
[00:01:11.000 --> 00:01:13.000]  也有幾個
[00:01:13.000 --> 00:01:15.000]  那麼
[00:01:15.000 --> 00:01:19.000]  十幾個,加上穆姐的話
[00:01:19.000 --> 00:01:21.000]  十個左右
[00:01:21.000 --> 00:01:25.000]  在早期石劫尾崇拜的年代
[00:01:25.000 --> 00:01:27.000]  其實是很肥的
[00:01:27.000 --> 00:01:29.000]  因為每次崇拜之後
[00:01:29.000 --> 00:01:31.000]  都會去石劫尾大排檔茶餐廳
[00:01:31.000 --> 00:01:33.000]  吃東西,吃宵夜
[00:01:33.000 --> 00:01:35.000]  搞不定
[00:01:35.000 --> 00:01:37.000]  然後就經歷了很多很多的事情
[00:01:37.000 --> 00:01:39.000]  經歷了2019年
[00:01:39.000 --> 00:01:43.000]  6月,7月,8月的時候
[00:01:43.000 --> 00:01:45.000]  然後就疫情
[00:01:45.000 --> 00:01:47.000]  我們又有很多的問題
[00:01:47.000 --> 00:01:49.000]  然後就疫情
[00:01:49.000 --> 00:01:53.000]  我們由石劫尾坐爆到戰地醫院
[00:01:53.000 --> 00:01:56.000]  再到希伯倫堂
[00:01:56.000 --> 00:01:59.000]  再到新蒲崗直播
[00:01:59.000 --> 00:02:01.000]  到MIFC直播
[00:02:01.000 --> 00:02:03.000]  再回到希伯倫堂
[00:02:03.000 --> 00:02:05.000]  二民潮,Alpha Mission
[00:02:05.000 --> 00:02:07.000]  2024,2025
[00:02:07.000 --> 00:02:09.000]  到今天,2026
[00:02:09.000 --> 00:02:12.000]  七年對於一個小朋友來說
[00:02:12.000 --> 00:02:16.000]  是一個差不多開始換牙
[00:02:16.000 --> 00:02:19.000]  開始背書包上學
[00:02:19.000 --> 00:02:21.000]  上小學的年紀
[00:02:21.000 --> 00:02:23.000]  但是對於我們流磅來說
[00:02:23.000 --> 00:02:25.000]  七年我們又怎麼樣呢?
[00:02:25.000 --> 00:02:28.000]  我們今天就謙卑在上帝面前
[00:02:28.000 --> 00:02:31.000]  我們去聽一下耶穌基督對我們這個群體
[00:02:31.000 --> 00:02:33.000]  有什麼話要說
[00:02:33.000 --> 00:02:35.000]  我們一起祈禱
[00:02:35.000 --> 00:02:37.000]  祢最早幫助我們
[00:02:37.000 --> 00:02:41.000]  讓我們今天都能夠聆聽祢的話
[00:02:41.000 --> 00:02:44.000]  幫助孩子,能夠清楚地去說
