
[00:00:00.000 --> 00:00:03.360]  一會兒我們可以一起敬拜
[00:00:03.360 --> 00:00:06.240]  可以一起思考神的話語
[00:00:06.240 --> 00:00:08.560]  今天想跟大家看一段經文
[00:00:08.560 --> 00:00:11.680]  是撒慕爾記上第三章
[00:00:11.680 --> 00:00:16.880]  撒慕爾記是記載以色列立國的時間
[00:00:16.880 --> 00:00:21.200]  當中包括有三個領袖交接
[00:00:21.200 --> 00:00:23.760]  今天我們所看的是第一個
[00:00:23.760 --> 00:00:24.960]  第三章
[00:00:24.960 --> 00:00:29.520]  童子撒慕爾第一次領受神的呼召
[00:00:29.520 --> 00:00:33.840]  即是說一個上莊的小孩出現了
[00:00:33.840 --> 00:00:36.800]  我們會思考一個訊息
[00:00:36.800 --> 00:00:40.800]  希望我們面對上帝的呼召的時候
[00:00:40.800 --> 00:00:45.200]  少一些用我們成人的腦袋
[00:00:45.200 --> 00:00:49.040]  不斷盤算著成敗得失
[00:00:49.040 --> 00:00:53.200]  面對上帝的呼召不是用這裡
[00:00:53.200 --> 00:00:56.400]  上帝是呼召我們的心
[00:00:56.400 --> 00:01:00.720]  不是我們算盡我們做不做這件事
[00:01:00.720 --> 00:01:03.440]  可以得到什麼失去什麼
[00:01:03.440 --> 00:01:06.800]  上帝很想跟我們內心的小孩
[00:01:06.800 --> 00:01:08.320]  去說一聲
[00:01:08.320 --> 00:01:13.840]  你願不願意做一些打亂你人生的事
[00:01:13.840 --> 00:01:18.160]  你想不想做一些會打亂你人生
[00:01:18.160 --> 00:01:20.400]  但我很想你做的事
[00:01:20.400 --> 00:01:22.400]  這個是呼召
[00:01:22.400 --> 00:01:25.840]  2023年就快結束
[00:01:25.840 --> 00:01:29.440]  但願我們在結束這一年之前
[00:01:29.440 --> 00:01:35.440]  試下回應一次上帝對你個別的呼召
[00:01:35.440 --> 00:01:38.640]  我們先看經文
[00:01:38.640 --> 00:01:42.000]  經文應該是三章的一至十節
[00:01:42.000 --> 00:01:43.040]  我打錯了
[00:01:43.040 --> 00:01:44.240]  打錯了三十一章
[00:01:44.240 --> 00:01:46.080]  應該是三章的一至十節
[00:01:46.080 --> 00:01:48.640]  如果大家找到或者看到經文
[00:01:48.640 --> 00:01:51.680]  都請大家為我讀出這十節的經文
[00:01:51.680 --> 00:01:52.880]  如果看到的預備
[00:01:52.880 --> 00:01:54.880]  一 二 三
[00:01:54.880 --> 00:01:57.760]  相信這段都是我們熟悉的經文
[00:01:57.760 --> 00:02:00.560]  今天我們會嘗試透過這段經文
[00:02:00.560 --> 00:02:02.400]  去找一些細節
[00:02:02.400 --> 00:02:03.520]  讓我們明白
[00:02:03.520 --> 00:02:06.880]  究竟薩姆爾怎樣領受神的呼召
[00:02:06.880 --> 00:02:08.960]  薩姆爾的領受跟我們的領受
[00:02:08.960 --> 00:02:10.560]  有沒有一些相連的地方
[00:02:10.560 --> 00:02:12.480]  我希望在這段經文裡
[00:02:12.480 --> 00:02:14.720]  我們都找到一些脈絡
[00:02:14.720 --> 00:02:16.480]  首先這段經文是
[00:02:16.480 --> 00:02:20.400]  之前是在說薩姆爾的媽媽哈娜
[00:02:20.400 --> 00:02:21.440]  她不育
[00:02:21.440 --> 00:02:23.920]  她求神賜一個兒子給她
[00:02:23.920 --> 00:02:26.080]  她說如果我得到這個兒子
[00:02:26.080 --> 00:02:28.080]  我就答應將這個兒子
[00:02:28.080 --> 00:02:30.080]  送到聖殿裡
[00:02:30.080 --> 00:02:32.800]  就好像你們送了兒子到對面一樣
[00:02:32.800 --> 00:02:33.920]  帶他回到聖殿
[00:02:33.920 --> 00:02:35.920]  一起去敬拜神
[00:02:35.920 --> 00:02:38.320]  薩姆爾的媽媽
[00:02:38.320 --> 00:02:40.720]  她沒有想自己的得失
[00:02:40.720 --> 00:02:42.720]  她答應了上帝
[00:02:42.720 --> 00:02:44.960]  她就做回當做的事
[00:02:44.960 --> 00:02:46.960]  這個是她懇求的兒子
[00:02:46.960 --> 00:02:50.000]  她都願意放在神的殿裡
[00:02:50.000 --> 00:02:51.680]  在裡面成長
[00:02:51.680 --> 00:02:55.200]  到了第三章這個小孩子已經長大了
[00:02:55.200 --> 00:02:58.080]  聖經形容他是童子
[00:02:58.080 --> 00:03:03.120]  童子不是純粹說年紀小小那麼簡單
[00:03:03.120 --> 00:03:06.240]  童子就是說他沒有地位
[00:03:06.240 --> 00:03:09.280]  我們在公司叫打雜一樣
[00:03:09.280 --> 00:03:11.520]  這個打雜的薩姆爾
[00:03:11.520 --> 00:03:14.560]  就在殿裡面成長
[00:03:14.560 --> 00:03:16.720]  其中在第一二節
[00:03:16.720 --> 00:03:19.280]  他提到一個經文的背景
[00:03:19.280 --> 00:03:22.800]  就是耶和華的言語稀少
[00:03:22.800 --> 00:03:24.800]  不常有默示
[00:03:24.800 --> 00:03:29.520]  薩姆爾是生活在士司的年代
[00:03:29.520 --> 00:03:32.400]  如果大家稍為對聖經熟悉
[00:03:32.400 --> 00:03:35.360]  士司的年代最後的評語是什麼
[00:03:35.360 --> 00:03:37.680]  個人任意而行
[00:03:37.680 --> 00:03:40.480]  不將神放在眼裡
[00:03:40.480 --> 00:03:42.480]  當時的年代就是
[00:03:42.480 --> 00:03:46.960]  耶和華不想再跟這群人說話的年代
[00:03:46.960 --> 00:03:50.000]  薩姆爾在這個環境裡成長
[00:03:50.000 --> 00:03:52.720]  聖殿或者會幕
[00:03:52.720 --> 00:03:55.920]  祭司全部都是擺設
[00:03:55.920 --> 00:03:57.440]  沒有意思的
[00:03:57.440 --> 00:03:59.440]  神不再說話
[00:03:59.440 --> 00:04:01.920]  他們只是做樣子
[00:04:01.920 --> 00:04:04.320]  有了這個背景
[00:04:04.320 --> 00:04:07.520]  我們開始明白這段經文
[00:04:07.520 --> 00:04:09.520]  一些重要的地方
[00:04:09.520 --> 00:04:11.040]  第三節
[00:04:11.040 --> 00:04:15.280]  他講了一個很特別的事情
[00:04:15.280 --> 00:04:19.440]  整個殿裡面是昏暗
[00:04:19.440 --> 00:04:22.640]  只是有燭光在染樣
[00:04:22.640 --> 00:04:25.680]  但是在經文第三節
[00:04:25.680 --> 00:04:29.760]  他講了一個句子
[00:04:29.760 --> 00:04:31.760]  他說神的燈
[00:04:31.760 --> 00:04:35.280]  其實是駁下去還沒熄滅
[00:04:35.280 --> 00:04:37.920]  是代表那時候是晚上
[00:04:37.920 --> 00:04:41.120]  他要我們留意的是另外的一組
[00:04:41.120 --> 00:04:43.680]  就是在耶和華的殿裡面
[00:04:43.680 --> 00:04:45.680]  在約櫃附近
[00:04:45.680 --> 00:04:48.800]  薩姆爾就睡在那裡
[00:04:48.800 --> 00:04:52.960]  原文是按這個次序去看
[00:04:52.960 --> 00:04:56.080]  他想讓我們知道一件事
[00:04:56.080 --> 00:05:00.480]  薩姆爾是睡在約櫃附近
[00:05:00.480 --> 00:05:04.640]  我們開始有些感受
[00:05:04.640 --> 00:05:08.320]  約櫃不是輕易碰到的地方
[00:05:08.320 --> 00:05:10.320]  是致勝所
[00:05:10.320 --> 00:05:11.920]  你想想
[00:05:11.920 --> 00:05:13.920]  當時一個小孩
[00:05:13.920 --> 00:05:15.120]  他晚上睡覺
[00:05:15.120 --> 00:05:17.120]  睡在一個核子反應堆旁邊
[00:05:17.120 --> 00:05:19.120]  一捉即死
[00:05:19.120 --> 00:05:21.120]  代表什麼
[00:05:21.120 --> 00:05:25.040]  沒有人覺得神會出手
[00:05:25.040 --> 00:05:29.200]  沒有人覺得耶和華在約櫃附近
[00:05:29.200 --> 00:05:32.400]  根本只是傳說
[00:05:32.400 --> 00:05:34.960]  小孩睡哪裡就隨他
[00:05:34.960 --> 00:05:37.360]  致勝所就致勝所
[00:05:37.360 --> 00:05:39.360]  有什麼所謂
[00:05:39.360 --> 00:05:41.360]  耶和華不再出聲
[00:05:41.360 --> 00:05:44.400]  這是整段經文的背景
[00:05:44.400 --> 00:05:47.600]  然後令我們驚訝的就是
[00:05:47.600 --> 00:05:49.600]  耶和華出聲
[00:05:49.600 --> 00:05:53.840]  當我們覺得神不再說話的時候
[00:05:53.840 --> 00:05:57.520]  當我們覺得上帝不理會這個世界的時候
[00:05:57.520 --> 00:06:01.040]  當這個小孩可以隨意睡的時候
[00:06:01.040 --> 00:06:03.040]  耶和華出聲
[00:06:03.040 --> 00:06:06.720]  接著的經文讓我們看到一些對比
[00:06:06.720 --> 00:06:08.720]  就是神出聲
[00:06:08.720 --> 00:06:11.280]  究竟跟誰說話
[00:06:11.280 --> 00:06:13.280]  當時一怒一亂
[00:06:13.280 --> 00:06:15.280]  在會幕裡面睡覺
[00:06:15.280 --> 00:06:17.280]  不過在三章二節
[00:06:17.280 --> 00:06:19.280]  他形容老祭司以來
[00:06:19.280 --> 00:06:21.280]  他不是睡覺
[00:06:21.280 --> 00:06:24.000]  他是形容他餓著
[00:06:24.000 --> 00:06:26.000]  即是躺在那裡
[00:06:26.000 --> 00:06:28.000]  對比其實是
[00:06:28.000 --> 00:06:31.280]  不單只是他身體的狀況
[00:06:31.280 --> 00:06:34.960]  而是他對神的說話的狀態
[00:06:35.440 --> 00:06:37.440]  他餓著不動
[00:06:37.440 --> 00:06:39.440]  眼睛昏花
[00:06:39.440 --> 00:06:41.440]  他接收不到
[00:06:41.440 --> 00:06:44.480]  對比是另一個小孩
[00:06:44.480 --> 00:06:48.880]  那個小孩他說他還沒認識耶和華
[00:06:48.880 --> 00:06:50.880]  他不認識
[00:06:50.880 --> 00:06:53.680]  但當神的說話去呼喚他的時候
[00:06:53.680 --> 00:06:55.680]  他的反應是怎樣的
[00:06:55.680 --> 00:06:57.680]  立刻彈起來
[00:06:57.680 --> 00:06:59.680]  半夜三更有人叫你的名字
[00:06:59.680 --> 00:07:01.680]  你會怎樣的
[00:07:01.680 --> 00:07:03.680]  一鎚打下去
[00:07:03.680 --> 00:07:05.680]  他會彈起來
[00:07:05.680 --> 00:07:07.680]  撒姆爾的反應
[00:07:07.680 --> 00:07:10.560]  是對比著以來的反應
[00:07:10.560 --> 00:07:12.560]  神的話臨到
[00:07:12.560 --> 00:07:15.280]  不單只是身體的狀況
[00:07:15.280 --> 00:07:19.040]  經文是暗暗表達他們屬靈的狀況
[00:07:19.040 --> 00:07:22.240]  一個專職的祭司
[00:07:22.240 --> 00:07:24.240]  耶和華的話臨到
[00:07:24.240 --> 00:07:26.240]  他是分誰分不到
[00:07:26.240 --> 00:07:30.160]  一個還沒認識神的小孩
[00:07:30.160 --> 00:07:32.800]  耶和華的話臨到
[00:07:32.800 --> 00:07:34.800]  雖然他不知道是誰說
[00:07:34.800 --> 00:07:36.800]  但他的反應是怎樣的
[00:07:36.800 --> 00:07:38.800]  彈起來
[00:07:38.800 --> 00:07:40.800]  立刻跑去師父那裡
[00:07:40.800 --> 00:07:42.800]  問師父是不是來找我
[00:07:42.800 --> 00:07:46.800]  一次 兩次 三次
[00:07:46.800 --> 00:07:50.800]  我們對神有經驗
[00:07:50.800 --> 00:07:54.800]  不等於我對上帝的說話有靈魂
[00:07:54.800 --> 00:07:58.800]  我們越知道上帝的東西
[00:07:58.800 --> 00:08:00.800]  我們越懂得聽不見
[00:08:00.800 --> 00:08:04.800]  以你是這樣的情況
[00:08:04.800 --> 00:08:06.800]  我們是什麼情況呢
[00:08:06.800 --> 00:08:08.800]  直到第三次
[00:08:08.800 --> 00:08:12.800]  師父以來忠於醒覺
[00:08:12.800 --> 00:08:14.800]  他知道不是那麼簡單
[00:08:14.800 --> 00:08:18.800]  於是他教他的徒弟撒姆爾
[00:08:18.800 --> 00:08:20.800]  用一個禮儀式的回應
[00:08:20.800 --> 00:08:22.800]  他說如果你再聽到神的呼召
[00:08:22.800 --> 00:08:24.800]  你就回答
[00:08:24.800 --> 00:08:26.800]  主啊 請說
[00:08:26.800 --> 00:08:28.800]  福人 敬聽
[00:08:28.800 --> 00:08:32.800]  這是師父唯一可以教到
[00:08:32.800 --> 00:08:34.800]  撒姆爾回應上帝的方法
[00:08:34.800 --> 00:08:38.800]  果然神第四次向他說話
[00:08:38.800 --> 00:08:42.800]  聖經形容神是站著一樣
[00:08:42.800 --> 00:08:44.800]  神不是一個有形有體
[00:08:44.800 --> 00:08:46.800]  站在撒姆爾面前
[00:08:46.800 --> 00:08:48.800]  而是他很想讓我們看見
[00:08:48.800 --> 00:08:52.800]  當時的世界覺得上帝不存在
[00:08:52.800 --> 00:08:54.800]  但神就讓這個小孩
[00:08:54.800 --> 00:08:56.800]  清清楚楚聽得見
[00:08:56.800 --> 00:08:58.800]  看得見
[00:08:58.800 --> 00:09:00.800]  上帝是在的
[00:09:00.800 --> 00:09:02.800]  這是這樣的表達
[00:09:02.800 --> 00:09:04.800]  經文我們看到這裡
[00:09:04.800 --> 00:09:06.800]  我嘗試總結
[00:09:06.800 --> 00:09:08.800]  究竟這段經文
[00:09:08.800 --> 00:09:10.800]  想跟我們說什麼
[00:09:10.800 --> 00:09:12.800]  然後我們進入下一部分
[00:09:12.800 --> 00:09:14.800]  經文讓我們看到
[00:09:14.800 --> 00:09:16.800]  這個呼召很平凡
[00:09:16.800 --> 00:09:18.800]  相對其他先知
[00:09:18.800 --> 00:09:20.800]  火啊
[00:09:20.800 --> 00:09:24.800]  天崩地裂的呼召
[00:09:24.800 --> 00:09:26.800]  這個呼召很平凡
[00:09:26.800 --> 00:09:28.800]  就是上帝召喚了你三次
[00:09:28.800 --> 00:09:30.800]  你以為上帝召喚你
[00:09:30.800 --> 00:09:32.800]  打完一次又一次
[00:09:32.800 --> 00:09:34.800]  然後上帝說不是我召喚你
[00:09:34.800 --> 00:09:36.800]  是在上帝的上帝召喚你
[00:09:36.800 --> 00:09:38.800]  是撒姆爾的日常
[00:09:38.800 --> 00:09:42.800]  他師父可能有時候睡不著
[00:09:42.800 --> 00:09:44.800]  晚上叫他
[00:09:44.800 --> 00:09:46.800]  是習慣
[00:09:46.800 --> 00:09:48.800]  所以撒姆爾不以為師父找他
[00:09:48.800 --> 00:09:50.800]  他沒有什麼驚訝
[00:09:50.800 --> 00:09:52.800]  師父叫我我就去
[00:09:52.800 --> 00:09:54.800]  三次才發現
[00:09:54.800 --> 00:09:56.800]  原來不是這麼簡單
