
[00:00:00.000 --> 00:00:02.640]  好,大英姐妹平安
[00:00:02.640 --> 00:00:07.680]  今天很開心可以在這裡跟大家分享神的說話
[00:00:07.680 --> 00:00:09.680]  剛才的敬拜很感動
[00:00:09.680 --> 00:00:12.480]  不知道Matrix是否知道我的心想
[00:00:12.480 --> 00:00:14.480]  好像說了我的偏導出來
[00:00:14.480 --> 00:00:16.480]  所以現在一起祈禱
[00:00:16.480 --> 00:00:18.480]  希望上靈親自是我們每一個人的說話
[00:00:18.480 --> 00:00:20.480]  我們一起禱告
[00:00:20.480 --> 00:00:22.480]  差因了我們去感謝、讚美你
[00:00:22.480 --> 00:00:24.480]  因為是你的愛招敬我們在一起
[00:00:24.480 --> 00:00:27.680]  以致我們今天能夠在不同的地方
[00:00:27.680 --> 00:00:29.680]  我們都能夠一起去敬拜你
[00:00:29.680 --> 00:00:33.680]  求聖靈你現在在我們每一個人的心裡
[00:00:33.680 --> 00:00:35.680]  去教導我們明白你自己的說話
[00:00:35.680 --> 00:00:37.680]  也好像給我們你有足夠的愛
[00:00:37.680 --> 00:00:41.680]  以致我們能夠走在你的話語當中
[00:00:41.680 --> 00:00:43.680]  以致我們這一班大英姐妹
[00:00:43.680 --> 00:00:45.680]  能夠真的成為你自己的見證
[00:00:45.680 --> 00:00:47.680]  我們這樣祈禱奉耶穌的聖名祈求
[00:00:47.680 --> 00:00:49.680]  阿們
[00:00:49.680 --> 00:00:57.680]  2019年6月1日是歐聯總決賽
[00:00:57.680 --> 00:01:01.680]  是利物浦對熱刺的大日子
[00:01:01.680 --> 00:01:05.680]  當年我對足球仍然毫無興趣
[00:01:05.680 --> 00:01:07.680]  我丈夫是利物浦球迷
[00:01:07.680 --> 00:01:09.680]  當時還可以出夜街
[00:01:09.680 --> 00:01:11.680]  沒有人知道什麼是口罩
[00:01:11.680 --> 00:01:13.680]  仍然沒有限聚令的香港
[00:01:13.680 --> 00:01:15.680]  是會一大班不認識的人
[00:01:15.680 --> 00:01:17.680]  一起聚集、一起看球賽
[00:01:17.680 --> 00:01:19.680]  一起叫囂、一起打氣
[00:01:19.680 --> 00:01:21.680]  叫加油的香港
[00:01:21.680 --> 00:01:23.680]  當年我跟我的丈夫
[00:01:23.680 --> 00:01:25.680]  一起去了荃灣的熊貓酒店
[00:01:25.680 --> 00:01:27.680]  和一班利物浦的球迷
[00:01:27.680 --> 00:01:29.680]  即是利迷去看球賽
[00:01:29.680 --> 00:01:31.680]  整場球賽
[00:01:31.680 --> 00:01:33.680]  一班利迷多數是男人
[00:01:33.680 --> 00:01:35.680]  多數是男士
[00:01:35.680 --> 00:01:37.680]  剛陽味極重
[00:01:37.680 --> 00:01:39.680]  熱血沸騰
[00:01:39.680 --> 00:01:41.680]  陣臂高呼
[00:01:41.680 --> 00:01:43.680]  不停唱會歌
[00:01:43.680 --> 00:01:45.680]  請問這裡有沒有利迷
[00:01:45.680 --> 00:01:47.680]  Hello 我們今晚一定要贏
[00:01:47.680 --> 00:01:49.680]  不停唱會歌打氣
[00:01:49.680 --> 00:01:51.680]  我其實只是覺得很好笑
[00:01:51.680 --> 00:01:53.680]  我不停大聲笑
[00:01:53.680 --> 00:01:55.680]  很滑稽
[00:01:55.680 --> 00:01:57.680]  當時我仍然是我
[00:01:57.680 --> 00:01:59.680]  我還未跟利迷成為我們
[00:01:59.680 --> 00:02:01.680]  整場球賽我只是一個旁觀者
[00:02:01.680 --> 00:02:03.680]  見證著他們跟著球賽
[00:02:03.680 --> 00:02:05.680]  大呼小叫
[00:02:05.680 --> 00:02:07.680]  大約三分鐘或兩分鐘
[00:02:07.680 --> 00:02:09.680]  對方有個手球
[00:02:09.680 --> 00:02:11.680]  我們得到一個十二碼
[00:02:11.680 --> 00:02:13.680]  然後全班男人
[00:02:13.680 --> 00:02:15.680]  Sorry 太大聲
[00:02:15.680 --> 00:02:17.680]  就是這麼大聲
[00:02:17.680 --> 00:02:19.680]  其實我還未知道什麼事
[00:02:19.680 --> 00:02:21.680]  入球時很興奮
[00:02:21.680 --> 00:02:23.680]  差點被人入球時
[00:02:23.680 --> 00:02:25.680]  就大呼小叫
[00:02:25.680 --> 00:02:27.680]  還有贏了冠軍時
[00:02:27.680 --> 00:02:29.680]  那種激動
[00:02:29.680 --> 00:02:31.680]  那班男人
[00:02:31.680 --> 00:02:33.680]  差不多哭了
[00:02:33.680 --> 00:02:35.680]  有些還流了眼淚
[00:02:35.680 --> 00:02:37.680]  我坐在這裡
[00:02:37.680 --> 00:02:39.680]  被這班男人的激情
[00:02:39.680 --> 00:02:41.680]  和熱血吸引
[00:02:41.680 --> 00:02:43.680]  那一天
[00:02:43.680 --> 00:02:45.680]  我立志要成為利迷
[00:02:45.680 --> 00:02:47.680]  或者大部分
[00:02:47.680 --> 00:02:49.680]  頂姐妹
[00:02:49.680 --> 00:02:51.680]  大部分姊妹
[00:02:51.680 --> 00:02:53.680]  不太明白足球的熱情
[00:02:53.680 --> 00:02:55.680]  和激情的感染力
[00:02:55.680 --> 00:02:57.680]  一個月前
[00:02:57.680 --> 00:02:59.680]  我很感謝我的組員
[00:02:59.680 --> 00:03:01.680]  給了我一張MIRROR的演唱會門票
