
[00:00:00.000 --> 00:00:05.000]  (字幕提供:Sky Vision Media)
[00:00:05.000 --> 00:00:08.000]  各位頂智妹主內平安
[00:00:08.000 --> 00:00:11.000]  很高興來到第三堂的主一課
[00:00:11.000 --> 00:00:15.000]  今晚我們繼續進入傳道書
[00:00:15.000 --> 00:00:20.000]  跟大家一起講解一個報應失效的時代
[00:00:20.000 --> 00:00:24.000]  我們開始之前一起有個祈禱
[00:00:24.000 --> 00:00:26.000]  慈悲人來的天父
[00:00:26.000 --> 00:00:31.000]  多謝你讓我們今晚一起去研讀你的話語
[00:00:31.000 --> 00:00:34.000]  特別是在這個微塵裡的智慧當中
[00:00:34.000 --> 00:00:37.000]  我們真的發現在這個時代
[00:00:37.000 --> 00:00:42.000]  是面對很多我們想像不到和不自預期的失效
[00:00:42.000 --> 00:00:44.000]  特別是報應官上面
[00:00:44.000 --> 00:00:48.000]  傳道者真的面對一個很重大的天前
[00:00:48.000 --> 00:00:51.000]  求主你藉著這一段經文
[00:00:51.000 --> 00:00:55.000]  再次讓我們啟迪重新去調教
[00:00:55.000 --> 00:00:58.000]  讓我們能夠得著智慧
[00:00:58.000 --> 00:01:00.000]  在微塵般的人生當中
[00:01:00.000 --> 00:01:07.000]  我們能夠跟著傳道書的智慧去活得更加好
[00:01:07.000 --> 00:01:11.000]  求主大力奉耶穌基督的名去祈禱
[00:01:11.000 --> 00:01:12.000]  阿們
[00:01:12.000 --> 00:01:14.000]  在今天裏面
[00:01:14.000 --> 00:01:16.000]  我也很想在開始之前
[00:01:16.000 --> 00:01:20.000]  跟大家講解其實傳道書的智慧
[00:01:20.000 --> 00:01:24.000]  是和真人的智慧有很多不同的地方
[00:01:24.000 --> 00:01:26.000]  如果我們在說真人的智慧
[00:01:26.000 --> 00:01:28.000]  如果大家還不記得
[00:01:28.000 --> 00:01:33.000]  其實是在說一個報應有效的時代
[00:01:33.000 --> 00:01:36.000]  也就是說善有善報,惡有惡報
[00:01:36.000 --> 00:01:40.000]  你勤勞積蓄,你就能夠富裕
[00:01:40.000 --> 00:01:43.000]  相反,你不勤勞的話
[00:01:43.000 --> 00:01:47.000]  那個智者就望到兩塊的田地
[00:01:47.000 --> 00:01:49.000]  一個是豐收的田地
[00:01:49.000 --> 00:01:53.000]  一個就是一個叫做荊棘長年的田地
[00:01:53.000 --> 00:01:58.000]  看這個田地就知道這個田地背後的主人
[00:01:58.000 --> 00:02:00.000]  究竟是否一個勤勞的人
[00:02:00.000 --> 00:02:02.000]  還是一個不勤勞的人
[00:02:02.000 --> 00:02:08.000]  如果是這樣,我們就會發現那個因果報應是很實在的
[00:02:08.000 --> 00:02:15.000]  就是如果你好像螞蟻那樣去運作勤勞積蓄防飢的話
[00:02:15.000 --> 00:02:21.000]  你就能夠在冬天那裏有多餘的食物去享用
[00:02:21.000 --> 00:02:24.000]  否則就是貧窮速速臨到
[00:02:24.000 --> 00:02:29.000]  變成那個智者觀察這個世界上的運作
[00:02:29.000 --> 00:02:34.000]  從這些運作當中從而得到很多不同的道理
[00:02:34.000 --> 00:02:38.000]  這個就是一個報應有效的世界
[00:02:38.000 --> 00:02:42.000]  這個就是真言,他的角度就是這樣
[00:02:42.000 --> 00:02:48.000]  反之,傳道者是活在一個報應失效的時代
[00:02:48.000 --> 00:02:50.000]  他面對這個社會的現象
