
[00:00:00.000 --> 00:00:02.000]  (字幕:SaraLyn)
[00:00:02.000 --> 00:00:10.500]  各位定志妹大家好
[00:00:10.500 --> 00:00:13.200]  歡迎大家來到友愛堂的主一學
[00:00:13.200 --> 00:00:17.600]  今晚已經是第二堂的迷霧裡的照明
[00:00:17.600 --> 00:00:21.200]  而今晚我們所說的人物就是撒慕爾
[00:00:21.200 --> 00:00:23.400]  我祈求主的話
[00:00:23.400 --> 00:00:26.400]  也成為大家的提醒和鼓勵
[00:00:26.400 --> 00:00:28.400]  我們一起有個祈禱吧
[00:00:29.400 --> 00:00:31.000]  慈悲人外的天父
[00:00:31.000 --> 00:00:33.600]  多謝你今晚與我們說話
[00:00:33.600 --> 00:00:37.000]  也祈求主幫助孩子講解你的說話
[00:00:37.000 --> 00:00:38.600]  清楚明白
[00:00:38.600 --> 00:00:41.400]  也讓我們透過撒慕爾的經歷
[00:00:41.400 --> 00:00:45.000]  他當時所活的時代
[00:00:45.000 --> 00:00:47.600]  讓我們能夠可以明瞭更多
[00:00:47.600 --> 00:00:51.200]  關於照明這回事到底是怎樣
[00:00:51.200 --> 00:00:52.300]  多謝主
[00:00:52.300 --> 00:00:55.200]  我們的祈禱是奉耶穌基督命求
[00:00:55.200 --> 00:00:56.000]  阿們
[00:00:57.000 --> 00:01:00.800]  我們今天在主一學裡
[00:01:00.800 --> 00:01:07.600]  我們所涉及的經文是來自撒慕爾的摩西
[00:01:07.600 --> 00:01:10.000]  應該說在撒慕爾裡
[00:01:10.000 --> 00:01:13.600]  他剛剛出生的時代到底是怎樣
[00:01:13.600 --> 00:01:17.000]  我們明白撒慕爾的出生
[00:01:17.000 --> 00:01:19.200]  當然是關乎哈拿
[00:01:19.200 --> 00:01:22.600]  因為哈拿和她的丈夫伊利加納
[00:01:22.600 --> 00:01:24.600]  活在一個時代
[00:01:24.600 --> 00:01:27.400]  就是伊利成為善師
[00:01:27.400 --> 00:01:28.800]  也是祭師
[00:01:28.800 --> 00:01:32.000]  他在敘羅的玩物裡
[00:01:32.000 --> 00:01:34.600]  去到侍奉的一個時代
[00:01:34.600 --> 00:01:37.800]  這個時代也正正揭示了
[00:01:37.800 --> 00:01:42.800]  有些心意在經文裡也說得有些隱背
[00:01:42.800 --> 00:01:45.600]  但是我們很想透過文學規範
[00:01:45.600 --> 00:01:47.200]  和大家看看
[00:01:47.200 --> 00:01:49.200]  究竟聖經的作者
[00:01:49.200 --> 00:01:54.600]  在用甚麼字眼去描繪伊利的執政
[00:01:54.600 --> 00:01:57.400]  伊利對會幕的管理
[00:01:57.400 --> 00:02:03.000]  從而我們重構撒慕爾當時出生
[00:02:03.000 --> 00:02:06.800]  他所面對的時代到底是怎樣
[00:02:06.800 --> 00:02:09.200]  正如一如既往這本書
[00:02:09.200 --> 00:02:11.800]  叫做《迷霧裡的照明》
[00:02:11.800 --> 00:02:16.000]  所以我們就換了所展述的時代
[00:02:16.000 --> 00:02:18.400]  也是一個迷霧的時代
[00:02:18.400 --> 00:02:20.200]  我們看看經文
[00:02:20.200 --> 00:02:23.200]  經文一開始我們要默想的
[00:02:23.200 --> 00:02:29.000]  就是來自撒慕爾記上的第三章第一到第三節的經文
[00:02:29.000 --> 00:02:31.400]  經文是這樣說
[00:02:31.400 --> 00:02:35.800]  就說童子撒慕爾在伊利面前
[00:02:35.800 --> 00:02:37.800]  去到侍奉耶和華
[00:02:37.800 --> 00:02:39.400]  當那些日子
[00:02:39.400 --> 00:02:42.200]  耶和華的言語稀少
[00:02:42.200 --> 00:02:44.000]  不常有物事
[00:02:44.000 --> 00:02:48.600]  一日伊利睡臥在自己的地方
[00:02:48.600 --> 00:02:50.200]  他眼目昏花
[00:02:50.200 --> 00:02:52.000]  看不分明
[00:02:52.000 --> 00:02:55.000]  神的燈在神和華
[00:02:55.000 --> 00:02:57.400]  殿內若跪那裡
[00:02:57.400 --> 00:02:59.400]  還沒有熄滅
[00:02:59.400 --> 00:03:03.000]  撒慕爾已經睡了
[00:03:03.000 --> 00:03:06.400]  這一段短短的三節
[00:03:06.400 --> 00:03:11.400]  其實就描述了當時的時代到底是怎樣
[00:03:11.400 --> 00:03:17.400]  你會發現當時有一個字眼去形容撒慕爾
[00:03:17.400 --> 00:03:20.000]  撒慕爾是一位童子
[00:03:20.000 --> 00:03:25.600]  這位童子在伊利面前侍奉耶和華
[00:03:25.600 --> 00:03:28.600]  你就會畫出一幅圖畫
[00:03:28.600 --> 00:03:32.000]  就是伊利,當時會幕的主理人
[00:03:32.000 --> 00:03:34.200]  然後童子撒慕爾
[00:03:34.200 --> 00:03:36.600]  好像一個學徒一樣
[00:03:36.600 --> 00:03:39.000]  去侍奉耶和華
[00:03:39.000 --> 00:03:40.600]  當那些日子
[00:03:40.600 --> 00:03:44.000]  有一個這樣的描述有所記載
[00:03:44.000 --> 00:03:48.000]  就是耶和華的言語稀少
[00:03:48.000 --> 00:03:50.000]  不常有物事
[00:03:50.000 --> 00:03:52.000]  單單看這一句
[00:03:52.000 --> 00:03:57.600]  我們以為上帝不太願意揭示自己
[00:03:57.600 --> 00:04:01.600]  當時耶和華的言語實在稀少
[00:04:01.600 --> 00:04:06.200]  耶和華不跟人說任何話
[00:04:06.200 --> 00:04:14.400]  所以耶和華的言語好像不太在那個年代聽到任何說話
[00:04:14.400 --> 00:04:19.000]  但是我們會發現稀少這個描述
[00:04:19.000 --> 00:04:25.200]  某程度上都是對人對上帝的說話的一份學務
[00:04:25.200 --> 00:04:26.600]  例如那個例子
[00:04:26.600 --> 00:04:30.600]  比描述杯子所載著的水少
[00:04:30.600 --> 00:04:34.200]  又或者為何我的錢那麼少
[00:04:34.200 --> 00:04:38.200]  又或者我所住的房子面積那麼少
[00:04:38.200 --> 00:04:40.400]  其實你說這些說話
[00:04:40.400 --> 00:04:45.000]  在某程度上背後是反映你期望多一點
[00:04:45.000 --> 00:04:47.400]  你期望那杯水多一點
[00:04:47.400 --> 00:04:49.600]  你期望你的錢多一點
[00:04:49.600 --> 00:04:56.000]  又或者你期望你所住的房子面積多一點
[00:04:56.000 --> 00:05:00.400]  所以我們說耶和華的言語稀少
[00:05:00.400 --> 00:05:05.800]  有可能是反映人很想聽多一點上帝的說話
[00:05:05.800 --> 00:05:09.000]  很想聽多一點上帝究竟有什麼跟我說
[00:05:09.000 --> 00:05:12.400]  有什麼上帝的啟示之類
[00:05:12.400 --> 00:05:15.000]  在這裡所謂不常有物事
[00:05:15.000 --> 00:05:18.000]  真的有兩個可能性
[00:05:18.000 --> 00:05:23.000]  第一個可能性當然就是上帝不說話
[00:05:23.000 --> 00:05:25.000]  這就是不常有物事
[00:05:25.000 --> 00:05:27.000]  令人很驚慌
[00:05:27.000 --> 00:05:29.800]  他很渴望上帝說話
