
[00:00:00.000 --> 00:00:23.000]  (開機中)
[00:00:23.000 --> 00:00:26.000]  喂,Testing,1,2,3,4,Mic
[00:00:26.000 --> 00:00:29.000]  Testing
[00:00:29.000 --> 00:00:33.000]  各位大英姐妹,早安
[00:00:33.000 --> 00:00:39.000]  歡迎大家來到迅培部的主要學課程
[00:00:39.000 --> 00:00:41.000]  約翰福音時光機
[00:00:41.000 --> 00:00:44.000]  我是友愛堂的傳道同工,我是蔡君樂
[00:00:44.000 --> 00:00:52.000]  很開心可以在這個頻道和平台和大家分享約翰福音
[00:00:53.000 --> 00:01:01.000]  開始之前,我先說說我對約翰福音的看法
[00:01:01.000 --> 00:01:13.000]  當我還在大學成長時,約翰福音是幫助我成長的一本福音書
[00:01:13.000 --> 00:01:20.000]  我記得在大學時,看孫寶玲牧師寫的《御道》去靈修
[00:01:21.000 --> 00:01:24.000]  約翰福音給我很大的幫助和提醒
[00:01:24.000 --> 00:01:33.000]  話說這一兩年,我在自己的課會上也一直去查考約翰福音
[00:01:33.000 --> 00:01:38.000]  發覺這本書帶給我有很多看法
[00:01:38.000 --> 00:01:46.000]  很高興可以在四堂主要學的時間和大家分享約翰福音
[00:01:47.000 --> 00:01:54.000]  這次課程主要有兩個目標
[00:01:54.000 --> 00:02:01.000]  第一個是掌握一下約翰福音的作者約翰
[00:02:01.000 --> 00:02:05.000]  他寫的時候面對的文化
[00:02:05.000 --> 00:02:09.000]  這個課程叫時光機
[00:02:10.000 --> 00:02:17.000]  時光機是用來回到約翰的寫作年代
[00:02:17.000 --> 00:02:22.000]  回到耶穌出生時期去看約翰福音
[00:02:22.000 --> 00:02:26.000]  那時是風起雲湧的年代
[00:02:26.000 --> 00:02:33.000]  耶路撒冷是宗教、政治、經濟的重心地
[00:02:34.000 --> 00:02:40.000]  我們會回到那個世界去研究約翰的寫作
[00:02:40.000 --> 00:02:47.000]  但時光機不單止停留在約翰的寫作年代
[00:02:47.000 --> 00:02:51.000]  因為在約翰寫福音書之前
[00:02:51.000 --> 00:02:55.000]  那時候面對很多事情
[00:02:56.000 --> 00:03:00.000]  包括一些文化遺產,特別是猶太文化
[00:03:00.000 --> 00:03:05.000]  以及約翰在寫福音書時帶著很多眼光
[00:03:05.000 --> 00:03:10.000]  所以在這個課程中我們會著重猶太文化
[00:03:10.000 --> 00:03:13.000]  我們會回到一些舊約的背景
[00:03:13.000 --> 00:03:16.000]  約翰的寫作不是憑空想出來的
[00:03:16.000 --> 00:03:22.000]  而是有歷史感,是非常濃厚的猶太背景
[00:03:23.000 --> 00:03:29.000]  由創世記、五經、秘魯等兩者之間的神學
[00:03:29.000 --> 00:03:33.000]  約翰是帶著這些神學去寫約翰福音
[00:03:33.000 --> 00:03:38.000]  這是第一件事,我們會去看
[00:03:38.000 --> 00:03:45.000]  第二件事是我們會怎樣去看約翰福音呢?
[00:03:45.000 --> 00:03:51.000]  這四堂課我們沒有時間逐章逐節去看約翰福音
[00:03:52.000 --> 00:03:55.000]  我們不會有時間逐章逐節去處理
[00:03:55.000 --> 00:03:59.000]  我們會用一個宏觀的方法去處理
[00:03:59.000 --> 00:04:04.000]  我們會探討約翰福音特定的主題、文化標記
[00:04:04.000 --> 00:04:12.000]  例如是我們會說的聖殿、記號、節日
[00:04:12.000 --> 00:04:19.000]  希望透過這些主題去串連約翰福音整卷書的訊息
[00:04:20.000 --> 00:04:26.000]  例如聖殿的神學如何在約翰福音不同的章節中呈現出來
[00:04:26.000 --> 00:04:31.000]  我們會用這個方法主題式去看整本約翰福音
[00:04:31.000 --> 00:04:35.000]  並且我們能夠通過探索不同的主題
[00:04:35.000 --> 00:04:40.000]  慢慢欣賞到作者寫福音書的思路
[00:04:40.000 --> 00:04:48.000]  他如何在那個世代很努力地述說耶穌基督是萬人的主
[00:04:49.000 --> 00:04:55.000]  這兩個就是我們在課程中會探討的目標
[00:04:55.000 --> 00:05:03.000]  這次是我第二次在順培部頻道去說主約翰
[00:05:03.000 --> 00:05:11.000]  上一次我和大家分享了新約透視鏡五堂主約翰
[00:05:11.000 --> 00:05:13.000]  有少許重溫
[00:05:13.000 --> 00:05:18.000]  當我們說要搭一個時光機回到約翰的寫作年代
[00:05:18.000 --> 00:05:24.000]  我們需要透視鏡去理解福音書的寫作
[00:05:24.000 --> 00:05:32.000]  上一次的課程我們討論到有兩副透視鏡
[00:05:32.000 --> 00:05:36.000]  我們讀新約聖經的時候是必須要看得清
[00:05:36.000 --> 00:05:40.000]  帶著這兩副透視鏡去看新約聖經
[00:05:40.000 --> 00:05:44.000]  第一副透視鏡就是希羅文化
[00:05:45.000 --> 00:05:52.000]  因為新約作者和讀者生活在羅馬統治的文化中
[00:05:52.000 --> 00:05:59.000]  整個羅馬文化也受到希臘文化的影響
[00:05:59.000 --> 00:06:06.000]  希羅文化成為了我們讀新約聖經時必須要有的思維
[00:06:06.000 --> 00:06:11.000]  因為希羅文化深深植入當時每個人的思維中
[00:06:11.000 --> 00:06:13.000]  這些文化是甚麼呢?
[00:06:14.000 --> 00:06:16.000]  我今天會和大家分享兩種文化
[00:06:16.000 --> 00:06:21.000]  包括榮辱文化和恩庇侍從文化
[00:06:21.000 --> 00:06:26.000]  這些文化所說的是原來新約我們很熟悉的字
[00:06:26.000 --> 00:06:31.000]  包括榮耀、羞恥、恩典
[00:06:31.000 --> 00:06:35.000]  這些字原來不是新約作者獨創的
[00:06:35.000 --> 00:06:40.000]  而是在文化中已經是一個潮語
[00:06:41.000 --> 00:06:44.000]  當人們說榮耀的時候
[00:06:44.000 --> 00:06:50.000]  例如說羞辱是人定位自己在權力分佈的詞語
[00:06:50.000 --> 00:06:55.000]  我們讀新約聖經時需要了解希羅文化
[00:06:55.000 --> 00:07:00.000]  大上堂同時也說了另一個文化
[00:07:00.000 --> 00:07:02.000]  就是猶太文化
[00:07:02.000 --> 00:07:07.000]  新約聖經的作者深深受到猶太文化影響
[00:07:08.000 --> 00:07:12.000]  耶穌也是猶太人,舊恩是猶太人而來而出
[00:07:12.000 --> 00:07:14.000]  這也是約翰所說的
[00:07:14.000 --> 00:07:21.000]  雖然猶太人在羅馬時代是寄人籬下的
[00:07:21.000 --> 00:07:24.000]  但猶太文化對他們來說是有深遠的影響
[00:07:24.000 --> 00:07:29.000]  由五經一直發展到秘魯到兩夜之間
[00:07:29.000 --> 00:07:35.000]  猶太文化一直深深影響他們如何看待信仰
[00:07:36.000 --> 00:07:43.000]  上一堂我們說了猶太人很著重昔日和神立的約
[00:07:43.000 --> 00:07:47.000]  包括阿伯拉罕之約、摩西之約、大衛之約
[00:07:47.000 --> 00:07:54.000]  這些約定本身有記號讓他們持守這些約
[00:07:54.000 --> 00:07:58.000]  包括猶太人很著重後代
[00:07:59.000 --> 00:08:07.000]  例如國禮、地圖、律例、典章、聖殿
[00:08:07.000 --> 00:08:13.000]  這些都是猶太人對伊斯蘭文人來說的身份標記
[00:08:13.000 --> 00:08:18.000]  這些標記就像結婚時的信物
[00:08:18.000 --> 00:08:23.000]  當你和一個人建立婚姻
[00:08:24.000 --> 00:08:29.000]  關係上會有一個戒指作為信物
[00:08:29.000 --> 00:08:36.000]  這個信物其實就是表達了對神的約或另一半的約
[00:08:36.000 --> 00:08:38.000]  猶太人也是這樣
[00:08:38.000 --> 00:08:44.000]  以至一些律法、聖殿、國禮、守的節日
[00:08:44.000 --> 00:08:51.000]  其實都是猶太人和神立的約的記號
[00:08:52.000 --> 00:08:56.000]  這個對我們理解新約、聖經的背景很重要
[00:08:56.000 --> 00:09:00.000]  上一課程也說了兩件事
[00:09:00.000 --> 00:09:07.000]  昔日猶太人和以色列人和神最光輝的兩件事
[00:09:07.000 --> 00:09:13.000]  可以說是出埃及的當神拯救以色列人出埃及的事
[00:09:14.000 --> 00:09:20.000]  當神對阿伯拉罕說會成為大國
[00:09:20.000 --> 00:09:23.000]  大為他立了以色列國
[00:09:23.000 --> 00:09:30.000]  這兩件事可以說是神和以色列人的高峰點
