
[00:00:00.000 --> 00:00:02.000]  多謝
[00:00:02.000 --> 00:00:14.000]  大兄姊妹晚安
[00:00:14.000 --> 00:00:17.000]  歡迎大家來到第一課
[00:00:17.000 --> 00:00:19.000]  避難比書稟讀
[00:00:19.000 --> 00:00:21.000]  整個課程的主題是
[00:00:21.000 --> 00:00:23.000]  夾縫中的照明
[00:00:23.000 --> 00:00:27.000]  夾縫這個字如果有在其他地方聽過講道的
[00:00:27.000 --> 00:00:31.000]  頂姐妹都會有些印象
[00:00:31.000 --> 00:00:36.000]  我經常會用這個字在這些時候去形容我們的處境
[00:00:36.000 --> 00:00:40.000]  但是有時我們很容易會以為
[00:00:40.000 --> 00:00:44.000]  我們現在所面對的困難
[00:00:44.000 --> 00:00:50.000]  特別是香港現在我們每日都可能有很多新鮮的新聞
[00:00:50.000 --> 00:00:54.000]  會令到我們有些透不過氣來的感覺
[00:00:54.000 --> 00:00:57.000]  我們有時都會以為我們很獨特
[00:00:57.000 --> 00:01:02.000]  我們面對一個好像突如其來的處境
[00:01:02.000 --> 00:01:08.000]  但是事實上如果我們能夠細心一點去進入聖經的世界
[00:01:08.000 --> 00:01:12.000]  我們應該不會覺得太過愕然
[00:01:12.000 --> 00:01:14.000]  也不會太過突然
[00:01:14.000 --> 00:01:17.000]  原來耶穌來到的時代
[00:01:17.000 --> 00:01:19.000]  新約的時代
[00:01:19.000 --> 00:01:22.000]  處於一個羅馬的世界的狀況
[00:01:22.000 --> 00:01:26.000]  其實基督教的起始的狀況
[00:01:26.000 --> 00:01:31.000]  基本上我們都同樣可以用所謂夾縫去形容
[00:01:31.000 --> 00:01:34.000]  這個處境
[00:01:34.000 --> 00:01:36.000]  如果這樣看的時候
[00:01:36.000 --> 00:01:41.000]  其實聖經是帶著很多我們原本可能不發覺的勉勵
[00:01:41.000 --> 00:01:45.000]  激勵和有很多不同的教導
[00:01:45.000 --> 00:01:48.000]  幫助我們去怎樣面對
[00:01:48.000 --> 00:01:52.000]  我們今天感覺上好像很黑暗
[00:01:52.000 --> 00:01:54.000]  很壓迫的時代
[00:01:54.000 --> 00:01:57.000]  夾縫就是一個希望這四堂之後
[00:01:57.000 --> 00:02:03.000]  大家會更加有一個亮光去理解我們現在的處境
[00:02:03.000 --> 00:02:06.000]  夾縫既好像很狹窄
[00:02:06.000 --> 00:02:08.000]  令到我們好像活得很辛苦
[00:02:08.000 --> 00:02:10.000]  但同時間不要忘記
[00:02:10.000 --> 00:02:15.000]  夾縫就是有它的一個空間在這裡
[00:02:15.000 --> 00:02:18.000]  這個空間可能也是我們每一個信徒
[00:02:18.000 --> 00:02:22.000]  我們需要去尋找的照明所在
[00:02:22.000 --> 00:02:25.000]  我相信對很多頂子媒來說
[00:02:25.000 --> 00:02:27.000]  也不是陌生的
[00:02:27.000 --> 00:02:31.000]  因為肥立比書對很多華人的信徒來說
[00:02:31.000 --> 00:02:34.000]  基本上是很受歡迎的書卷
[00:02:34.000 --> 00:02:37.000]  因為裡面最大的特徵就是
[00:02:37.000 --> 00:02:41.000]  充滿了關鍵字其中一個
[00:02:41.000 --> 00:02:42.000]  就是喜樂
[00:02:42.000 --> 00:02:44.000]  也有很多的金句
[00:02:44.000 --> 00:02:46.000]  在肥立比書的金句
[00:02:46.000 --> 00:02:49.000]  我想就算不是基督徒也會懂得背
[00:02:49.000 --> 00:02:52.000]  特別是考試放榜之後
[00:02:52.000 --> 00:02:54.000]  大家都會用的
[00:02:54.000 --> 00:02:57.000]  包括忘記背後,努力面前
[00:02:57.000 --> 00:03:03.000]  有時候我們在不同的處境裡
[00:03:03.000 --> 00:03:06.000]  我們也會不要忘記耶穌的榜樣
[00:03:06.000 --> 00:03:08.000]  他取本有神的形象
[00:03:08.000 --> 00:03:13.000]  卻不以上帝為同等反倒虛偈取了奴僕的形象
[00:03:13.000 --> 00:03:16.000]  所以我想我們在基督徒的生命裡
[00:03:16.000 --> 00:03:20.000]  是充滿了這些金句在我們裡面
[00:03:20.000 --> 00:03:25.000]  但是肥立比書如何能夠整全地去認識
[00:03:25.000 --> 00:03:30.000]  而不停留在單單讀一句的金句去理解呢?
[00:03:30.000 --> 00:03:34.000]  這個我盼望在這四堂裡面
[00:03:34.000 --> 00:03:36.000]  能夠和大家一起去思考
[00:03:36.000 --> 00:03:38.000]  四堂之後可能你對這些金句
[00:03:38.000 --> 00:03:41.000]  我亦盼望你對這些金句有一個新的亮光
[00:03:41.000 --> 00:03:44.000]  這些亮光不是代表我們原本所思考的是錯
[00:03:44.000 --> 00:03:48.000]  而是你會有更深入並且更豐富的理解
[00:03:48.000 --> 00:03:52.000]  這個也是很多時候弟兄姊妹會誤解的
[00:03:52.000 --> 00:04:00.000]  如果我們探討一些比較深層和神學的角度
[00:04:00.000 --> 00:04:05.000]  會不會代表我們原本的信念有錯謬呢?
[00:04:05.000 --> 00:04:10.000]  我見到大部分其實當我們肯用心去追尋聖經
[00:04:10.000 --> 00:04:15.000]  你會發現你得到的是更豐富的信息
[00:04:15.000 --> 00:04:19.000]  而不是有時候我們以為是對錯的分野
[00:04:19.000 --> 00:04:21.000]  盼望今天我們第一堂
[00:04:21.000 --> 00:04:25.000]  以在帝國虛假價值中作辨別的照明
[00:04:25.000 --> 00:04:29.000]  成為我們第一課的思考
[00:04:29.000 --> 00:04:33.000]  在這裡有三件事要先介紹
[00:04:33.000 --> 00:04:35.000]  在正式開始之前
[00:04:35.000 --> 00:04:41.000]  如果你有朋友今晚不看
[00:04:41.000 --> 00:04:45.000]  請留意我們課程的YouTube只會放一個星期
[00:04:45.000 --> 00:04:47.000]  下星期一就會下架
[00:04:47.000 --> 00:04:52.000]  筆記應該在大家的YouTube下方
[00:04:52.000 --> 00:04:54.000]  不知在哪裏
[00:04:54.000 --> 00:04:56.000]  大家可以下載
[00:04:56.000 --> 00:04:57.000]  大家會看到連結
[00:04:57.000 --> 00:05:03.000]  第三就是買書的課程的書本連結
[00:05:03.000 --> 00:05:05.000]  也會放在描述欄
[00:05:05.000 --> 00:05:10.000]  當我接到邀請的時候
[00:05:10.000 --> 00:05:12.000]  特別寫了一本小書
[00:05:12.000 --> 00:05:14.000]  為德衛文化籌款
[00:05:14.000 --> 00:05:19.000]  所買的錢都會歸德衛文化
[00:05:19.000 --> 00:05:20.000]  支持他出版業
[00:05:20.000 --> 00:05:23.000]  小弟不會有任何版稅
[00:05:23.000 --> 00:05:27.000]  作為支持機構的一種行動
[00:05:27.000 --> 00:05:29.000]  希望大家可以鼎力支持
[00:05:29.000 --> 00:05:31.000]  我們開始今晚的課程
[00:05:31.000 --> 00:05:36.000]  今天會有幾個希望我們完成的主題
[00:05:36.000 --> 00:05:38.000]  第一個就是
[00:05:38.000 --> 00:05:41.000]  我相信我們都要略略說一說
[00:05:41.000 --> 00:05:46.000]  雖然不會有很多時間去介紹一些方法學的問題
[00:05:46.000 --> 00:05:50.000]  不過當我去解釋聖經的時候
[00:05:50.000 --> 00:05:52.000]  為何要帶入不同歷史的場景
[00:05:52.000 --> 00:05:56.000]  為何要介紹一些關於羅馬世界的事
[00:05:56.000 --> 00:06:00.000]  如何與聖經的話語連上關係
[00:06:00.000 --> 00:06:02.000]  背後其實有一個方法學
[00:06:02.000 --> 00:06:05.000]  這個方法學我希望用一個比較簡單
[00:06:05.000 --> 00:06:07.000]  但亦能夠簡潔的
[00:06:07.000 --> 00:06:11.000]  讓弟兄姊妹能夠像一個視窗一樣
