
[00:00:00.000 --> 00:00:02.000]  (字幕製作)
[00:00:02.000 --> 00:00:19.160]  好,頂姐妹晚安
[00:00:19.160 --> 00:00:21.160]  那麼
[00:00:21.160 --> 00:00:23.160]  我想很多頂姐妹
[00:00:23.160 --> 00:00:25.160]  今天
[00:00:25.160 --> 00:00:27.160]  過去
[00:00:27.160 --> 00:00:29.160]  這個星期可能
[00:00:29.160 --> 00:00:31.160]  我的心情都一樣
[00:00:31.160 --> 00:00:33.160]  我想
[00:00:33.160 --> 00:00:35.160]  也有不少的頂姐妹
[00:00:35.160 --> 00:00:37.160]  給我訊息
[00:00:37.160 --> 00:00:39.160]  過去這幾堂
[00:00:39.160 --> 00:00:41.160]  肥立比書
[00:00:41.160 --> 00:00:43.160]  可能對她當下的一個
[00:00:43.160 --> 00:00:45.160]  狀況
[00:00:45.160 --> 00:00:47.160]  都有一定的幫助
[00:00:47.160 --> 00:00:49.160]  這個是很真實的
[00:00:49.160 --> 00:00:51.160]  因為我想
[00:00:51.160 --> 00:00:53.160]  你和我都一樣
[00:00:53.160 --> 00:00:55.160]  在一個
[00:00:57.160 --> 00:00:59.160]  每一天都很新鮮
[00:00:59.160 --> 00:01:01.160]  也每一天都有新的
[00:01:01.160 --> 00:01:03.160]  事情發生的時候
[00:01:03.160 --> 00:01:05.160]  其實
[00:01:05.160 --> 00:01:07.160]  我們都必然會問究竟在信仰上
[00:01:07.160 --> 00:01:09.160]  能夠怎樣活出
[00:01:09.160 --> 00:01:11.160]  這份喜樂呢
[00:01:11.160 --> 00:01:13.160]  也是一個很大的
[00:01:13.160 --> 00:01:15.160]  問題,我想對很多的信徒
[00:01:15.160 --> 00:01:17.160]  來說都是一樣
[00:01:17.160 --> 00:01:19.160]  究竟這個信仰
[00:01:19.160 --> 00:01:21.160]  是不是提供一個
[00:01:21.160 --> 00:01:23.160]  很真實,也讓我們在這個
[00:01:23.160 --> 00:01:25.160]  這麼困難的時代
[00:01:25.160 --> 00:01:27.160]  我們有一個
[00:01:27.160 --> 00:01:31.160]  很具體的信仰力量的來源
[00:01:31.160 --> 00:01:35.160]  再說喜樂又有什麼意義呢
[00:01:35.160 --> 00:01:37.160]  這種喜樂怎樣理解呢
[00:01:37.160 --> 00:01:39.160]  這種喜樂究竟是
[00:01:39.160 --> 00:01:41.160]  身邊的人
[00:01:41.160 --> 00:01:43.160]  受苦於不顧
[00:01:43.160 --> 00:01:45.160]  還是我們能夠
[00:01:45.160 --> 00:01:47.160]  很真實地
[00:01:47.160 --> 00:01:49.160]  去回應
[00:01:49.160 --> 00:01:51.160]  當下呢
[00:01:51.160 --> 00:01:53.160]  這個是我深信
[00:01:53.160 --> 00:01:55.160]  保羅
[00:01:55.160 --> 00:01:57.160]  正在在囚的
[00:01:57.160 --> 00:01:59.160]  角色正好給我們
[00:01:59.160 --> 00:02:01.160]  一個很大的
[00:02:01.160 --> 00:02:03.160]  勉勵,這個勉勵
[00:02:03.160 --> 00:02:05.160]  不是離開了這個世界
[00:02:05.160 --> 00:02:07.160]  的困難,也是很真實地
[00:02:07.160 --> 00:02:09.160]  是我們今天會
[00:02:09.160 --> 00:02:11.160]  面對得到的
[00:02:11.160 --> 00:02:13.160]  所以我今天
[00:02:13.160 --> 00:02:15.160]  大概也會進入一個
[00:02:15.160 --> 00:02:17.160]  相當重要的課題
[00:02:17.160 --> 00:02:19.160]  去到
[00:02:19.160 --> 00:02:21.160]  避諾比書的文本
[00:02:21.160 --> 00:02:23.160]  的中段的時候
[00:02:23.160 --> 00:02:25.160]  保羅繼續去展示
[00:02:25.160 --> 00:02:27.160]  也在提醒
[00:02:27.160 --> 00:02:29.160]  這個客棚的照明,一些很具體的
[00:02:29.160 --> 00:02:31.160]  教導,我盼望
[00:02:31.160 --> 00:02:33.160]  在
[00:02:33.160 --> 00:02:35.160]  旁邊的
[00:02:35.160 --> 00:02:37.160]  弟兄姊妹也有
[00:02:37.160 --> 00:02:39.160]  機會去看到首兩堂
[00:02:39.160 --> 00:02:41.160]  也有很多密日,弟兄姊妹
[00:02:41.160 --> 00:02:43.160]  問怎樣可以看回,我遲些可能也會
[00:02:43.160 --> 00:02:45.160]  和教會去聯絡,有機會
[00:02:45.160 --> 00:02:47.160]  放回在我自己的YouTube
[00:02:47.160 --> 00:02:49.160]  Channel裏面,可能四堂一次過
[00:02:49.160 --> 00:02:51.160]  給弟兄姊妹參考
[00:02:51.160 --> 00:02:53.160]  看看這個訊息怎樣幫助
[00:02:53.160 --> 00:02:55.160]  大家,我遲些會
[00:02:55.160 --> 00:02:57.160]  給一些方法,或者你可以上
[00:02:57.160 --> 00:02:59.160]  我的Facebook也可以
[00:02:59.160 --> 00:03:01.160]  找到那些連結
[00:03:01.160 --> 00:03:03.160]  今天
[00:03:03.160 --> 00:03:05.160]  先會和大家做一點回顧
[00:03:05.160 --> 00:03:07.160]  因為也複雜,因為我們有說了
[00:03:07.160 --> 00:03:09.160]  很多,第一堂裏提及了
[00:03:09.160 --> 00:03:11.160]  一些釋經的方法,因為
[00:03:11.160 --> 00:03:13.160]  我們要知道,去
[00:03:13.160 --> 00:03:15.160]  解釋聖經,雖然我們
[00:03:15.160 --> 00:03:17.160]  當下的情況是相當
[00:03:17.160 --> 00:03:19.160]  困難,也很需要
[00:03:19.160 --> 00:03:21.160]  去回應,但是
[00:03:21.160 --> 00:03:23.160]  我們要避免將我們現在的
[00:03:23.160 --> 00:03:25.160]  處境,我們現在的價值觀
[00:03:25.160 --> 00:03:27.160]  是讀入了聖經裏面
[00:03:27.160 --> 00:03:29.160]  但同時間我們也深信
[00:03:29.160 --> 00:03:31.160]  聖經對當下的處境
[00:03:31.160 --> 00:03:33.160]  是有訊息和
[00:03:33.160 --> 00:03:35.160]  有話要說的,但是
[00:03:35.160 --> 00:03:37.160]  這種的平衡,我們就需要利用
[00:03:37.160 --> 00:03:39.160]  一種釋經的方法,也是在我第一堂
[00:03:39.160 --> 00:03:41.160]  裏面介紹的一個社會修持學的
[00:03:41.160 --> 00:03:43.160]  方法,提醒弟兄姊妹
[00:03:43.160 --> 00:03:45.160]  我們要帶進不同的層次
[00:03:45.160 --> 00:03:47.160]  的資訊資料
[00:03:47.160 --> 00:03:49.160]  去進入聖經裏面
[00:03:49.160 --> 00:03:51.160]  這些資料
[00:03:51.160 --> 00:03:53.160]  不同的層次
[00:03:53.160 --> 00:03:55.160]  是由文本開始的,不可以脫離
[00:03:55.160 --> 00:03:57.160]  文本的作者
[00:03:57.160 --> 00:03:59.160]  提及到,或者你可以說聖靈
[00:03:59.160 --> 00:04:01.160]  感動作者,去和我們說
[00:04:01.160 --> 00:04:03.160]  話的文字開始,以致
[00:04:03.160 --> 00:04:05.160]  進入到社會的
[00:04:05.160 --> 00:04:07.160]  文化層,或者我們有時會
[00:04:07.160 --> 00:04:09.160]  提及到一些所謂文本的護色層
[00:04:09.160 --> 00:04:11.160]  這些層次是幫我們
[00:04:11.160 --> 00:04:13.160]  去讀通,也讀到
[00:04:13.160 --> 00:04:15.160]  更深入文本的意義
[00:04:15.160 --> 00:04:17.160]  第二,我們也在頭兩堂
[00:04:17.160 --> 00:04:19.160]  裏面提及到
[00:04:19.160 --> 00:04:21.160]  保羅在一開始的時候
[00:04:21.160 --> 00:04:23.160]  勉勵我們的愛心
[00:04:23.160 --> 00:04:25.160]  要在知識和見識上
[00:04:25.160 --> 00:04:27.160]  多而有多,以致我們能夠辨別
[00:04:27.160 --> 00:04:29.160]  是非,這是在第一堂開始
[00:04:29.160 --> 00:04:31.160]  上一堂我們也提及到
[00:04:31.160 --> 00:04:33.160]  其實在價值層面
[00:04:33.160 --> 00:04:35.160]  裏面,羅馬的帝國
[00:04:35.160 --> 00:04:37.160]  和似乎
[00:04:37.160 --> 00:04:39.160]  保羅所述說的
[00:04:39.160 --> 00:04:41.160]  或者我們一直相信的
[00:04:41.160 --> 00:04:43.160]  基督教,天國的
[00:04:43.160 --> 00:04:45.160]  世界,必然
[00:04:45.160 --> 00:04:47.160]  有所衝突,或者我們形容為
[00:04:47.160 --> 00:04:49.160]  我們活在一個峽防當中
[00:04:49.160 --> 00:04:51.160]  今天會進一步補充
[00:04:51.160 --> 00:04:53.160]  神學的觀點,如何去看待
[00:04:53.160 --> 00:04:55.160]  這種峽防
[00:04:55.160 --> 00:04:57.160]  上一堂很重要的就是提及到
[00:04:57.160 --> 00:04:59.160]  保羅
[00:04:59.160 --> 00:05:01.160]  開始展示他自己
[00:05:01.160 --> 00:05:03.160]  作為一個榜樣,耶穌基督
[00:05:03.160 --> 00:05:05.160]  作為一個榜樣,如何在一個
[00:05:05.160 --> 00:05:07.160]  峽防當中,去取了奴僕的形象
[00:05:07.160 --> 00:05:09.160]  這種奴僕的形象
[00:05:09.160 --> 00:05:11.160]  的意義在哪裏呢?
[00:05:11.160 --> 00:05:13.160]  上一堂也重點提及到
[00:05:13.160 --> 00:05:15.160]  這種
[00:05:15.160 --> 00:05:17.160]  峽防的奴僕的形象
[00:05:17.160 --> 00:05:19.160]  不是叫我們去
[00:05:19.160 --> 00:05:21.160]  信服於一些權勢,成為
[00:05:21.160 --> 00:05:23.160]  他的奴隸,而是耶穌
[00:05:23.160 --> 00:05:25.160]  基督就示範了,或者
[00:05:25.160 --> 00:05:27.160]  保羅在他所謂的兩難
[00:05:27.160 --> 00:05:29.160]  之間,他原本
[00:05:29.160 --> 00:05:31.160]  他很清楚地說
[00:05:31.160 --> 00:05:33.160]  我回去基督
[00:05:33.160 --> 00:05:35.160]  不是更好嗎?
[00:05:35.160 --> 00:05:37.160]  這個很真實,很容易明白的
[00:05:37.160 --> 00:05:39.160]  特別在這個星期裏,這種
[00:05:39.160 --> 00:05:41.160]  所謂在囚的
[00:05:41.160 --> 00:05:43.160]  我寧願回去天父,不是更好嗎?
[00:05:43.160 --> 00:05:45.160]  是真實的,再想想
[00:05:45.160 --> 00:05:47.160]  多遠一點
[00:05:47.160 --> 00:05:49.160]  在奴役當中
[00:05:49.160 --> 00:05:51.160]  很多的朋友
[00:05:51.160 --> 00:05:53.160]  他過去展示的生命的
[00:05:53.160 --> 00:05:55.160]  榜樣,事實上是正人君子
[00:05:55.160 --> 00:05:57.160]  是飽讀詩書,甚至
[00:05:57.160 --> 00:05:59.160]  是服務社會的一群
[00:05:59.160 --> 00:06:01.160]  為甚麼他要走上這條路呢?
[00:06:01.160 --> 00:06:03.160]  很多他也不是不知道
[00:06:03.160 --> 00:06:05.160]  他可能要承受的後果,不過
[00:06:05.160 --> 00:06:07.160]  就像保羅一樣,他取了奴僕的形象
[00:06:07.160 --> 00:06:09.160]  他為了服侍
[00:06:09.160 --> 00:06:11.160]  他選擇服侍的群體
[00:06:11.160 --> 00:06:13.160]  以至到他今天要面臨的困難
[00:06:13.160 --> 00:06:15.160]  和當日保羅是一模一樣的
[00:06:15.160 --> 00:06:17.160]  一個狀況,就是在兩難
[00:06:17.160 --> 00:06:19.160]  之間,他取了
[00:06:19.160 --> 00:06:21.160]  保羅說,我以你們肉身的
[00:06:21.160 --> 00:06:23.160]  原因,我更是要緊
[00:06:23.160 --> 00:06:25.160]  所以他選擇了
[00:06:25.160 --> 00:06:27.160]  去體察的是這群淪舍的
[00:06:27.160 --> 00:06:29.160]  需要,就和耶穌基督的
[00:06:29.160 --> 00:06:31.160]  榜樣,或者保羅筆下的
[00:06:31.160 --> 00:06:33.160]  耶穌的榜樣是一模一樣的,因為
[00:06:33.160 --> 00:06:35.160]  我們就是在學他,甚至保羅
[00:06:35.160 --> 00:06:37.160]  也想我們學耶穌一樣
[00:06:37.160 --> 00:06:39.160]  在這種兩難之間,我們
[00:06:39.160 --> 00:06:41.160]  怎樣去選擇呢?就是我們
[00:06:41.160 --> 00:06:43.160]  取了奴僕,奴僕就
[00:06:43.160 --> 00:06:45.160]  代表著我們的眼睛
[00:06:45.160 --> 00:06:47.160]  我們的焦點,就是放在
[00:06:47.160 --> 00:06:49.160]  淪舍,或者好像耶穌基督
[00:06:49.160 --> 00:06:51.160]  看到我們的需要
[00:06:51.160 --> 00:06:53.160]  他不單止看到
[00:06:53.160 --> 00:06:55.160]  世界的黑暗
[00:06:55.160 --> 00:06:57.160]  他更加看到這種黑暗創造出來
[00:06:57.160 --> 00:06:59.160]  世界生命的
[00:06:59.160 --> 00:07:01.160]  需要,我們都是
[00:07:01.160 --> 00:07:03.160]  被罪所傷的
[00:07:03.160 --> 00:07:05.160]  犯罪者,我們既會
[00:07:05.160 --> 00:07:07.160]  傷害人,我們也是被罪所傷
[00:07:07.160 --> 00:07:09.160]  所以上帝的來臨
[00:07:09.160 --> 00:07:11.160]  這個拯救,就不是一個
[00:07:11.160 --> 00:07:13.160]  很純粹浪漫的
[00:07:13.160 --> 00:07:15.160]  來到世界,是
[00:07:15.160 --> 00:07:17.160]  耶穌基督代我們
[00:07:17.160 --> 00:07:19.160]  受了這種罪,應該
[00:07:19.160 --> 00:07:21.160]  帶來的刑罰,而他
[00:07:21.160 --> 00:07:23.160]  代我們去受了
[00:07:23.160 --> 00:07:25.160]  而令到我們能夠脫離罪的
[00:07:25.160 --> 00:07:27.160]  綑綁,進入去
[00:07:27.160 --> 00:07:29.160]  能夠有一個自由,去像他
[00:07:29.160 --> 00:07:31.160]  一樣去能夠
[00:07:31.160 --> 00:07:33.160]  成為
[00:07:33.160 --> 00:07:35.160]  眾人的奴僕,成為
[00:07:35.160 --> 00:07:37.160]  這個世界受罪
[00:07:37.160 --> 00:07:39.160]  所傷的人的醫治者
[00:07:39.160 --> 00:07:41.160]  受罪所傷的人的幫助者
[00:07:41.160 --> 00:07:43.160]  這個破滅關係
[00:07:43.160 --> 00:07:45.160]  裏面的復和者,這個
[00:07:45.160 --> 00:07:47.160]  所謂奴僕的形象
[00:07:47.160 --> 00:07:49.160]  就是帶著這種使命,進入
[00:07:49.160 --> 00:07:51.160]  黑暗的世代,進入去
