
[00:00:00.000 --> 00:00:22.000]  ( 測試中 )
[00:00:23.000 --> 00:00:31.000]  大家好,歡迎來到日學第三課
[00:00:31.000 --> 00:00:41.000]  今次會繼續用主題式去看整卷的約翰福音
[00:00:41.000 --> 00:00:45.000]  今次會看水和靈的部分
[00:00:45.000 --> 00:00:49.000]  事不宜遲,我們開始吧
[00:00:52.000 --> 00:00:58.000]  我們先重溫上一課的主題
[00:00:58.000 --> 00:01:02.000]  上課主要是分享節旗
[00:01:02.000 --> 00:01:07.000]  對猶太人來說,節旗是一個重要的文化
[00:01:07.000 --> 00:01:14.000]  節旗是紀念猶太人和以色列民族
[00:01:14.000 --> 00:01:17.000]  一些重要的事件
[00:01:18.000 --> 00:01:22.000]  例如安息日,我們上課說過
[00:01:22.000 --> 00:01:25.000]  安息日是紀念神的創造
[00:01:25.000 --> 00:01:29.000]  在第七日,神做完一切的功就安息
[00:01:29.000 --> 00:01:32.000]  也紀念出埃及
[00:01:32.000 --> 00:01:35.000]  在出埃及記的時候
[00:01:35.000 --> 00:01:39.000]  神在十誡裡也要求神的子民守安息日
[00:01:39.000 --> 00:01:42.000]  為了紀念神的拯救
[00:01:43.000 --> 00:01:48.000]  讓所有人在那天打回原形
[00:01:48.000 --> 00:01:52.000]  知道自己是被神創造和拯救的人
[00:01:52.000 --> 00:01:55.000]  我們也說到逾越節
[00:01:55.000 --> 00:02:01.000]  逾越節是關乎出埃及的節日
[00:02:01.000 --> 00:02:07.000]  在上帝領以色列出埃及的時候
[00:02:07.000 --> 00:02:10.000]  是逾越節的起源
[00:02:11.000 --> 00:02:15.000]  逾越節是標誌著出埃及的事件
[00:02:15.000 --> 00:02:19.000]  當慶祝逾越節,我們紀念神的拯救
[00:02:19.000 --> 00:02:24.000]  不單是拯救,更是神在曠野裡的供應
[00:02:24.000 --> 00:02:29.000]  神在曠野裡的同在和救贖
[00:02:29.000 --> 00:02:34.000]  上課提到,日漢福音提到耶穌是神的羔羊
[00:02:34.000 --> 00:02:39.000]  整本書就是逾越節的羔羊
[00:02:40.000 --> 00:02:44.000]  在耶穌被釘死的那一刻
[00:02:44.000 --> 00:02:47.000]  祂成為了羔羊
[00:02:47.000 --> 00:02:51.000]  也是日漢所指明的榮耀的時候
[00:02:51.000 --> 00:02:55.000]  這個榮耀的時候打破了所有的界限
[00:02:55.000 --> 00:03:01.000]  或者是宗教條例會讓人與人之間有隔絕
[00:03:01.000 --> 00:03:04.000]  當耶穌為世人釘死的時候
[00:03:05.000 --> 00:03:08.000]  我們再回到日漢福音一章提到
[00:03:08.000 --> 00:03:12.000]  「凡接待他的,就是信他名的人」這個主題
[00:03:12.000 --> 00:03:16.000]  凡接受耶穌,耶穌就成全了那個節期
[00:03:16.000 --> 00:03:21.000]  祂就是為世人釘死的羔羊
[00:03:21.000 --> 00:03:25.000]  祂就是成全了節期的耶穌
[00:03:25.000 --> 00:03:28.000]  這個就是我們上課所說的
[00:03:28.000 --> 00:03:31.000]  今課我們會說什麼呢?
[00:03:32.000 --> 00:03:37.000]  我們會探討一個主題,這個主題是關於水
[00:03:37.000 --> 00:03:43.000]  我們發現日漢福音有很多提到水的部分
[00:03:43.000 --> 00:03:46.000]  這個powerpoint就說到
[00:03:46.000 --> 00:03:49.000]  日漢福音說水其實是
[00:03:49.000 --> 00:03:53.000]  整串集著全卷的福音書都有說水
[00:03:53.000 --> 00:03:58.000]  一開始由施洗日漢用水施洗
[00:03:59.000 --> 00:04:01.000]  然後由水變成神蹟
[00:04:01.000 --> 00:04:04.000]  三章尼哥底姆和耶穌說到
[00:04:04.000 --> 00:04:07.000]  從水和靈生的就不能進神的國
[00:04:07.000 --> 00:04:12.000]  四章就是撒瑪利亞人領受耶穌所賜的活水
[00:04:12.000 --> 00:04:19.000]  包括五章或九章上課有說的神蹟
[00:04:19.000 --> 00:04:23.000]  這些神蹟都是在池邊的神蹟,關水事
[00:04:23.000 --> 00:04:26.000]  耶穌行在水面上
[00:04:27.000 --> 00:04:31.000]  第十章我們會說到另一個節日,主彭節
[00:04:31.000 --> 00:04:35.000]  主彭節也是關於雨水的節日
[00:04:35.000 --> 00:04:40.000]  第十三章就是我們也說過
[00:04:40.000 --> 00:04:43.000]  日漢福音獨特的記載
[00:04:43.000 --> 00:04:46.000]  耶穌為門徒洗腳
[00:04:46.000 --> 00:04:49.000]  這是四卷福音書,日漢福音有提到
[00:04:49.000 --> 00:04:54.000]  這個也是關水事,洗腳的洗字
[00:04:55.000 --> 00:04:59.000]  最後,日漢罪事的高峰
[00:04:59.000 --> 00:05:02.000]  就是耶穌被釘死的一刻
[00:05:02.000 --> 00:05:10.000]  當冰釘刺穿耶穌的肋旁流出的不單是血,更是水
[00:05:10.000 --> 00:05:12.000]  為什麼流出水呢?
[00:05:12.000 --> 00:05:15.000]  這一定是一個symbolic meaning
[00:05:15.000 --> 00:05:22.000]  它有一個標記,當耶穌流出水是什麼意思呢?
[00:05:23.000 --> 00:05:25.000]  本堂我們主要要處理
[00:05:25.000 --> 00:05:30.000]  為什麼當士兵刺穿耶穌的時候,耶穌會流出水
[00:05:30.000 --> 00:05:37.000]  如果單從一節的經文,我們不能解釋水是什麼意思
[00:05:37.000 --> 00:05:41.000]  就等同我們看水面酒的神蹟一樣
[00:05:41.000 --> 00:05:44.000]  為什麼水面酒會放在第一個神蹟
[00:05:44.000 --> 00:05:49.000]  單從一個神蹟或一段經文是不能完全參透的意思
[00:05:50.000 --> 00:05:55.000]  但如果我們用一堂的時間,將所有經文試下串連
[00:05:55.000 --> 00:05:59.000]  用水這個主題串連,我們或許會找到答案
[00:05:59.000 --> 00:06:03.000]  為什麼耶穌被刺穿的一刻會流出水
[00:06:03.000 --> 00:06:07.000]  這就是本堂的目標,圍繞水
[00:06:07.000 --> 00:06:12.000]  這也是我自己非常有興趣的topic
[00:06:13.000 --> 00:06:21.000]  當我看了這本書的時候,就被這主題吸引了
[00:06:21.000 --> 00:06:28.000]  因為約翰的寫作是故意穿插不同水的經文在不同的章節
[00:06:28.000 --> 00:06:31.000]  我們就去看一看
[00:06:31.000 --> 00:06:36.000]  當我們看水的時候,我們回到課程的框架
[00:06:37.000 --> 00:06:43.000]  因為約翰福音是一個猶太文化很濃厚的一段福音書
[00:06:43.000 --> 00:06:50.000]  我們就想看看古近東文化,猶太文化,舊約,如何看水
[00:06:50.000 --> 00:06:56.000]  我們先有這個眼光,先進入約翰福音經文
[00:06:56.000 --> 00:07:00.000]  我們首先探討一下,在舊約如何看水
[00:07:00.000 --> 00:07:05.000]  其實舊約看水也是非常豐富
[00:07:06.000 --> 00:07:09.000]  我會形容古近東文化形容的水
[00:07:09.000 --> 00:07:15.000]  跟水能載舟亦能覆舟的想法很相似
[00:07:15.000 --> 00:07:21.000]  古近東文化形容水的其中一個特性是不能受控制
[00:07:21.000 --> 00:07:25.000]  是很多變的
[00:07:25.000 --> 00:07:29.000]  一方面,水是讓人可以生存
[00:07:29.000 --> 00:07:32.000]  萬物都養大水而生存
[00:07:33.000 --> 00:07:38.000]  我們養大地,飲水,植物都要多灌溉而生存
[00:07:38.000 --> 00:07:43.000]  這是水的第一個特性,我們養大它而生存
[00:07:43.000 --> 00:07:46.000]  但另一個問題是當水聚集在一起
[00:07:46.000 --> 00:07:50.000]  例如洪水、海,其實是洪水能毀滅世界
[00:07:50.000 --> 00:07:55.000]  甚至古近東文化將海視之為敵人
[00:07:55.000 --> 00:07:58.000]  所以綜合來說,水是不能受控的
[00:07:59.000 --> 00:08:01.000]  因為水一方面是為萬物滋潤大地
[00:08:01.000 --> 00:08:04.000]  另一方面也可以毀滅大地
[00:08:04.000 --> 00:08:09.000]  在創世記,我猜大家也聽過
[00:08:09.000 --> 00:08:13.000]  神掌控了水
[00:08:13.000 --> 00:08:16.000]  即是神的靈運行在水面上
[00:08:16.000 --> 00:08:23.000]  在神創世的事情記載的背景就是神的靈運行在水面上
[00:08:23.000 --> 00:08:28.000]  神就好像在水裏創造了大地
[00:08:28.000 --> 00:08:32.000]  但這也有舊約的背景
[00:08:32.000 --> 00:08:39.000]  神創造的敘事跟古近東文化很相似
[00:08:39.000 --> 00:08:42.000]  昔日也有一些古近東神明叫做麥克杜
[00:08:42.000 --> 00:08:47.000]  他戰勝了海怪,打了一場激烈的仗
[00:08:47.000 --> 00:08:50.000]  打到力竭聲嘶,終於戰勝了海怪
[00:08:50.000 --> 00:08:52.000]  而能夠掌權
[00:08:52.000 --> 00:08:56.000]  掌權的時候建立了大地,創造了世界
[00:08:57.000 --> 00:08:58.000]  類似就是這樣
[00:08:58.000 --> 00:09:04.000]  有一個神明跟海怪打架,打贏了之後創造了世界
[00:09:04.000 --> 00:09:08.000]  我們看到創世記,神也是這樣
[00:09:08.000 --> 00:09:12.000]  不過跟古近東神明相比
[00:09:12.000 --> 00:09:18.000]  耶路華創世記的神,不用跟海打一場激烈的仗
[00:09:18.000 --> 00:09:23.000]  聖經提到神的靈運行在水面上
[00:09:24.000 --> 00:09:27.000]  神說話,神說要有光就有光
[00:09:27.000 --> 00:09:31.000]  神說把水分為上下就分為上下
[00:09:31.000 --> 00:09:35.000]  透過說話就征服了水
[00:09:35.000 --> 00:09:39.000]  征服了水就創造了大地生物
[00:09:39.000 --> 00:09:42.000]  最後這個大地生物創造了人類
