
[00:00:00.000 --> 00:00:02.000]  (深呼吸)
[00:00:02.000 --> 00:00:16.760]  各位弟子們 早晨
[00:00:16.760 --> 00:00:22.520]  歡迎來到再思耶穌基督復活大能主一學第三堂
[00:00:22.520 --> 00:00:26.320]  我們今堂會講保羅的復活觀
[00:00:26.320 --> 00:00:30.600]  轉眼間我們已經來到第三堂
[00:00:30.600 --> 00:00:34.240]  我們回顧上兩堂的內容
[00:00:34.240 --> 00:00:35.920]  上兩堂的內容
[00:00:35.920 --> 00:00:41.760]  我們集中講了一個猶太復活觀念
[00:00:41.760 --> 00:00:44.840]  帶給我們的意義所在是什麼
[00:00:44.840 --> 00:00:49.560]  我們未真的認真思考耶穌基督的復活
[00:00:49.560 --> 00:00:53.120]  不過我們就思考在耶穌基督復活之前
[00:00:53.120 --> 00:00:55.640]  一班第一世紀的猶太人
[00:00:55.640 --> 00:00:57.120]  或者再早一點的
[00:00:57.120 --> 00:01:00.760]  在舊時代的猶太人
[00:01:00.760 --> 00:01:03.880]  他們是怎樣思考復活這件事
[00:01:03.880 --> 00:01:06.280]  怎樣去思考末後的盼望
[00:01:06.280 --> 00:01:08.240]  我們發現其實在上兩堂
[00:01:08.240 --> 00:01:11.520]  當我們重溫這些內容的時候
[00:01:11.520 --> 00:01:14.760]  我們知道復活這個觀念
[00:01:14.760 --> 00:01:18.000]  這個想法在猶太人當中是有不斷的醞釀
[00:01:18.000 --> 00:01:19.760]  是一個進程在這裡
[00:01:19.760 --> 00:01:22.360]  很早期的時候
[00:01:22.360 --> 00:01:27.880]  猶太人是不太思考死後世界帶來什麼盼望
[00:01:27.880 --> 00:01:29.880]  塵歸塵,土歸土
[00:01:29.880 --> 00:01:31.720]  虛空的生命就不過如此
[00:01:31.720 --> 00:01:36.280]  他們將那個盼望放在他們自己身處的地方
[00:01:36.280 --> 00:01:38.920]  他們的後代,他們的國土
[00:01:38.920 --> 00:01:41.560]  但隨著被擄,受逼迫
[00:01:41.560 --> 00:01:44.840]  他們見不到自己所仰賴的聖殿
[00:01:44.840 --> 00:01:46.640]  甚至自己的家國
[00:01:46.640 --> 00:01:52.040]  都是被外族去擊敗的時候
[00:01:52.040 --> 00:01:55.440]  他們就開始思考一個末後的觀念
[00:01:55.440 --> 00:02:00.160]  思考復活,怎樣去成就神的應許
[00:02:00.160 --> 00:02:04.440]  而這個思考由《但義理書》開始
[00:02:04.440 --> 00:02:07.040]  去到《以賽亞書》、《以西傑書》
[00:02:07.040 --> 00:02:09.960]  到第二聖殿時期的《瑪加比書》
[00:02:09.960 --> 00:02:13.480]  我們發覺這些思考是越來越多
[00:02:13.480 --> 00:02:15.440]  也越來越廣泛
[00:02:15.440 --> 00:02:18.560]  去到耶穌時代,在耶穌復活之前
[00:02:18.560 --> 00:02:22.440]  其實不同人已經開始醞釀了復活的觀念
[00:02:22.440 --> 00:02:26.720]  以巴里塞人和第一世紀的知識分子
[00:02:26.720 --> 00:02:30.120]  其實他們都相信復活會發生
[00:02:30.120 --> 00:02:32.040]  當然也有薩都哥人
[00:02:32.040 --> 00:02:36.480]  只是相信五經而不相信復活
[00:02:36.480 --> 00:02:41.840]  所以其實根據我們上兩堂看的猶太教文化
[00:02:41.840 --> 00:02:44.480]  我們得出一個結論
[00:02:44.480 --> 00:02:46.360]  復活不只是將來的事
[00:02:46.360 --> 00:02:50.240]  復活是因著過去主的作為
[00:02:50.240 --> 00:02:52.840]  包括創天造地的主
[00:02:52.840 --> 00:02:55.400]  一個手揚詩詞外的主
[00:02:55.400 --> 00:02:57.400]  一個拯救的主
[00:02:57.400 --> 00:03:01.920]  這個主的作為可以對末後有一個想像
[00:03:01.920 --> 00:03:08.360]  或者我們確信昔日一直做事的主將來也會做事
[00:03:08.360 --> 00:03:11.880]  包括會為受苦的人伸冤
[00:03:11.880 --> 00:03:13.560]  會審判惡人
[00:03:13.560 --> 00:03:15.880]  義人會被拯救
[00:03:15.880 --> 00:03:18.240]  創造會被主更新
[00:03:18.240 --> 00:03:22.320]  約會被上帝更新和成就
[00:03:22.320 --> 00:03:23.560]  這是將來的事
[00:03:23.560 --> 00:03:28.920]  因此對於我們有一個過去的眼光
[00:03:28.920 --> 00:03:31.200]  和將來的盼望的時候
[00:03:31.200 --> 00:03:34.720]  現在我們就能夠活在主的創造當中
[00:03:34.720 --> 00:03:36.720]  我們因著復活的盼望
[00:03:36.720 --> 00:03:40.640]  我們能夠堅忍在苦難中
[00:03:40.640 --> 00:03:45.240]  堅守主帶給我們的呼召、照明
[00:03:45.240 --> 00:03:48.720]  我們也知道復活對於一些猶太人來說
[00:03:48.720 --> 00:03:52.240]  是一個比喻的手法
[00:03:52.240 --> 00:03:54.080]  例如復興以色列國
[00:03:54.080 --> 00:03:55.440]  或者復興自己的生命
[00:03:55.440 --> 00:03:57.720]  我們相信復活主
[00:03:57.720 --> 00:03:58.760]  這個復活
[00:03:58.760 --> 00:04:02.360]  我們今天也可以有一個復活的盼望在裡面
[00:04:02.360 --> 00:04:06.280]  所以這就是總結了猶太的復活觀念
[00:04:06.280 --> 00:04:07.800]  這個觀念是重要的
[00:04:07.800 --> 00:04:10.520]  因為一會兒我們說到保羅的時候
[00:04:10.520 --> 00:04:17.800]  你會發覺保羅一定是有用到這些眼鏡去說
[00:04:17.800 --> 00:04:19.480]  耶穌基督復活這件事
[00:04:19.480 --> 00:04:26.360]  其實也若干的成就了我在這個PowerPoint所說的元素
[00:04:26.360 --> 00:04:32.880]  當然我們的思路就是由舊約到第二聖年時期的文獻
[00:04:32.880 --> 00:04:36.200]  今天我們就真的會說保羅的核心教義
[00:04:36.200 --> 00:04:38.960]  我們知道主已經復活了
[00:04:38.960 --> 00:04:43.440]  耶穌基督已經從空墳墓走出來
[00:04:43.440 --> 00:04:45.120]  他勝過死亡
[00:04:45.120 --> 00:04:50.360]  我們要看的是當耶穌基督復活了之後
[00:04:50.360 --> 00:04:51.960]  我們在第一堂課已經說了
[00:04:51.960 --> 00:04:54.200]  就是在第二聖年時期
[00:04:54.200 --> 00:04:57.920]  有很多人對復活有不同的想像
[00:04:57.920 --> 00:05:00.240]  但是當耶穌基督復活了之後
[00:05:00.240 --> 00:05:02.880]  我們看到由保羅的寫作
[00:05:02.880 --> 00:05:05.280]  新約聖經其他作者的寫作
[00:05:05.280 --> 00:05:07.360]  到教父時期
[00:05:07.360 --> 00:05:11.960]  甚至是到第二世紀的一些神學家
[00:05:11.960 --> 00:05:16.120]  其實他們對於活後的魄望有一個一致性的看法
[00:05:16.120 --> 00:05:20.280]  就是耶穌基督的復活帶來了魄望
[00:05:20.280 --> 00:05:24.400]  我們要知道的是究竟耶穌基督的復活
[00:05:24.400 --> 00:05:29.360]  如何去傳承這些猶太文化
[00:05:29.360 --> 00:05:33.280]  如何去顛覆或更新這些觀念
[00:05:33.280 --> 00:05:37.120]  在保羅的寫作我們就可以去探究
[00:05:37.120 --> 00:05:40.640]  我想心水清的弟兄姊妹可能會問一個問題
[00:05:40.640 --> 00:05:42.120]  順著這一條時間線
[00:05:42.120 --> 00:05:45.960]  其實是否應該不只是說保羅的核心教義
[00:05:45.960 --> 00:05:49.320]  是否應該要順著時序
[00:05:49.320 --> 00:05:52.960]  是否應該要說一說四福音書的結局
[00:05:52.960 --> 00:05:55.920]  畢竟他應該從時序來說
[00:05:55.920 --> 00:05:59.200]  耶穌復活這件事應該是發生先
[00:05:59.200 --> 00:06:01.120]  之後才有保羅的寫作
[00:06:01.120 --> 00:06:03.600]  為何今堂會先說保羅
[00:06:03.600 --> 00:06:08.040]  然後下一堂才說耶穌復活的敘事
[00:06:08.040 --> 00:06:13.560]  第一個原因是因為賴特的寫作也是這樣鋪排
[00:06:13.560 --> 00:06:16.000]  但賴特的寫作是有一個根據的
[00:06:16.000 --> 00:06:17.280]  他的根據就是
[00:06:17.280 --> 00:06:20.360]  他認為或大部分的學者都認為
[00:06:20.360 --> 00:06:24.160]  保羅書信的寫作時期
[00:06:24.160 --> 00:06:25.640]  成書的時期
[00:06:25.640 --> 00:06:29.680]  是會比四福音書早
