
[00:00:00.000 --> 00:00:02.000]  (嘆氣)
[00:00:02.000 --> 00:00:15.000]  喂喂喂,Testing,1,2,3
[00:00:15.000 --> 00:00:17.000]  Testing
[00:00:17.000 --> 00:00:21.000]  喂喂喂,Testing,1,2,3
[00:00:21.000 --> 00:00:25.000]  好,大英姐妹早晨啦
[00:00:25.000 --> 00:00:30.000]  我們來到最後一課,約翰福音時光機的主一學
[00:00:30.000 --> 00:00:35.000]  今課我們會講一下約翰福音關於光的描述
[00:00:35.000 --> 00:00:39.000]  還有關於真理,生命,性靈等等
[00:00:39.000 --> 00:00:41.000]  很多不同範疇的東西
[00:00:41.000 --> 00:00:49.000]  以至用光這個主題去總結一下我們這四課和學習的東西
[00:00:49.000 --> 00:00:52.000]  事不宜遲,我們就開始了
[00:00:53.000 --> 00:01:05.000]  我們首先重溫一下上星期提到約翰福音的水和靈的部分
[00:01:05.000 --> 00:01:08.000]  這是上課的總結
[00:01:08.000 --> 00:01:14.000]  我們看到約翰的寫作是穿插著關於水的記載
[00:01:14.000 --> 00:01:19.000]  關於水的記載,約翰提到水是用來做什麼呢?
[00:01:19.000 --> 00:01:23.000]  約翰提到水是用來潔淨用的
[00:01:23.000 --> 00:01:29.000]  但水在約翰福音的描述中成為了見證性靈
[00:01:29.000 --> 00:01:36.000]  耶穌首先將水變成酒
[00:01:36.000 --> 00:01:40.000]  將本來是一個法律要求的潔淨條例的水
[00:01:40.000 --> 00:01:44.000]  變成了一個喜慶的救恩,即是酒
[00:01:44.000 --> 00:01:47.000]  然後這個主題就慢慢延伸下去
[00:01:47.000 --> 00:01:55.000]  然後在彌哥底姆和撒瑪利亞人的對話中
[00:01:55.000 --> 00:02:00.000]  耶穌提到水是如何更新人的生命
[00:02:00.000 --> 00:02:04.000]  最後耶穌更加成為了活水
[00:02:04.000 --> 00:02:08.000]  在十字架中,耶穌的死亡是有血和水流出來
[00:02:08.000 --> 00:02:12.000]  這個流出來的水是代表什麼意思呢?
[00:02:12.000 --> 00:02:17.000]  可以說是代表昔日神如何征服水
[00:02:17.000 --> 00:02:22.000]  然後由洪水變成了一條河流
[00:02:22.000 --> 00:02:27.000]  神也帶來創造,如今耶穌也帶來創造
[00:02:27.000 --> 00:02:29.000]  供應萬民的需要
[00:02:29.000 --> 00:02:31.000]  這個水也可以代表性靈
[00:02:31.000 --> 00:02:38.000]  今天我們領受性靈,代表耶穌的活水不斷滋潤我們的生命
[00:02:38.000 --> 00:02:41.000]  就像那條河流滋潤我們的生命
[00:02:41.000 --> 00:02:44.000]  這個水也可以代表聖殿流出來的河流
[00:02:44.000 --> 00:02:46.000]  代表神的同在
[00:02:46.000 --> 00:02:51.000]  所以當十字架中耶穌流出水來
[00:02:51.000 --> 00:02:55.000]  這個水就是滋潤萬民,供應萬民的需要
[00:02:55.000 --> 00:02:58.000]  和神的子民同在
[00:02:58.000 --> 00:03:00.000]  這就是榮耀的時刻
[00:03:00.000 --> 00:03:04.000]  這就是上一課我們講關於水的部分
[00:03:04.000 --> 00:03:12.000]  今課我們講另一個在日行福音經常用到的比喻
[00:03:12.000 --> 00:03:14.000]  那就是光
[00:03:14.000 --> 00:03:18.000]  我們也很熟悉耶穌說祂是世上的光
[00:03:18.000 --> 00:03:23.000]  這是日行福音經常見到的記載
[00:03:23.000 --> 00:03:29.000]  其實這個記載在第一章的開頭部分
[00:03:29.000 --> 00:03:33.000]  在introduction 中已經介紹了出來
[00:03:33.000 --> 00:03:39.000]  第一章是說到太初有道,道與神同在,道就是神
[00:03:39.000 --> 00:03:41.000]  其實這個道是什麼呢?
[00:03:41.000 --> 00:03:46.000]  這個道慢慢講下去我們就會看到是一個光源
[00:03:46.000 --> 00:03:50.000]  然後這個光源去到第十四節
[00:03:50.000 --> 00:03:52.000]  道成了肉身住在我們中間
[00:03:52.000 --> 00:03:57.000]  我們也見過祂的榮光,正是父獨生子的榮光
[00:03:57.000 --> 00:04:02.000]  所以這個道其實就是耶穌基督的光
[00:04:02.000 --> 00:04:06.000]  這個光在一章四節也講得很清楚
[00:04:06.000 --> 00:04:10.000]  生命在他裡,這生命就是人的光
[00:04:10.000 --> 00:04:13.000]  所以在日行福音的記載
[00:04:13.000 --> 00:04:18.000]  一開始他定位耶穌是道
[00:04:18.000 --> 00:04:20.000]  日行定位耶穌是道
[00:04:20.000 --> 00:04:26.000]  第一章我們也很詳細介紹了道是什麼意思
[00:04:26.000 --> 00:04:30.000]  其次就是定義耶穌是光
[00:04:30.000 --> 00:04:34.000]  耶穌的一生降下來,天降人間
[00:04:34.000 --> 00:04:40.000]  其實就等於光照了在世間裡
[00:04:40.000 --> 00:04:42.000]  照了在黑暗裡
[00:04:42.000 --> 00:04:44.000]  黑暗卻不接受光
[00:04:44.000 --> 00:04:50.000]  這個一章四節和一章五節可以說是主旨
[00:04:50.000 --> 00:04:51.000]  日行福音的主旨
[00:04:51.000 --> 00:04:53.000]  稍後我們看到光的經文的時候
[00:04:53.000 --> 00:04:56.000]  我們會發覺其實一章四節和一章五節
[00:04:56.000 --> 00:05:00.000]  正正就是日行接下來
[00:05:00.000 --> 00:05:03.000]  福音書要講的故事的總結
[00:05:03.000 --> 00:05:09.000]  稍後我們可以看看關於光的經文
[00:05:09.000 --> 00:05:13.000]  在我們了解日行的寫作
[00:05:13.000 --> 00:05:16.000]  如何穿插不同光的記載的時候
[00:05:16.000 --> 00:05:19.000]  我們需要回到猶太的背景
[00:05:19.000 --> 00:05:21.000]  兩藥文化的背景
[00:05:21.000 --> 00:05:23.000]  我們看看在舊約裡
[00:05:23.000 --> 00:05:27.000]  聖經的作者是如何講述光的
[00:05:27.000 --> 00:05:30.000]  或者猶太人的文化是如何理解光的
[00:05:30.000 --> 00:05:32.000]  其實也是很豐富的
[00:05:32.000 --> 00:05:34.000]  它和水基本上是很相似的
[00:05:34.000 --> 00:05:36.000]  有很多豐富的文化在裡面
[00:05:36.000 --> 00:05:38.000]  我們來看看
[00:05:38.000 --> 00:05:42.000]  首先,光的第一個含義
[00:05:42.000 --> 00:05:44.000]  在猶太文化中無二
[00:05:44.000 --> 00:05:47.000]  一定是神童在的光照
[00:05:47.000 --> 00:05:49.000]  其實這個光和水是一樣的
[00:05:49.000 --> 00:05:52.000]  一開始就是神創造的場景
[00:05:52.000 --> 00:05:54.000]  如果我們記得的就是
[00:05:54.000 --> 00:05:56.000]  在上星期
[00:05:56.000 --> 00:05:58.000]  我們一講水的時候
[00:05:58.000 --> 00:06:02.000]  第一個水的經文也是在創世記一章的部分
[00:06:02.000 --> 00:06:05.000]  就是講到神一靈運行在水面上
[00:06:05.000 --> 00:06:08.000]  而昔日這個水除了能滋潤大地
[00:06:08.000 --> 00:06:12.000]  其實水也是代表非常難搞的敵人
[00:06:12.000 --> 00:06:16.000]  可能是代表一些海怪等等
[00:06:16.000 --> 00:06:19.000]  在光的創造的部分
[00:06:19.000 --> 00:06:21.000]  比較簡單去理解
[00:06:21.000 --> 00:06:25.000]  就是「淤面黑暗,地空虛混沌」
[00:06:25.000 --> 00:06:29.000]  在這個淤面黑暗和空虛混沌的環境裡
[00:06:29.000 --> 00:06:33.000]  神說「有光就有光,神看光是好的」
[00:06:33.000 --> 00:06:35.000]  這個我們也很明白
[00:06:35.000 --> 00:06:39.000]  光其實就是神的第一件事會創造
[00:06:39.000 --> 00:06:42.000]  也是那個源頭,生命的源頭
[00:06:42.000 --> 00:06:45.000]  當我們說為什麼生命的源頭是光呢?
[00:06:45.000 --> 00:06:49.000]  就是因為神的第一件事要創造的就是光
[00:06:49.000 --> 00:06:54.000]  創造人,為人預備的第一件事就是光
[00:06:54.000 --> 00:07:00.000]  而這個想法在詩篇36篇我們也會看到
[00:07:00.000 --> 00:07:04.000]  因為在你裡面有生命的源頭
[00:07:04.000 --> 00:07:07.000]  在神的裡面有生命的源頭
[00:07:07.000 --> 00:07:11.000]  在神的光裡面我們必得見光
[00:07:11.000 --> 00:07:13.000]  我們也可以見到
[00:07:13.000 --> 00:07:17.000]  當我們身處這個世界裡面
[00:07:17.000 --> 00:07:19.000]  光是不會缺席的
[00:07:19.000 --> 00:07:22.000]  可能偶然也會有些烏雲密佈
[00:07:22.000 --> 00:07:25.000]  但我們也知道神永遠同在
[00:07:25.000 --> 00:07:27.000]  光一直照耀
[00:07:27.000 --> 00:07:32.000]  這是生命的源頭,也是神同在創造的主題
[00:07:32.000 --> 00:07:36.000]  值得留意的是我們看光的時候
[00:07:36.000 --> 00:07:38.000]  也會看暗
[00:07:38.000 --> 00:07:42.000]  如果在舊約的文化
[00:07:42.000 --> 00:07:46.000]  我們如何理解暗呢?
[00:07:46.000 --> 00:07:50.000]  其實暗並不是完全差的
[00:07:50.000 --> 00:07:52.000]  我們先看創世的經文
[00:07:52.000 --> 00:07:56.000]  神看光是好,光固然是好一點
[00:07:56.000 --> 00:08:01.000]  但是神稱光為晝,稱暗為夜
[00:08:01.000 --> 00:08:05.000]  在這裡我們也看到神如何征服黑暗
[00:08:05.000 --> 00:08:08.000]  就如同昔日如何征服水
[00:08:08.000 --> 00:08:12.000]  我們上一課也說了神如何征服水
[00:08:12.000 --> 00:08:16.000]  在古近東的文化
[00:08:16.000 --> 00:08:18.000]  神明叫做麥嘟
[00:08:18.000 --> 00:08:21.000]  他會很辛苦才能打贏海怪
[00:08:21.000 --> 00:08:25.000]  但神只用吩咐就能征服水
[00:08:25.000 --> 00:08:27.000]  把水分為上下
[00:08:27.000 --> 00:08:32.000]  最後把邪惡的洪水演化成伊甸園河流
[00:08:32.000 --> 00:08:36.000]  這是神如何征服水
[00:08:36.000 --> 00:08:39.000]  神如何征服暗呢?
[00:08:39.000 --> 00:08:43.000]  神征服了黑暗的事情
[00:08:43.000 --> 00:08:46.000]  而轉化為夜
[00:08:46.000 --> 00:08:48.000]  稱暗為夜
