
[00:00:00.000 --> 00:00:02.000]  (咳嗽)
[00:00:02.000 --> 00:00:08.500]  大家好
[00:00:08.500 --> 00:00:10.500]  歡迎來到信報部頻道
[00:00:10.500 --> 00:00:11.800]  你沒有來錯
[00:00:11.800 --> 00:00:15.200]  雖然我還不是郭偉倫博士
[00:00:15.200 --> 00:00:18.300]  待會他就會來跟我們講課程
[00:00:18.300 --> 00:00:21.000]  聖童基督教文化
[00:00:21.000 --> 00:00:23.000]  在開始課程之前
[00:00:23.000 --> 00:00:25.000]  有少許簡介
[00:00:25.000 --> 00:00:26.000]  第一件事
[00:00:26.000 --> 00:00:29.000]  記住這是一個中華宣導會
[00:00:29.000 --> 00:00:33.000]  是由愛課和德惠文化合辦的課程
[00:00:33.000 --> 00:00:37.000]  所以我們會用一個德惠文化的書本
[00:00:37.000 --> 00:00:44.000]  連結已經放在YouTube連結的描述
[00:00:44.000 --> 00:00:45.000]  你按進去就會看到
[00:00:45.000 --> 00:00:48.000]  如果你想訂書就可以在那裏訂書
[00:00:48.000 --> 00:00:52.000]  另外我們今次也會有設有筆記下載
[00:00:52.000 --> 00:00:57.000]  你也會在連結下面的描述裏面
[00:00:57.000 --> 00:00:59.000]  會有一個Google連結
[00:00:59.000 --> 00:01:01.000]  可以下載今天的筆記
[00:01:01.000 --> 00:01:07.000]  另外我們歡迎大家
[00:01:07.000 --> 00:01:09.000]  在接下來的課程裏面
[00:01:09.000 --> 00:01:12.000]  有聊天對話的時間
[00:01:12.000 --> 00:01:17.000]  如果你有任何遇到課程裏面的問題
[00:01:17.000 --> 00:01:19.000]  歡迎在聊天室打電話
[00:01:19.000 --> 00:01:24.000]  郭博士會在稍後跟你互動
[00:01:24.000 --> 00:01:27.000]  最後如果你喜歡我們這個頻道的話
[00:01:27.000 --> 00:01:29.000]  Like Share和Subscribe
[00:01:29.000 --> 00:01:31.000]  不介意的話
[00:01:31.000 --> 00:01:34.000]  你也可以支持我們士工
[00:01:34.000 --> 00:01:36.000]  也可以有愛心的奉獻
[00:01:36.000 --> 00:01:39.000]  詳細資料可以在教育網頁
[00:01:39.000 --> 00:01:43.000]  或者在下面的描述裏面找到
[00:01:43.000 --> 00:01:44.000]  事不宜遲
[00:01:44.000 --> 00:01:46.000]  把時間交給郭博士
[00:01:46.000 --> 00:01:59.000]  各位頂姐妹各位網友早晨
[00:01:59.000 --> 00:02:06.000]  很開心今天來到友愛堂的網上直播
[00:02:06.000 --> 00:02:11.000]  和大家一起分享《情慾善愛》這本書
[00:02:11.000 --> 00:02:16.000]  其實我答應Moses牧師
[00:02:16.000 --> 00:02:20.000]  來做網上主要學
[00:02:20.000 --> 00:02:22.000]  其中一個原因是
[00:02:22.000 --> 00:02:24.000]  友愛堂很有意思
[00:02:24.000 --> 00:02:27.000]  願意用這樣的方法
[00:02:27.000 --> 00:02:31.000]  去支持基督教的出版
[00:02:31.000 --> 00:02:33.000]  所以我很鼓勵
[00:02:33.000 --> 00:02:38.000]  在網上聽的頂姐妹或者網友
[00:02:38.000 --> 00:02:43.000]  去書店買《情慾善愛》這本書
[00:02:43.000 --> 00:02:48.000]  我自己也相當喜歡這本書
[00:02:48.000 --> 00:02:52.000]  在我寫了這麼多書和論文裏
[00:02:52.000 --> 00:03:00.000]  這本書在我一直寫和研究
[00:03:00.000 --> 00:03:02.000]  做資料搜集的時候
[00:03:02.000 --> 00:03:08.000]  也幫助到我自己
[00:03:08.000 --> 00:03:15.000]  在研究裏也學到很多東西的經歷
[00:03:15.000 --> 00:03:17.000]  可能你會覺得很奇怪
[00:03:17.000 --> 00:03:20.000]  為什麼會覺得是一個學習的經歷
[00:03:20.000 --> 00:03:22.000]  認識我的朋友
[00:03:22.000 --> 00:03:26.000]  知道我基本上不是做聖神學
[00:03:26.000 --> 00:03:30.000]  我的主要研究的方向是系統神學
[00:03:30.000 --> 00:03:37.000]  和中國基督教史
[00:03:37.000 --> 00:03:41.000]  所以聖神學基本上不是
[00:03:41.000 --> 00:03:47.000]  我一開始有這樣的想法
[00:03:47.000 --> 00:03:49.000]  要去做研究的東西
[00:03:49.000 --> 00:03:52.000]  不過在2012年
[00:03:52.000 --> 00:03:56.000]  我加入浸會大學教書的時候
[00:03:56.000 --> 00:03:58.000]  因為浸大的宗旨是
[00:03:58.000 --> 00:04:04.000]  要負責很多大學的通識課程
[00:04:04.000 --> 00:04:06.000]  其中一個通識課程
[00:04:06.000 --> 00:04:10.000]  就是關於基督教和聖人的關係
[00:04:10.000 --> 00:04:13.000]  在這樣的科目裏
[00:04:13.000 --> 00:04:16.000]  我想很多在大學上過通識的同學
[00:04:16.000 --> 00:04:20.000]  或弟兄姊妹也會知道
[00:04:20.000 --> 00:04:23.000]  通識要吸引人上課的時候
[00:04:23.000 --> 00:04:26.000]  是需要花很多心力的
[00:04:26.000 --> 00:04:30.000]  我不想我的學生不喜歡上我的課
[00:04:30.000 --> 00:04:33.000]  所以我花了很多功夫
[00:04:33.000 --> 00:04:37.000]  嘗試用一些方法
[00:04:37.000 --> 00:04:40.000]  令他們也覺得這個課程是有意義的
[00:04:40.000 --> 00:04:42.000]  所以這本書的底稿
[00:04:42.000 --> 00:04:44.000]  基本上就是這個
[00:04:44.000 --> 00:04:54.000]  和同學分享過程裏的結集成果
[00:04:54.000 --> 00:04:57.000]  我自己再去寫的成果
[00:04:57.000 --> 00:05:02.000]  在我準備的過程裏
[00:05:02.000 --> 00:05:07.000]  我發現當我們討論基督教和聖人的關係的時候
[00:05:07.000 --> 00:05:10.000]  我們可能要注意到的
[00:05:10.000 --> 00:05:14.000]  不只是聖經的問題
[00:05:14.000 --> 00:05:15.000]  很多時候我們一想
[00:05:15.000 --> 00:05:17.000]  我們會想聖經的
[00:05:17.000 --> 00:05:20.000]  究竟怎樣看聖
[00:05:20.000 --> 00:05:27.000]  但我發現到原來我們有更大的概念問題
[00:05:27.000 --> 00:05:29.000]  或根本問題
[00:05:29.000 --> 00:05:32.000]  關於聖的事我們沒有處理過
[00:05:32.000 --> 00:05:36.000]  所以我希望在未來的四課裏
[00:05:36.000 --> 00:05:43.000]  我們每星期都會看我那本書裏的一章
[00:05:43.000 --> 00:05:50.000]  我會介紹這章的內容和重點
[00:05:50.000 --> 00:05:52.000]  亦會指出給大家看
[00:05:52.000 --> 00:05:58.000]  其實怎樣可以除了直接解經之外
[00:05:58.000 --> 00:06:02.000]  當基督徒要思考聖的問題的時候
[00:06:02.000 --> 00:06:10.000]  我們有甚麼資源和重要的東西需要注意
[00:06:10.000 --> 00:06:13.000]  在PowerPoint裏面
[00:06:13.000 --> 00:06:17.000]  大家應該會看到一幅很美的圖畫
[00:06:17.000 --> 00:06:24.000]  這幅圖畫是其中一個在現代很出名的
[00:06:24.000 --> 00:06:27.000]  法國的藝術家
[00:06:27.000 --> 00:06:33.000]  猶太籍的藝術家Mark Chagall的手筆
[00:06:33.000 --> 00:06:36.000]  其實我很喜歡Chagall的畫
[00:06:36.000 --> 00:06:39.000]  我教性愛之前也很喜歡他的畫
[00:06:39.000 --> 00:06:46.000]  後來我留意到他不是基督徒
[00:06:46.000 --> 00:06:51.000]  但他在很多關於愛情
[00:06:51.000 --> 00:06:55.000]  關於人的一些
[00:06:55.000 --> 00:06:58.000]  甚至是結婚的經驗裏面
[00:06:58.000 --> 00:07:03.000]  他也用上很多基督教的意象
[00:07:03.000 --> 00:07:05.000]  這是其中一幅
[00:07:05.000 --> 00:07:10.000]  你會發現到當我們要了解基督教和聖的時候
[00:07:10.000 --> 00:07:14.000]  原來這些更大的文化層面
[00:07:14.000 --> 00:07:19.000]  其實也是一個很值得去尋找的資源
[00:07:19.000 --> 00:07:20.000]  在今天第一課裏
[00:07:20.000 --> 00:07:23.000]  我想做兩件事
[00:07:23.000 --> 00:07:26.000]  第一件事是我們要釐清某些概念
[00:07:26.000 --> 00:07:29.000]  特別是當我們在說聖的時候
[00:07:29.000 --> 00:07:36.000]  我們很多時候基督徒也有一個聯繫
[00:07:36.000 --> 00:07:40.000]  剛好我有一個弟兄
[00:07:40.000 --> 00:07:44.000]  他跟我說他也會來參與我這個課程
[00:07:44.000 --> 00:07:47.000]  我跟他說你記得要買書支持德偉
[00:07:47.000 --> 00:07:49.000]  他回答我的那個
[00:07:49.000 --> 00:07:53.000]  其實你會看到是一個基督徒可能不太懂的方法
[00:07:53.000 --> 00:07:55.000]  他說我很少買色情書
[00:07:55.000 --> 00:07:57.000]  我本來肯定不是色情書
[00:07:57.000 --> 00:07:59.000]  其實你會想到
[00:07:59.000 --> 00:08:01.000]  聖對我們很多人來說
[00:08:01.000 --> 00:08:05.000]  其實想就是一些色情的東西
[00:08:05.000 --> 00:08:08.000]  以致到你會發現我們一直想的時候
[00:08:08.000 --> 00:08:10.000]  當我們的討論就變了
[00:08:10.000 --> 00:08:14.000]  我們和現在更大的文化處境是未必會相同
[00:08:14.000 --> 00:08:17.000]  所以我想首先處理一些概念的問題
[00:08:17.000 --> 00:08:18.000]  而接著另外一件事
[00:08:18.000 --> 00:08:22.000]  就是我想用一個歷史的進程裏面
[00:08:22.000 --> 00:08:24.000]  去和大家一起看
[00:08:24.000 --> 00:08:32.000]  特別是一些所謂很聖解放的觀念
[00:08:32.000 --> 00:08:36.000]  究竟基督教在歷史的過程裏面
[00:08:36.000 --> 00:08:40.000]  和他有什麼互動和他做了什麼
[00:08:40.000 --> 00:08:44.000]  以致到可能在今天裏面有很多人會批評基督教
[00:08:44.000 --> 00:08:46.000]  但我們要思考一下
[00:08:46.000 --> 00:08:50.000]  那個批評究竟是對還是不對
[00:08:50.000 --> 00:08:53.000]  所以我想我們就開始了
[00:08:53.000 --> 00:08:58.000]  第一個就是講關於性的概念
[00:08:58.000 --> 00:09:00.000]  當我們放在神學裏面
[00:09:00.000 --> 00:09:04.000]  究竟這個性的概念我們應該怎樣去思考
[00:09:04.000 --> 00:09:07.000]  對很多基督徒來看
[00:09:07.000 --> 00:09:10.000]  性的概念很多時候
[00:09:10.000 --> 00:09:14.000]  首先就是一個性交
[00:09:14.000 --> 00:09:15.000]  剛才我們說的
[00:09:15.000 --> 00:09:17.000]  所以是色情的東西
[00:09:17.000 --> 00:09:19.000]  或者再不是
[00:09:19.000 --> 00:09:25.000]  接著我們就會想一個所謂男性女性
[00:09:25.000 --> 00:09:30.000]  生殖的東西
[00:09:30.000 --> 00:09:32.000]  但很有趣的是
[00:09:32.000 --> 00:09:34.000]  在現代社會來看
[00:09:34.000 --> 00:09:36.000]  你會發現到學者
[00:09:36.000 --> 00:09:39.000]  特別是研究性的學者
[00:09:39.000 --> 00:09:42.000]  他們有一個很不同的看法
[00:09:42.000 --> 00:09:44.000]  在我的powerpoint裏面
[00:09:44.000 --> 00:09:46.000]  你會看到我的人就是這位韋克斯
[00:09:46.000 --> 00:09:48.000]  Jeffrey Wicks
[00:09:48.000 --> 00:09:50.000]  如果你在大學裏面有讀
[00:09:50.000 --> 00:09:52.000]  所謂性別研究
[00:09:52.000 --> 00:09:54.000]  你一定會聽過這個名字
[00:09:54.000 --> 00:09:56.000]  你會發現到他很有趣的
