
[00:00:00.000 --> 00:00:11.400]  (字幕組:我已經在上字幕了,請大家多多指教)
[00:00:11.400 --> 00:00:13.000]  弟兄姊妹大家好,早晨
[00:00:13.000 --> 00:00:15.000]  我是蔡君樂傳道
[00:00:15.000 --> 00:00:18.200]  歡迎來到順培部的頻道
[00:00:18.200 --> 00:00:22.000]  現在你們正上網上主要學的課程
[00:00:22.000 --> 00:00:23.500]  這個課程的名字叫做
[00:00:23.500 --> 00:00:26.800]  「再施耶穌基督復活的大能」
[00:00:26.800 --> 00:00:28.600]  今天是第一課
[00:00:28.600 --> 00:00:30.800]  接下來的四個星期
[00:00:30.800 --> 00:00:32.800]  我們會用四課的時間
[00:00:32.800 --> 00:00:36.600]  反思一下耶穌基督的復活
[00:00:36.600 --> 00:00:39.000]  開始之前我可以說一說
[00:00:39.000 --> 00:00:42.600]  為什麼會有主日學的出現
[00:00:42.600 --> 00:00:46.800]  話說我現在的目會是第三年
[00:00:46.800 --> 00:00:50.600]  由我神學院畢業到出來的目會是第三年
[00:00:50.600 --> 00:00:54.800]  我記得第一年服事的時候是2019年
[00:00:54.800 --> 00:00:57.800]  那一年其實發生了很多事
[00:00:57.800 --> 00:00:59.800]  社會有很多動盪的事
[00:00:59.800 --> 00:01:02.800]  可能是社運,然後就是疫情
[00:01:02.800 --> 00:01:05.800]  在那一年,就是牧羊
[00:01:05.800 --> 00:01:08.800]  或者在自己的靈修反思的時候
[00:01:08.800 --> 00:01:13.800]  我是會更多去思考受苦的問題
[00:01:13.800 --> 00:01:17.800]  可能面對一個突然間變幻的世代
[00:01:17.800 --> 00:01:19.800]  很多的苦難臨到
[00:01:19.800 --> 00:01:21.800]  一時之間會問一些問題
[00:01:21.800 --> 00:01:24.800]  就是為何會有苦難
[00:01:24.800 --> 00:01:26.800]  怎樣去看受苦
[00:01:26.800 --> 00:01:29.800]  我會更多去思考基督的受苦
[00:01:29.800 --> 00:01:33.800]  但我發覺在過去這一年的時候
[00:01:33.800 --> 00:01:37.800]  我自己已經不會再問為何會有苦難
[00:01:37.800 --> 00:01:42.800]  因為已經是在這個狀態一段時間
[00:01:42.800 --> 00:01:45.800]  不再問一個why的問題
[00:01:45.800 --> 00:01:48.800]  轉而是要問一個how的問題
[00:01:48.800 --> 00:01:53.800]  意思就是說如何在苦難當中去前手盼望
[00:01:53.800 --> 00:01:55.800]  究竟盼望是什麼
[00:01:55.800 --> 00:01:59.800]  是憑著什麼盼望的確據
[00:01:59.800 --> 00:02:01.800]  可以繼續在這個世代
[00:02:01.800 --> 00:02:06.800]  在這個苦難、不容易、黑暗的世代走下去
[00:02:06.800 --> 00:02:09.800]  然後,基督徒應該怎樣去傳遞盼望
[00:02:09.800 --> 00:02:13.800]  在這一年,我有這一類型的反思
[00:02:13.800 --> 00:02:15.800]  就是思考盼望
[00:02:15.800 --> 00:02:18.800]  當我們真的去思考盼望的時候
[00:02:18.800 --> 00:02:22.800]  作為基督徒,其實盼望的根源是很簡單
[00:02:22.800 --> 00:02:26.800]  我們都知道,就是耶穌基督已經從死裡復活
[00:02:26.800 --> 00:02:31.800]  我們相信復活的主帶來永恆的盼望
[00:02:31.800 --> 00:02:33.800]  這些我們都知道
[00:02:33.800 --> 00:02:37.800]  但當我們真的要再一次去思考這個課題的時候
[00:02:37.800 --> 00:02:38.800]  我們要問一個問題
[00:02:38.800 --> 00:02:43.800]  究竟耶穌基督從死裡復活為何會帶來盼望呢?
[00:02:43.800 --> 00:02:45.800]  他如何會帶來盼望呢?
[00:02:45.800 --> 00:02:47.800]  中間的過程是怎樣呢?
[00:02:47.800 --> 00:02:54.800]  我們更多會當耶穌基督從死裡復活是一個教義去相信
[00:02:54.800 --> 00:02:58.800]  而很少會在當中問,意義是何在
[00:02:58.800 --> 00:03:04.800]  這個歷史事件,耶穌從前從死裡復活
[00:03:04.800 --> 00:03:09.800]  將來他會再臨,或者將來我們都會復活的時候
[00:03:09.800 --> 00:03:13.800]  這個是過去的事件,這是一個將來的英許
[00:03:13.800 --> 00:03:16.800]  怎樣在現在帶來我們一個意義呢?
[00:03:16.800 --> 00:03:21.800]  怎樣這些事件能夠幫助我們在現今的世代
[00:03:21.800 --> 00:03:26.800]  捉緊耶穌基督復活的確據去勇敢地向前走
[00:03:26.800 --> 00:03:32.800]  這個就是主要學成立的原因
[00:03:32.800 --> 00:03:35.800]  就是我過去這一年的反思
[00:03:35.800 --> 00:03:38.800]  思考耶穌基督復活的大論
[00:03:38.800 --> 00:03:44.800]  但當我們說真的要認真去思考耶穌基督復活這件事
[00:03:44.800 --> 00:03:46.800]  其實也不簡單
[00:03:46.800 --> 00:03:56.800]  原因就是耶穌基督復活的空墳墓對我們來說是非常難理解
[00:03:56.800 --> 00:04:01.800]  耶穌基督復活是一件非常難以理解的事
[00:04:01.800 --> 00:04:05.800]  這是超乎人常理可以認識的事
[00:04:05.800 --> 00:04:08.800]  我們舉一些耶穌的生平
[00:04:08.800 --> 00:04:13.800]  例如耶穌出世、耶穌受苦、耶穌死亡
[00:04:13.800 --> 00:04:17.800]  其實這些事雖然我們不能完全參透
[00:04:17.800 --> 00:04:21.800]  但至少在我們人間裡我們也會經歷出世
[00:04:21.800 --> 00:04:25.800]  我們也會經歷在生活裡有困苦的時刻
[00:04:25.800 --> 00:04:27.800]  我們也會經歷死亡
[00:04:27.800 --> 00:04:32.800]  這些事相對來說我們能夠經歷和明白得到
[00:04:32.800 --> 00:04:34.800]  但一說死而復活
[00:04:34.800 --> 00:04:37.800]  這件事是沒有人經歷過的
[00:04:37.800 --> 00:04:43.800]  於是真的要認真反思基督復活是有一定的難度
[00:04:43.800 --> 00:04:45.800]  這是第一點
[00:04:45.800 --> 00:04:50.800]  第二點我們覺得很難理解空墳墓的原因就是
[00:04:50.800 --> 00:04:57.800]  雖然耶穌基督的復活是為我們將來的盼望訂立了一個很重要的確據
[00:04:57.800 --> 00:05:02.800]  基督徒的盼望就是直立在耶穌基督的復活裡
[00:05:02.800 --> 00:05:08.800]  但我們可能會覺得將來天家、天國這個觀念是很遠的
[00:05:08.800 --> 00:05:11.800]  可能我們現在還在現世的生活
[00:05:11.800 --> 00:05:14.800]  距離死亡了一段很長的時間
[00:05:14.800 --> 00:05:17.800]  中國人也會說未知生焉知死
[00:05:17.800 --> 00:05:19.800]  現在也覺得這麼艱難的時候
[00:05:19.800 --> 00:05:21.800]  哪有時間去想將來的事
[00:05:21.800 --> 00:05:28.800]  所以我們其實很少會去想將來會發生什麼事
[00:05:28.800 --> 00:05:32.800]  這兩件事難理解的另一個位置就是
[00:05:32.800 --> 00:05:38.800]  其實基督復活好像和我們現在生活沒有太大的關係
[00:05:38.800 --> 00:05:40.800]  我們可以當一個教義去相信
[00:05:40.800 --> 00:05:42.800]  我試圖信經的背誦
[00:05:42.800 --> 00:05:45.800]  我信基督從死去復活
[00:05:45.800 --> 00:05:49.800]  但是對於現今的我們有什麼意義呢?
[00:05:49.800 --> 00:05:56.800]  而這個意義的層面其實從我們信仰的屬靈操練可以反映出來
[00:05:56.800 --> 00:06:03.800]  譬如耶穌出世我們會用一個四十日的章林期去紀念耶穌基督的降生
[00:06:03.800 --> 00:06:11.800]  耶穌的受苦受死我們會用四十日的大齋期去紀念耶穌的受苦
[00:06:11.800 --> 00:06:13.800]  但是耶穌基督的復活
[00:06:13.800 --> 00:06:18.800]  我們可能只是在復活節那一個崇拜
[00:06:18.800 --> 00:06:20.800]  知道祂已經復活了
[00:06:20.800 --> 00:06:26.800]  然後我們就不會花額外太多的時間去紀念基督的復活
[00:06:26.800 --> 00:06:33.800]  當然其實當我們每一天去每一個星期參加一個主日的崇拜
[00:06:33.800 --> 00:06:38.800]  其實這個主日的崇拜理應都是紀念耶穌基督的復活
[00:06:38.800 --> 00:06:41.800]  就好像在科幻書裡面說的七日的第一日
[00:06:41.800 --> 00:06:43.800]  耶穌是復活
[00:06:43.800 --> 00:06:47.800]  其實每一個的主日崇拜應該都是指向基督的復活
[00:06:47.800 --> 00:06:53.800]  不過問題是我們未必真的有心思去思考基督的復活
[00:06:53.800 --> 00:06:56.800]  或者我們只是知道基督復活這個事實
[00:06:56.800 --> 00:06:59.800]  而未必知道那個意義的所在
[00:06:59.800 --> 00:07:03.800]  雖然空墳墓是很難理解
[00:07:03.800 --> 00:07:06.800]  但是其實如果我們細心一點去查考聖經
[00:07:06.800 --> 00:07:09.800]  我們要知道一個事實就是
[00:07:09.800 --> 00:07:13.800]  其實這個空墳墓基督從死裡復活這個事實
[00:07:13.800 --> 00:07:15.800]  是打開了一個全新的世界
[00:07:15.800 --> 00:07:18.800]  是一個很關鍵的歷史事件
[00:07:18.800 --> 00:07:23.800]  甚至這個歷史事件是會改變了歷史的軌跡
[00:07:23.800 --> 00:07:25.800]  為什麼我會這樣說呢?
[00:07:25.800 --> 00:07:30.800]  空墳墓這件事我們可以對比耶穌基督的降生這件事去看
[00:07:30.800 --> 00:07:33.800]  耶穌基督降生重要嗎?當然重要
[00:07:33.800 --> 00:07:38.800]  耶穌基督的復活和降生不應該將它拿來比較
[00:07:38.800 --> 00:07:40.800]  因為兩件事都是耶穌的生平
[00:07:40.800 --> 00:07:42.800]  都是對我們很重要
[00:07:42.800 --> 00:07:45.800]  但如果真的要拿來比較
[00:07:45.800 --> 00:07:49.800]  意思就是如果要抽走其中一個罪事
[00:07:49.800 --> 00:07:52.800]  抽走耶穌基督的降生會有什麼後果呢?
[00:07:52.800 --> 00:07:55.800]  他可能會讓福音書
[00:07:55.800 --> 00:07:56.800]  可能是馬太福音
[00:07:56.800 --> 00:07:58.800]  可能是路加福音
[00:07:58.800 --> 00:08:00.800]  少了頭兩章的聖經
[00:08:00.800 --> 00:08:02.800]  當然都是不完整的
[00:08:02.800 --> 00:08:05.800]  對於我們認識耶穌來說都是不理想
[00:08:05.800 --> 00:08:08.800]  但是那個影響是比較小一點
[00:08:08.800 --> 00:08:12.800]  你只是沒有了福音書的頭兩章的聖經
[00:08:12.800 --> 00:08:14.800]  但我們試想像一下
[00:08:14.800 --> 00:08:19.800]  如果聖經沒有提到耶穌基督從死裡復活這件事
[00:08:19.800 --> 00:08:22.800]  即是說四福音書是沒有那個結局的
[00:08:22.800 --> 00:08:24.800]  是會有什麼後果呢?
[00:08:24.800 --> 00:08:30.800]  那個後果就不是福音書少了最後一兩章的聖經那麼簡單
[00:08:30.800 --> 00:08:35.800]  而是整個新約聖經都會被瓦解
[00:08:35.800 --> 00:08:38.800]  整個基督教都站立不住
[00:08:38.800 --> 00:08:41.800]  因為我們看到的是保羅的核心教義
[00:08:41.800 --> 00:08:44.800]  亦都是這個課程遲些會說的
[00:08:44.800 --> 00:08:49.800]  保羅書信是每一卷都會說耶穌基督的復活
[00:08:49.800 --> 00:08:53.800]  並且每一卷都會因著耶穌基督這個復活的教義
[00:08:53.800 --> 00:08:58.800]  保羅去傳遞這個福音給其他人知道
[00:08:58.800 --> 00:09:01.800]  所以其實基督從死裡復活
[00:09:01.800 --> 00:09:04.800]  復活這件事是支撐著整個基督教
[00:09:04.800 --> 00:09:07.800]  支撐著整本新約聖經
[00:09:07.800 --> 00:09:09.800]  如果沒有了基督的復活
[00:09:09.800 --> 00:09:12.800]  基本上是不會有新約聖經的出現
[00:09:12.800 --> 00:09:14.800]  不單止沒有了四福音的結局
[00:09:14.800 --> 00:09:16.800]  亦都可能會沒有了保羅書信
[00:09:16.800 --> 00:09:19.800]  新約聖經的核心的教義和思想都會沒有了
[00:09:19.800 --> 00:09:23.800]  更加重要的是我們末後盼望的根基都沒有了
[00:09:23.800 --> 00:09:25.800]  如果基督沒有復活的話
[00:09:25.800 --> 00:09:29.800]  所以即使復活這件事是超越我們常理
[00:09:29.800 --> 00:09:31.800]  難以理解
[00:09:31.800 --> 00:09:33.800]  但它仍然是一件非常重要的事
[00:09:33.800 --> 00:09:36.800]  它是改變了一個歷史的事件
[00:09:36.800 --> 00:09:37.800]  事實 軌跡
[00:09:37.800 --> 00:09:40.800]  而我們今天的課程是會更加去體會到
[00:09:40.800 --> 00:09:43.800]  耶穌基督的復活是怎樣改變了歷史
[00:09:43.800 --> 00:09:45.800]  在舊約聖經
[00:09:45.800 --> 00:09:48.800]  其實今堂我們會說舊約聖經的復活
[00:09:48.800 --> 00:09:50.800]  舊約聖經是有說復活的
[00:09:50.800 --> 00:09:52.800]  但討論是不多
[00:09:52.800 --> 00:09:55.800]  第二聖殿時期的文獻是也有說復活的
[00:09:55.800 --> 00:09:58.800]  但很多人有不同的見解
[00:09:58.800 --> 00:10:00.800]  但當耶穌基督復活了之後
[00:10:00.800 --> 00:10:05.800]  新約聖經清一色 一錘定音地說
[00:10:05.800 --> 00:10:08.800]  耶穌基督的復活是怎樣指向一個的未來
[00:10:08.800 --> 00:10:14.800]  而這個未來是不同的聖經作者都在指向同一個終點
[00:10:14.800 --> 00:10:18.800]  所以說耶穌基督復活這件事是真的改變了歷史
[00:10:18.800 --> 00:10:23.800]  亦值得我們花四堂時間好好了解
[00:10:23.800 --> 00:10:25.800]  好好思考
[00:10:25.800 --> 00:10:32.800]  耶穌基督復活這件事會帶來甚麼意義和盼望的所在
[00:10:32.800 --> 00:10:37.800]  當然研究耶穌的復活並不是簡單
[00:10:37.800 --> 00:10:40.800]  耶穌的復活有甚麼好研究呢
[00:10:40.800 --> 00:10:41.800]  我們都會問一個問題
[00:10:41.800 --> 00:10:44.800]  不外乎是空墳墓
[00:10:44.800 --> 00:10:48.800]  然後和門徒相見
[00:10:48.800 --> 00:10:50.800]  然後又升天
[00:10:50.800 --> 00:10:53.800]  我們似乎對於耶穌基督的復活
[00:10:53.800 --> 00:10:56.800]  可以掌握的東西並不多
[00:10:56.800 --> 00:11:03.800]  如何去理解和更深入思考和研究耶穌的復活呢
[00:11:03.800 --> 00:11:09.800]  這個課程我們會主要參考賴特的寫作
[00:11:09.800 --> 00:11:11.800]  Anti-Rite的寫作
[00:11:11.800 --> 00:11:14.800]  他寫了一本書叫做《神而致的復活》
[00:11:14.800 --> 00:11:18.800]  今天我帶來了這本《神而致的復活》
[00:11:18.800 --> 00:11:22.800]  賴特研究基督的復活
[00:11:22.800 --> 00:11:24.800]  他寫了一本這麼厚的書
[00:11:24.800 --> 00:11:29.800]  這本書其實是賴特的一系列的寫作
[00:11:29.800 --> 00:11:34.800]  系列叫做《基督教起源》和《上帝議題》
[00:11:34.800 --> 00:11:37.800]  這本書是卷三
[00:11:37.800 --> 00:11:40.800]  他之前還寫多了兩卷
[00:11:40.800 --> 00:11:43.800]  第一卷是《新約與神的指紋》
[00:11:43.800 --> 00:11:46.800]  第二卷是《耶穌與德勝的國度》
[00:11:46.800 --> 00:11:49.800]  第三卷是《神而致的復活》
