
[00:00:00.000 --> 00:00:03.000]  今日講的題目是「施恩忘報」
[00:00:03.000 --> 00:00:06.000]  在講到之前請大家聽我讀出
[00:00:06.000 --> 00:00:08.000]  今日的經文是記載在
[00:00:08.000 --> 00:00:13.000]  路加福音第十七章十一到十九節
[00:00:13.000 --> 00:00:18.000]  在教會的聖經新約的第一百二十一頁
[00:00:18.000 --> 00:00:23.000]  路加福音十七章十一到十九節
[00:00:23.000 --> 00:00:25.000]  請聽我讀出
[00:00:25.000 --> 00:00:32.000]  耶穌往耶路撒冷去,經過撒瑪利亞和加利利中間的地區,
[00:00:32.000 --> 00:00:40.000]  他進入一個村子,有十個麻瘋病人迎面而來,遠遠地站著。
[00:00:40.000 --> 00:00:45.000]  高聲說:「耶穌,老師啊,可憐我們吧!」
[00:00:45.000 --> 00:00:48.000]  耶穌看見,就對他們說:
[00:00:48.000 --> 00:00:52.000]  「你們去把身體給祭司檢查,
[00:00:52.000 --> 00:00:56.000]  他們正去的時候就潔淨了。」
[00:00:56.000 --> 00:01:03.000]  其中有一個見自己已經好了,就回來大聲歸榮耀給神,
[00:01:03.000 --> 00:01:09.000]  又俯伏在耶穌腳前感謝他,這人是撒瑪利亞人。
[00:01:09.000 --> 00:01:17.000]  耶穌回答說:「潔淨了的人不是十個人嗎?那九個在那裡呢?
[00:01:17.000 --> 00:01:23.000]  除了這外族人,再沒有別人回來歸榮耀給神嗎?」
[00:01:23.000 --> 00:01:30.000]  於是他對那人說:「起來,走吧!你的信救了你。」
[00:01:30.000 --> 00:01:32.000]  請梁牧師
[00:01:32.000 --> 00:01:38.000]  主席
[00:01:38.000 --> 00:02:06.000]  主席
[00:02:06.000 --> 00:02:35.000]  主席
[00:02:35.000 --> 00:02:41.000]  主席
[00:02:42.000 --> 00:02:43.000]  主席
[00:02:43.000 --> 00:03:05.000]  主席
[00:03:05.000 --> 00:03:27.000]  主席
[00:03:27.000 --> 00:03:55.000]  主席
[00:03:55.000 --> 00:04:21.000]  主席
[00:04:21.000 --> 00:04:35.000]  主席
[00:04:35.000 --> 00:04:43.000]  主席
[00:04:43.000 --> 00:05:12.000]  主席
[00:05:13.000 --> 00:05:39.000]  主席
[00:05:39.000 --> 00:06:07.000]  主席
[00:06:07.000 --> 00:06:32.000]  主席
[00:06:32.000 --> 00:07:01.000]  主席
[00:07:01.000 --> 00:07:02.000]  主席
[00:07:02.000 --> 00:07:31.000]  主席
[00:07:31.000 --> 00:07:32.000]  主席
[00:07:32.000 --> 00:08:01.000]  主席
[00:08:01.000 --> 00:08:25.000]  主席
[00:08:26.000 --> 00:08:27.000]  主席
[00:08:28.000 --> 00:08:29.000]  主席
[00:08:30.000 --> 00:08:31.000]  主席
[00:08:32.000 --> 00:08:33.000]  主席
[00:08:34.000 --> 00:08:35.000]  主席
[00:08:36.000 --> 00:08:37.000]  主席
[00:08:38.000 --> 00:08:39.000]  主席
[00:08:40.000 --> 00:08:41.000]  主席
[00:08:42.000 --> 00:08:43.000]  主席
[00:08:44.000 --> 00:08:45.000]  主席
[00:08:45.000 --> 00:09:13.000]  主席
[00:09:13.000 --> 00:09:14.000]  主席
[00:09:15.000 --> 00:09:16.000]  主席
[00:09:17.000 --> 00:09:18.000]  主席
[00:09:19.000 --> 00:09:20.000]  主席
[00:09:21.000 --> 00:09:22.000]  主席
[00:09:23.000 --> 00:09:24.000]  主席
[00:09:25.000 --> 00:09:26.000]  主席
[00:09:26.000 --> 00:09:55.000]  主席
[00:09:55.000 --> 00:09:56.000]  主席
[00:09:56.000 --> 00:09:57.000]  主席
[00:09:58.000 --> 00:09:59.000]  主席
[00:10:00.000 --> 00:10:01.000]  主席
[00:10:02.000 --> 00:10:03.000]  主席
[00:10:03.000 --> 00:10:04.000]  主席
[00:10:04.000 --> 00:10:05.000]  主席
[00:10:06.000 --> 00:10:07.000]  主席
[00:10:07.000 --> 00:10:08.000]  主席
[00:10:09.000 --> 00:10:10.000]  主席
[00:10:10.000 --> 00:10:11.000]  主席
[00:10:12.000 --> 00:10:13.000]  主席
[00:10:13.000 --> 00:10:14.000]  主席
[00:10:15.000 --> 00:10:16.000]  主席
[00:10:17.000 --> 00:10:18.000]  主席
[00:10:18.000 --> 00:10:19.000]  主席
[00:10:19.000 --> 00:10:20.000]  主席
[00:10:21.000 --> 00:10:22.000]  主席
[00:10:23.000 --> 00:10:24.000]  主席
[00:10:25.000 --> 00:10:26.000]  主席
[00:10:27.000 --> 00:10:28.000]  主席
[00:10:29.000 --> 00:10:30.000]  主席
[00:10:30.000 --> 00:10:31.000]  主席
[00:10:32.000 --> 00:10:33.000]  主席
[00:10:34.000 --> 00:10:35.000]  主席
[00:10:35.000 --> 00:10:36.000]  主席
[00:10:37.000 --> 00:10:38.000]  主席
[00:10:39.000 --> 00:10:40.000]  主席
[00:10:41.000 --> 00:10:42.000]  主席
[00:10:43.000 --> 00:10:44.000]  主席
[00:10:44.000 --> 00:10:45.000]  主席
[00:10:45.000 --> 00:10:46.000]  主席
[00:10:47.000 --> 00:10:48.000]  主席
[00:10:48.000 --> 00:10:49.000]  主席
[00:10:50.000 --> 00:10:51.000]  主席
[00:10:52.000 --> 00:10:53.000]  主席
[00:10:53.000 --> 00:10:54.000]  主席
[00:10:54.000 --> 00:10:55.000]  主席
[00:10:55.000 --> 00:10:56.000]  主席
[00:10:57.000 --> 00:10:58.000]  主席
[00:10:59.000 --> 00:11:00.000]  主席
[00:11:01.000 --> 00:11:02.000]  主席
[00:11:02.000 --> 00:11:03.000]  主席
[00:11:03.000 --> 00:11:04.000]  主席
[00:11:05.000 --> 00:11:06.000]  主席
[00:11:06.000 --> 00:11:07.000]  主席
[00:11:08.000 --> 00:11:09.000]  主席
[00:11:10.000 --> 00:11:11.000]  主席
[00:11:11.000 --> 00:11:12.000]  主席
[00:11:12.000 --> 00:11:13.000]  主席
[00:11:14.000 --> 00:11:15.000]  主席
[00:11:16.000 --> 00:11:17.000]  主席
[00:11:18.000 --> 00:11:19.000]  主席
[00:11:20.000 --> 00:11:21.000]  主席
[00:11:22.000 --> 00:11:23.000]  主席
[00:11:24.000 --> 00:11:25.000]  主席
[00:11:25.000 --> 00:11:26.000]  主席
[00:11:27.000 --> 00:11:28.000]  主席
[00:11:28.000 --> 00:11:29.000]  主席
[00:11:30.000 --> 00:11:31.000]  主席
[00:11:32.000 --> 00:11:33.000]  主席
[00:11:33.000 --> 00:11:34.000]  主席
[00:11:34.000 --> 00:11:35.000]  主席
[00:11:35.000 --> 00:11:36.000]  主席
[00:11:37.000 --> 00:11:38.000]  主席
[00:11:39.000 --> 00:11:40.000]  主席
[00:11:40.000 --> 00:11:41.000]  主席
[00:11:41.000 --> 00:11:42.000]  主席
[00:11:43.000 --> 00:11:44.000]  主席
[00:11:45.000 --> 00:11:46.000]  主席
[00:11:47.000 --> 00:11:48.000]  主席
[00:11:49.000 --> 00:11:50.000]  主席
[00:11:50.000 --> 00:11:51.000]  主席
[00:11:52.000 --> 00:11:53.000]  主席
[00:11:53.000 --> 00:11:54.000]  主席
[00:11:54.000 --> 00:11:55.000]  主席
[00:11:55.000 --> 00:11:56.000]  主席
[00:11:56.000 --> 00:11:57.000]  主席
[00:11:58.000 --> 00:11:59.000]  主席
[00:12:00.000 --> 00:12:01.000]  主席
[00:12:02.000 --> 00:12:03.000]  主席
[00:12:04.000 --> 00:12:05.000]  主席
[00:12:06.000 --> 00:12:07.000]  主席
[00:12:07.000 --> 00:12:08.000]  主席
[00:12:08.000 --> 00:12:09.000]  主席
[00:12:09.000 --> 00:12:10.000]  主席
[00:12:11.000 --> 00:12:12.000]  主席
[00:12:13.000 --> 00:12:14.000]  主席
[00:12:15.000 --> 00:12:16.000]  主席
[00:12:16.000 --> 00:12:17.000]  主席
[00:12:18.000 --> 00:12:19.000]  主席
[00:12:19.000 --> 00:12:47.000]  主席
[00:12:48.000 --> 00:12:49.000]  (主席)
[00:12:49.000 --> 00:13:15.000]  主席
[00:13:15.000 --> 00:13:23.000]  主席
[00:13:23.000 --> 00:13:24.000]  主席
[00:13:25.000 --> 00:13:26.000]  主席
