
[00:00:00.000 --> 00:00:02.000]  好,我們先有簡單祈禱
[00:00:02.000 --> 00:00:04.000]  再一次多謝主
[00:00:04.000 --> 00:00:06.000]  我們可以來到去打開聖經
[00:00:06.000 --> 00:00:09.500]  研讀約翰福音的十五章
[00:00:09.500 --> 00:00:11.500]  都是相當重要的經文
[00:00:11.500 --> 00:00:13.000]  讓我們明白
[00:00:13.000 --> 00:00:14.500]  和你的關係
[00:00:14.500 --> 00:00:17.000]  你是我們的生命
[00:00:17.000 --> 00:00:19.000]  是人類的生命
[00:00:19.000 --> 00:00:22.500]  是整個宇宙的維繫者
[00:00:22.500 --> 00:00:24.500]  創始成中的神
[00:00:24.500 --> 00:00:28.500]  幫助我們能夠有對真理的認訊
[00:00:28.500 --> 00:00:31.000]  和在我們的生命裏面
[00:00:31.000 --> 00:00:33.000]  我們能夠不斷經歷
[00:00:33.000 --> 00:00:36.500]  你的生命的糧
[00:00:36.500 --> 00:00:38.000]  餵養我們
[00:00:38.000 --> 00:00:41.000]  使我們最終能夠結果子
[00:00:41.000 --> 00:00:43.000]  使神得到榮耀
[00:00:43.000 --> 00:00:45.000]  求主帶領我們
[00:00:45.000 --> 00:00:47.500]  也讓我們明白經文的內容
[00:00:47.500 --> 00:00:50.500]  和能夠有一個融會貫通
[00:00:50.500 --> 00:00:53.500]  去對聖靈的工作有認識
[00:00:53.500 --> 00:00:56.000]  今天晚上我們等候在你的面前
[00:00:56.000 --> 00:00:59.000]  禱告奉耶穌基督的名
[00:00:59.000 --> 00:01:00.000]  阿們
[00:01:00.000 --> 00:01:04.000]  簡單上個禮拜就開始了第十五章
[00:01:04.000 --> 00:01:09.000]  就一些很快的說了
[00:01:09.000 --> 00:01:14.000]  可能今晚就逐節和大家看
[00:01:14.000 --> 00:01:17.000]  讓大家掌握到
[00:01:17.000 --> 00:01:19.000]  這一章聖經
[00:01:19.000 --> 00:01:22.000]  如果我們真的沒有理解錯
[00:01:22.000 --> 00:01:25.000]  主耶穌說叫門徒在樓房上面
[00:01:25.000 --> 00:01:29.000]  現在他們的確是要離開樓房
[00:01:29.000 --> 00:01:31.000]  去到喀西馬利縣
[00:01:31.000 --> 00:01:35.000]  因為十七章耶穌舉目祈禱的時候
[00:01:35.000 --> 00:01:37.000]  就應該在喀西馬利縣祈禱
[00:01:37.000 --> 00:01:41.000]  所以那個步伐時間
[00:01:41.000 --> 00:01:44.000]  都是吻合這個場景的
[00:01:44.000 --> 00:01:46.000]  一路一路走過去
[00:01:46.000 --> 00:01:50.000]  其實無論是那個環境的黑夜
[00:01:50.000 --> 00:01:54.000]  或者是那個黑暗的勢力籠罩
[00:01:54.000 --> 00:01:57.000]  猶大一早就出去了
[00:01:57.000 --> 00:02:01.000]  去找祭司長和他的兵丁
[00:02:01.000 --> 00:02:05.000]  帶他們去約定的地方
[00:02:05.000 --> 00:02:07.000]  就是耶穌恆常在那裡禱告的地方
[00:02:07.000 --> 00:02:09.000]  再去捉拿耶穌
[00:02:09.000 --> 00:02:13.000]  所以門徒感受到那個威脅
[00:02:13.000 --> 00:02:15.000]  也感受到那個絕望
[00:02:15.000 --> 00:02:18.000]  其中就是十四章一而再說的
[00:02:18.000 --> 00:02:20.000]  就是耶穌說我要離開了
[00:02:20.000 --> 00:02:24.000]  但是我應許了保衛師
[00:02:24.000 --> 00:02:26.000]  真理的聖靈會來到
[00:02:26.000 --> 00:02:30.000]  祂會代替我成為你們的保衛師
[00:02:30.000 --> 00:02:32.000]  去保護你們安慰你們
[00:02:32.000 --> 00:02:37.000]  這個是十四章第十六節開始就介紹聖靈的
[00:02:37.000 --> 00:02:43.000]  接著就去到十四章的二十六節又再說
[00:02:43.000 --> 00:02:48.000]  接著今天我們到第十五章的
[00:02:48.000 --> 00:02:56.000]  應該就是二十六節又會再出現
[00:02:56.000 --> 00:03:01.000]  這個就是我們來到看到聖靈的工作
[00:03:01.000 --> 00:03:06.000]  我們今天應該夠時間看完十五章
[00:03:06.000 --> 00:03:10.000]  所以聖靈的工作在這兩章裡面
[00:03:10.000 --> 00:03:12.000]  已經耶穌說了三次
[00:03:12.000 --> 00:03:17.000]  所以他們是應該不需要憂愁的
[00:03:17.000 --> 00:03:19.000]  因為和耶穌一樣
[00:03:19.000 --> 00:03:22.000]  來保護他們安慰他們
[00:03:22.000 --> 00:03:24.000]  我們在第十五章
[00:03:24.000 --> 00:03:26.000]  我們還是要再讀一讀經文
[00:03:26.000 --> 00:03:29.000]  我是曾葡萄樹
[00:03:29.000 --> 00:03:31.000]  我父是栽培的人
[00:03:31.000 --> 00:03:34.000]  凡屬我不潔果子的之子
[00:03:34.000 --> 00:03:36.000]  他就剪去
[00:03:36.000 --> 00:03:38.000]  當然是父神剪去
[00:03:38.000 --> 00:03:39.000]  凡潔果子的
[00:03:39.000 --> 00:03:41.000]  他就修理乾淨
[00:03:41.000 --> 00:03:44.000]  使子子潔果子更多
[00:03:44.000 --> 00:03:46.000]  兩種都是剪的
[00:03:46.000 --> 00:03:48.000]  我們上個星期說過
[00:03:48.000 --> 00:03:51.000]  剪去的是那些不會生長的
[00:03:51.000 --> 00:03:53.000]  但是會生長的
[00:03:53.000 --> 00:03:55.000]  就會剪去修剪
[00:03:55.000 --> 00:03:57.000]  是令到他最終的目的
[00:03:57.000 --> 00:04:00.000]  就是說剪的過程都是痛的
[00:04:00.000 --> 00:04:01.000]  因為你有生命的
[00:04:01.000 --> 00:04:03.000]  連那些樹枝都有生命的
[00:04:03.000 --> 00:04:06.000]  只是有生命他才會潔果子
[00:04:06.000 --> 00:04:09.000]  所以剪的過程
[00:04:09.000 --> 00:04:14.000]  如果我們不是太過對神有認識
[00:04:14.000 --> 00:04:16.000]  我們以為為什麼要剪我們呢?
[00:04:16.000 --> 00:04:19.000]  剪我們不就很痛嗎?
[00:04:19.000 --> 00:04:21.000]  這樣剪我們
[00:04:21.000 --> 00:04:23.000]  有什麼目的作用呢?
[00:04:23.000 --> 00:04:25.000]  所以如果我們對這些經文
[00:04:25.000 --> 00:04:28.000]  是能夠很深的默想認識
[00:04:28.000 --> 00:04:30.000]  每一個的剪刀
[00:04:30.000 --> 00:04:34.000]  原來是使你潔果子更多
[00:04:34.000 --> 00:04:36.000]  更加甜
[00:04:36.000 --> 00:04:37.000]  更加大粒
[00:04:37.000 --> 00:04:41.000]  這就是修剪的目的
[00:04:41.000 --> 00:04:43.000]  你就可以知道父神
[00:04:43.000 --> 00:04:48.000]  每一個剪刀都不是白費的
[00:04:48.000 --> 00:04:51.000]  如果這樣想就完全不同了
[00:04:51.000 --> 00:04:54.000]  每一個打擊都是一個利益
[00:04:54.000 --> 00:04:56.000]  每一個對你的
[00:04:56.000 --> 00:04:58.000]  無論不同的際遇
[00:04:58.000 --> 00:05:00.000]  或者不同的人
[00:05:00.000 --> 00:05:03.000]  對我們的攻擊
[00:05:03.000 --> 00:05:05.000]  無論是言語的
[00:05:05.000 --> 00:05:07.000]  或者實際有行動的
[00:05:07.000 --> 00:05:10.000]  但是我們要看清楚
[00:05:10.000 --> 00:05:15.000]  我們是父神所栽培的子子
[00:05:15.000 --> 00:05:18.000]  這是耶穌和這十一個門徒說的
[00:05:18.000 --> 00:05:20.000]  然後到後面
[00:05:20.000 --> 00:05:22.000]  就說到他們是他的朋友
[00:05:22.000 --> 00:05:24.000]  所以這一章聖經
[00:05:24.000 --> 00:05:26.000]  如果你要分段
[00:05:26.000 --> 00:05:29.000]  一到第十節就是那個比喻
[00:05:29.000 --> 00:05:31.000]  真的看著一棵樹
[00:05:31.000 --> 00:05:34.000]  但耶穌很快就將這一棵樹
[00:05:34.000 --> 00:05:37.000]  葡萄樹
[00:05:37.000 --> 00:05:40.000]  然後耶穌就是真的葡萄樹
[00:05:40.000 --> 00:05:43.000]  這個就是猶太人才能夠明白
[00:05:43.000 --> 00:05:45.000]  所以待會我們讀完之後
[00:05:45.000 --> 00:05:47.000]  上個星期我們不夠時間揭
[00:05:47.000 --> 00:05:50.000]  就有好幾段重要的舊約
[00:05:50.000 --> 00:05:52.000]  是說到以色列
[00:05:52.000 --> 00:05:54.000]  以色列人
[00:05:54.000 --> 00:05:58.000]  就是神所栽種的葡萄樹
[00:05:58.000 --> 00:06:02.000]  但是這麼多段的聖經
[00:06:02.000 --> 00:06:04.000]  都是告訴我們
[00:06:04.000 --> 00:06:08.000]  猶太人不可以把果子結給神
[00:06:08.000 --> 00:06:10.000]  所以現在主耶穌
[00:06:10.000 --> 00:06:15.000]  祂自己就是真真正正的葡萄樹
[00:06:15.000 --> 00:06:17.000]  第三節
[00:06:17.000 --> 00:06:22.000]  現在你們因我講給你們的道已經乾淨了
[00:06:22.000 --> 00:06:25.000]  你們要常在我裡面
[00:06:25.000 --> 00:06:27.000]  我也常在你們裡面
[00:06:27.000 --> 00:06:30.000]  之子若不常在葡萄樹上
[00:06:30.000 --> 00:06:33.000]  自己就不能結果子
[00:06:33.000 --> 00:06:37.000]  因為你們若不常在我裡面
[00:06:37.000 --> 00:06:39.000]  也是這樣
[00:06:39.000 --> 00:06:40.000]  我是葡萄樹
[00:06:40.000 --> 00:06:42.000]  你們是之子
[00:06:42.000 --> 00:06:44.000]  常在我裡面的
[00:06:44.000 --> 00:06:46.000]  我也常在他裡面
[00:06:46.000 --> 00:06:48.000]  這人就多結果子
[00:06:48.000 --> 00:06:50.000]  因為來了我
[00:06:50.000 --> 00:06:53.000]  你們就不能作甚麼
[00:06:53.000 --> 00:06:55.000]  人若不常在我裡面
[00:06:55.000 --> 00:06:58.000]  就像之子凋在外面枯乾
[00:06:58.000 --> 00:07:00.000]  說的那些真是被凋棄的
[00:07:00.000 --> 00:07:03.000]  被撇棄在野外的
[00:07:03.000 --> 00:07:04.000]  人拾起來
[00:07:04.000 --> 00:07:06.000]  瘟在火裡燒了
[00:07:06.000 --> 00:07:09.000]  你們若常在我裡面
[00:07:09.000 --> 00:07:11.000]  我的話也常在你們裡面
[00:07:11.000 --> 00:07:14.000]  凡你們所願意的祈求
[00:07:14.000 --> 00:07:16.000]  就給你們成就
[00:07:16.000 --> 00:07:18.000]  你們多結果子
[00:07:18.000 --> 00:07:22.000]  這裡說的是原來祈禱和結果子
[00:07:22.000 --> 00:07:24.000]  和在耶穌裡面
[00:07:24.000 --> 00:07:26.000]  耶穌想什麼
[00:07:26.000 --> 00:07:28.000]  我們自然就想什麼
[00:07:28.000 --> 00:07:30.000]  那個祈求就會成就
[00:07:30.000 --> 00:07:34.000]  而且這個成就原來是說結果子
[00:07:34.000 --> 00:07:38.000]  所以如果我們硬把一節經文抽離開
[00:07:38.000 --> 00:07:40.000]  基督徒真是厲害
[00:07:40.000 --> 00:07:42.000]  神應許的
[00:07:42.000 --> 00:07:44.000]  無論求什麼都可以
[00:07:44.000 --> 00:07:46.000]  但是上下文說的是
[00:07:46.000 --> 00:07:50.000]  我們在這棵葡萄樹的生命裡面
[00:07:50.000 --> 00:07:52.000]  來居住
[00:07:52.000 --> 00:07:54.000]  來有一個任務
[00:07:54.000 --> 00:07:56.000]  就是結果子
[00:07:56.000 --> 00:07:57.000]  而且這個過程
[00:07:57.000 --> 00:08:00.000]  父神是栽培的人
[00:08:00.000 --> 00:08:04.000]  這樣來慢慢修理乾淨
[00:08:04.000 --> 00:08:05.000]  而且主耶穌說
[00:08:05.000 --> 00:08:10.000]  現在你們因我告訴你們的道
[00:08:10.000 --> 00:08:12.000]  已經乾淨了
[00:08:12.000 --> 00:08:14.000]  即時時有道在他們的心裡
[00:08:14.000 --> 00:08:16.000]  時時有道可以聽
[00:08:16.000 --> 00:08:18.000]  有道可以行
[00:08:18.000 --> 00:08:20.000]  可以來去信服
[00:08:20.000 --> 00:08:22.000]  可以來去用信心
[00:08:22.000 --> 00:08:23.000]  這樣的時候
[00:08:23.000 --> 00:08:26.000]  這樣的基督徒的祈禱就非同小可了
[00:08:26.000 --> 00:08:28.000]  因為他的境界
[00:08:28.000 --> 00:08:30.000]  不是修煉
[00:08:30.000 --> 00:08:34.000]  而是他越來越想神所想的東西
[00:08:34.000 --> 00:08:36.000]  愛慕神所愛慕的東西
[00:08:36.000 --> 00:08:40.000]  思想神急切神所急的東西
[00:08:40.000 --> 00:08:42.000]  急神所急的東西
[00:08:42.000 --> 00:08:46.000]  這樣的時候那個禱告就有價值了
[00:08:46.000 --> 00:08:49.000]  因為他不會再為一些雞毛蒜皮的東西
[00:08:49.000 --> 00:08:51.000]  來浪費時間
[00:08:51.000 --> 00:08:54.000]  他會為一些重大的事情來去禱告
[00:08:54.000 --> 00:08:56.000]  所以如果你能夠一路
[00:08:56.000 --> 00:08:58.000]  你發現自己提升那個禱告
[00:08:58.000 --> 00:09:00.000]  又喜歡禱告
[00:09:00.000 --> 00:09:02.000]  很想為一些事情祈禱
[00:09:02.000 --> 00:09:04.000]  很想為一些人祈禱
[00:09:04.000 --> 00:09:06.000]  很想為教會的復興祈禱
[00:09:06.000 --> 00:09:10.000]  很想為整個香港的靈命祈禱
[00:09:10.000 --> 00:09:14.000]  起碼那些人不會越來越迷信
[00:09:14.000 --> 00:09:16.000]  如果你能夠有這個容量
[00:09:16.000 --> 00:09:20.000]  你就會發現第七第八節的英許
[00:09:20.000 --> 00:09:23.000]  那種奧妙就在這裡發生了
[00:09:23.000 --> 00:09:25.000]  所以蜀靈人參透萬事
[00:09:25.000 --> 00:09:27.000]  是保羅自己說的
[00:09:27.000 --> 00:09:29.000]  他能夠在有生之年
[00:09:29.000 --> 00:09:32.000]  好像打開了天堂的門
[00:09:32.000 --> 00:09:34.000]  這樣的基督徒
[00:09:34.000 --> 00:09:36.000]  不再是很熟悉
[00:09:36.000 --> 00:09:38.000]  不再是一回來教會就問
[00:09:38.000 --> 00:09:40.000]  我遲到五分鐘又不讓我進去
