
[00:00:00.000 --> 00:00:07.000]  《新約聖經》馬太福音,二十五章,十三到三十節。
[00:00:07.000 --> 00:00:15.000]  所以,你們要警醒,因為那日時,那時辰,你們不知道。
[00:00:15.000 --> 00:00:24.000]  天國好比一個人要出外遠行,就叫了僕人來,把他的家業交給他們。
[00:00:24.000 --> 00:00:37.000]  他按著國人的才幹,給他們銀子,一個給了五千,一個給了二千,一個給了一千,就出外遠行去了。
[00:00:37.000 --> 00:00:48.000]  那領五千的立刻拿去做買賣,另外賺了五千。那領二千的也照樣另賺了二千。
[00:00:48.000 --> 00:01:00.000]  那領一千的去掘開地,把主人的銀子埋藏了,過了許久。那些僕人的主人來了,和他們算帳。
[00:01:00.000 --> 00:01:12.000]  那領五千的又帶著另外的五千來說:「主呀,你交給我五千,請看,我又賺了五千。」主人說:「好。」
[00:01:12.000 --> 00:01:24.000]  「你這又善良又忠心的僕人,你在小去的事上忠心,我要派你管理許多的事,盡來享受你主人的快樂吧。」
[00:01:24.000 --> 00:01:35.000]  那領二千的也進前來說:「主呀,你交給我二千,請看,我又賺了二千。」主人說:「好。」
[00:01:35.000 --> 00:01:47.000]  「你這又善良又忠心的僕人,你在小去的事上忠心,我要派你管理許多的事,盡來享受你主人的快樂吧。」
[00:01:47.000 --> 00:02:00.000]  那領一千的也進前來說:「主呀,我知道你,你是個嚴厲的人,沒有種的地方也要收割,沒有報的地方也要收穫。」
[00:02:00.000 --> 00:02:09.000]  「好,我就害怕,去把你的一千銀子埋藏在地裡,請看,你的銀子在這裡。」
[00:02:09.000 --> 00:02:29.000]  他的主人回答他說:「你這又惡又懶的僕人,你既知道我沒有種的地方也要收割,沒有報的地方也要收穫,就該把我的銀子放給兌換銀錢的人,到我來的時候,就可以年本帶利收回。」
[00:02:29.000 --> 00:02:52.000]  把他這一千奪過來,給那有一萬的。因為凡有的,還要加給他,叫他有餘。沒有的,連他所有的也要奪過來。把這無用的僕人丟在外面黑暗裡,在那裡他要哀哭遲遲了。
[00:02:52.000 --> 00:03:01.000]  今天的主題是「喜樂的秘訣,目標方向」。恭敬張議員,時間交給陳一華牧師。
[00:03:01.000 --> 00:03:15.000]  各位姐妹早晨,我們終於等到溫暖的天氣來了,感謝主我們今天早上崇拜的日子,給我們一個非常和暖的天氣,我們要感恩。
[00:03:15.000 --> 00:03:33.000]  另外也很感謝玉貞姐妹,她一口氣就讀了一段很長的經文出來。其實這段經文就是耶穌在地上教訓裡面經常用的一種方式,就是用比喻的方式,你有沒有留意到?
[00:03:33.000 --> 00:03:48.000]  所以你讀到《馬太福音》的時候,你不單止發覺25章是有比喻的,原來13章也有7個比喻在當中。那你就會問為什麼耶穌講道或者教訓人的時候要用比喻呢?
[00:03:48.000 --> 00:04:08.000]  比喻的意思就是說耶穌會引用一些我們在生活比較熟悉的事物,借這些事物來講解一些比較深奧的道理,以致我們聽起來容易明白,容易理解,容易掌握。
[00:04:08.000 --> 00:04:18.000]  這個就是耶穌講道的時候,講信息的時候,慣常用比喻的原因就在這個地方。
[00:04:18.000 --> 00:04:41.000]  今天早上讀這個比喻,長不長?很長,不過對大家來說也是耳熟能詳,為什麼呢?我相信很多弟兄姊妹已經曾經讀過、聽過這個比喻,甚至今天早上是第一次聽或者讀這個比喻的弟兄姊妹朋友,
[00:04:41.000 --> 00:05:06.000]  實際上你也不會覺得很艱難,為什麼呢?因為都是很顯淺,很容易明白的,裡面講到三個僕人,其實整段經文的中心思想就是涉及到我們是否一個忠於所託的人。
[00:05:06.000 --> 00:05:14.000]  如果你能夠找到這個思想,你就知道整個段落要傳遞的信息。
[00:05:14.000 --> 00:05:29.000]  這段聖經裡面記載三個僕人,大家都知道兩個很勤力,主人就按他們的財綱給他們銀紙,一個五千,一個二千,大家很熟悉了。
[00:05:29.000 --> 00:05:49.000]  另一個就是一千,大家也很清楚,五千賺了五千,二千賺了二千,一千那個比較笨拙,他拿去埋在地圖裡面,結果主人來的時候,他原封不動就還給主人。
[00:05:49.000 --> 00:06:09.000]  當然三個僕人的遭遇是很不一同的,勤力的,忠心的,耶穌就說主人很稱讚他們,叫他們進來享受主人的快樂,
[00:06:09.000 --> 00:06:33.000]  而且將來又要將更大的任務託付給他們,委以重任,這是一些讚賞,對於那個懶惰的,大家都知道結果很淒涼,因為他僅有的一千主人都要收回,不僅如此還要趕他出去,因為又惡又懶的僕人。
[00:06:33.000 --> 00:06:42.000]  所以大家就知道整個比喻的佈局是一個很明顯的一個信息。
[00:06:43.000 --> 00:07:06.000]  所以這段經文的比喻也有很多人喜歡讀,為什麼呢?因為這段經文的比喻,我相信做生意的人很喜歡讀,為什麼呢?因為有錢賺嘛,勤力的人喜歡讀,讀起來很有共鳴,有上進心的人也喜歡讀,
[00:07:06.000 --> 00:07:28.000]  因為覺得人應該積極,要上進的,所以讀起來很有味道,又或者你喜歡多勞多得的人,又喜歡讀,為什麼呢?因為他真的有多勞多得,又或者你在工作上很有滿足感的人,你喜歡讀嗎?又喜歡讀,為什麼呢?因為又是很有共鳴,很有迴響。
[00:07:28.000 --> 00:07:51.000]  各位聽眾,這段聖經真的很多人都喜歡讀,原因是因為這段聖經裏面有很多很實用的教訓,如果我們有時間的話,將這段經文抽絲剝繭,一層層去看的話,
[00:07:51.000 --> 00:08:11.000]  你會發覺耶穌講了一個很淺淺的比喻,但他裏面啟發性的點子可能有四至五個,是很豐富的,至於你慢慢咀嚼,你會發覺這段經文裏面的啟發的教導是這麼豐富的,
[00:08:11.000 --> 00:08:29.000]  如果牧師想你用一種水果去形容這段經文,你知不知道我用什麼水果去形容呢?我會用一個水蜜桃去形容這段經文,為什麼呢?多甜多汁,你明不明白?
[00:08:29.000 --> 00:08:50.000]  咬下去,整口都是很甜的果汁,令人很享受很喜歡的一段經文,所以讀這段聖經,真的可以說是有很多很豐富的教導在當中,
[00:08:50.000 --> 00:09:05.000]  但因為時間的緣故,今早我們不能將這段比喻用很多不同的角度去看,裏面不同的點子,不同的教訓,因為時間的緣故我們做不到這件事,
[00:09:05.000 --> 00:09:21.000]  不過今早我想集中做一件事,就是我想大家弟兄姊妹的眼光聚焦一下,就是這三個人,這三個的僕人,到底在他們的身上有什麼不同的地方?
[00:09:21.000 --> 00:09:38.000]  簡單來說,兩個勤力的,一個懶惰的,這兩批的僕人,到底他們有什麼不同的地方呢?各位弟兄姊妹們,如果這樣問你答的時候,你就不要答得這麼顯淺,
[00:09:38.000 --> 00:10:00.000]  「哦,我知道,這兩批的僕人,一個有錢賺,一個沒有錢賺,一個勤力,一個懶惰,一個被主人讚,一個被主人罵,一個主人會加錢給他,一個主人會收回他的錢,一個留在天國,一個在外面黑暗哀哭啜啜。」
[00:10:00.000 --> 00:10:17.000]  當然大家的答案不會只是回答這些表面的不同,我相信大家都不滿足在這個地步,如果我們再深入地去看,到底這兩類的僕人有什麼不同的地方呢?
[00:10:17.000 --> 00:10:36.000]  我發現最少有兩個比較深層面的不同,第一個不同是什麼呢?就是這三個人當中,我發現前面兩個的僕人是真的認識他的主人,大家明白我的意思嗎?
[00:10:36.000 --> 00:11:03.000]  他對主人的了解認識是什麼呢?是真實的,所以為什麼他們要成為一個勤力又忠心的僕人,大家有沒有留意到?但是後來第三個就真的不認識他的主人,雖然他的口講是認識他的主人,又惡又怎樣,又沒有的又變有,諸如此類,
[00:11:03.000 --> 00:11:25.000]  但是他真的不認識他的主人,以致他做了這麼傻的事情,大家有沒有留意到?這個是較為深層面的不同,但是另一個不同的地方,另一個去分別兩個僕人有不同的地方是什麼呢?
[00:11:25.000 --> 00:11:50.000]  我就看到有一點,就是前面兩個僕人是有目標的,後面的僕人是沒有目標的。你問牧師你怎樣看到呢?我就從當中有一句說話裡面去揣摩,就是你有沒有留意到前面兩個僕人對主人講說話的時候,
[00:11:50.000 --> 00:12:14.000]  他們經常這樣講,他說主人啊,你給我五千,我就有什麼?賺了五千,有沒有留意到?你給我兩千,我就有什麼?我就賺了兩千。我就在思想為什麼這麼對呢?大家有沒有留意到?為什麼這麼巧呢?拿五千是什麼?賺五千,大家做過生意的人就明白了。
