
[00:00:00.000 --> 00:00:03.320]  很開心又再一次
[00:00:03.320 --> 00:00:08.000]  我們可以有機會仔細去研讀羅馬書
[00:00:08.000 --> 00:00:11.500]  大家都看到現在的PowerPoint
[00:00:11.500 --> 00:00:14.980]  我們都嘗試用PowerPoint
[00:00:14.980 --> 00:00:19.820]  來幫大家在記憶上方便一些
[00:00:19.820 --> 00:00:23.740]  也提一提如果你開了麥克風
[00:00:23.740 --> 00:00:26.980]  麻煩你也關一下 因為影響到錄音
[00:00:26.980 --> 00:00:29.920]  申訴申請提醒和提交文件
[00:00:29.920 --> 00:00:32.340]  Jenny也要把那個
[00:00:32.340 --> 00:00:34.180]  是的 沒錯 麻煩你
[00:00:34.180 --> 00:00:36.680]  我們有一個簡單的祈禱
[00:00:36.680 --> 00:00:40.280]  天父我們第二次開始講羅馬書
[00:00:40.280 --> 00:00:44.020]  很盼望我們真的有系統地去研讀
[00:00:44.020 --> 00:00:48.140]  能夠了解這本書的整體
[00:00:48.140 --> 00:00:49.940]  無論是中心思想
[00:00:49.940 --> 00:00:52.700]  或者是每一個的分段
[00:00:52.700 --> 00:00:55.700]  大的大綱等等
[00:00:55.700 --> 00:00:59.660]  更加讓我們在讀入那些經文的時候
[00:00:59.660 --> 00:01:03.760]  我們自己也透過保羅這一份熱心
[00:01:03.760 --> 00:01:06.500]  傳福音 我們都有感動
[00:01:06.500 --> 00:01:08.220]  還有在我們人生
[00:01:08.220 --> 00:01:13.040]  找到我們自己在神賜給我們的那個照明
[00:01:13.040 --> 00:01:17.880]  我們來成為在神眼中合用的器皿
[00:01:17.880 --> 00:01:21.340]  可以被主使用 求主幫助
[00:01:21.340 --> 00:01:26.340]  多謝主給我們有在線的空間
[00:01:26.340 --> 00:01:30.980]  使得天氣寒冷其實也沒有太大影響
[00:01:30.980 --> 00:01:35.260]  我們很盼望成為了錄音之後
[00:01:35.260 --> 00:01:39.760]  在網絡上又可以祝福不同的國家
[00:01:39.760 --> 00:01:41.340]  不同的弟兄姊妹
[00:01:41.340 --> 00:01:44.860]  我們更盼望更多的初信者
[00:01:44.860 --> 00:01:47.920]  能夠對羅馬書有掌握
[00:01:47.920 --> 00:01:51.220]  有認識 我們仰望禱告
[00:01:51.220 --> 00:01:54.540]  奉耶穌基督的名 阿們
[00:01:54.540 --> 00:01:56.500]  大家看到那個分題
[00:01:56.500 --> 00:01:59.020]  已經開始和大家組織
[00:01:59.020 --> 00:02:02.220]  因為由一章開始
[00:02:02.220 --> 00:02:05.480]  一直到四章的二十四節
[00:02:05.480 --> 00:02:08.620]  就已經說了一個很重要的主題
[00:02:08.620 --> 00:02:12.340]  就是神的義是如何運作
[00:02:12.340 --> 00:02:15.740]  神的義給哪些人
[00:02:15.740 --> 00:02:17.820]  這個大課題
[00:02:17.820 --> 00:02:20.360]  還有為什麼猶太人
[00:02:20.360 --> 00:02:24.340]  他們是神的舊約的子民
[00:02:24.340 --> 00:02:27.660]  納約的 阿伯拉罕的子孫
[00:02:27.660 --> 00:02:30.180]  到底神的義
[00:02:30.180 --> 00:02:32.860]  他們在保羅的時代
[00:02:32.860 --> 00:02:34.920]  他們是怎樣呢?
[00:02:34.920 --> 00:02:39.320]  是不是在神的救恩以外呢?
[00:02:39.320 --> 00:02:41.160]  所以其實神的義
[00:02:41.160 --> 00:02:44.620]  是穿梭在這本書裡面
[00:02:44.620 --> 00:02:48.900]  一到第四章就是探討這個問題
[00:02:48.900 --> 00:02:52.420]  當然第五到第八章
[00:02:52.420 --> 00:02:55.700]  就是說到一個信了主耶穌的外邦人
[00:02:55.700 --> 00:02:58.300]  他可以得到什麼樣的福氣
[00:02:58.300 --> 00:03:02.420]  和這個福氣怎樣在他的生命裡面運作
[00:03:02.420 --> 00:03:03.940]  就去到第八章
[00:03:03.940 --> 00:03:05.660]  接著第九章
[00:03:05.660 --> 00:03:07.660]  真的又要再探討一個問題
[00:03:07.660 --> 00:03:10.660]  就是神的義
[00:03:10.660 --> 00:03:16.260]  怎樣和猶太人有什麼關係呢?
[00:03:16.260 --> 00:03:19.500]  所以又去到第九到十一章
[00:03:19.500 --> 00:03:21.100]  所以你看到保羅
[00:03:21.100 --> 00:03:24.100]  一直都在說這個很重要的題目
[00:03:24.100 --> 00:03:29.100]  所以這個就是我們要看到那個分段
[00:03:29.100 --> 00:03:33.500]  看到那個總綱和那個中心思想
[00:03:33.500 --> 00:03:37.660]  當然我們上一堂講過
[00:03:37.660 --> 00:03:41.460]  這本書不只是說恩訊清義
[00:03:41.460 --> 00:03:47.260]  不只是說我們怎樣可以得到神的義
[00:03:47.260 --> 00:03:51.660]  而是一群在神裡面被清義的基督徒
[00:03:51.660 --> 00:03:58.660]  怎樣去回應大夫召傳福音給萬民
[00:03:58.660 --> 00:04:02.660]  這個才是羅馬書真正的中心思想
[00:04:02.660 --> 00:04:04.660]  所以大家一路讀
[00:04:04.660 --> 00:04:07.160]  來去掌握就會好些
[00:04:07.160 --> 00:04:09.660]  我們開始進入經文
[00:04:09.660 --> 00:04:11.660]  有一兩個勸勉
[00:04:11.660 --> 00:04:14.660]  大家都長大了成人了
[00:04:14.660 --> 00:04:21.660]  真的不要小看讀聖經這個課題
[00:04:21.660 --> 00:04:26.660]  其實嚴格來說就不應該再要勸了
[00:04:26.660 --> 00:04:28.660]  不是一個小朋友
[00:04:28.660 --> 00:04:30.660]  不是一個小學生
[00:04:30.660 --> 00:04:33.660]  大家真的要買一本自己
[00:04:33.660 --> 00:04:37.660]  伴隨你一生的聖經
[00:04:37.660 --> 00:04:42.660]  你寫下多少東西是你自己寫的
[00:04:42.660 --> 00:04:46.660]  當然絕對不是否定現在電話的APP
[00:04:46.660 --> 00:04:48.660]  那些是不在話下的
[00:04:48.660 --> 00:04:52.660]  我自己的手機也有很多不同版本的聖經
[00:04:52.660 --> 00:04:55.660]  但是完全沒有抵消
[00:04:55.660 --> 00:04:59.660]  我們需要有一本大字版的聖經
[00:04:59.660 --> 00:05:03.660]  在研經的過程隨便揭開
[00:05:03.660 --> 00:05:07.660]  都能夠方便你去記熟經文的位置
[00:05:07.660 --> 00:05:09.660]  和背誦經文
[00:05:09.660 --> 00:05:11.660]  這些是很重要的
[00:05:11.660 --> 00:05:15.660]  當然不是因為你不用做傳道就不需要這樣
[00:05:15.660 --> 00:05:16.660]  其實不是的
[00:05:16.660 --> 00:05:19.660]  如果我們能夠有一本聖經
[00:05:19.660 --> 00:05:22.660]  隨時放在桌面這樣去研讀
[00:05:22.660 --> 00:05:24.660]  其實是一個很大的益處
[00:05:24.660 --> 00:05:26.660]  這個就題外話
[00:05:26.660 --> 00:05:28.660]  大家彼此這樣提醒
[00:05:28.660 --> 00:05:32.660]  所以如果你在家裡方便又有桌子
[00:05:32.660 --> 00:05:34.660]  麻煩你自己準備好
[00:05:34.660 --> 00:05:35.660]  攤開它
[00:05:35.660 --> 00:05:37.660]  最好有一本筆記本
[00:05:37.660 --> 00:05:39.660]  自己記一些重點
[00:05:39.660 --> 00:05:42.660]  我盡量錄完音之後
[00:05:42.660 --> 00:05:44.660]  現在AI方面
[00:05:44.660 --> 00:05:48.660]  我就可以將講道轉成文字
[00:05:48.660 --> 00:05:51.660]  方便大家做一個小小的總結
[00:05:51.660 --> 00:05:54.660]  但是其實聽了一個半小時
[00:05:54.660 --> 00:05:56.660]  有些都不會漏了
[00:05:56.660 --> 00:05:58.660]  這是看大家的時間
[00:05:58.660 --> 00:06:01.660]  所以真的要有一本大聖經
[00:06:01.660 --> 00:06:04.660]  不要拿電話在那裡跟著我
[00:06:04.660 --> 00:06:05.660]  你來不及的
[00:06:05.660 --> 00:06:06.660]  要揭聖經
[00:06:06.660 --> 00:06:08.660]  最好你自己也揭一下
[00:06:08.660 --> 00:06:14.660]  這樣會幫助你增強你對神的話語的認識
[00:06:14.660 --> 00:06:17.660]  越來越有一種熟絡
[00:06:17.660 --> 00:06:22.660]  還有就是大家要不斷看
[00:06:22.660 --> 00:06:26.660]  那節聖經的上下文是怎樣理解
[00:06:26.660 --> 00:06:30.660]  這就是更重要的解經的大原則
[00:06:30.660 --> 00:06:36.660]  方便大家將來不會讀錯聖經
[00:06:36.660 --> 00:06:41.660]  最好有本記事本自己記下重點
[00:06:41.660 --> 00:06:43.660]  我們開始吧
[00:06:43.660 --> 00:06:45.660]  要背熟這兩節聖經
[00:06:45.660 --> 00:06:48.660]  羅馬書的一章五節
[00:06:48.660 --> 00:06:51.660]  保羅寫這本書的原因
[00:06:51.660 --> 00:06:55.660]  第十五章他很想羅馬的教會
[00:06:55.660 --> 00:06:57.660]  意大利的弟兄姊妹
[00:06:57.660 --> 00:07:01.660]  支持他將福音傳到西班牙
[00:07:01.660 --> 00:07:03.660]  這就是大前題
[00:07:03.660 --> 00:07:05.660]  他寫這本書
[00:07:05.660 --> 00:07:07.660]  當然他鋪排的
[00:07:07.660 --> 00:07:10.660]  是相當有系統地去講
[00:07:10.660 --> 00:07:14.660]  神的義怎樣加給不義的人
[00:07:14.660 --> 00:07:16.660]  三章的二十三節
[00:07:16.660 --> 00:07:19.660]  就是整個段落的總結
[00:07:19.660 --> 00:07:21.660]  萬民都是不義
[00:07:21.660 --> 00:07:26.660]  所以萬民都需要神的福音
[00:07:26.660 --> 00:07:28.660]  神的福音到底是什麼呢?
[00:07:28.660 --> 00:07:32.660]  就是神的義加給那些不義的人
[00:07:32.660 --> 00:07:33.660]  這就是福音
[00:07:33.660 --> 00:07:35.660]  那怎樣運作呢?
[00:07:35.660 --> 00:07:37.660]  當然就是藉著基督耶穌的流血
[00:07:37.660 --> 00:07:43.660]  使我們可以得到神的拯救
[00:07:43.660 --> 00:07:47.660]  或者說神的義加在我們不義的人身上
[00:07:47.660 --> 00:07:49.660]  這就算為義了
[00:07:49.660 --> 00:07:51.660]  這就是整個神學的運作
[00:07:51.660 --> 00:07:55.660]  我們繼續
[00:07:55.660 --> 00:07:59.660]  上星期我們不夠時間講完
[00:07:59.660 --> 00:08:01.660]  在整個文安裏面
[00:08:01.660 --> 00:08:03.660]  我們先讀讀
[00:08:03.660 --> 00:08:05.660]  一到第七節
[00:08:05.660 --> 00:08:07.660]  大家稍微聽一聽
[00:08:07.660 --> 00:08:09.660]  我讀一讀
[00:08:09.660 --> 00:08:13.660]  耶穌基督的僕人保羅奉召為使徒
[00:08:13.660 --> 00:08:15.660]  特派傳神的福音
[00:08:15.660 --> 00:08:20.660]  他的僕人是使徒
[00:08:20.660 --> 00:08:24.660]  我們的僕人只是做聖徒
[00:08:24.660 --> 00:08:25.660]  搞清楚了
[00:08:25.660 --> 00:08:27.660]  因為後面就馬上講了
[00:08:27.660 --> 00:08:34.660]  他是特派傳神的福音
[00:08:34.660 --> 00:08:37.660]  這福音是神從前
[00:08:37.660 --> 00:08:41.660]  直眾先知在聖經上所應許的
[00:08:41.660 --> 00:08:45.660]  論道他兒子我主耶穌基督
[00:08:45.660 --> 00:08:47.660]  按肉體說
[00:08:47.660 --> 00:08:49.660]  即是按肉身來說
[00:08:49.660 --> 00:08:52.660]  耶穌是來過這個世界
[00:08:52.660 --> 00:08:54.660]  做一個有血有肉的人
[00:08:54.660 --> 00:08:57.660]  按肉體說
[00:08:57.660 --> 00:09:00.660]  是從大胃後裔生的
[00:09:00.660 --> 00:09:02.660]  按聖善的靈說
[00:09:02.660 --> 00:09:04.660]  因從死裡復活
[00:09:04.660 --> 00:09:08.660]  以大能顯明是神的兒子
[00:09:08.660 --> 00:09:10.660]  我們要問
[00:09:10.660 --> 00:09:12.660]  為什麼一定要大胃後裔
[00:09:12.660 --> 00:09:14.660]  為什麼不是阿伯拉罕後裔
[00:09:14.660 --> 00:09:16.660]  為什麼不是摩西後裔
[00:09:16.660 --> 00:09:19.660]  摩西是阿倫支派
[00:09:19.660 --> 00:09:20.660]  利美支派
[00:09:20.660 --> 00:09:22.660]  大胃才是猶大支派
[00:09:22.660 --> 00:09:28.660]  所以這就牽連神在創世紀的應許
[00:09:28.660 --> 00:09:30.660]  猶大的後裔
[00:09:30.660 --> 00:09:34.660]  和去到大胃的子孫
[00:09:34.660 --> 00:09:36.660]  今天如果時間夠
[00:09:36.660 --> 00:09:39.660]  我都引述了很多舊約
[00:09:39.660 --> 00:09:44.660]  才講到大胃後裔的應許
