
[00:00:00.000 --> 00:00:02.840]  我們同心祈禱
[00:00:02.840 --> 00:00:08.480]  再一次我們示立和等候主的聖靈
[00:00:08.480 --> 00:00:11.720]  將聖經的真理開啟
[00:00:11.720 --> 00:00:15.640]  總有我們需要學習、需要去反思
[00:00:15.640 --> 00:00:19.080]  甚至乎需要去悔改的地方
[00:00:19.080 --> 00:00:22.440]  多謝祢仍然給我們有時間
[00:00:22.440 --> 00:00:25.560]  可以來照著祢的標準
[00:00:25.560 --> 00:00:27.720]  來生活、做基督徒
[00:00:27.720 --> 00:00:29.800]  做祢所喜悅的事
[00:00:29.800 --> 00:00:32.560]  做一個最好的自己
[00:00:32.560 --> 00:00:37.080]  就是祢所喜悅的我們自己
[00:00:37.080 --> 00:00:39.160]  求主帶領
[00:00:39.160 --> 00:00:41.560]  在在當中有些年紀大的
[00:00:41.560 --> 00:00:44.280]  但是在主的眼裏
[00:00:44.280 --> 00:00:46.960]  根本沒有分年齡的大小
[00:00:46.960 --> 00:00:50.400]  我們總要趁著還有今天
[00:00:50.400 --> 00:00:53.280]  天天要彼此相勸
[00:00:53.280 --> 00:00:56.440]  因為既知道日子臨近
[00:00:56.440 --> 00:00:59.160]  就更加要警醒
[00:00:59.160 --> 00:01:00.560]  求主幫助
[00:01:00.560 --> 00:01:04.160]  我們一起在祢面前等候、聆聽
[00:01:04.160 --> 00:01:05.880]  這樣的感恩禱告
[00:01:05.880 --> 00:01:08.160]  奉耶穌基督的名
[00:01:08.160 --> 00:01:09.240]  阿們
[00:01:09.240 --> 00:01:11.840]  11月份我們定了的題目就是
[00:01:11.840 --> 00:01:15.640]  在神家裏面作禪瀑
[00:01:15.640 --> 00:01:17.520]  中心的瀑人
[00:01:17.520 --> 00:01:19.640]  當然在11月
[00:01:19.640 --> 00:01:21.600]  在歐美的日子
[00:01:21.600 --> 00:01:23.720]  很重要的就是感恩
[00:01:23.720 --> 00:01:26.280]  我們也定了11月21日
[00:01:26.280 --> 00:01:28.640]  當然是20日晚
[00:01:28.640 --> 00:01:29.720]  第三個星期
[00:01:29.720 --> 00:01:31.560]  我們有感恩的崇拜
[00:01:31.560 --> 00:01:33.200]  特別的感恩崇拜
[00:01:33.200 --> 00:01:36.560]  容後我們再報告給大家知道
[00:01:36.560 --> 00:01:38.160]  今天就集中看
[00:01:38.160 --> 00:01:40.480]  相當具標誌性的
[00:01:40.480 --> 00:01:42.680]  35到48節
[00:01:42.680 --> 00:01:45.960]  如何可以作一個二瀑、禪瀑呢?
[00:01:45.960 --> 00:01:47.840]  整段十二章
[00:01:47.840 --> 00:01:49.560]  這一大段聖經
[00:01:49.560 --> 00:01:52.000]  由1到48節
[00:01:52.000 --> 00:01:54.480]  可以分成三個大段落
[00:01:54.480 --> 00:01:56.480]  都是講管家的
[00:01:56.480 --> 00:01:58.840]  第一個部分1到第12節
[00:01:58.840 --> 00:02:00.240]  可以說是
[00:02:00.240 --> 00:02:03.600]  你如何能夠大膽地將這個福音傳遍
[00:02:03.600 --> 00:02:05.600]  不要管人怎麼看你
[00:02:05.600 --> 00:02:11.160]  12章的其中第十
[00:02:11.160 --> 00:02:12.160]  第三節
[00:02:12.160 --> 00:02:13.000]  不讀這麼長了
[00:02:13.000 --> 00:02:15.320]  第三節
[00:02:15.320 --> 00:02:18.560]  他說:因此你們在暗中所講的
[00:02:18.560 --> 00:02:20.600]  將要在明處被人看見
[00:02:20.600 --> 00:02:21.920]  被人聽見
[00:02:21.920 --> 00:02:24.520]  在密室附耳所講的
[00:02:24.520 --> 00:02:27.200]  將要在屋頂上被人宣揚
[00:02:27.200 --> 00:02:29.320]  即是說你不要以為
[00:02:29.320 --> 00:02:31.160]  沒有人知道你在做什麼
[00:02:31.160 --> 00:02:32.720]  跟門徒說
[00:02:32.720 --> 00:02:35.000]  就說你一定會被人知道的
[00:02:35.000 --> 00:02:36.520]  人們就會冒犯你
[00:02:36.520 --> 00:02:38.200]  來攻擊你的
[00:02:38.200 --> 00:02:39.600]  第四節
[00:02:39.600 --> 00:02:40.960]  我的朋友
