
[00:00:00.000 --> 00:00:02.000]  我們同心抱告
[00:00:02.000 --> 00:00:06.000]  感恩天父讓我們晚上再一次有機會
[00:00:06.000 --> 00:00:08.500]  一齊去研讀羅馬書
[00:00:08.500 --> 00:00:13.500]  也謝謝你讓我們能夠透過現在現今的媒體
[00:00:13.500 --> 00:00:16.000]  我們可以儲存這些錄音
[00:00:16.000 --> 00:00:19.500]  可以讓弟兄姊妹在不同的時間
[00:00:19.500 --> 00:00:22.000]  不同的地方都可以去聆聽
[00:00:22.000 --> 00:00:25.000]  來去查考神的話語
[00:00:25.000 --> 00:00:27.500]  我們很盼望神的息靈
[00:00:27.500 --> 00:00:29.500]  祝福你自己的說話
[00:00:29.500 --> 00:00:31.500]  當我們來到詳細的
[00:00:31.500 --> 00:00:36.500]  盡量來還原保羅的意思的時候
[00:00:36.500 --> 00:00:42.500]  我們盼望能夠建立在那個時代的歷史背景
[00:00:42.500 --> 00:00:46.000]  還有當時寫作的需要和動機
[00:00:46.000 --> 00:00:48.500]  也讓我們感受到
[00:00:48.500 --> 00:00:51.000]  使得保羅對於教會
[00:00:51.000 --> 00:00:54.000]  對於外邦的教會那份的愛
[00:00:54.000 --> 00:00:57.000]  還有對於猶太人
[00:00:57.000 --> 00:01:01.000]  他們不能夠得到福音的那個焦急
[00:01:01.000 --> 00:01:03.000]  都讓我們能夠感受到
[00:01:03.000 --> 00:01:06.500]  也讓我們有一個很成熟的心靈
[00:01:06.500 --> 00:01:09.000]  當我們一路去思考的時候
[00:01:09.000 --> 00:01:13.000]  我們自己都能夠將我們整個的生命
[00:01:13.000 --> 00:01:16.000]  都放在主耶穌的救恩裏面
[00:01:16.000 --> 00:01:17.500]  求祢帶領我們
[00:01:17.500 --> 00:01:20.000]  今天晚上我們等候在你的面前
[00:01:20.000 --> 00:01:24.000]  其實剛剛在感受整個的社區
[00:01:24.000 --> 00:01:27.000]  好像瀰漫著一份很開心
[00:01:27.000 --> 00:01:29.000]  很雀躍的心情
[00:01:29.000 --> 00:01:32.000]  就是很多的家長帶小朋友
[00:01:32.000 --> 00:01:36.000]  穿那些萬聖節的衣服裝飾
[00:01:36.000 --> 00:01:40.500]  可能已經完全沒有那些迷信的觀念
[00:01:40.500 --> 00:01:45.500]  沒有那些對於外邦
[00:01:45.500 --> 00:01:49.500]  特別是外國人那種對鬼的觀念
[00:01:49.500 --> 00:01:51.500]  但是我們都盼望
[00:01:51.500 --> 00:01:54.000]  不單止只是一個節日
[00:01:54.000 --> 00:01:58.500]  而是讓更加多人去思想宿靈的生命
[00:01:58.500 --> 00:02:00.000]  尤其是小朋友
[00:02:00.000 --> 00:02:02.500]  自小可能就是耳喧目諫
[00:02:02.500 --> 00:02:05.000]  他們很需要有神的救恩
[00:02:05.000 --> 00:02:07.000]  透過盼望是幼稚園
[00:02:07.000 --> 00:02:08.500]  他們一路升學
[00:02:08.500 --> 00:02:10.500]  遇到的是很好的基督徒老師
[00:02:10.500 --> 00:02:14.000]  將他們的心靈來改變
[00:02:14.000 --> 00:02:15.000]  去分逃
[00:02:15.000 --> 00:02:19.000]  求祢帶領我們將這一切都揚忘在祢的手中
[00:02:19.000 --> 00:02:21.000]  我們這樣揚忘禱告
[00:02:21.000 --> 00:02:23.500]  奉耶穌基督的名
[00:02:23.500 --> 00:02:25.500]  阿們
[00:02:25.500 --> 00:02:27.500]  再一次感恩我們又能夠
[00:02:27.500 --> 00:02:30.500]  可以有時間再去看羅馬書
[00:02:30.500 --> 00:02:34.500]  我們上一個星期都很快講到
[00:02:34.500 --> 00:02:37.500]  十二章有三個重要部分
[00:02:37.500 --> 00:02:40.500]  就是十二章的第一節
[00:02:40.500 --> 00:02:42.500]  就是很清楚告訴我們
[00:02:42.500 --> 00:02:47.500]  保羅在十一章他講完對上主
[00:02:47.500 --> 00:02:51.500]  一切都是從神而來的救恩
[00:02:51.500 --> 00:02:53.500]  是他發明
[00:02:53.500 --> 00:02:55.500]  是他去建立
[00:02:55.500 --> 00:02:57.500]  是他去經營和成就
[00:02:57.500 --> 00:03:01.500]  所以每一個在救恩裏面的弟兄姊妹
[00:03:01.500 --> 00:03:03.500]  這裏是很收窄的範圍
[00:03:03.500 --> 00:03:08.500]  十二章很肯定是對每一個信了主
[00:03:08.500 --> 00:03:11.500]  領略過救恩的弟兄姊妹
[00:03:11.500 --> 00:03:13.500]  就應該有一個這樣的呼籲
[00:03:13.500 --> 00:03:19.500]  所以這個呼籲都是一個很理所當然的擺上
[00:03:19.500 --> 00:03:21.500]  就是第一個部分
[00:03:21.500 --> 00:03:23.500]  一到第二節
[00:03:23.500 --> 00:03:25.500]  就是我們的生命從此
[00:03:25.500 --> 00:03:29.500]  不再是一個在神眼中的
[00:03:29.500 --> 00:03:32.500]  就坐墳墓的一個器皿
[00:03:32.500 --> 00:03:37.500]  而是我們是聖潔蒙神愛的一個器皿
[00:03:37.500 --> 00:03:39.500]  整個的生命應該怎樣呢?
[00:03:39.500 --> 00:03:42.500]  這裏就是一個很清楚
[00:03:42.500 --> 00:03:46.500]  就是要將自己作為一個活祭獻給神
[00:03:46.500 --> 00:03:48.500]  這是第一個部分
[00:03:48.500 --> 00:03:50.500]  一到第二節
[00:03:50.500 --> 00:03:54.500]  很快十二章的三到八節
[00:03:54.500 --> 00:03:58.500]  就立即講有一個很特定的場景
[00:03:58.500 --> 00:04:00.500]  這個場景都不用解釋了
[00:04:00.500 --> 00:04:04.500]  肯定就是在教會那裏來發生
[00:04:04.500 --> 00:04:06.500]  就是在教會裏面
