
[00:00:00.000 --> 00:00:02.560]  其實都同母親節差不多
[00:00:02.560 --> 00:00:07.160]  但又比起母親節稍遲了少少
[00:00:07.160 --> 00:00:10.240]  都係大概係美國嘅地方
[00:00:10.240 --> 00:00:13.560]  我睇到個資料就係一位女士
[00:00:13.560 --> 00:00:17.920]  當佢十三歲嘅時候
[00:00:17.920 --> 00:00:20.600]  佢嘅媽媽就過咗身
[00:00:20.600 --> 00:00:22.800]  唔單止淨低佢
[00:00:22.800 --> 00:00:25.720]  佢仲有其他五個細佬妹
[00:00:25.720 --> 00:00:27.200]  都係好年幼
[00:00:27.200 --> 00:00:31.680]  佢爸爸就要照顧住呢六個仔女
[00:00:31.680 --> 00:00:36.000]  佢哋就喺華盛頓州一個農場
[00:00:36.000 --> 00:00:40.080]  佢爸爸就一直好用心去照顧佢哋
[00:00:40.080 --> 00:00:41.560]  唔單止要工作
[00:00:41.560 --> 00:00:47.760]  都要兼埋好似母親嘅職責咁去照顧呢六個兒女
[00:00:47.760 --> 00:00:50.760]  直至到1909年
[00:00:50.760 --> 00:00:54.120]  呢一個爸爸就離開咗世界
[00:00:54.120 --> 00:01:00.960]  呢位叫做道德夫人呢位女士
[00:01:00.960 --> 00:01:05.760]  有一次喺一個母親節嘅感恩崇拜之後
[00:01:05.760 --> 00:01:08.240]  佢就同佢嘅牧師講
[00:01:08.240 --> 00:01:10.960]  佢話我都好想有一個日子
[00:01:10.960 --> 00:01:12.680]  可以紀念我嘅爸爸
[00:01:12.680 --> 00:01:17.960]  同埋紀念全世界好多偉大嘅爸爸
[00:01:17.960 --> 00:01:20.200]  於是佢就同牧師分享
[00:01:20.200 --> 00:01:26.080]  佢爸爸點樣嚟到好辛勞咁樣照顧佢哋六兄弟姐妹嘅成長
[00:01:26.080 --> 00:01:30.640]  自此之後呢佢就獲得牧師嘅支持
[00:01:30.640 --> 00:01:36.680]  然後好努力去推動佢所諗到嘅呢一個活動
[00:01:36.680 --> 00:01:40.520]  喺佢周圍嘅教會都好支持佢咁做
[00:01:40.520 --> 00:01:43.840]  而今日當我哋有呢一個父親節
[00:01:43.840 --> 00:01:47.200]  就係過咗好多年之後
[00:01:47.200 --> 00:01:51.040]  喺1972年美國總統
[00:01:51.040 --> 00:01:53.120]  佢就正式簽訂咗
[00:01:53.120 --> 00:01:55.840]  定咗六月第三個周日
[00:01:55.840 --> 00:01:59.160]  就係一個父親節
[00:01:59.160 --> 00:02:02.760]  當我哋話呢無論係母親節啦父親節啦
[00:02:02.760 --> 00:02:05.320]  我哋嘅作為兒女
[00:02:05.320 --> 00:02:09.280]  作為兒女我哋都好想我哋嘅父母
[00:02:09.280 --> 00:02:13.400]  我哋爸爸媽媽呢佢哋都能夠快樂嘅
[00:02:13.400 --> 00:02:16.080]  正如有一次鑫然嘅經文咁講
[00:02:16.080 --> 00:02:19.120]  願你嘅父母歡喜
[00:02:19.120 --> 00:02:22.920]  願生你嘅母親快樂
[00:02:22.920 --> 00:02:25.240]  今日我哋成日都講母親節快樂
[00:02:25.240 --> 00:02:26.760]  父親節快樂
[00:02:26.760 --> 00:02:29.360]  原來當我哋又再一次睇返
[00:02:29.360 --> 00:02:32.880]  剛才主席為我哋讀出嘅詩篇嘅時候
[00:02:32.880 --> 00:02:36.920]  原來真係講緊都係快樂喎
[00:02:36.920 --> 00:02:40.040]  今日我就用咗聖經裏面講一個字
[00:02:40.040 --> 00:02:41.680]  就係叫做「蒙福」
[00:02:41.680 --> 00:02:44.000]  我哋呢一個嘅「蒙福之家」
[00:02:44.000 --> 00:02:47.160]  原來係一個快樂嘅家庭嚟喎
[00:02:47.160 --> 00:02:50.960]  原來喺聖經裏面「福」呢一個字
[00:02:50.960 --> 00:02:54.760]  都係有一種翻譯代表住快樂
[00:02:54.760 --> 00:02:57.760]  當我哋喺呢個節日裏面
[00:02:57.760 --> 00:03:01.840]  或者話當我哋想到喺我哋嘅家庭裏面
[00:03:01.840 --> 00:03:04.000]  我哋要蒙神嚟祝福
[00:03:04.000 --> 00:03:06.640]  原來神俾我哋呢種福氣
[00:03:06.640 --> 00:03:10.280]  係喜樂、係快樂
[00:03:10.280 --> 00:03:11.760]  呢一種嘅喜樂
[00:03:11.760 --> 00:03:16.920]  當我哋睇到喺呢個詩篇第128篇裏面
[00:03:16.920 --> 00:03:19.040]  有一幅圖畫
[00:03:19.040 --> 00:03:22.040]  呢個「蒙福」嘅家庭裏面
[00:03:22.040 --> 00:03:24.240]  呢幅圖畫係點樣嘅呢?
[00:03:24.240 --> 00:03:27.840]  我哋睇到第三節
[00:03:27.840 --> 00:03:31.680]  呢度講到或者話再前啲第二節
[00:03:31.680 --> 00:03:34.840]  第二節呢度講到「勞碌得來」
[00:03:34.840 --> 00:03:37.560]  然後「享福,凡事順利」
[00:03:37.560 --> 00:03:40.160]  第三節提到「妻子」
[00:03:40.160 --> 00:03:42.280]  又提到「兒女」
[00:03:42.280 --> 00:03:44.080]  呢個家庭裏面
[00:03:44.080 --> 00:03:49.320]  一般都有呢啲咁嘅家庭成員喺裏面
[00:03:49.320 --> 00:03:52.520]  呢節聖經裏面話畀我哋聽
[00:03:52.520 --> 00:03:54.960]  呢個家庭嗰種景象
[00:03:54.960 --> 00:04:00.600]  就好似以色列人同我哋華人嘅社會都好近似
[00:04:00.600 --> 00:04:05.080]  都係有一種好似父系嘅社會一樣
[00:04:05.080 --> 00:04:07.640]  呢度講到「勞碌」
[00:04:07.640 --> 00:04:09.440]  勞碌工作係邊個?
[00:04:09.440 --> 00:04:13.080]  當然都係呢個家庭成員裏面嘅男性
[00:04:13.080 --> 00:04:14.960]  佢負責勞碌工作
[00:04:14.960 --> 00:04:19.280]  以至呢個家庭裏面能夠得著公認
[00:04:19.280 --> 00:04:20.520]  「妻子」呢?
[00:04:20.520 --> 00:04:22.640]  「妻子」喺內室
[00:04:22.640 --> 00:04:25.440]  即係真係一個家庭裏面
[00:04:25.440 --> 00:04:27.640]  就好似原來以色列人
[00:04:27.640 --> 00:04:30.440]  佢哋有一啲喺佢哋嘅屋
[00:04:30.440 --> 00:04:31.960]  有一啲嘅院子
[00:04:31.960 --> 00:04:33.680]  呢個嘅內院
[00:04:33.680 --> 00:04:35.200]  喺內院裏面
[00:04:35.200 --> 00:04:38.080]  或者好似唔知似唔似我哋喺錦壽
[00:04:38.080 --> 00:04:40.080]  我哋喺錦壽有花園
[00:04:40.080 --> 00:04:41.920]  你喺花園裏面種咗咩?
[00:04:41.920 --> 00:04:44.360]  我啱啱去探人嘅時候
[00:04:44.360 --> 00:04:46.040]  我又去佢花園睇下
[00:04:46.040 --> 00:04:48.280]  不過原來佢嗰個荔枝
[00:04:48.280 --> 00:04:49.800]  就係荔枝已經收成咗
[00:04:49.800 --> 00:04:51.880]  我見到佢有龍眼
[00:04:51.880 --> 00:04:54.160]  龍眼都尚未收成
[00:04:54.160 --> 00:04:56.280]  仲係需要一段時間
[00:04:56.280 --> 00:04:57.280]  喺錦壽裏面
[00:04:57.280 --> 00:05:00.400]  我哋好多呢啲果樹
[00:05:00.400 --> 00:05:01.920]  喺呢度就係講到
[00:05:01.920 --> 00:05:03.240]  喺以色列人
[00:05:03.240 --> 00:05:07.080]  當佢哋喺內院都有好多花果
