
[00:00:00.000 --> 00:00:02.800]  大家好,主里面平安
[00:00:02.800 --> 00:00:06.000]  今天的經文很短,是吧?
[00:00:06.000 --> 00:00:10.320]  我也為讀經的肢體去顧念他們
[00:00:10.320 --> 00:00:11.840]  不用讀得那麼辛苦
[00:00:11.840 --> 00:00:18.320]  其實我自己本身也很少用這麼短的經文去講道
[00:00:18.320 --> 00:00:21.120]  但是這段經文有兩個字很擇心
[00:00:21.120 --> 00:00:22.480]  就是散居
[00:00:22.480 --> 00:00:24.840]  散居是什麼呢?
[00:00:24.840 --> 00:00:27.520]  我也很想跟大家探討這件事
[00:00:27.520 --> 00:00:32.560]  不知道最近大家最熱門的題目是什麼呢?
[00:00:32.560 --> 00:00:34.440]  大家聊天
[00:00:34.440 --> 00:00:40.440]  除了疫情之外,我發現最熱門的題目就是移民
[00:00:40.440 --> 00:00:43.320]  很多人都要移民
[00:00:43.320 --> 00:00:49.320]  要移民去一些地方,我想對於感宣家的肢體來說是不陌生的
[00:00:49.320 --> 00:00:52.960]  就算你沒有移民,可能你身邊的人也在談論移民
[00:00:52.960 --> 00:00:54.560]  或者計劃移民
[00:00:54.560 --> 00:00:56.320]  就算你不是移民
[00:00:56.320 --> 00:00:59.160]  很多人,特別是我們這些年輕人
[00:00:59.160 --> 00:01:01.320]  都計劃出去留學
[00:01:01.320 --> 00:01:03.480]  或者已經出去了留學
[00:01:03.480 --> 00:01:06.640]  甚至是留學後回來
[00:01:06.640 --> 00:01:13.400]  其實我們經常有機會要去一些移民化的地方生活
[00:01:13.400 --> 00:01:16.600]  去讀書,甚至是定居
[00:01:16.600 --> 00:01:19.280]  不容易的
[00:01:19.280 --> 00:01:24.080]  雖然我沒有去過一些移民化的地方生活的經驗
[00:01:24.080 --> 00:01:28.760]  但是我也有去過短孫,或者聽過很多人說
[00:01:28.760 --> 00:01:31.640]  不同的地方有時候是很有趣的
[00:01:31.640 --> 00:01:33.480]  會有很多不同的文化
[00:01:33.480 --> 00:01:36.160]  是你所意料不及的
[00:01:36.160 --> 00:01:38.160]  舉個例子,有一個地方
[00:01:38.160 --> 00:01:42.120]  我不說哪裡了,以免指向一些地方
[00:01:42.120 --> 00:01:44.240]  我只說那個情況
[00:01:44.240 --> 00:01:47.480]  有一個地方的人是非常熱情的
[00:01:47.480 --> 00:01:49.720]  他們熱情到一個點
[00:01:49.720 --> 00:01:54.320]  是三不七都可以跟他聊一聊
[00:01:54.320 --> 00:01:56.840]  那個地方有人教導
[00:01:56.840 --> 00:02:00.840]  千萬當失路不要只問一個人
[00:02:00.840 --> 00:02:03.440]  你一問起碼要問幾個
[00:02:03.440 --> 00:02:04.800]  為什麼要問幾個人呢?
[00:02:04.800 --> 00:02:06.160]  因為他們真的很熱情
[00:02:06.160 --> 00:02:08.160]  他們一定會想辦法幫你的
[00:02:08.160 --> 00:02:09.200]  於是去到一個點
[00:02:09.200 --> 00:02:11.920]  就是他可能隨便指一條路給你走
[00:02:11.920 --> 00:02:13.920]  他隨便指一條路給你走
[00:02:13.920 --> 00:02:15.920]  所以你千萬不要問一個就相信了他
[00:02:15.920 --> 00:02:19.480]  你要問幾個人你才能確定那條路是否正確
[00:02:19.480 --> 00:02:22.160]  還有,有些地方的人很有趣
[00:02:22.160 --> 00:02:24.160]  我聽過孫教士說
[00:02:24.160 --> 00:02:29.640]  他們說謊對他們來說是很平常的一件事
[00:02:29.640 --> 00:02:32.360]  他們很流行隨口說
[00:02:32.360 --> 00:02:34.560]  說完之後你拆穿他的謊言
[00:02:34.560 --> 00:02:36.560]  他會覺得我沒有事,你過去吧
[00:02:36.560 --> 00:02:38.160]  其實我剛才說謊
[00:02:38.160 --> 00:02:41.440]  就是這樣的,他的標準跟我們很不同
[00:02:41.440 --> 00:02:45.600]  有些地方他們原來很不習慣跟別人分享食物
[00:02:45.600 --> 00:02:46.960]  我們去吃東西的時候
[00:02:46.960 --> 00:02:49.440]  可能海鮑薯片,你拿一塊我拿一塊
[00:02:49.440 --> 00:02:51.000]  去吃飯的時候一碟菜
[00:02:51.000 --> 00:02:52.400]  你夾一點我夾一點
[00:02:52.400 --> 00:02:54.000]  有些地方不是這樣的
[00:02:54.000 --> 00:02:56.400]  我聽過有朋友說他去吃薄餅
[00:02:56.400 --> 00:02:58.000]  我們吃薄餅就點一個薄餅
[00:02:58.000 --> 00:02:59.200]  然後一人一塊
[00:02:59.200 --> 00:03:00.000]  他不是這樣
[00:03:00.000 --> 00:03:02.000]  一個人點一個薄餅
[00:03:02.000 --> 00:03:03.400]  12個人去吃
[00:03:03.400 --> 00:03:04.400]  點了12個薄餅
[00:03:04.400 --> 00:03:05.520]  然後自己吃自己的
[00:03:05.520 --> 00:03:06.520]  吃不完怎麼辦
[00:03:06.520 --> 00:03:07.800]  吃不完就算了
[00:03:07.800 --> 00:03:09.080]  他們是這樣
[00:03:09.080 --> 00:03:10.800]  他們不習慣分享食物
[00:03:10.800 --> 00:03:14.600]  很多不同的地方會有不同的文化
[00:03:15.360 --> 00:03:19.680]  而這些文化有時候就會產生一些衝突
[00:03:19.680 --> 00:03:22.440]  當我們去到一個異文化的地方的時候
[00:03:22.440 --> 00:03:23.800]  跟他們夾不來
[00:03:23.800 --> 00:03:28.800]  而又出現一些我們不願意讓步的情況
[00:03:28.800 --> 00:03:30.800]  就會產生衝突
[00:03:30.800 --> 00:03:33.240]  在這樣的情況下
[00:03:33.240 --> 00:03:35.000]  到了今天講這段經文
[00:03:35.000 --> 00:03:36.000]  散居
[00:03:36.000 --> 00:03:38.200]  我剛才說的很擇心的兩個字
[00:03:38.200 --> 00:03:39.840]  散居,什麼叫散居呢
[00:03:39.840 --> 00:03:41.520]  散居是不是移民呢
[00:03:41.520 --> 00:03:43.240]  是不是去到別處呢
[00:03:43.240 --> 00:03:44.680]  是不是這麼簡單呢
[00:03:44.680 --> 00:03:46.760]  首先我們就要講一下
[00:03:46.760 --> 00:03:49.480]  這裡說的是散居的是什麼人
[00:03:49.480 --> 00:03:52.760]  猶太人
[00:03:52.760 --> 00:03:54.760]  大家知不知道是什麼來的
[00:03:54.760 --> 00:03:57.280]  我好像有解釋過猶太人是什麼
[00:03:57.280 --> 00:03:57.920]  在天崇
[00:03:57.920 --> 00:04:00.200]  猶太人這三個字聽得多了
[00:04:00.200 --> 00:04:01.200]  其實是什麼呢
[00:04:01.200 --> 00:04:07.200]  意思就是有一群信奉耶和華的子民
[00:04:07.200 --> 00:04:08.640]  就是猶太人了
[00:04:08.640 --> 00:04:10.960]  所以其實大家知道的
[00:04:10.960 --> 00:04:12.960]  以色列人就是上帝的選民
[00:04:12.960 --> 00:04:16.280]  所以其實以色列人和猶太人是同一群人
[00:04:16.280 --> 00:04:19.520]  不過為什麼會出現猶太人這個稱呼呢
[00:04:19.520 --> 00:04:21.520]  其實是在秘魯的時期
[00:04:21.520 --> 00:04:23.240]  秘魯不是秘魯
[00:04:23.240 --> 00:04:24.640]  被人擄走了那些
[00:04:24.640 --> 00:04:26.960]  在說以色列亡國的時候
[00:04:26.960 --> 00:04:28.800]  在亡國之後
[00:04:28.800 --> 00:04:30.520]  就是被人滅了國之後
[00:04:30.520 --> 00:04:32.960]  那些以色列人是被人擄走了
[00:04:32.960 --> 00:04:34.080]  被人抓走了
[00:04:34.080 --> 00:04:35.480]  抓走了去做什麼呢
[00:04:35.480 --> 00:04:36.880]  做奴隸
[00:04:36.880 --> 00:04:38.920]  說起奴隸兩個字
[00:04:38.920 --> 00:04:40.120]  你會想起什麼呢
[00:04:40.840 --> 00:04:42.480]  奴隸就是沒有穿衣服
[00:04:42.480 --> 00:04:43.520]  留著一塊布
[00:04:43.520 --> 00:04:44.800]  然後在這裡推磨
[00:04:44.800 --> 00:04:45.720]  在這裡推石頭
[00:04:45.720 --> 00:04:46.520]  那些是不是
[00:04:46.520 --> 00:04:48.160]  就是你一般可能會想
[00:04:48.160 --> 00:04:49.640]  奴隸就是這樣
[00:04:49.640 --> 00:04:51.480]  但是呢
[00:04:51.480 --> 00:04:53.880]  事實上當然奴隸是很慘的
[00:04:53.880 --> 00:04:56.520]  奴隸是主人的所有物
[00:04:56.520 --> 00:04:57.960]  是當他是死物的
[00:04:57.960 --> 00:05:02.360]  主人他有權去要奴隸生或者死
[00:05:02.360 --> 00:05:05.240]  奴隸是完全不能反抗的
[00:05:05.240 --> 00:05:08.240]  甚至主人如果死了的話
[00:05:08.240 --> 00:05:11.160]  他所有的奴隸是要陪他一起死的
[00:05:11.160 --> 00:05:14.200]  所以你一定要期望你的主人長命百歲
[00:05:14.200 --> 00:05:15.480]  否則奴隸接著死
[00:05:15.480 --> 00:05:16.680]  奴隸是沒有人權的
[00:05:16.680 --> 00:05:17.440]  是很慘的
[00:05:17.440 --> 00:05:20.200]  但是奴隸是不是真的沒有穿衣服
[00:05:20.200 --> 00:05:21.040]  圍著一塊布
[00:05:21.040 --> 00:05:22.120]  然後在這裡推石頭
[00:05:22.120 --> 00:05:22.760]  這樣的呢
[00:05:22.760 --> 00:05:24.760]  又不是完全的
[00:05:24.760 --> 00:05:26.480]  你會發現
[00:05:26.480 --> 00:05:29.640]  在聖經裡面說到
[00:05:29.640 --> 00:05:32.880]  其實當時以色列亡國的時候
[00:05:32.880 --> 00:05:34.760]  抓走了那群人裡面
[00:05:34.760 --> 00:05:37.040]  有的是大能的勇士
[00:05:37.280 --> 00:05:39.000]  有的是工匠
[00:05:39.000 --> 00:05:40.560]  但是在《以理書》裡面
[00:05:40.560 --> 00:05:43.760]  你看到那些皇室貴族的青年人
[00:05:43.760 --> 00:05:46.920]  是被人抓走了到皇宮那裡接受教育的
[00:05:46.920 --> 00:05:51.400]  其實是專門抓走一些有用的人
[00:05:51.400 --> 00:05:53.560]  那些老弱婦孺就留在那裡
[00:05:53.560 --> 00:05:55.920]  那些有用的人就全部抓走了
[00:05:55.920 --> 00:05:58.920]  這些有用的人你不會叫他去推石頭的
[00:05:58.920 --> 00:06:01.560]  所以他們是會做一些
[00:06:01.560 --> 00:06:05.000]  相對是有能力的工作
[00:06:05.200 --> 00:06:08.120]  他們的待遇有些是相對好一點
[00:06:08.120 --> 00:06:09.280]  比較舒適一點
[00:06:09.280 --> 00:06:12.800]  甚至乎如果主人本身就是有權有勢的
[00:06:12.800 --> 00:06:15.240]  那個奴隸的待遇又會好一點
[00:06:15.240 --> 00:06:16.800]  甚至他可以存錢
[00:06:16.800 --> 00:06:19.920]  有自己擁有的東西
[00:06:19.920 --> 00:06:21.480]  可以成家立室
[00:06:21.480 --> 00:06:23.400]  他們有下一代
[00:06:23.400 --> 00:06:24.400]  所以你才會發現
[00:06:24.400 --> 00:06:26.920]  為什麼猶太人不是被人抓了之後滅亡
[00:06:26.920 --> 00:06:30.120]  而是他可以繼續一代一代地生兒育女
[00:06:30.120 --> 00:06:30.600]  繼續下去
[00:06:30.600 --> 00:06:33.560]  因為他們當時在那裡是居住了
[00:06:33.560 --> 00:06:34.440]  定居了
[00:06:34.440 --> 00:06:36.200]  雖然他們是奴隸的身份
[00:06:36.200 --> 00:06:39.800]  但是其實他們也有他們的生活
[00:06:39.800 --> 00:06:44.840]  他們在他鄉那裡成為了奴隸
[00:06:44.840 --> 00:06:48.640]  但是他們還保留著自己的文化
[00:06:48.640 --> 00:06:50.800]  他們還保留著自己的文化
[00:06:50.800 --> 00:06:53.560]  使得那些人很明顯地一見到這幫人
[00:06:53.560 --> 00:06:57.160]  這幫人就是那幫被人抓走的那幫人
[00:06:57.160 --> 00:06:58.560]  那怎麼特別呢
[00:06:58.560 --> 00:07:00.920]  譬如你家裡的外傭姐姐
[00:07:00.920 --> 00:07:02.640]  有些外傭姐姐你會發覺
[00:07:02.640 --> 00:07:04.480]  她的生活習慣是跟你不同的
[00:07:04.480 --> 00:07:05.400]  舉個例子
[00:07:05.400 --> 00:07:07.760]  譬如信伊斯蘭教那些就是不吃豬肉的
[00:07:07.760 --> 00:07:09.400]  那你家裡
[00:07:09.400 --> 00:07:11.200]  她可以幫你處理豬肉的
[00:07:11.200 --> 00:07:12.400]  但是她不會吃的
[00:07:12.400 --> 00:07:14.080]  如果你的東西是有豬肉的
[00:07:14.080 --> 00:07:14.720]  她就不吃
[00:07:14.720 --> 00:07:17.000]  她可能要自己預備一些東西
[00:07:17.000 --> 00:07:18.240]  給自己吃
[00:07:18.240 --> 00:07:20.320]  或者是平日你看到她
[00:07:20.320 --> 00:07:22.000]  好像跟你沒什麼分別
[00:07:22.000 --> 00:07:24.800]  你看到她星期六日就很生氣
[00:07:24.800 --> 00:07:26.000]  就是完全不同
[00:07:26.000 --> 00:07:28.520]  穿一個宗教的打扮
[00:07:28.520 --> 00:07:30.440]  或者是她民族的打扮
[00:07:32.080 --> 00:07:33.480]  這些人一看
[00:07:33.480 --> 00:07:35.600]  你就會發覺她跟你有點不同
[00:07:35.600 --> 00:07:37.720]  這種特徵
[00:07:37.720 --> 00:07:39.840]  導致她
[00:07:39.840 --> 00:07:41.920]  被人分別出來
[00:07:41.920 --> 00:07:44.000]  一看就不同了這幫人
[00:07:44.000 --> 00:07:48.280]  這就是猶太人的稱呼的來源
[00:07:48.280 --> 00:07:49.840]  一看就知道這幫人
[00:07:49.840 --> 00:07:51.640]  是信耶和華的
[00:07:51.640 --> 00:07:53.480]  這幫就是猶太人了
[00:07:53.480 --> 00:07:55.240]  就是這樣來的
[00:07:55.240 --> 00:07:57.520]  猶太人有什麼特別的地方
[00:07:57.520 --> 00:07:58.320]  有什麼特徵呢
[00:07:58.320 --> 00:08:01.720]  在鏡頭後面的那些答不了我
[00:08:01.720 --> 00:08:03.280]  但是你看到律法裡面
[00:08:03.280 --> 00:08:04.920]  猶太人很嚴謹的
[00:08:04.920 --> 00:08:06.800]  又不可以吃有血的東西
[00:08:06.800 --> 00:08:08.600]  那時候剛剛信耶穌的時候
[00:08:08.600 --> 00:08:10.400]  有沒有人跟你說不要吃豬紅
[00:08:10.400 --> 00:08:12.720]  為什麼不要吃豬紅
[00:08:12.720 --> 00:08:14.800]  豬紅這麼好吃也不吃
[00:08:14.800 --> 00:08:16.440]  因為是血來的
[00:08:16.440 --> 00:08:17.400]  是不是
[00:08:17.400 --> 00:08:20.440]  不可以吃一些帶血的食物
[00:08:20.440 --> 00:08:23.040]  牛排要十成熟
[00:08:23.040 --> 00:08:26.520]  我們其實不守這件事了
[00:08:26.520 --> 00:08:28.320]  但是當時的猶太人
[00:08:28.320 --> 00:08:30.400]  是會守這些東西的
[00:08:30.400 --> 00:08:32.760]  還有他們是安息日也不能做事的
[00:08:32.760 --> 00:08:35.800]  嫌棄起來他們真的可能要用命來搏的
[00:08:35.800 --> 00:08:37.560]  安息日要我做事
[00:08:37.560 --> 00:08:39.040]  我不如死掉了
[00:08:39.040 --> 00:08:41.480]  我這麼辛苦抓個奴隸回來
[00:08:41.480 --> 00:08:43.240]  我也不想他就這樣死掉的
[00:08:43.240 --> 00:08:45.280]  可能就讓你做吧
[00:08:45.280 --> 00:08:47.400]  安息日你不要做不要搞我
[00:08:47.400 --> 00:08:49.360]  安息日又不能做事
