
[00:00:00.000 --> 00:00:02.000]  天國的比喻
[00:00:02.000 --> 00:00:06.000]  一粒芥菜種和綿巧
[00:00:06.000 --> 00:00:11.000]  路加福音13章18至21節
[00:00:11.000 --> 00:00:15.000]  耶穌說:神的國像甚麼?
[00:00:15.000 --> 00:00:18.000]  我拿甚麼來比喻呢?
[00:00:18.000 --> 00:00:20.000]  他好比一粒芥菜種
[00:00:20.000 --> 00:00:23.000]  有人拿去種在原子裡
[00:00:23.000 --> 00:00:25.000]  長大成樹
[00:00:25.000 --> 00:00:29.000]  天上的飛鳥在他的枝上築巢
[00:00:29.000 --> 00:00:35.000]  他又說:我拿甚麼來比喻神的國呢?
[00:00:35.000 --> 00:00:37.000]  他好比綿巧
[00:00:37.000 --> 00:00:41.000]  有婦人拿來放進三斗綿裡
[00:00:41.000 --> 00:00:44.000]  直到全團都發起來
[00:00:44.000 --> 00:00:45.000]  聖經讀畢
[00:00:45.000 --> 00:00:48.000]  將以下時間恭敬的交給周姑娘
[00:00:48.000 --> 00:00:50.000]  早晨
[00:00:50.000 --> 00:00:52.000]  我們一起有個祈禱
[00:00:52.000 --> 00:00:54.000]  開始我們今天的講道
[00:00:54.000 --> 00:00:57.000]  親愛的阿爸父
[00:00:57.000 --> 00:00:59.000]  感謝讚美你
[00:00:59.000 --> 00:01:01.000]  給我們有生命氣息
[00:01:01.000 --> 00:01:03.000]  有聰明智慧
[00:01:03.000 --> 00:01:08.000]  在當中有機會學習你寶貴的話語
[00:01:08.000 --> 00:01:11.000]  天父今天我們講的講題
[00:01:11.000 --> 00:01:14.000]  是天國的比喻
[00:01:14.000 --> 00:01:18.000]  主啊願你這麼深大這麼大的奧秘
[00:01:18.000 --> 00:01:21.000]  你向我們眾人啟示
[00:01:21.000 --> 00:01:23.000]  聖靈帶領我們各人
[00:01:23.000 --> 00:01:26.000]  可以去領受在你裡面的那一份
[00:01:26.000 --> 00:01:30.000]  在當中我們每個人都有得著
[00:01:30.000 --> 00:01:32.000]  我們這樣祈禱
[00:01:32.000 --> 00:01:35.000]  乃奉主耶穌基督得勝的明智而求
[00:01:35.000 --> 00:01:37.000]  阿們
[00:01:37.000 --> 00:01:42.000]  當耶穌的名聲傳開
[00:01:42.000 --> 00:01:45.000]  人們知道祂講道又有權柄
[00:01:45.000 --> 00:01:50.000]  又懂得醫病趕鬼
[00:01:50.000 --> 00:01:53.000]  耶穌就開始呼召他的聽眾
[00:01:53.000 --> 00:01:56.000]  進入天國
[00:01:56.000 --> 00:02:01.000]  所以有一群人就吸引了跟隨他
[00:02:01.000 --> 00:02:05.000]  又以為他會做以色列人的領袖
[00:02:05.000 --> 00:02:09.000]  帶領他們脫離羅馬人的統治
[00:02:09.000 --> 00:02:13.000]  建立天國在地上
[00:02:13.000 --> 00:02:16.000]  日子一日一日地過去
[00:02:16.000 --> 00:02:19.000]  但是耶穌完全沒有半點跡象
[00:02:19.000 --> 00:02:23.000]  顯示出他是一個強人領袖
[00:02:23.000 --> 00:02:28.000]  他不單沒有強而有力的後台做支持
[00:02:28.000 --> 00:02:33.000]  連那些跟隨他的人都開始慢慢有些猶豫
[00:02:33.000 --> 00:02:35.000]  有些意氣難散
[00:02:35.000 --> 00:02:38.000]  甚至有些人開始打退堂鼓
[00:02:38.000 --> 00:02:41.000]  他們的反應好像開始在想
[00:02:41.000 --> 00:02:46.000]  在說你講的是否真的
[00:02:46.000 --> 00:02:50.000]  你是不是吹牛吹大了
[00:02:50.000 --> 00:02:53.000]  你講了天國真的可以代替
[00:02:53.000 --> 00:02:58.000]  現在地上的羅馬帝國
[00:02:58.000 --> 00:03:03.000]  究竟耶穌講了天國是什麼意思呢
[00:03:03.000 --> 00:03:06.000]  似乎跟隨他的人想的
[00:03:06.000 --> 00:03:08.000]  有一大段距離
[00:03:08.000 --> 00:03:10.000]  有很多出入
[00:03:10.000 --> 00:03:13.000]  所以耶穌就用了比喻
[00:03:13.000 --> 00:03:18.000]  去告訴人聽天國是怎樣一回事
[00:03:18.000 --> 00:03:21.000]  剛才主席為我們讀出
[00:03:21.000 --> 00:03:26.000]  我們一起讀18至19節
[00:03:26.000 --> 00:03:28.000]  這次輪到我們讀
[00:03:28.000 --> 00:03:30.000]  18節
[00:03:30.000 --> 00:03:34.000]  耶穌說:上帝的國像什麼
[00:03:34.000 --> 00:03:37.000]  我拿什麼來比現呢
[00:03:37.000 --> 00:03:40.000]  他好比一粒芥菜種
[00:03:40.000 --> 00:03:44.000]  有人拿去種在原子裡
[00:03:44.000 --> 00:03:46.000]  長大成樹
[00:03:46.000 --> 00:03:51.000]  天上的飛鳥在他的枝上築茶
[00:03:51.000 --> 00:03:54.000]  我們先讀這兩節
[00:03:54.000 --> 00:03:56.000]  我們先看第一個比喻
[00:03:56.000 --> 00:03:58.000]  就是一粒芥菜種的比喻
[00:03:58.000 --> 00:04:04.000]  耶穌用一粒芥菜種來比喻上帝的國
[00:04:04.000 --> 00:04:07.000]  我們先講這個比喻的背景
[00:04:07.000 --> 00:04:10.000]  芥菜種
[00:04:10.000 --> 00:04:16.000]  芥菜是否指街市賣的排骨炆芥菜
[00:04:16.000 --> 00:04:18.000]  肯定不是
[00:04:18.000 --> 00:04:24.000]  其實是一種每年成長一次
[00:04:24.000 --> 00:04:26.000]  大概三尺高
[00:04:26.000 --> 00:04:29.000]  會開黃色花
[00:04:29.000 --> 00:04:33.000]  可能是現代人用來做芥末的植物
[00:04:33.000 --> 00:04:35.000]  在美國也有
[00:04:35.000 --> 00:04:37.000]  在以色列也有
[00:04:37.000 --> 00:04:39.000]  葉子很大
[00:04:39.000 --> 00:04:43.000]  長起來像一棵樹
[00:04:43.000 --> 00:04:46.000]  為什麼會說是樹呢
[00:04:46.000 --> 00:04:49.000]  其實是指這芥菜
[00:04:49.000 --> 00:04:53.000]  如果生長在很肥肉的土壤裡
[00:04:53.000 --> 00:04:57.000]  又沒有人去剪除它
[00:04:57.000 --> 00:04:59.000]  由它自然生長
[00:04:59.000 --> 00:05:03.000]  它可以長到像一棟屋子般高
[00:05:03.000 --> 00:05:07.000]  經書中說的芥菜是這種芥菜
[00:05:07.000 --> 00:05:11.000]  耶穌如何解釋這個比喻呢
[00:05:11.000 --> 00:05:17.000]  他用這個比喻去回應當時門徒的疑惑
[00:05:17.000 --> 00:05:23.000]  他如何將門徒的焦點扭轉呢
[00:05:23.000 --> 00:05:26.000]  我在預備這個講章裡
[00:05:26.000 --> 00:05:29.000]  看不同的書去解釋耶穌的比喻
[00:05:29.000 --> 00:05:32.000]  我覺得看到楊牧菊先生
[00:05:32.000 --> 00:05:33.000]  楊牧菊牧師
[00:05:33.000 --> 00:05:37.000]  他講這個比喻裡有幾點提醒
[00:05:37.000 --> 00:05:39.000]  我是最有共鳴的
[00:05:39.000 --> 00:05:42.000]  我今天就特意和大家分享
[00:05:42.000 --> 00:05:47.000]  他說一粒芥菜種究竟有多小呢
[00:05:47.000 --> 00:05:49.000]  小到幾乎看不到
[00:05:49.000 --> 00:05:54.000]  小鳥吃一口就已經吃了幾十粒
[00:05:54.000 --> 00:05:57.000]  可想而知那個芥菜種有多小
[00:05:57.000 --> 00:05:59.000]  我們可以想像一下
[00:05:59.000 --> 00:06:02.000]  我們煮菜的胡椒粉
[00:06:02.000 --> 00:06:04.000]  那些胡椒粒有多小
[00:06:04.000 --> 00:06:07.000]  芥菜種就近乎有這麼小
[00:06:07.000 --> 00:06:11.000]  所以這麼小的芥菜種
[00:06:11.000 --> 00:06:15.000]  但原來也不是這個世界最小的種子
[00:06:15.000 --> 00:06:19.000]  但是為什麼會用芥菜種來講呢
[00:06:19.000 --> 00:06:23.000]  原來當時是一句慣用語
[00:06:23.000 --> 00:06:26.000]  當時的猶太人形容事物細小
[00:06:26.000 --> 00:06:29.000]  就說好像芥菜種這麼小
[00:06:29.000 --> 00:06:31.000]  現在我們這個時代
[00:06:31.000 --> 00:06:33.000]  人們形容很小的東西
[00:06:33.000 --> 00:06:35.000]  好像蚊子這麼小
[00:06:35.000 --> 00:06:36.000]  我們會這樣說
[00:06:36.000 --> 00:06:40.000]  但當時猶太人會這樣說
[00:06:40.000 --> 00:06:41.000]  是一句俚語
[00:06:41.000 --> 00:06:43.000]  在聖經裡
[00:06:43.000 --> 00:06:45.000]  耶穌也有說過
[00:06:45.000 --> 00:06:46.000]  不知道大家有沒有印象
[00:06:46.000 --> 00:06:49.000]  就是有一次門徒趕鬼
[00:06:49.000 --> 00:06:51.000]  趕不出的時候
[00:06:51.000 --> 00:06:54.000]  人們就問耶穌為什麼趕不出
[00:06:54.000 --> 00:06:56.000]  耶穌就回答他們
[00:06:56.000 --> 00:06:59.000]  因為他們缺乏信心
[00:06:59.000 --> 00:07:01.000]  當時耶穌就說
[00:07:01.000 --> 00:07:03.000]  我實在告訴你們
[00:07:03.000 --> 00:07:05.000]  你們若有信心
[00:07:05.000 --> 00:07:07.000]  像一粒芥菜種
[00:07:07.000 --> 00:07:09.000]  就是對這座山說
[00:07:09.000 --> 00:07:11.000]  你從這邊搬到那邊
[00:07:11.000 --> 00:07:13.000]  它都必挪去
[00:07:13.000 --> 00:07:17.000]  所以耶穌在這裡也提過芥菜種
[00:07:17.000 --> 00:07:19.000]  用來描述信心
[00:07:19.000 --> 00:07:23.000]  所以這句話是當時的一句俚語
[00:07:23.000 --> 00:07:29.000]  不是一句科學的說法
[00:07:29.000 --> 00:07:31.000]  耶穌刻意用一些
[00:07:31.000 --> 00:07:34.000]  小到幾乎看不到的東西
[00:07:34.000 --> 00:07:37.000]  來形容天國
[00:07:37.000 --> 00:07:42.000]  是不是真的出乎意料之外
[00:07:42.000 --> 00:07:44.000]  如果我們現在去形容一些
[00:07:44.000 --> 00:07:45.000]  很大規模的東西
[00:07:45.000 --> 00:07:48.000]  很壯觀的東西
[00:07:48.000 --> 00:07:50.000]  我們會不會用這麼小的東西
[00:07:50.000 --> 00:07:52.000]  我們用形象顧問
[00:07:52.000 --> 00:07:54.000]  我們會用最好的
[00:07:54.000 --> 00:07:55.000]  最大的
[00:07:55.000 --> 00:07:56.000]  最宏偉的
[00:07:56.000 --> 00:07:59.000]  但耶穌在這裡形容天國
[00:07:59.000 --> 00:08:04.000]  是用一粒小到幾乎肉眼看不到的種子
[00:08:04.000 --> 00:08:05.000]  來形容
[00:08:05.000 --> 00:08:07.000]  用意何在呢
[00:08:07.000 --> 00:08:09.000]  芥菜種小到看不到
[00:08:09.000 --> 00:08:11.000]  但種下去之後
[00:08:11.000 --> 00:08:13.000]  會變成一棵樹
[00:08:13.000 --> 00:08:18.000]  被鳥類棲身的一棵大樹
[00:08:18.000 --> 00:08:24.000]  真的是那種幾十倍的變化
[00:08:24.000 --> 00:08:25.000]  但問題是
[00:08:25.000 --> 00:08:27.000]  我們現在可不可以
[00:08:27.000 --> 00:08:29.000]  由一粒小小的芥菜種
[00:08:29.000 --> 00:08:32.000]  看到一棵樹呢
[00:08:32.000 --> 00:08:33.000]  我們可不可以
[00:08:33.000 --> 00:08:35.000]  由一個漁夫
[00:08:35.000 --> 00:08:39.000]  看到建立基督教
[00:08:39.000 --> 00:08:42.000]  整個宗教裡
[00:08:42.000 --> 00:08:44.000]  一個這麼大的人物
[00:08:44.000 --> 00:08:46.000]  彼得呢
[00:08:46.000 --> 00:08:49.000]  把芥菜種變成一棵樹
[00:08:49.000 --> 00:08:53.000]  所以看天國不是由他的大小去看
[00:08:53.000 --> 00:08:58.000]  是由他裡面蘊含的無限的生機去看
[00:08:58.000 --> 00:09:01.000]  耶穌的身份其實都很小
[00:09:01.000 --> 00:09:03.000]  很卑微
[00:09:03.000 --> 00:09:06.000]  他生在馬槽
[00:09:06.000 --> 00:09:09.000]  生在一個很平凡的木匠的家
[00:09:09.000 --> 00:09:11.000]  沒有明師的教導
[00:09:11.000 --> 00:09:14.000]  一直住在一個很不出名的地方
[00:09:14.000 --> 00:09:16.000]  拿撒勒
[00:09:16.000 --> 00:09:18.000]  拿撒勒是什麼地方
[00:09:18.000 --> 00:09:20.000]  不單是一個不出名
[00:09:20.000 --> 00:09:23.000]  還是一個猶太人和外邦人混雜
[00:09:23.000 --> 00:09:26.000]  罪惡充斥著的地方
[00:09:26.000 --> 00:09:29.000]  所以當有人告訴拿彈葉
[00:09:29.000 --> 00:09:30.000]  你錯騙你了
