
[00:00:00.000 --> 00:00:03.000]  我們一起低頭祈禱
[00:00:03.000 --> 00:00:07.000]  親愛的主 感謝祢
[00:00:07.000 --> 00:00:10.000]  願祢的聖靈在我們心裏
[00:00:10.000 --> 00:00:12.000]  讓我們有悟性
[00:00:12.000 --> 00:00:14.000]  可以明白祢的真道
[00:00:14.000 --> 00:00:15.000]  多謝祢
[00:00:15.000 --> 00:00:17.000]  奉主耶穌基督的名求
[00:00:17.000 --> 00:00:18.000]  阿們
[00:00:18.000 --> 00:00:22.000]  很深刻的是
[00:00:22.000 --> 00:00:25.000]  在上一間實習教會裏
[00:00:25.000 --> 00:00:31.000]  我當時去牧養初中群體
[00:00:31.000 --> 00:00:35.000]  大約中一、中二左右的學生
[00:00:35.000 --> 00:00:37.000]  有一些職稱的導師
[00:00:37.000 --> 00:00:39.000]  問他們一條問題
[00:00:39.000 --> 00:00:40.000]  那一天的團契
[00:00:40.000 --> 00:00:42.000]  他問了一條問題
[00:00:42.000 --> 00:00:47.000]  有誰覺得自己很難放下面具呢?
[00:00:47.000 --> 00:00:52.000]  首先我對職稱導師這條問題非常驚訝
[00:00:52.000 --> 00:00:53.000]  因為我心想
[00:00:53.000 --> 00:00:56.000]  原來大家都有戴著面具嗎?
[00:00:56.000 --> 00:00:58.000]  然後團契裏面
[00:00:58.000 --> 00:01:02.000]  十個竟然有八個都舉手
[00:01:02.000 --> 00:01:04.000]  我更加驚訝
[00:01:04.000 --> 00:01:07.000]  後來在傾談當中
[00:01:07.000 --> 00:01:10.000]  知道原來有時候他們為了合群
[00:01:10.000 --> 00:01:12.000]  要圍困
[00:01:12.000 --> 00:01:15.000]  因此會戴起面具
[00:01:15.000 --> 00:01:17.000]  很難放下面具
[00:01:17.000 --> 00:01:21.000]  因為他們很怕真實的自己不被接納
[00:01:21.000 --> 00:01:24.000]  或者在社會裏面
[00:01:24.000 --> 00:01:26.000]  這個問題更加嚴重
[00:01:26.000 --> 00:01:30.000]  因為有些人可能會為了利益的緣故
[00:01:30.000 --> 00:01:35.000]  有些人會笑騎騎放毒蛇
[00:01:35.000 --> 00:01:39.000]  又或者出現了一些很會做事的世界仔
[00:01:39.000 --> 00:01:41.000]  主要其實都是因為
[00:01:41.000 --> 00:01:44.000]  大家都戴著面具和人相處
[00:01:44.000 --> 00:01:47.000]  其實很多人在社會裏面
[00:01:47.000 --> 00:01:50.000]  都厭倦了這些裝甲
[00:01:50.000 --> 00:01:54.000]  因此很多人在網絡上或媒體裏面
[00:01:54.000 --> 00:01:56.000]  都希望可以求真
[00:01:56.000 --> 00:01:59.000]  最近很時興的真人秀節目
[00:01:59.000 --> 00:02:03.000]  例如《調教你男友》
[00:02:03.000 --> 00:02:07.000]  這個節目其實是看一群男朋友的生命缺點
[00:02:07.000 --> 00:02:11.000]  然後在一兩個星期裏觀察了解他們
[00:02:11.000 --> 00:02:14.000]  看他們的生命如何更新
[00:02:14.000 --> 00:02:16.000]  亦例如《調教你MIRROR》
[00:02:16.000 --> 00:02:20.000]  這個節目是看一群男生如何相處
[00:02:20.000 --> 00:02:22.000]  被拍成節目
[00:02:22.000 --> 00:02:26.000]  看他們的關係如何和好等等
[00:02:26.000 --> 00:02:29.000]  未看過的都不緊要
[00:02:29.000 --> 00:02:31.000]  但你們可以想像到
[00:02:31.000 --> 00:02:35.000]  其實24小時有攝影機錄製著你
[00:02:35.000 --> 00:02:37.000]  你的壓力都真的會很大
[00:02:37.000 --> 00:02:39.000]  在鏡頭前鏡頭後
[00:02:39.000 --> 00:02:42.000]  他們的行為和言行
[00:02:42.000 --> 00:02:44.000]  其實是否一致呢
[00:02:44.000 --> 00:02:48.000]  真人秀其實有多少成是真呢
[00:02:48.000 --> 00:02:50.000]  這件事也令我思考
[00:02:50.000 --> 00:02:54.000]  基督徒的生命其實有多少是可以見得光的呢
[00:02:54.000 --> 00:02:58.000]  我們有沒有戴著面具去教會呢
[00:02:58.000 --> 00:02:59.000]  我們有沒有戴著
[00:02:59.000 --> 00:03:02.000]  是否戴著了很好的基督徒面具
[00:03:02.000 --> 00:03:05.000]  在我們的工場裏面工作呢
[00:03:05.000 --> 00:03:07.000]  保羅就在《耳窟所書》
[00:03:07.000 --> 00:03:11.000]  挑戰我們過一個表裡一致的生活
[00:03:11.000 --> 00:03:13.000]  要脫去舊人穿上新人
[00:03:13.000 --> 00:03:16.000]  在基督裏面成為一個新的群體
[00:03:16.000 --> 00:03:21.000]  今天我們會從《耳窟所書》五章六至二十一節
[00:03:21.000 --> 00:03:23.000]  我們看看在基督裏面
[00:03:23.000 --> 00:03:25.000]  我們要怎樣去生活
[00:03:25.000 --> 00:03:29.000]  要怎樣去展現基督裏面的新生命
[00:03:29.000 --> 00:03:32.000]  我第一樣想和大家分享的是
[00:03:32.000 --> 00:03:36.000]  同行在光明裏面
[00:03:36.000 --> 00:03:38.000]  同行光明中
[00:03:38.000 --> 00:03:40.000]  第八節
[00:03:40.000 --> 00:03:43.000]  「從前你們是暗昧的
[00:03:43.000 --> 00:03:48.000]  但如今在主裏面是光明的」
[00:03:48.000 --> 00:03:52.000]  保羅認為他們曾經是黑暗的
[00:03:52.000 --> 00:03:56.000]  黑暗代表著他們整個人都是無知
[00:03:56.000 --> 00:03:58.000]  錯謀 邪惡
[00:03:58.000 --> 00:04:01.000]  現在他們卻是光明的
[00:04:01.000 --> 00:04:04.000]  光明代表是活出真理和公義的
[00:04:04.000 --> 00:04:06.000]  這個強烈的轉變
[00:04:06.000 --> 00:04:10.000]  因著是住在主裏面
[00:04:10.000 --> 00:04:12.000]  「而且行事為人
[00:04:12.000 --> 00:04:14.000]  要像光明的子女」
[00:04:14.000 --> 00:04:16.000]  意思是你們的生活
[00:04:16.000 --> 00:04:18.000]  必須要像一個光明的人
[00:04:18.000 --> 00:04:20.000]  要生活得光明正大
[00:04:20.000 --> 00:04:22.000]  就算沒有人看著你
[00:04:22.000 --> 00:04:25.000]  你也不會悄悄地去做壞事
[00:04:25.000 --> 00:04:27.000]  做壞事
[00:04:27.000 --> 00:04:32.000]  在生命裏面會展現良善 公義和誠實
[00:04:32.000 --> 00:04:36.000]  在主裏面是光明的兒女
[00:04:36.000 --> 00:04:38.000]  光明的意思是
[00:04:38.000 --> 00:04:42.000]  基督徒是生活在一個公開透明裏面
[00:04:42.000 --> 00:04:47.000]  喜樂地活出在基督裏面的同在
[00:04:47.000 --> 00:04:51.000]  沒有任何隱藏和害怕
[00:04:51.000 --> 00:04:53.000]  亞當夏娃犯罪之後
[00:04:53.000 --> 00:04:55.000]  第一件事是躲起來
[00:04:55.000 --> 00:04:58.000]  不想被神發現
