
[00:00:00.000 --> 00:00:04.000]  我们一起祈祷
[00:00:04.000 --> 00:00:10.000]  感恩天父给我们在晚上再一次有机会来研读
[00:00:10.000 --> 00:00:13.000]  先知的著作《撒加利亚书》
[00:00:13.000 --> 00:00:16.000]  我们会由第七章开始看
[00:00:16.000 --> 00:00:20.000]  离开了八个的异象之后
[00:00:20.000 --> 00:00:27.000]  我们来看神如何处理当时耶路撒冷的居民
[00:00:27.000 --> 00:00:31.000]  和一些被捞归回的犹太人
[00:00:31.000 --> 00:00:35.000]  他们的问题和审判列国
[00:00:35.000 --> 00:00:37.000]  我们都很盼望
[00:00:37.000 --> 00:00:42.000]  这些可能已经是很多年前的一些事情
[00:00:42.000 --> 00:00:45.000]  未必和我们有直接的生活上的关系
[00:00:45.000 --> 00:00:49.000]  但是对将来耶路撒冷的预言
[00:00:49.000 --> 00:00:51.000]  对神的选民
[00:00:51.000 --> 00:00:53.000]  对于圣地
[00:00:53.000 --> 00:00:57.000]  特别是将来的局势
[00:00:57.000 --> 00:01:01.000]  我们很盼望神给我们能够有一个留心
[00:01:01.000 --> 00:01:03.000]  为神的选民
[00:01:03.000 --> 00:01:05.000]  为以色列去讨告
[00:01:05.000 --> 00:01:08.000]  但是我们看到现在的情况
[00:01:08.000 --> 00:01:11.000]  我们知道我们不能够
[00:01:11.000 --> 00:01:13.000]  简单几句话就可以分析
[00:01:13.000 --> 00:01:17.000]  就可以来做一个很清楚的研判
[00:01:17.000 --> 00:01:20.000]  但是我们都盼望神给我们能够
[00:01:20.000 --> 00:01:22.000]  透过旧约的先知的预言
[00:01:22.000 --> 00:01:24.000]  给我们先有一个概念
[00:01:24.000 --> 00:01:29.000]  能够掌握到到底神如何去处理
[00:01:29.000 --> 00:01:32.000]  你自己的选民
[00:01:32.000 --> 00:01:35.000]  他们和你的关系
[00:01:35.000 --> 00:01:38.000]  求神带领我们明白经文的内容
[00:01:38.000 --> 00:01:42.000]  我们这样讨告奉耶稣基督的名
[00:01:42.000 --> 00:01:44.000]  阿们
[00:01:44.000 --> 00:01:46.000]  我们讲了头六章
[00:01:46.000 --> 00:01:50.000]  也都处理了八个异象
[00:01:50.000 --> 00:01:54.000]  最后我们看到
[00:01:54.000 --> 00:01:57.000]  大祭司约孙亚
[00:01:57.000 --> 00:01:59.000]  又成为大祭司
[00:01:59.000 --> 00:02:02.000]  又成为了加官面的君王
[00:02:02.000 --> 00:02:06.000]  当然是一个象征性
[00:02:06.000 --> 00:02:11.000]  引发了到底为什么会
[00:02:11.000 --> 00:02:15.000]  无端端给皇官约孙亚
[00:02:15.000 --> 00:02:18.000]  是很难想象
[00:02:18.000 --> 00:02:20.000]  但是如果我们明白了
[00:02:20.000 --> 00:02:22.000]  将来的尼赛亚
[00:02:22.000 --> 00:02:24.000]  他不单止是先知
[00:02:24.000 --> 00:02:26.000]  是祭司
[00:02:26.000 --> 00:02:28.000]  更加是大魏的子孙
[00:02:28.000 --> 00:02:29.000]  他是君王
[00:02:29.000 --> 00:02:31.000]  所以我们的主耶稣
[00:02:31.000 --> 00:02:34.000]  他是那一位和平之君
[00:02:34.000 --> 00:02:36.000]  是很重要的
[00:02:36.000 --> 00:02:38.000]  你可以说几个的积分
[00:02:38.000 --> 00:02:40.000]  都在他的身上
[00:02:40.000 --> 00:02:41.000]  这个就很特别
[00:02:41.000 --> 00:02:44.000]  所以在旧约都已经有这些预言
[00:02:44.000 --> 00:02:46.000]  将来的尼赛亚
[00:02:46.000 --> 00:02:48.000]  他身兼两职
[00:02:48.000 --> 00:02:51.000]  可以在他的积分里
[00:02:51.000 --> 00:02:54.000]  筹订和平
[00:02:54.000 --> 00:02:56.000]  带来真正的
[00:02:56.000 --> 00:02:58.000]  整个世界的和睦
[00:02:58.000 --> 00:03:00.000]  这些是很
[00:03:00.000 --> 00:03:02.000]  令我们很感到振奋的事
[00:03:02.000 --> 00:03:04.000]  其实一直读下去
[00:03:04.000 --> 00:03:06.000]  开始的审判
[00:03:06.000 --> 00:03:10.000]  其实对犹太人
[00:03:10.000 --> 00:03:15.000]  以色列是一个很大的安慰和祝福
[00:03:15.000 --> 00:03:18.000]  因为其中一个概念就是
[00:03:18.000 --> 00:03:21.000]  神要再回到耶路撒冷
[00:03:21.000 --> 00:03:24.000]  神要再亲自眷顾
[00:03:24.000 --> 00:03:27.000]  他自己的选民和地图
[00:03:27.000 --> 00:03:29.000]  这个对犹太人来说
[00:03:29.000 --> 00:03:31.000]  是梦寐以求的事
[00:03:31.000 --> 00:03:35.000]  所以这个就是先知书的预言
[00:03:35.000 --> 00:03:37.000]  其中宝贵的地方
[00:03:37.000 --> 00:03:39.000]  特别因为现在的时代
[00:03:39.000 --> 00:03:42.000]  已经是经过了70年的被捞
[00:03:42.000 --> 00:03:44.000]  他们现在在这个时候
[00:03:44.000 --> 00:03:46.000]  是回去第一批的人
[00:03:46.000 --> 00:03:49.000]  重建耶路撒冷的圣殿
[00:03:49.000 --> 00:03:52.000]  后来因为有当地人的反对
[00:03:52.000 --> 00:03:57.000]  就一路建造延后了十几年
[00:03:57.000 --> 00:04:00.000]  去到现在大理污王的第二年
[00:04:00.000 --> 00:04:02.000]  就正正式式
[00:04:02.000 --> 00:04:05.000]  透过哈盖先知和撒加利亚先知
[00:04:05.000 --> 00:04:07.000]  再勉励百姓
[00:04:07.000 --> 00:04:09.000]  他们就重新去建造
[00:04:09.000 --> 00:04:10.000]  是由第二年
[00:04:10.000 --> 00:04:12.000]  大理污王第二年
[00:04:12.000 --> 00:04:15.000]  由六月开始建造
[00:04:15.000 --> 00:04:17.000]  现在撒加利亚先知
[00:04:17.000 --> 00:04:19.000]  其实我们之前说的
[00:04:19.000 --> 00:04:20.000]  这八个异象
[00:04:20.000 --> 00:04:22.000]  这六张圣经
[00:04:22.000 --> 00:04:25.000]  其实在第二年的六月
[00:04:25.000 --> 00:04:29.000]  现在就去到第二年的九月
[00:04:29.000 --> 00:04:30.000]  撒加利亚
[00:04:30.000 --> 00:04:33.000]  现在就过了两年
[00:04:33.000 --> 00:04:34.000]  第七章开始
[00:04:34.000 --> 00:04:38.000]  就是大理污王的第四年的九月
[00:04:38.000 --> 00:04:40.000]  他又特别提到
[00:04:40.000 --> 00:04:42.000]  是犹太的月份
[00:04:42.000 --> 00:04:45.000]  他们有他们自己的名称
[00:04:45.000 --> 00:04:50.000]  基斯留约大概是五至六月
[00:04:50.000 --> 00:04:53.000]  这里告诉我们
[00:04:53.000 --> 00:04:56.000]  基斯留约的初四日
[00:04:56.000 --> 00:04:59.000]  耶和华的话临到撒加利亚
[00:04:59.000 --> 00:05:05.000]  那时伯特利人已经打发沙利息和利坚米勒
[00:05:05.000 --> 00:05:10.000]  并跟从他们的人去恳求耶和华的恩
[00:05:10.000 --> 00:05:14.000]  并问万君子耶和华殿中的祭司
[00:05:14.000 --> 00:05:15.000]  和先知说
[00:05:15.000 --> 00:05:20.000]  我历年以来在五月间哭泣齋戒
[00:05:20.000 --> 00:05:23.000]  现在还当这样行吗?
[00:05:23.000 --> 00:05:27.000]  五月就不是很大的节期
[00:05:27.000 --> 00:05:31.000]  犹太人他们七月就会比较多节期
[00:05:31.000 --> 00:05:34.000]  会堆在一起有几个重要的节期
[00:05:34.000 --> 00:05:37.000]  七月初一是摧国节
[00:05:37.000 --> 00:05:39.000]  七月初十很重要
[00:05:39.000 --> 00:05:42.000]  七月初十就是赎罪日
[00:05:42.000 --> 00:05:45.000]  七月十五一路
[00:05:45.000 --> 00:05:48.000]  总共八天就是驻彭节
[00:05:48.000 --> 00:05:50.000]  上一次的恐怖袭击
[00:05:50.000 --> 00:05:54.000]  就是在驻彭节周末的时间
[00:05:54.000 --> 00:05:57.000]  因为家家户户都会在野外
[00:05:57.000 --> 00:06:00.000]  搭那些营来驻彭
[00:06:00.000 --> 00:06:03.000]  纪念他们出埃及的时候
[00:06:03.000 --> 00:06:05.000]  驻的帐幕等等
[00:06:05.000 --> 00:06:07.000]  要招行猛策
[00:06:07.000 --> 00:06:11.000]  他们每年的驻彭节都会这样做
[00:06:11.000 --> 00:06:15.000]  找些棕树枝搭一个简陋的棚
[00:06:15.000 --> 00:06:16.000]  来纪念
[00:06:16.000 --> 00:06:18.000]  是一个欢乐的节期
[00:06:18.000 --> 00:06:25.000]  所以五月其实就不是太大的禁食的需要的日子
[00:06:25.000 --> 00:06:28.000]  但是现在他们在寻求释法
[00:06:28.000 --> 00:06:30.000]  我们做了这么多年
[00:06:30.000 --> 00:06:32.000]  要不要再做呢?
[00:06:32.000 --> 00:06:35.000]  就来到去恳求神的恩
[00:06:35.000 --> 00:06:38.000]  还有找了三个代表
[00:06:38.000 --> 00:06:41.000]  去寻求大祭司
[00:06:41.000 --> 00:06:45.000]  和先知的解释
[00:06:45.000 --> 00:06:47.000]  到底我们现在怎么做呢?
[00:06:47.000 --> 00:06:49.000]  其实他们紧张的是
[00:06:49.000 --> 00:06:52.000]  神会不会我们做漏了
[00:06:52.000 --> 00:06:54.000]  做得不够呢?
[00:06:54.000 --> 00:06:56.000]  我们要怎么做呢?
[00:06:56.000 --> 00:06:58.000]  你告诉我们吧
[00:06:58.000 --> 00:07:06.000]  现在很多人开始很有神心
[00:07:06.000 --> 00:07:12.000]  很想来寻求神的指引
