
[00:00:00.000 --> 00:00:02.000]  領事會平安
[00:00:02.000 --> 00:00:05.000]  很感恩的
[00:00:05.000 --> 00:00:08.000]  因為今天是很久很久
[00:00:08.000 --> 00:00:10.000]  如果按新聞所說
[00:00:10.000 --> 00:00:12.000]  11月到今天的時候
[00:00:12.000 --> 00:00:14.000]  第一次香港本土清零
[00:00:14.000 --> 00:00:19.000]  我們也都會收到一些消息
[00:00:19.000 --> 00:00:21.000]  他說有機會
[00:00:21.000 --> 00:00:23.000]  即會不會
[00:00:23.000 --> 00:00:26.000]  接下來的時候可以開放實體的崇拜
[00:00:26.000 --> 00:00:28.000]  雖然是三分之一
[00:00:28.000 --> 00:00:30.000]  但坦白說我都很渴望
[00:00:30.000 --> 00:00:33.000]  很渴望能夠和大家面對面
[00:00:33.000 --> 00:00:35.000]  在教堂在教會裏面
[00:00:35.000 --> 00:00:37.000]  能夠和大家分享訊息
[00:00:37.000 --> 00:00:39.000]  這個是很不一樣
[00:00:39.000 --> 00:00:41.000]  和在網上的是很不一樣
[00:00:41.000 --> 00:00:44.000]  所以求主去幫助
[00:00:44.000 --> 00:00:46.000]  讓我們每一次都能夠
[00:00:46.000 --> 00:00:49.000]  可以去珍惜我們可以面對面
[00:00:49.000 --> 00:00:51.000]  去分享上帝說話的時間
[00:00:51.000 --> 00:00:53.000]  我就很掛念大家
[00:00:53.000 --> 00:00:56.000]  我就不知道大家是否很掛念我們這班傳道人
[00:00:56.000 --> 00:00:58.000]  求神幫助我們
[00:00:58.000 --> 00:01:02.000]  今天和大家分享這段經文的時候
[00:01:02.000 --> 00:01:04.000]  我打算用整個第十章和大家說
[00:01:04.000 --> 00:01:05.000]  為甚麼不讀呢
[00:01:05.000 --> 00:01:07.000]  因為裏面是一個很長的故事
[00:01:07.000 --> 00:01:12.000]  我打算用很短的時間和大家大概交代這個故事
[00:01:12.000 --> 00:01:14.000]  這個故事裏面是說
[00:01:14.000 --> 00:01:15.000]  在凱撒尼亞
[00:01:15.000 --> 00:01:17.000]  即是在一個外邦的城裏面
[00:01:17.000 --> 00:01:19.000]  有一個官長 白夫長
[00:01:19.000 --> 00:01:21.000]  叫做哥利林
[00:01:21.000 --> 00:01:22.000]  他是一個虔誠人
[00:01:22.000 --> 00:01:24.000]  聖經說他是一個虔誠人
[00:01:24.000 --> 00:01:26.000]  他全家都敬畏神
[00:01:26.000 --> 00:01:29.000]  亦都去行了信徒應該有的生命
[00:01:29.000 --> 00:01:32.000]  去多多的州制百姓時時祈禱
[00:01:32.000 --> 00:01:34.000]  他說他突然間有一天的時候
[00:01:34.000 --> 00:01:36.000]  就在下午大概三點鐘
[00:01:36.000 --> 00:01:39.000]  他在一個御像裏面就見到神的使者
[00:01:39.000 --> 00:01:40.000]  就和他說
[00:01:40.000 --> 00:01:42.000]  哥利林 你所做的事
[00:01:42.000 --> 00:01:44.000]  你所祈的禱
[00:01:44.000 --> 00:01:46.000]  上帝已經聽到
[00:01:46.000 --> 00:01:48.000]  然後就說你去派人
[00:01:48.000 --> 00:01:49.000]  去到一個地方叫約柏
[00:01:49.000 --> 00:01:50.000]  約柏那個地方的時候
[00:01:50.000 --> 00:01:52.000]  他找了一個叫彼得西門
[00:01:52.000 --> 00:01:55.000]  之後就去找他過來
[00:01:55.000 --> 00:01:58.000]  之後他們和這些人
[00:01:58.000 --> 00:01:59.000]  即是家人商量完之後
[00:01:59.000 --> 00:02:01.000]  就差派了他的僕人 他的兵
[00:02:01.000 --> 00:02:04.000]  就去到約柏的地方
[00:02:04.000 --> 00:02:07.000]  他說這個兵差不多到約柏的時候
[00:02:07.000 --> 00:02:09.000]  接著差不多到了
[00:02:09.000 --> 00:02:11.000]  彼得就在中午的時候
[00:02:11.000 --> 00:02:13.000]  在房頂上祈禱
[00:02:13.000 --> 00:02:15.000]  他覺得很肚餓
[00:02:15.000 --> 00:02:18.000]  家裏亦都準備吃飯了
[00:02:18.000 --> 00:02:21.000]  然後他突然間亦都見到一個異象
[00:02:21.000 --> 00:02:22.000]  他說異象上的時候
[00:02:22.000 --> 00:02:25.000]  天就打開就降落了一塊布
[00:02:25.000 --> 00:02:31.000]  四邊都攤開了一塊布
[00:02:31.000 --> 00:02:32.000]  裏面的形容就是
[00:02:32.000 --> 00:02:35.000]  裏面有各樣的動物和昆蟲
[00:02:35.000 --> 00:02:37.000]  接著就有聲音和他說
[00:02:37.000 --> 00:02:38.000]  他說彼得 你起來
[00:02:38.000 --> 00:02:40.000]  宰了來吃吧
[00:02:40.000 --> 00:02:41.000]  彼得就說
[00:02:41.000 --> 00:02:42.000]  不行的
[00:02:42.000 --> 00:02:44.000]  因為這些是畜物
[00:02:44.000 --> 00:02:45.000]  不潔的物
[00:02:45.000 --> 00:02:46.000]  他說我從來都沒有吃過
[00:02:46.000 --> 00:02:48.000]  接著第二次又有聲音和他說
[00:02:48.000 --> 00:02:49.000]  神所潔淨的
[00:02:49.000 --> 00:02:51.000]  你不可以當是畜物
[00:02:51.000 --> 00:02:52.000]  聖經就說
[00:02:52.000 --> 00:02:53.000]  一連三次之後
[00:02:53.000 --> 00:02:55.000]  這塊布就上去了
[00:02:55.000 --> 00:02:57.000]  當彼得還在想這件事的時候
[00:02:57.000 --> 00:02:59.000]  聖靈就和他說
[00:02:59.000 --> 00:03:00.000]  他就說你下去吧
[00:03:00.000 --> 00:03:02.000]  有三個人會來找你
[00:03:02.000 --> 00:03:03.000]  是我叫他們來的
[00:03:03.000 --> 00:03:04.000]  他說你不要疑惑
[00:03:04.000 --> 00:03:06.000]  你和他們去吧
[00:03:06.000 --> 00:03:07.000]  接著彼得就下去
[00:03:07.000 --> 00:03:09.000]  就和他們說問他什麼事
[00:03:09.000 --> 00:03:11.000]  這些兵亦都交代了
[00:03:11.000 --> 00:03:15.000]  整件事的理由之後
[00:03:15.000 --> 00:03:16.000]  接著約柏和他說
[00:03:16.000 --> 00:03:17.000]  彼得和他說
[00:03:17.000 --> 00:03:19.000]  他就說你放心
[00:03:19.000 --> 00:03:20.000]  我會和你去的
[00:03:20.000 --> 00:03:22.000]  因為這是上帝的意思
[00:03:22.000 --> 00:03:24.000]  接著就和他們住了一晚
[00:03:24.000 --> 00:03:26.000]  當他們出發之後
[00:03:26.000 --> 00:03:28.000]  第二天去到凱撒尼亞
[00:03:28.000 --> 00:03:29.000]  接著就已經
[00:03:29.000 --> 00:03:31.000]  哥利留很多的親人
[00:03:31.000 --> 00:03:33.000]  就已經在很熱切期待
[00:03:33.000 --> 00:03:35.000]  聽他們的話
[00:03:35.000 --> 00:03:37.000]  接著的時候
[00:03:37.000 --> 00:03:39.000]  哥利留又重新再說多一次
[00:03:39.000 --> 00:03:42.000]  整件事是怎樣發生
[00:03:42.000 --> 00:03:44.000]  接著彼得就說了
[00:03:44.000 --> 00:03:46.000]  剛才大家讀的那段聖經
[00:03:46.000 --> 00:03:47.000]  他說我真的看出
[00:03:47.000 --> 00:03:49.000]  上帝是不偏待人
[00:03:49.000 --> 00:03:50.000]  原來在各國裏面
[00:03:50.000 --> 00:03:52.000]  那些敬畏主行義的人
[00:03:52.000 --> 00:03:55.000]  都是處所悅目的
[00:03:55.000 --> 00:03:57.000]  接著他就用了一篇
[00:03:57.000 --> 00:03:58.000]  很短很短的
[00:03:58.000 --> 00:04:02.000]  我稱之為簡化版的報道會
[00:04:02.000 --> 00:04:04.000]  如果大家看回聖經的時候
[00:04:04.000 --> 00:04:05.000]  他用很短的說話
[00:04:05.000 --> 00:04:07.000]  將主耶穌基督整個救恩
[00:04:07.000 --> 00:04:08.000]  就說了一次
[00:04:08.000 --> 00:04:09.000]  但是聖經很奇怪
[00:04:09.000 --> 00:04:12.000]  他說當彼得還沒說完
[00:04:12.000 --> 00:04:15.000]  聖靈就已經說到這些人身上
[00:04:15.000 --> 00:04:17.000]  接著這些人就被聖靈充滿
[00:04:17.000 --> 00:04:18.000]  也說了謊言
[00:04:18.000 --> 00:04:20.000]  接著他讚美神
[00:04:20.000 --> 00:04:22.000]  接著彼得就說
[00:04:22.000 --> 00:04:23.000]  既然他們都已經受了聖靈
[00:04:23.000 --> 00:04:24.000]  和我們一樣
[00:04:24.000 --> 00:04:27.000]  我怎樣可以禁止他們施洗呢
[00:04:27.000 --> 00:04:28.000]  即時的時候
[00:04:28.000 --> 00:04:29.000]  他就幫他們施洗
[00:04:29.000 --> 00:04:31.000]  這是彼得第一次
[00:04:31.000 --> 00:04:34.000]  去幫這些外邦人施洗
[00:04:34.000 --> 00:04:36.000]  我都很羨慕彼得
[00:04:36.000 --> 00:04:38.000]  作為傳道人
[00:04:38.000 --> 00:04:41.000]  如果我也同樣
[00:04:41.000 --> 00:04:43.000]  當我去舉行報道會的時候
[00:04:43.000 --> 00:04:45.000]  這麼短的說話
[00:04:45.000 --> 00:04:47.000]  只是很簡單直接陳述
[00:04:47.000 --> 00:04:50.000]  主耶穌基督整個救恩
[00:04:50.000 --> 00:04:52.000]  我說話還沒說完
[00:04:52.000 --> 00:04:55.000]  聖靈就令到全部人都相信耶穌
[00:04:55.000 --> 00:04:57.000]  你說這件事是多奇妙
[00:04:57.000 --> 00:04:59.000]  我都很羨慕
