
[00:00:00.000 --> 00:00:05.000]  今日有我們本堂唐主任曾銳桂木斯在我們當中靜悼
[00:00:05.000 --> 00:00:12.000]  經文是《哥羅西書》一章二十四節至到二章五節
[00:00:12.000 --> 00:00:19.000]  是我們教會聖經新約第三百零八頁至三百零九頁
[00:00:19.000 --> 00:00:24.000]  《哥羅西書》一章二十四節至到二章五節
[00:00:24.000 --> 00:00:27.000]  請大家聽我讀出
[00:00:28.000 --> 00:00:32.000]  現在我為你們受苦都很快樂
[00:00:32.000 --> 00:00:35.000]  並且為基督的身體
[00:00:35.000 --> 00:00:37.000]  就是為教會
[00:00:37.000 --> 00:00:42.000]  我要在自己的肉身上補滿基督未盡的苦難
[00:00:42.000 --> 00:00:46.000]  我召神為你們所賜我的積分
[00:00:46.000 --> 00:00:48.000]  作了教會的瀑易
[00:00:48.000 --> 00:00:52.000]  要把神的道傳得圓滿
[00:00:52.000 --> 00:00:57.000]  這道就是歷世歷代所隱藏的奧秘
[00:00:57.000 --> 00:01:01.000]  但如今向他的聖徒顯明了
[00:01:01.000 --> 00:01:04.000]  神要讓他們知道
[00:01:04.000 --> 00:01:10.000]  這奧秘在外邦人中有何等豐盛的榮耀
[00:01:10.000 --> 00:01:16.000]  就是基督在你們心裡成了得榮耀的盼望
[00:01:16.000 --> 00:01:19.000]  我們傳揚它
[00:01:19.000 --> 00:01:22.000]  是要用諸般的智慧
[00:01:22.000 --> 00:01:24.000]  勸戒各人
[00:01:24.000 --> 00:01:26.000]  教導各人
[00:01:26.000 --> 00:01:30.000]  要把各人在基督裡完完全全地獻上
[00:01:30.000 --> 00:01:33.000]  我也為此勞苦
[00:01:33.000 --> 00:01:39.000]  召著他在我裡面運用的大能盡心竭力
[00:01:39.000 --> 00:01:41.000]  二章一節
[00:01:41.000 --> 00:01:43.000]  我要你們知道
[00:01:43.000 --> 00:01:46.000]  我為你們和老弟家人
[00:01:46.000 --> 00:01:50.000]  和所有沒有與我見過面的人
[00:01:50.000 --> 00:01:53.000]  是何等的勤奮
[00:01:54.000 --> 00:01:57.000]  為要使他們的心得安慰
[00:01:57.000 --> 00:02:00.000]  因外心互相聯絡
[00:02:00.000 --> 00:02:05.000]  以至有從確實了解所產生的豐盛
[00:02:05.000 --> 00:02:10.000]  好心之神的奧秘就是基督
[00:02:10.000 --> 00:02:16.000]  在他裡面隱藏著一切智慧和知識
[00:02:16.000 --> 00:02:18.000]  我說者說
[00:02:18.000 --> 00:02:23.000]  免得有人用花言巧語迷惑你們
[00:02:23.000 --> 00:02:26.000]  雖然我身體不在你們那裡
[00:02:26.000 --> 00:02:29.000]  心卻與你們同在
[00:02:29.000 --> 00:02:33.000]  很高興見你們循規蹈矩
[00:02:33.000 --> 00:02:37.000]  對基督的信心也堅固
[00:02:37.000 --> 00:02:39.000]  今天的講題是
[00:02:39.000 --> 00:02:41.000]  侍奉的苦與樂
[00:02:41.000 --> 00:02:42.000]  恭請曾牧師
[00:02:42.000 --> 00:02:49.000]  各位弟兄姊妹早晨
[00:02:49.000 --> 00:02:51.000]  我們一起同心祈禱
[00:02:52.000 --> 00:02:53.000]  親愛的主
[00:02:53.000 --> 00:02:56.000]  我們再一次聚集在你的面前
[00:02:56.000 --> 00:03:01.000]  我們能夠朝見敬拜這位眾物的主宰
[00:03:01.000 --> 00:03:02.000]  也都我們知道
[00:03:02.000 --> 00:03:04.000]  透過主耶穌
[00:03:04.000 --> 00:03:06.000]  我們可以來到神你的面前
[00:03:06.000 --> 00:03:10.000]  我們能夠享受神兒女的身份地位
[00:03:10.000 --> 00:03:13.000]  這件是何等大最重要的福氣
[00:03:13.000 --> 00:03:14.000]  我們感謝神
[00:03:14.000 --> 00:03:19.000]  今早我們再開來看哥羅西書的時候
[00:03:19.000 --> 00:03:20.000]  第四講
[00:03:21.000 --> 00:03:23.000]  我們很盼望藉著聖經
[00:03:23.000 --> 00:03:25.000]  史圖保羅所講的
[00:03:25.000 --> 00:03:29.000]  讓我們能夠在今天我們得到啟發
[00:03:29.000 --> 00:03:32.000]  雖然時代已經過了二千年
[00:03:32.000 --> 00:03:34.000]  羅馬的帝國
[00:03:34.000 --> 00:03:36.000]  猶太人的身份
[00:03:36.000 --> 00:03:38.000]  和我們是完全沒有關係
[00:03:38.000 --> 00:03:42.000]  但是今天我們是神的子民
[00:03:42.000 --> 00:03:44.000]  我們也都為神的福音
[00:03:44.000 --> 00:03:46.000]  傳揚這個奧秘
[00:03:46.000 --> 00:03:48.000]  就是耶穌基督
[00:03:48.000 --> 00:03:50.000]  我們要來到去效力
[00:03:50.000 --> 00:03:52.000]  接上這個福音救恩的棒
[00:03:52.000 --> 00:03:55.000]  盼望我們能夠將這個救恩
[00:03:55.000 --> 00:03:57.000]  可以有很好的去傳揚
[00:03:57.000 --> 00:04:00.000]  和傳承給下一代的人
[00:04:00.000 --> 00:04:01.000]  繼續的
[00:04:01.000 --> 00:04:03.000]  在主耶穌還沒回來之前
[00:04:03.000 --> 00:04:05.000]  我們可以來到去中心為福音
[00:04:05.000 --> 00:04:07.000]  這樣來到去效力
[00:04:07.000 --> 00:04:09.000]  我們一起在你面前等候
[00:04:09.000 --> 00:04:11.000]  禱告奉耶穌基督的名
[00:04:11.000 --> 00:04:12.000]  阿們
[00:04:12.000 --> 00:04:16.000]  今早大概五點多鐘
[00:04:16.000 --> 00:04:17.000]  我沒有看手錶
[00:04:17.000 --> 00:04:18.000]  因為熟睡中
[00:04:18.000 --> 00:04:20.000]  昨晚都比較晚睡
[00:04:20.000 --> 00:04:22.000]  準備講道
[00:04:22.000 --> 00:04:24.000]  五點鐘左右
[00:04:24.000 --> 00:04:27.000]  家裡突然有人拍手掌
[00:04:27.000 --> 00:04:30.000]  我又沒開始起床
[00:04:30.000 --> 00:04:31.000]  預備講道
[00:04:31.000 --> 00:04:32.000]  靈修
[00:04:32.000 --> 00:04:34.000]  為什麼會有手掌聲呢
[00:04:34.000 --> 00:04:37.000]  大家都知道
[00:04:37.000 --> 00:04:39.000]  歐聯決賽
[00:04:39.000 --> 00:04:41.000]  利物浦的球迷
[00:04:41.000 --> 00:04:43.000]  就歡天喜地
[00:04:43.000 --> 00:04:44.000]  一個人
[00:04:44.000 --> 00:04:46.000]  自己坐在客廳拍手掌
[00:04:46.000 --> 00:04:48.000]  被他嚇醒了
[00:04:48.000 --> 00:04:50.000]  掌聲很重要
[00:04:50.000 --> 00:04:56.000]  我自己今早再去看錄影的結果
[00:04:56.000 --> 00:04:59.000]  現場的震撼性
[00:04:59.000 --> 00:05:01.000]  一個最高的榮譽
[00:05:01.000 --> 00:05:03.000]  如果你是喜歡足球的
[00:05:03.000 --> 00:05:07.000]  你就會知道最高的榮譽
[00:05:07.000 --> 00:05:08.000]  那個掌聲
[00:05:08.000 --> 00:05:09.000]  用汗水
[00:05:09.000 --> 00:05:10.000]  用淚水
[00:05:10.000 --> 00:05:11.000]  用努力
[00:05:11.000 --> 00:05:13.000]  換取回來
[00:05:13.000 --> 00:05:15.000]  屬靈的國度
[00:05:15.000 --> 00:05:16.000]  有沒有掌聲呢
[00:05:16.000 --> 00:05:18.000]  同一時間
[00:05:18.000 --> 00:05:19.000]  前兩天
[00:05:19.000 --> 00:05:21.000]  我有一個很好的同學
[00:05:21.000 --> 00:05:23.000]  很熟的同學
[00:05:23.000 --> 00:05:25.000]  他剛剛去完新西蘭
[00:05:25.000 --> 00:05:27.000]  宣教集訓
[00:05:27.000 --> 00:05:32.000]  已經和教會申請了
[00:05:32.000 --> 00:05:34.000]  差遣他去做宣教士
[00:05:34.000 --> 00:05:36.000]  和我分享
[00:05:36.000 --> 00:05:39.000]  他說
[00:05:39.000 --> 00:05:41.000]  明天
[00:05:41.000 --> 00:05:43.000]  星期一
[00:05:43.000 --> 00:05:47.000]  第一天要在警察會上班
[00:05:47.000 --> 00:05:50.000]  很快就要去到一個工場
[00:05:50.000 --> 00:05:52.000]  那個工場
[00:05:52.000 --> 00:05:55.000]  不可以講任何的資料
[00:05:55.000 --> 00:05:59.000]  連我也不知道他到底去哪
[00:05:59.000 --> 00:06:03.000]  他說開始內心有點忐忑
[00:06:03.000 --> 00:06:06.000]  怎樣面對真的要出工場之後
[00:06:06.000 --> 00:06:09.000]  一個人在這個地方
[00:06:09.000 --> 00:06:11.000]  去做福音工作
[00:06:11.000 --> 00:06:17.000]  其實是一個很軟弱的女同學
[00:06:17.000 --> 00:06:18.000]  很多東西都不懂
[00:06:18.000 --> 00:06:20.000]  電腦又不熟
[00:06:20.000 --> 00:06:21.000]  等等
[00:06:21.000 --> 00:06:23.000]  很多東西要準備
[00:06:23.000 --> 00:06:26.000]  他很擔心這樣和我分享
[00:06:26.000 --> 00:06:28.000]  有些忐忑的心
[00:06:28.000 --> 00:06:30.000]  我去那個地方
[00:06:30.000 --> 00:06:31.000]  沒有人知道
[00:06:31.000 --> 00:06:35.000]  不可以告訴自己的同工弟姐妹
[00:06:35.000 --> 00:06:39.000]  弟姐妹
[00:06:39.000 --> 00:06:41.000]  默默地做
[00:06:41.000 --> 00:06:43.000]  真的沒有掌聲
[00:06:43.000 --> 00:06:45.000]  我就安慰他
[00:06:45.000 --> 00:06:46.000]  我說
[00:06:46.000 --> 00:06:51.000]  還要在WhatsApp上用很婉轉的話去說
[00:06:51.000 --> 00:06:53.000]  將來在天上
[00:06:53.000 --> 00:06:58.000]  有你所認識的代表的一個民族
[00:06:58.000 --> 00:07:02.000]  來朝見神
[00:07:02.000 --> 00:07:04.000]  而你曾經在人生
[00:07:04.000 --> 00:07:07.000]  在那個地方淋過一點水
[00:07:07.000 --> 00:07:09.000]  還不夠?
[00:07:09.000 --> 00:07:11.000]  他沒有回應我
[00:07:11.000 --> 00:07:15.000]  你會看到一個很大的對比
[00:07:15.000 --> 00:07:18.000]  人間最高的榮譽
[00:07:18.000 --> 00:07:20.000]  大家可以去追求去看到
[00:07:20.000 --> 00:07:25.000]  掌聲的現場很真實
[00:07:25.000 --> 00:07:28.000]  但屬靈的榮耀
[00:07:28.000 --> 00:07:31.000]  不是每個人都能夠看到
[00:07:31.000 --> 00:07:33.000]  廿四節很特別
[00:07:33.000 --> 00:07:36.000]  因為使徒保羅有一個特色
[00:07:36.000 --> 00:07:39.000]  說完基督的榮耀
[00:07:39.000 --> 00:07:42.000]  然後到二章六節之後
[00:07:42.000 --> 00:07:45.000]  說哥羅西教會真正的異端
[00:07:45.000 --> 00:07:47.000]  他們要小心要留意
[00:07:47.000 --> 00:07:51.000]  他先說自己這個僕人的身份
[00:07:51.000 --> 00:07:56.000]  尤其是在整個哥羅西書最難解釋的一節經文
[00:07:56.000 --> 00:07:58.000]  今天我們要處理
[00:07:58.000 --> 00:08:00.000]  就是第二十四節這裡說
[00:08:00.000 --> 00:08:03.000]  現在我為你們受苦
[00:08:03.000 --> 00:08:04.000]  賭狠快樂
[00:08:04.000 --> 00:08:06.000]  並且為基督的身體
