
[00:00:00.000 --> 00:00:03.000]  好,弟兄姊妹早安
[00:00:03.000 --> 00:00:10.000]  今天很感恩,剛才敬拜隊和我們唱的一首詩歌
[00:00:10.000 --> 00:00:13.000]  上帝最喜悅的敬拜
[00:00:13.000 --> 00:00:18.000]  上帝喜悅的敬拜就是將我們全人奉上,是嗎?
[00:00:18.000 --> 00:00:21.000]  所以今天和大家分享的時候
[00:00:21.000 --> 00:00:26.000]  為什麼我停了題目就叫做「父慈子孝神的家」呢?
[00:00:26.000 --> 00:00:34.000]  如果大家,特別是中國人,聽到「父慈子孝」,令你想起什麼呢?
[00:00:34.000 --> 00:00:39.000]  應該是要令你想起一個很幸福的家庭
[00:00:39.000 --> 00:00:43.000]  家庭裡面能夠做到「父慈子孝」的話
[00:00:43.000 --> 00:00:46.000]  你就會發覺這個家是幸福的
[00:00:46.000 --> 00:00:53.000]  你就會發覺其實今天彼得在這本書裡面
[00:00:53.000 --> 00:00:57.000]  他和我們分享了很多很多,到了第五章,他要去結尾的時候
[00:00:57.000 --> 00:01:00.000]  他講了一番心底的說話
[00:01:00.000 --> 00:01:06.000]  我在任何經文還沒講之前,我可以告訴大家一個很重要的進路是什麼呢?
[00:01:06.000 --> 00:01:12.000]  你就會發覺原來他告訴我們,每一個人在教會裡面都有自己的角色
[00:01:12.000 --> 00:01:18.000]  如果你能夠堅守你的角色,做好你的角色
[00:01:18.000 --> 00:01:25.000]  然後這個地方自然就會有幸福隨著你而來
[00:01:25.000 --> 00:01:27.000]  亦都是上帝所喜悅
[00:01:27.000 --> 00:01:30.000]  所以就像剛才詩歌裡面所講的一樣
[00:01:30.000 --> 00:01:34.000]  上帝喜悅的是你將你自己全然奉上
[00:01:34.000 --> 00:01:40.000]  我想借給大家,你們自己都有自己的家庭
[00:01:40.000 --> 00:01:42.000]  很多時候你們自己都會感覺到
[00:01:42.000 --> 00:01:44.000]  什麼叫做家不成家呢?
[00:01:44.000 --> 00:01:48.000]  我會將它細分到家不成家的意思就是
[00:01:48.000 --> 00:01:52.000]  每一個人你們都不是做回自己的角色
[00:01:52.000 --> 00:01:55.000]  爸爸不像爸爸,媽媽不像媽媽,子女不像子女
[00:01:55.000 --> 00:02:01.000]  舉個例子,子女永遠都是頂心杉
[00:02:01.000 --> 00:02:04.000]  然後你們說什麼的時候,你們就一言九鼎
[00:02:04.000 --> 00:02:07.000]  什麼都覺得你不對,跟你死去活來
[00:02:07.000 --> 00:02:11.000]  做爸爸媽媽永遠都不是愛你的,永遠都是壓榨你
[00:02:11.000 --> 00:02:13.000]  你跟他說道理,他就跟你說什麼?
[00:02:13.000 --> 00:02:16.000]  總之你閉嘴,我是你爸爸
[00:02:16.000 --> 00:02:20.000]  我想大家留意,這樣的家庭就會出事
[00:02:20.000 --> 00:02:24.000]  所以你會發覺當彼得在這裡說的時候
[00:02:24.000 --> 00:02:27.000]  他鼓勵當時的教會的時候
[00:02:27.000 --> 00:02:32.000]  我想大家留意,一直給我們的鋪陳都是什麼呢?
[00:02:32.000 --> 00:02:35.000]  全部都是以自身出發
[00:02:35.000 --> 00:02:39.000]  弟兄姊妹,我想你首先記住這個要訣
[00:02:39.000 --> 00:02:45.000]  你想幸福,你想你的生命,你想你的家庭
[00:02:45.000 --> 00:02:48.000]  去到上帝面前,是從自己出發
[00:02:48.000 --> 00:02:51.000]  人是很喜歡推卸責任的
[00:02:51.000 --> 00:02:54.000]  發生任何事都好,都是不關我的事
[00:02:54.000 --> 00:02:56.000]  我是最好的,都是別人錯
[00:02:56.000 --> 00:02:59.000]  為什麼家裡這麼不好,兒子不乖
[00:02:59.000 --> 00:03:05.000]  老公不好,老婆不好,永遠都是這樣的
[00:03:05.000 --> 00:03:09.000]  但你會發覺在聖經裡面都是,先回到自己那裡
[00:03:09.000 --> 00:03:12.000]  你就會發覺彼得一開始的時候說
[00:03:12.000 --> 00:03:15.000]  我這個作長老的,作基督受苦的見證
[00:03:15.000 --> 00:03:21.000]  在將來得到榮耀的時候才再勸你們,是什麼意思呢?
[00:03:21.000 --> 00:03:24.000]  他說其實彼得在這裡跟我們說
[00:03:24.000 --> 00:03:28.000]  他是以自身的見證去鼓勵你的
[00:03:28.000 --> 00:03:31.000]  就是他今天鼓勵大家
[00:03:31.000 --> 00:03:35.000]  你在神裡面,你要面對苦難,你要在上帝面前面對苦難
[00:03:35.000 --> 00:03:40.000]  首先彼得他自己是親身經歷苦難
[00:03:40.000 --> 00:03:43.000]  親身經歷困難
[00:03:43.000 --> 00:03:47.000]  而他在上帝裡面,他找到出路
[00:03:47.000 --> 00:03:51.000]  他用他的生命經歷的見證去跟你分享
[00:03:51.000 --> 00:03:54.000]  這樣很不同,你明白我的意思嗎?
[00:03:54.000 --> 00:03:57.000]  我想告訴大家,其實今天站在台上
[00:03:57.000 --> 00:04:01.000]  我要跟你在聖經裡面說一些很離地的大道理
[00:04:01.000 --> 00:04:03.000]  其實很容易的
[00:04:03.000 --> 00:04:06.000]  很容易的
[00:04:06.000 --> 00:04:08.000]  因為其實那些只是知識
[00:04:08.000 --> 00:04:12.000]  我要用原文幫你識經,幫你解經
[00:04:12.000 --> 00:04:15.000]  其實不難的,我坦白說
[00:04:15.000 --> 00:04:18.000]  我讀書不厲害,對我來說當然是難的
[00:04:18.000 --> 00:04:20.000]  但在在裡面,我都很喜歡讀書
[00:04:20.000 --> 00:04:24.000]  我所認識的肥沙,他讀到四十歲都繼續讀
[00:04:24.000 --> 00:04:27.000]  很喜歡讀書,很喜歡去研究
[00:04:27.000 --> 00:04:33.000]  所以你會發覺,在裡面我要把知識傳遞給你,很容易
[00:04:33.000 --> 00:04:37.000]  之前我跟大家說過,接下來大家不可以不面對AI
[00:04:37.000 --> 00:04:40.000]  check GDP
[00:04:40.000 --> 00:04:43.000]  很簡單的,其實它厲害到一個地步
[00:04:43.000 --> 00:04:47.000]  就是很強大的資料庫,你問他什麼,他會馬上回答你
[00:04:47.000 --> 00:04:51.000]  所以我都說,你不是避開他,你是善用他
[00:04:51.000 --> 00:04:54.000]  所以我現在查經,我用的
[00:04:54.000 --> 00:04:56.000]  我和大家一路在查經的時候
[00:04:56.000 --> 00:04:58.000]  有些問題大家突然間問我
[00:04:58.000 --> 00:05:00.000]  你真的當鄧全道真什麼都知道嗎?當然不是
[00:05:00.000 --> 00:05:02.000]  上次我們查雅歌
[00:05:02.000 --> 00:05:05.000]  雅歌裡面的百合花代表什麼?
[00:05:05.000 --> 00:05:08.000]  你明白嗎?這些是以前要找很多時間找資料的
[00:05:08.000 --> 00:05:12.000]  找一找查之後才知道在卷書裡面代表什麼
[00:05:12.000 --> 00:05:14.000]  我就不是了,我現在拿著電腦
[00:05:14.000 --> 00:05:16.000]  大家還在聊的時候,我都在問
[00:05:16.000 --> 00:05:19.000]  我想問一下,在聖經雅歌裡面
[00:05:19.000 --> 00:05:21.000]  百合花有什麼含義?
[00:05:21.000 --> 00:05:24.000]  哇,它真的很厲害,很快就彈出來了
[00:05:24.000 --> 00:05:27.000]  其實它幫到我們很多忙
[00:05:27.000 --> 00:05:30.000]  有人就說,他在那裡演的時候
[00:05:30.000 --> 00:05:32.000]  其實大家崇拜他很簡單
[00:05:32.000 --> 00:05:34.000]  這裡弄了一個虛擬的傳道人
[00:05:34.000 --> 00:05:36.000]  比Aka帥
[00:05:36.000 --> 00:05:38.000]  這個我可以肯定告訴你
[00:05:38.000 --> 00:05:41.000]  一定是你看著他的樣子,簡直是奧巴
[00:05:41.000 --> 00:05:44.000]  然後高大威猛
[00:05:44.000 --> 00:05:46.000]  出來的approach又漂亮
[00:05:46.000 --> 00:05:48.000]  說話又可以去create
[00:05:48.000 --> 00:05:51.000]  然後我跟你說,有一篇道,很容易的
[00:05:51.000 --> 00:05:54.000]  但接著我就會想
[00:05:54.000 --> 00:05:59.000]  那我跟AI有什麼分別?
[00:05:59.000 --> 00:06:05.000]  AI是不是真的可以取代一個目者?
[00:06:05.000 --> 00:06:07.000]  但我就告訴大家
[00:06:07.000 --> 00:06:10.000]  這個正好就是彼得所說的
[00:06:10.000 --> 00:06:14.000]  AI他沒有辦法去經歷人生
[00:06:14.000 --> 00:06:17.000]  他跟你說知識
[00:06:17.000 --> 00:06:20.000]  但他沒有經驗
[00:06:20.000 --> 00:06:22.000]  我們作為目者
