
[00:00:00.000 --> 00:00:02.000]  好,頂姐妹早安
[00:00:02.000 --> 00:00:08.000]  今天跟大家分享的經文其實一點也不難解釋
[00:00:08.000 --> 00:00:12.000]  只要你對聖經有一點歷史的認識
[00:00:12.000 --> 00:00:14.000]  你就已經很明白究竟在說什麼
[00:00:14.000 --> 00:00:21.000]  其中在引發的時候,特別是在四個保羅比教會的書信
[00:00:21.000 --> 00:00:26.000]  不斷地重複重複,就是因為當時有一個很重要的議題
[00:00:26.000 --> 00:00:29.000]  就是究竟外邦人是否需要受割禮
[00:00:29.000 --> 00:00:33.000]  這個我們叫做割禮之爭
[00:00:33.000 --> 00:00:38.000]  其實在保羅他們傳道初期的初期教會是一個非常大的議題
[00:00:38.000 --> 00:00:44.000]  也是猶太人和外邦信徒之間他們一個很大的高牆
[00:00:44.000 --> 00:00:48.000]  甚至乎曾經會引發一些很嚴重的事件
[00:00:48.000 --> 00:00:51.000]  所以你就會發覺當大家看回《士徒行傳》
[00:00:51.000 --> 00:01:00.000]  有一段時間是很急於要立即召阿保羅回去耶路撒冷去解釋這件事
[00:01:00.000 --> 00:01:06.000]  你就會發覺其實為什麼猶太的信徒他們這麼重視呢?
[00:01:06.000 --> 00:01:16.000]  因為割禮是他們整個信仰或者是猶太文化的一個很重要的象徵和儀式
[00:01:16.000 --> 00:01:21.000]  代表了上帝和人之間立約
[00:01:21.000 --> 00:01:26.000]  如果大家明白他們整個的文化都是和上帝立約
[00:01:26.000 --> 00:01:29.000]  因為這個割禮是從阿伯拉罕開始的
[00:01:29.000 --> 00:01:31.000]  就是他們的先祖開始的
[00:01:31.000 --> 00:01:35.000]  所以在這個情況下,這一定是他們最核心的一件事
[00:01:35.000 --> 00:01:37.000]  他們就要去做
[00:01:37.000 --> 00:01:40.000]  所以你會發覺在舊約的聖經裏面
[00:01:40.000 --> 00:01:43.000]  當阿伯拉罕和上帝立約的時候
[00:01:43.000 --> 00:01:45.000]  上帝是說得很清楚
[00:01:45.000 --> 00:01:49.000]  外邦人如果要成為以色列人的一份子的話
[00:01:49.000 --> 00:01:53.000]  就必須要遵從猶太人的傳統和習俗
[00:01:53.000 --> 00:01:55.000]  所以就包括受割禮
[00:01:55.000 --> 00:01:59.000]  你唯有接受割禮才能夠是他們的一份子
[00:01:59.000 --> 00:02:02.000]  所以很自然當他們伸約的時候
[00:02:02.000 --> 00:02:09.000]  他們覺得既然這個是我們所說的舊約所延伸的尼塞亞是我們的救主
[00:02:09.000 --> 00:02:13.000]  所以你們要得到這個救主的救恩
[00:02:13.000 --> 00:02:16.000]  自然就要這樣,回到核心裏面
[00:02:16.000 --> 00:02:21.000]  所以這個思想是自然延伸到基督的救恩當中
[00:02:21.000 --> 00:02:25.000]  這個對於猶太人的信徒來說是非常合情合理的
[00:02:25.000 --> 00:02:31.000]  但是保羅在羅馬書其實是解釋得很清楚
[00:02:31.000 --> 00:02:35.000]  當基督的救恩來到之後
[00:02:35.000 --> 00:02:39.000]  他將一切這些東西突破
[00:02:39.000 --> 00:02:42.000]  你記住不是刪除而是突破
[00:02:42.000 --> 00:02:46.000]  而是這個我們跟神的納約裏面
[00:02:46.000 --> 00:02:50.000]  再不是透過割禮而是透過信
[00:02:50.000 --> 00:02:54.000]  所以你就會發覺在羅馬書三章21到26節
[00:02:54.000 --> 00:02:55.000]  有一段很重要的經文
[00:02:55.000 --> 00:02:59.000]  但如今神的義在律法以外已經顯明出來
[00:02:59.000 --> 00:03:03.000]  有律法和先知為正者就是神的義
[00:03:03.000 --> 00:03:07.000]  因信耶穌基督加給一切相信的人並沒有分別
[00:03:07.000 --> 00:03:10.000]  因為世人都犯了罪,規決了神的榮耀
[00:03:10.000 --> 00:03:13.000]  如今卻蒙神的恩典
[00:03:13.000 --> 00:03:16.000]  因基督耶穌的救贖就白白地稱義
[00:03:16.000 --> 00:03:20.000]  神設立耶穌作挽回制是憑著耶穌的血
[00:03:20.000 --> 00:03:23.000]  藉著人的信要顯明神的義
[00:03:23.000 --> 00:03:27.000]  因為祂用忍耐的心寬容人先前所犯的罪
[00:03:27.000 --> 00:03:30.000]  好在今時顯明祂的義
[00:03:30.000 --> 00:03:32.000]  使人知道祂自己為義
[00:03:32.000 --> 00:03:35.000]  也稱信耶穌的人為義
[00:03:35.000 --> 00:03:38.000]  這是一個很重要的突破
[00:03:38.000 --> 00:03:45.000]  我們再不是憑著什麼去得著這個救恩
[00:03:45.000 --> 00:03:49.000]  就單單因為義
[00:03:49.000 --> 00:03:54.000]  所以你就會發覺保羅在二弗所書補充了一句很重要
[00:03:54.000 --> 00:03:57.000]  你們得救是本乎因,也因著信
[00:03:57.000 --> 00:04:01.000]  這並不是出於自己,乃是神所賜的
[00:04:01.000 --> 00:04:04.000]  也不是出於行為,免得有人自誇
[00:04:04.000 --> 00:04:07.000]  這是大家很熟悉的一句金句
[00:04:07.000 --> 00:04:10.000]  意思就是說,所以我們經常跟大家說
[00:04:10.000 --> 00:04:13.000]  洗禮重要嗎?洗禮很重要
[00:04:13.000 --> 00:04:16.000]  但你不會因為洗禮的緣故而得救
[00:04:16.000 --> 00:04:18.000]  你要搞清楚這個觀念
[00:04:18.000 --> 00:04:21.000]  所以這個問題其實你可以說
[00:04:21.000 --> 00:04:27.000]  去到新約是一個非常重要的信仰核心
[00:04:27.000 --> 00:04:31.000]  所以同樣道理,為什麼保羅盤了命
[00:04:31.000 --> 00:04:34.000]  他也要守護著這個核心
[00:04:34.000 --> 00:04:39.000]  而今天這段經文其實是想帶出
[00:04:39.000 --> 00:04:44.000]  當時有些人表面上好像在維護
[00:04:44.000 --> 00:04:48.000]  現在猶太人傳統下來的事
[00:04:48.000 --> 00:04:52.000]  我要繼續維護下去,所以會產生很多矛盾
[00:04:52.000 --> 00:04:56.000]  但保羅在這裡是一點即破
[00:04:56.000 --> 00:05:00.000]  他想告訴你,這群人根本不是維護
[00:05:00.000 --> 00:05:03.000]  而是維護這個傳統
[00:05:03.000 --> 00:05:08.000]  他們這群人其實是為了自己
[00:05:08.000 --> 00:05:15.000]  可能另一個版本,去讀剛才那段經文12-13節會更加清楚
[00:05:15.000 --> 00:05:18.000]  新普及版裡這樣說
[00:05:18.000 --> 00:05:21.000]  那些企圖強迫你們受割禮的人
[00:05:21.000 --> 00:05:25.000]  無非是想在別人面前炫耀
[00:05:25.000 --> 00:05:30.000]  他們不去教導只有基督十字架才能拯救人的道理
[00:05:30.000 --> 00:05:33.000]  是因為不願受到迫害
[00:05:33.000 --> 00:05:36.000]  即便是那些提倡割禮的人
[00:05:36.000 --> 00:05:39.000]  自己也沒有遵從所有的律法
[00:05:39.000 --> 00:05:42.000]  他們想要你們受割禮
[00:05:42.000 --> 00:05:47.000]  只是要藉此誇耀並宣稱你們是他們的門徒
[00:05:47.000 --> 00:05:50.000]  夠清楚嗎?
[00:05:50.000 --> 00:05:53.000]  所以我想大家弄清楚
[00:05:53.000 --> 00:05:56.000]  即是說現在發生的一件事
[00:05:56.000 --> 00:06:04.000]  就是有些人他借助著一個他們猶太傳統的律法或是要求
[00:06:04.000 --> 00:06:09.000]  但其實他最終的目的不是要達到這個要求
[00:06:09.000 --> 00:06:12.000]  他是想為自己
[00:06:12.000 --> 00:06:15.000]  在這裡的時候說得很清楚
[00:06:15.000 --> 00:06:18.000]  這裡有兩點是人為了自己
[00:06:18.000 --> 00:06:21.000]  第一他怕受迫
[00:06:21.000 --> 00:06:24.000]  怕受什麼迫?
[00:06:24.000 --> 00:06:27.000]  就是這些猶太人會迫他們
[00:06:27.000 --> 00:06:30.000]  他們本身是猶太人
[00:06:30.000 --> 00:06:32.000]  他們是這個群體
[00:06:32.000 --> 00:06:34.000]  其實對於他們來說
[00:06:34.000 --> 00:06:36.000]  這些所謂的核心信仰他們不在乎
[00:06:36.000 --> 00:06:38.000]  但他們在乎的是什麼?
[00:06:38.000 --> 00:06:41.000]  那些人怎樣對我?
[00:06:41.000 --> 00:06:44.000]  我很怕因為我不做這件事的時候
[00:06:44.000 --> 00:06:47.000]  你不只是迫他,你迫我
[00:06:47.000 --> 00:06:49.000]  火燒連環船
[00:06:49.000 --> 00:06:52.000]  所以在這種情況下我就要迫你去受割禮
[00:06:52.000 --> 00:06:55.000]  因為你肯受割禮我就沒事了
[00:06:55.000 --> 00:07:00.000]  第二件事是誇耀個人的成就
[00:07:00.000 --> 00:07:04.000]  因為這個某程度上對於他們來說
[00:07:04.000 --> 00:07:08.000]  如果今天大家有去做一些工作是需要額度
[00:07:08.000 --> 00:07:09.000]  你明白嗎?
[00:07:09.000 --> 00:07:11.000]  一個月裡面有30個額度
[00:07:11.000 --> 00:07:14.000]  其實那個客人到底是否申請了信用卡
[00:07:14.000 --> 00:07:16.000]  關你什麼事?
[00:07:16.000 --> 00:07:21.000]  但老闆要我去完成這30張就很重要
[00:07:21.000 --> 00:07:24.000]  我還能夠完成30以上的額度
[00:07:24.000 --> 00:07:28.000]  在這種情況下我就可以得到榮譽
[00:07:28.000 --> 00:07:30.000]  對於他們來說
[00:07:30.000 --> 00:07:32.000]  這也是他們很在乎的
[00:07:32.000 --> 00:07:35.000]  就是說他們兩個人
[00:07:35.000 --> 00:07:37.000]  兩方面就算不同的原因
[00:07:37.000 --> 00:07:42.000]  他們是很在乎人的讚譽
[00:07:42.000 --> 00:07:46.000]  他們很在乎人的眼光
[00:07:46.000 --> 00:07:50.000]  當然我經常說我們作為基督徒
[00:07:50.000 --> 00:07:52.000]  就算聖經也會教我們
[00:07:52.000 --> 00:07:56.000]  我們很多時候跟人的相處跟他們的不同
[00:07:56.000 --> 00:08:00.000]  為了讓他們能夠得著救恩
[00:08:00.000 --> 00:08:04.000]  為了讓他們能夠得著福音的好處
[00:08:04.000 --> 00:08:07.000]  我們作出一些退讓
[00:08:07.000 --> 00:08:11.000]  我們盡力與人和諧
[00:08:11.000 --> 00:08:13.000]  其實是應該的
[00:08:13.000 --> 00:08:17.000]  所以有些弟兄姐妹
[00:08:17.000 --> 00:08:20.000]  在這裡我好像戴了圖盔
[00:08:20.000 --> 00:08:23.000]  我立場不是官方立場
[00:08:23.000 --> 00:08:26.000]  有些人曾經問我一些很有趣的問題
[00:08:26.000 --> 00:08:30.000]  如果我媽去旅行
[00:08:30.000 --> 00:08:34.000]  她要一起去參觀寺廟
[00:08:34.000 --> 00:08:36.000]  我作為基督徒
[00:08:36.000 --> 00:08:40.000]  我應該拉她走還是一起去參觀呢?
[00:08:40.000 --> 00:08:46.000]  我個人的立場是陪她去參觀
[00:08:46.000 --> 00:08:50.000]  你進入一個寺廟的裡面
[00:08:50.000 --> 00:08:53.000]  因為你不是在參與裡面的儀式
[00:08:53.000 --> 00:08:58.000]  你是去陪著寶寶貴的媽媽
[00:08:58.000 --> 00:09:01.000]  她有這個需要
[00:09:01.000 --> 00:09:04.000]  你陪著她一起去參觀
[00:09:04.000 --> 00:09:06.000]  我沒有人叫你進去裝香
[00:09:06.000 --> 00:09:07.000]  沒有人叫你進去做這件事
[00:09:07.000 --> 00:09:08.000]  你明白我的意思嗎?
[00:09:08.000 --> 00:09:10.000]  這是我個人的立場
[00:09:10.000 --> 00:09:14.000]  這些事情我覺得是可以退讓的
[00:09:14.000 --> 00:09:16.000]  但是如果反過來
[00:09:16.000 --> 00:09:18.000]  升一個級別
[00:09:18.000 --> 00:09:21.000]  媽媽說既然進入寺廟
[00:09:21.000 --> 00:09:23.000]  進入寺廟就拜神
[00:09:23.000 --> 00:09:26.000]  進入家裡就叫人
[00:09:26.000 --> 00:09:28.000]  所以進來就要裝香
[00:09:28.000 --> 00:09:32.000]  這樣就不行了
[00:09:32.000 --> 00:09:35.000]  我可以陪你去參觀
[00:09:35.000 --> 00:09:38.000]  但我不會因為其他人眼光的緣故
[00:09:38.000 --> 00:09:40.000]  這真的發生過
[00:09:40.000 --> 00:09:45.000]  我記得有一次我陪我媽媽回鄉下掃墓
[00:09:45.000 --> 00:09:48.000]  因為我們家裡是很被尊重的
[00:09:48.000 --> 00:09:50.000]  回到鄉下的時候
[00:09:50.000 --> 00:09:54.000]  所以他們當然會做很多祭祀儀式
[00:09:54.000 --> 00:09:56.000]  我們就站在旁邊
[00:09:56.000 --> 00:09:58.000]  我媽媽就說
[00:09:58.000 --> 00:10:00.000]  平時她很小聲地說
[00:10:00.000 --> 00:10:04.000]  在香港不裝香就算了
[00:10:04.000 --> 00:10:06.000]  現在這裡有這麼多親戚
[00:10:06.000 --> 00:10:09.000]  你做一下樣子也裝香吧
[00:10:09.000 --> 00:10:12.000]  我想說是很大掙扎的
[00:10:12.000 --> 00:10:16.000]  因為我是背負著整個家族的榮譽
[00:10:16.000 --> 00:10:18.000]  你明白我的意思嗎?
[00:10:18.000 --> 00:10:19.000]  但反過來
[00:10:19.000 --> 00:10:20.000]  可以嗎?
[00:10:20.000 --> 00:10:21.000]  我跟媽媽說
[00:10:21.000 --> 00:10:24.000]  不可以
[00:10:24.000 --> 00:10:26.000]  我就說
[00:10:26.000 --> 00:10:28.000]  不如你跟他們說
[00:10:28.000 --> 00:10:30.000]  我信教的
[00:10:30.000 --> 00:10:33.000]  我媽媽就很無奈地跟親戚說
[00:10:33.000 --> 00:10:35.000]  他們信教的
[00:10:35.000 --> 00:10:37.000]  他們就問什麼是信教
[00:10:37.000 --> 00:10:38.000]  他們不明白
[00:10:38.000 --> 00:10:40.000]  他們說是拜基督
[00:10:40.000 --> 00:10:42.000]  拜十字架
[00:10:42.000 --> 00:10:43.000]  她就這樣說
[00:10:43.000 --> 00:10:44.000]  不理會他們怎麼解釋
[00:10:44.000 --> 00:10:45.000]  之後他們就說
[00:10:45.000 --> 00:10:46.000]  好
[00:10:46.000 --> 00:10:48.000]  我們就沒有參與
[00:10:48.000 --> 00:10:52.000]  我想說在一些無關重要的事情裡
[00:10:52.000 --> 00:10:53.000]  是可以的
[00:10:53.000 --> 00:10:54.000]  我們做退讓
[00:10:54.000 --> 00:10:57.000]  我們盡力和和諧
[00:10:57.000 --> 00:10:59.000]  也是應該的
[00:10:59.000 --> 00:11:01.000]  但是在真理的面前
[00:11:01.000 --> 00:11:03.000]  不可以
[00:11:03.000 --> 00:11:06.000]  在真理的面前不可以
[00:11:06.000 --> 00:11:11.000]  現在他們因為群眾的壓力的緣故
[00:11:11.000 --> 00:11:14.000]  最近幾年有一個字經常出現
[00:11:14.000 --> 00:11:15.000]  我覺得很有趣
[00:11:15.000 --> 00:11:17.000]  就叫做政治正確
[00:11:17.000 --> 00:11:21.000]  他們因為群眾壓力的緣故
[00:11:21.000 --> 00:11:25.000]  去選擇做一些政治正確的事情
[00:11:25.000 --> 00:11:30.000]  就是說他們完完全全在乎的
[00:11:30.000 --> 00:11:33.000]  只是人的眼光
[00:11:33.000 --> 00:11:35.000]  你怎樣去看我
[00:11:35.000 --> 00:11:39.000]  你怎樣去評價我這個人
[00:11:39.000 --> 00:11:41.000]  但我經常說
[00:11:41.000 --> 00:11:43.000]  去到這個位置我就會問
[00:11:43.000 --> 00:11:47.000]  那你的上帝呢
[00:11:47.000 --> 00:11:50.000]  你有沒有在乎過你的上帝
[00:11:50.000 --> 00:11:51.000]  他怎樣看
[00:11:51.000 --> 00:11:54.000]  所以保羅曾經在羅馬書的教導
[00:11:54.000 --> 00:11:56.000]  他說因為隨從肉體的人
[00:11:56.000 --> 00:11:58.000]  就體貼肉體的事
[00:11:58.000 --> 00:12:01.000]  隨從聖靈的人就體貼聖靈的事
[00:12:01.000 --> 00:12:04.000]  體貼肉體就是死
[00:12:04.000 --> 00:12:06.000]  體貼聖靈乃是生命平安
[00:12:06.000 --> 00:12:08.000]  原來體貼肉體的
[00:12:08.000 --> 00:12:10.000]  就是與神為仇
