
[00:00:00.000 --> 00:00:04.080]  今天跟大家講《路加福音》
[00:00:04.080 --> 00:00:07.920]  首先講講《路加福音》的背景
[00:00:07.920 --> 00:00:10.400]  叫做《路加福音》我們知道
[00:00:10.400 --> 00:00:13.480]  《路加福音》的作者就是路加
[00:00:13.480 --> 00:00:17.320]  傳統上我們相信他是醫生
[00:00:17.320 --> 00:00:18.800]  路加醫生
[00:00:18.800 --> 00:00:23.000]  他除了《路加福音》之外
[00:00:23.000 --> 00:00:25.080]  《史徒行傳》也是他寫的
[00:00:25.080 --> 00:00:29.760]  路加是保羅的一個親密的童工
[00:00:29.760 --> 00:00:34.920]  也是聖經裡面唯一一個外邦的作者
[00:00:34.920 --> 00:00:38.200]  在四卷方書裡面
[00:00:38.200 --> 00:00:42.280]  唯一一卷是一個外邦人寫的 很特別
[00:00:42.280 --> 00:00:46.000]  有些人視《史徒行傳》
[00:00:46.000 --> 00:00:49.400]  是路加福音的續篇
[00:00:49.400 --> 00:00:51.320]  因為兩卷書的開頭
[00:00:51.320 --> 00:00:54.120]  其實都提及一個人叫做提雅非羅
[00:00:54.120 --> 00:00:56.320]  提雅非羅是什麼人呢
[00:00:56.360 --> 00:01:00.680]  路加福音的開頭叫他提雅非羅大人
[00:01:00.680 --> 00:01:05.640]  他有可能是一個羅馬的高級官員
[00:01:05.640 --> 00:01:08.760]  是羅馬政府派來的高級官員
[00:01:08.760 --> 00:01:12.760]  因為他信了耶穌
[00:01:12.760 --> 00:01:17.520]  於是乎路加就去寫一卷書
[00:01:17.520 --> 00:01:19.160]  寫一封信給他
[00:01:19.160 --> 00:01:22.480]  去向他講解這個信仰
[00:01:22.920 --> 00:01:28.520]  也有可能他寫作的資金來源都是提雅非羅的
[00:01:28.520 --> 00:01:32.520]  如果這樣理解的話我們就明白了
[00:01:32.520 --> 00:01:34.880]  路加福音和《史徒行傳》
[00:01:34.880 --> 00:01:41.040]  某程度上他對外邦人是比較友善的
[00:01:41.040 --> 00:01:42.120]  為什麼這麼說呢
[00:01:42.120 --> 00:01:45.720]  你會發覺譬如是好撒瑪利亞人的比喻
[00:01:45.720 --> 00:01:48.400]  或者是今天的經文也好
[00:01:48.400 --> 00:01:50.800]  都是路加福音獨有
[00:01:50.800 --> 00:01:55.720]  而且對外邦人的描述是相對正面一點的
[00:01:55.720 --> 00:01:58.560]  還有耶穌復活之後
[00:01:58.560 --> 00:02:02.600]  大家如果有印象就是他去以馬五師的路上
[00:02:02.600 --> 00:02:04.400]  向兩個門徒顯現
[00:02:04.400 --> 00:02:08.240]  這個記載都是路加福音特別詳盡
[00:02:08.240 --> 00:02:11.000]  馬可只是輕輕帶過
[00:02:11.000 --> 00:02:12.760]  提過一下有這件事
[00:02:12.760 --> 00:02:16.880]  但是這個記載其實就在路加福音裡面很詳盡
[00:02:16.880 --> 00:02:18.920]  其實在做一種暗示
[00:02:18.920 --> 00:02:20.520]  一種暗示就是說
[00:02:20.520 --> 00:02:24.760]  福音開始由耶路撒冷向外傳出去了
[00:02:24.760 --> 00:02:26.880]  開始向外傳出去了
[00:02:26.880 --> 00:02:31.000]  路加其實是透過這些記載去證明
[00:02:31.000 --> 00:02:35.640]  福音傳給外邦人其實是神的計劃
[00:02:35.640 --> 00:02:39.080]  是神的救贖計劃的其中一部分
[00:02:39.080 --> 00:02:44.520]  救恩不再只是限制在猶太的選民身上
[00:02:44.520 --> 00:02:48.840]  而是連外邦人都可以透過耶穌基督
[00:02:48.880 --> 00:02:50.640]  而得著這個救恩
[00:02:50.640 --> 00:02:54.320]  瞭解了這個書卷的背景之後
[00:02:54.320 --> 00:02:56.640]  我們開始進入今天的經文
[00:02:56.640 --> 00:02:59.960]  11-13節里說
[00:02:59.960 --> 00:03:01.760]  耶穌往耶路撒冷去
[00:03:01.760 --> 00:03:05.920]  經過撒瑪利亞和加利利中間的地區
[00:03:05.920 --> 00:03:07.440]  他進入一個村子
[00:03:07.440 --> 00:03:09.280]  有十個麻風病人
[00:03:09.280 --> 00:03:10.440]  迎面而來
[00:03:10.440 --> 00:03:12.400]  遠遠地站著高聲說
[00:03:12.400 --> 00:03:15.120]  耶穌老師也可憐我們
[00:03:16.200 --> 00:03:17.720]  這十個麻風病人
[00:03:17.720 --> 00:03:23.000]  為什麼會知道路過的人可以救他們呢
[00:03:23.000 --> 00:03:27.880]  其實很可能耶穌這個大名已經傳開了出去
[00:03:27.880 --> 00:03:30.320]  耶穌出來傳道之後
[00:03:30.320 --> 00:03:32.720]  其實他經常都醫病趕鬼
[00:03:32.720 --> 00:03:35.240]  因此其實他已經出名了
[00:03:35.240 --> 00:03:38.920]  我想很多人都期待有機會可以接觸到耶穌
[00:03:38.920 --> 00:03:40.280]  很多人都期待的
[00:03:40.280 --> 00:03:41.840]  好像第八章那裡
[00:03:41.840 --> 00:03:43.840]  那個患血流的婦人
[00:03:44.680 --> 00:03:47.160]  她想著摸摸耶穌就可以康復了
[00:03:47.160 --> 00:03:50.440]  於是她就走到人群裡面
[00:03:50.440 --> 00:03:51.720]  嘗試摸摸耶穌
[00:03:51.720 --> 00:03:53.360]  摸到他的衣服尾部之後
[00:03:53.360 --> 00:03:54.360]  就康復了
[00:03:54.360 --> 00:03:57.680]  還有耶路的女兒
[00:03:57.680 --> 00:03:59.760]  她的女兒重病
[00:03:59.760 --> 00:04:01.160]  耶路去找耶穌
[00:04:01.160 --> 00:04:02.120]  怎知道
[00:04:02.120 --> 00:04:04.400]  她的女兒在中途已經死了
[00:04:04.400 --> 00:04:07.440]  但是耶穌原來連死人都可以醫治
[00:04:07.440 --> 00:04:08.680]  可以救回她
[00:04:08.680 --> 00:04:09.280]  復活
[00:04:09.280 --> 00:04:11.760]  因此耶穌的名聲
[00:04:11.760 --> 00:04:13.640]  傳得很快和很大
[00:04:14.080 --> 00:04:15.920]  在第九章我們看到
[00:04:15.920 --> 00:04:18.840]  連希律他都覺得非常驚訝
[00:04:18.840 --> 00:04:20.560]  對於耶穌的名聲
[00:04:20.560 --> 00:04:23.920]  因此這群麻風病人
[00:04:23.920 --> 00:04:26.160]  其實可能他們一直都在等待
[00:04:26.160 --> 00:04:28.560]  等待一個機會可以見到耶穌
[00:04:28.560 --> 00:04:30.200]  等待耶穌的經過
[00:04:30.200 --> 00:04:35.200]  這群麻風病人對耶穌的理解是什麼呢?
[00:04:35.200 --> 00:04:37.080]  經文裡面
[00:04:37.080 --> 00:04:38.800]  他們叫耶穌做老師
[00:04:38.800 --> 00:04:40.360]  老師
[00:04:40.400 --> 00:04:42.960]  即是在他們心目中是一個教導的人
[00:04:42.960 --> 00:04:44.160]  是一個夫子
[00:04:44.160 --> 00:04:46.600]  的確在《路加福音》裡面
[00:04:46.600 --> 00:04:50.160]  大部分的人都是這樣理解耶穌的身份
[00:04:50.160 --> 00:04:52.720]  包括少年的官
[00:04:52.720 --> 00:04:54.120]  他叫耶穌做什麼呢?
[00:04:54.120 --> 00:04:57.840]  良善的夫子
[00:04:57.840 --> 00:05:00.880]  很多人對於耶穌的角色和理解
[00:05:00.880 --> 00:05:03.120]  都只是一個律法的教師
[00:05:03.120 --> 00:05:04.120]  一個老師
[00:05:04.120 --> 00:05:07.360]  直到在第十八章的時候
[00:05:07.360 --> 00:05:09.400]  反而有一個黑眼的人
[00:05:09.400 --> 00:05:11.640]  他就叫耶穌做大衛之子
[00:05:11.640 --> 00:05:16.280]  即是他承認耶穌的身份是尼賽亞
[00:05:16.280 --> 00:05:18.840]  是那個預言要來救他們的尼賽亞
[00:05:18.840 --> 00:05:21.880]  其實《路加》他用的這些手法都挺諷刺的
[00:05:21.880 --> 00:05:24.760]  一直以來一直記載猶太人
[00:05:24.760 --> 00:05:25.960]  法利塞人
[00:05:25.960 --> 00:05:27.480]  一些健全的人
[00:05:27.480 --> 00:05:29.880]  他們有身份有學識的
[00:05:29.880 --> 00:05:32.600]  全部都不知道耶穌是尼賽亞
[00:05:32.600 --> 00:05:35.000]  反而是一個黑眼的人
[00:05:35.000 --> 00:05:37.560]  由一個黑眼看不到的人
[00:05:37.560 --> 00:05:39.560]  他去說出耶穌的身份
[00:05:39.560 --> 00:05:42.600]  好了 說回那十個麻風病人
[00:05:42.600 --> 00:05:45.000]  為什麼要遠遠地站著呢?
[00:05:45.000 --> 00:05:47.400]  為什麼要距離很遠呢?
[00:05:47.400 --> 00:05:49.400]  其實大麻風
[00:05:49.400 --> 00:05:51.560]  我們現在發現
[00:05:51.560 --> 00:05:54.760]  原來它是一種叫漢生病的疾病
[00:05:54.760 --> 00:05:57.800]  當時來說是治不了的
[00:05:57.800 --> 00:06:01.080]  漢生病會令到患者身上有一些腫塊
[00:06:01.080 --> 00:06:02.200]  其實在現代
[00:06:02.200 --> 00:06:04.600]  我間中也見到有一些人
[00:06:04.600 --> 00:06:06.360]  他應該是有大麻風的
[00:06:06.360 --> 00:06:08.520]  曾經患過大麻風
[00:06:08.520 --> 00:06:12.600]  身上會有一些腫塊 凹凹凸凸的
[00:06:12.600 --> 00:06:15.160]  外觀上很難看
[00:06:15.160 --> 00:06:17.080]  除了外觀之外
[00:06:17.080 --> 00:06:20.680]  其實是會令患者失去了痛覺
[00:06:20.680 --> 00:06:23.160]  就是說他受傷他都不知道
[00:06:23.160 --> 00:06:25.160]  他受傷都不知道
[00:06:25.160 --> 00:06:26.280]  小傷口就說
[00:06:26.280 --> 00:06:28.760]  如果是大傷口他自己不知道的
[00:06:28.760 --> 00:06:31.400]  而這些傷口受到細菌感染的話
[00:06:31.400 --> 00:06:33.320]  情況是可大可小的
[00:06:33.320 --> 00:06:35.720]  以當時的醫藥情況來說
[00:06:35.720 --> 00:06:37.960]  即是分分鐘細菌感染之後
[00:06:37.960 --> 00:06:39.640]  是要截肢的
[00:06:39.640 --> 00:06:41.640]  所以一些麻風病人
[00:06:41.640 --> 00:06:45.000]  很多時候的情況就會是傷寒
[00:06:45.000 --> 00:06:47.800]  而他們的神經線也會受到影響
[00:06:47.800 --> 00:06:49.880]  慢慢當病發的時候
[00:06:49.880 --> 00:06:51.320]  影響活動能力
[00:06:51.320 --> 00:06:53.960]  或者是手腳出現變形
[00:06:53.960 --> 00:06:55.800]  因此麻風病人
[00:06:55.800 --> 00:06:59.240]  他們有一個不能夠醫治疾病的時候
[00:06:59.240 --> 00:07:01.640]  他們就需要被隔離了
[00:07:01.640 --> 00:07:04.840]  不過聖經裡面除了漢生病
[00:07:04.840 --> 00:07:06.360]  這種麻風之外
[00:07:06.360 --> 00:07:09.240]  其實連一些由真菌引起的皮膚病
[00:07:09.240 --> 00:07:10.280]  都算是
[00:07:10.280 --> 00:07:13.720]  即是有一些病症是漢生病沒有的
[00:07:13.720 --> 00:07:16.840]  譬如說皮膚像雪那樣白
[00:07:16.840 --> 00:07:19.400]  那些表面的東西是沒有的
[00:07:19.400 --> 00:07:23.480]  所以也可能是一些皮膚病
[00:07:23.480 --> 00:07:26.840]  一些皮膚病也會被列入大麻風
[00:07:26.840 --> 00:07:31.240]  這些皮膚病就有可能會好了
[00:07:31.240 --> 00:07:32.840]  不過總而言之
[00:07:32.840 --> 00:07:34.520]  按當時的要求
[00:07:34.520 --> 00:07:36.200]  所有大麻風的人
[00:07:36.200 --> 00:07:38.360]  總之你都要被隔離了
[00:07:38.360 --> 00:07:40.200]  全部要被隔離
[00:07:40.200 --> 00:07:41.720]  律法上寫明瞭
[00:07:41.720 --> 00:07:43.320]  這些人是不潔的
[00:07:43.320 --> 00:07:45.400]  他們不可以接觸人
[00:07:45.400 --> 00:07:47.960]  他們不可以將不潔傳給人
[00:07:47.960 --> 00:07:51.800]  大麻風的患者他們需要被隔離
[00:07:51.800 --> 00:07:54.120]  離開自己的家人朋友
[00:07:54.120 --> 00:07:58.040]  只可以和他們大麻風的病友一起
[00:07:58.040 --> 00:08:02.040]  他們如果要去一些地方的時候
[00:08:02.040 --> 00:08:04.040]  為了避免接觸到人
[00:08:04.040 --> 00:08:06.200]  他們要一直掩著自己的嘴
[00:08:06.200 --> 00:08:10.040]  一直在大聲地說不潔症不潔症
[00:08:10.040 --> 00:08:13.320]  其實是告訴別人我有病
[00:08:13.320 --> 00:08:17.400]  我想大家很難想象有多悲慘
[00:08:17.400 --> 00:08:18.760]  不過近一年
[00:08:18.760 --> 00:08:21.480]  因為肺炎的緣故
[00:08:21.480 --> 00:08:23.880]  我們其實要自我隔離
[00:08:23.880 --> 00:08:25.960]  很多時候保持社交距離
[00:08:25.960 --> 00:08:27.640]  我甚至聽到有些人
[00:08:27.640 --> 00:08:30.440]  他一個星期都出不了一次門
[00:08:30.440 --> 00:08:31.840]  出門都很恐慌的
[00:08:31.840 --> 00:08:32.680]  包得很緊
[00:08:32.680 --> 00:08:35.400]  我現在都看到很多人還是戴著手套
[00:08:35.400 --> 00:08:37.080]  或者無論碰任何東西
[00:08:37.080 --> 00:08:38.200]  都是用東西包一包
[00:08:38.200 --> 00:08:40.360]  然後再按按鈕
[00:08:40.360 --> 00:08:43.560]  所有的接觸都變得很驚慌
[00:08:43.560 --> 00:08:45.880]  所有的接觸都變得很恐慌
[00:08:45.880 --> 00:08:47.960]  人變得很孤獨
[00:08:47.960 --> 00:08:50.200]  好像一個孤島一樣
[00:08:50.200 --> 00:08:51.480]  很痛苦
[00:08:51.480 --> 00:08:55.640]  但你痛苦的原因是你怕被人感染
[00:08:55.640 --> 00:09:00.280]  但是大麻風的情況是他怕感染人
[00:09:00.280 --> 00:09:03.080]  我看過一條片段在網上
[00:09:03.080 --> 00:09:05.640]  有一個做醫護的爸爸
[00:09:05.640 --> 00:09:07.720]  他回到家裡
[00:09:07.720 --> 00:09:08.760]  他回到家裡的時候
[00:09:08.760 --> 00:09:11.880]  小朋友撲過去想抱著他
[00:09:11.880 --> 00:09:13.640]  但是因為他剛剛回來
[00:09:13.640 --> 00:09:15.080]  他怕自己身上有病毒
[00:09:15.080 --> 00:09:16.760]  一手就阻住他
[00:09:16.760 --> 00:09:19.240]  小朋友站在那裡
[00:09:19.240 --> 00:09:21.480]  爸爸就整個跪在那裡
[00:09:21.480 --> 00:09:23.720]  然後就哭了出來
[00:09:23.720 --> 00:09:28.760]  原來人被隔離是這麼痛苦
[00:09:28.760 --> 00:09:30.840]  人失去了一種身體接觸
[00:09:30.840 --> 00:09:33.560]  或者失去了跟至親的一種
[00:09:33.560 --> 00:09:36.920]  親密的接觸是痛苦的
[00:09:36.920 --> 00:09:39.720]  因此我們要明白那些麻風病人
[00:09:39.720 --> 00:09:41.320]  其實他們已經是
[00:09:41.320 --> 00:09:43.640]  忍受了很長時間的痛苦
[00:09:43.640 --> 00:09:44.760]  他們被隔離
[00:09:44.760 --> 00:09:49.480]  他們很期望自己能夠得到一個救贖
[00:09:49.480 --> 00:09:52.440]  他們遠遠地看著耶穌
[00:09:52.440 --> 00:09:54.040]  向祂呼叫
[00:09:54.040 --> 00:09:55.880]  就好像那個血流賦人一樣
[00:09:55.880 --> 00:09:58.840]  他希望可以得到一個救贖
[00:09:58.840 --> 00:10:00.920]  好了 去到第十四節
[00:10:00.920 --> 00:10:03.000]  耶穌看見就對他們說
[00:10:03.000 --> 00:10:07.160]  你們去把身體給祭司檢查
[00:10:07.160 --> 00:10:09.960]  他們正去的時候就結證了
[00:10:09.960 --> 00:10:13.720]  耶穌見到他們
[00:10:13.720 --> 00:10:17.160]  於是叫他們去給祭司檢查
[00:10:17.160 --> 00:10:18.760]  為什麼要給祭司檢查
[00:10:18.760 --> 00:10:20.600]  祭司又不是醫生
[00:10:20.600 --> 00:10:23.880]  原來當時祭司的其中一個職能
[00:10:23.880 --> 00:10:27.160]  就是去判斷一個人是否結證
[00:10:27.160 --> 00:10:28.600]  他去做判斷
[00:10:28.600 --> 00:10:30.920]  大麻風其實剛才我所說
[00:10:30.920 --> 00:10:32.280]  有些是皮膚病
[00:10:32.280 --> 00:10:34.200]  真的有機會痊癒的
[00:10:34.200 --> 00:10:35.560]  痊癒的時候
[00:10:35.560 --> 00:10:37.480]  祭司檢查過
[00:10:37.480 --> 00:10:39.320]  然後說你痊癒了
[00:10:39.320 --> 00:10:41.080]  你就向神獻祭
[00:10:41.080 --> 00:10:42.440]  然後經過一些儀式
[00:10:42.440 --> 00:10:44.360]  以及隔離七天之後
[00:10:44.360 --> 00:10:47.400]  你就可以回家了
[00:10:47.400 --> 00:10:49.400]  這十個麻風病人
[00:10:49.400 --> 00:10:51.800]  其實聽完耶穌的話之後
[00:10:51.800 --> 00:10:54.680]  他們都算是相當信服
[00:10:54.680 --> 00:10:56.520]  以及對耶穌有信心
[00:10:56.520 --> 00:11:00.040]  竟然他們就去給祭司檢查
[00:11:00.040 --> 00:11:03.400]  麻風病一看就知道自己有沒有痊癒
[00:11:03.400 --> 00:11:06.840]  皮膚病一看就知道自己還有沒有問題
[00:11:06.840 --> 00:11:10.440]  經文說正去的時候就結證了
[00:11:10.440 --> 00:11:13.000]  就是說那一刻他結證了沒有
[00:11:13.000 --> 00:11:14.440]  是未結證的
[00:11:14.440 --> 00:11:16.280]  自己都未見到有果效
[00:11:16.280 --> 00:11:20.040]  但是他又聽耶穌說去給祭司檢查
[00:11:20.040 --> 00:11:23.880]  等下去到給祭司檢查回頭怎麼辦呢
[00:11:23.880 --> 00:11:25.320]  他們不結證的
[00:11:25.320 --> 00:11:27.480]  要在一路走一路叫的
[00:11:27.480 --> 00:11:30.600]  他們肯去找祭司
[00:11:30.600 --> 00:11:32.520]  他們肯去見祭司
[00:11:32.520 --> 00:11:34.840]  其實是一種信心的表現
[00:11:34.840 --> 00:11:35.960]  我這裡肯定
[00:11:35.960 --> 00:11:39.160]  其實這十個人是有信心的某程度
[00:11:39.160 --> 00:11:40.920]  你想想如果我看完醫生
[00:11:40.920 --> 00:11:42.520]  醫生什麼藥都不給我
[00:11:42.520 --> 00:11:43.800]  然後叫我走
[00:11:43.800 --> 00:11:45.000]  那我都不肯了
