
[00:00:00.000 --> 00:00:24.000]  孫悟空議員
[00:00:24.000 --> 00:00:29.000]  阿伯拉罕的後裔,大衛的子孫耶穌基督的家譜。
[00:00:29.000 --> 00:00:36.000]  阿伯拉罕生爾薩,爾薩生雅各,雅各生猶大和他的兄弟。
[00:00:36.000 --> 00:00:52.000]  猶大從他馬氏生伯勒斯王,耶拉,伯勒斯生希斯倫,希斯倫生阿蘭,阿蘭生阿米拿達,阿米拿達生拿遜,拿遜生撒滿。
[00:00:52.000 --> 00:01:06.000]  撒滿從哈合氏生科亞斯,科亞斯從路德氏生俄比德,俄比德生耶西,耶西生大衛王,大衛從烏里亞的妻子生所羅門。
[00:01:06.000 --> 00:01:10.000]  感謝神,今天我們有蔡家仙牧師在我們當中的靜悟,
[00:01:10.000 --> 00:01:14.000]  蔡牧師是美國環球聖經公會的拓展主任,
[00:01:14.000 --> 00:01:20.000]  今天蔡牧師的講題是「恩信稱義的確證」,現在恭請蔡牧師。
[00:01:20.000 --> 00:01:26.000]  陳志全議員
[00:01:26.000 --> 00:01:32.000]  陳志全議員
[00:01:33.000 --> 00:01:39.000]  陳志全議員
[00:01:40.000 --> 00:01:46.000]  陳志全議員
[00:01:47.000 --> 00:01:53.000]  陳志全議員
[00:01:54.000 --> 00:02:00.000]  陳志全議員
[00:02:01.000 --> 00:02:07.000]  陳志全議員
[00:02:08.000 --> 00:02:14.000]  陳志全議員
[00:02:15.000 --> 00:02:21.000]  陳志全議員
[00:02:21.000 --> 00:02:27.000]  陳志全議員
[00:02:28.000 --> 00:02:34.000]  陳志全議員
[00:02:35.000 --> 00:02:41.000]  陳志全議員
[00:02:41.000 --> 00:02:47.000]  陳志全議員
[00:02:47.000 --> 00:02:53.000]  陳志全議員
[00:02:54.000 --> 00:03:00.000]  陳志全議員
[00:03:01.000 --> 00:03:07.000]  陳志全議員
[00:03:08.000 --> 00:03:14.000]  陳志全議員
[00:03:15.000 --> 00:03:21.000]  陳志全議員
[00:03:22.000 --> 00:03:28.000]  陳志全議員
[00:03:29.000 --> 00:03:35.000]  莫乃光議員
[00:03:36.000 --> 00:03:42.000]  莫乃光議員
[00:03:43.000 --> 00:03:49.000]  莫乃光議員
[00:03:50.000 --> 00:03:56.000]  莫乃光議員
[00:03:57.000 --> 00:04:03.000]  莫乃光議員
[00:04:04.000 --> 00:04:10.000]  莫乃光議員
[00:04:11.000 --> 00:04:17.000]  莫乃光議員
[00:04:18.000 --> 00:04:24.000]  莫乃光議員
[00:04:25.000 --> 00:04:31.000]  莫乃光議員
[00:04:31.000 --> 00:04:37.000]  陳志全議員
[00:04:38.000 --> 00:04:44.000]  陳志全議員
[00:04:45.000 --> 00:04:51.000]  陳志全議員
[00:04:52.000 --> 00:04:58.000]  莫乃光議員
[00:04:59.000 --> 00:05:05.000]  莫乃光議員
[00:05:06.000 --> 00:05:12.000]  莫乃光議員
[00:05:13.000 --> 00:05:19.000]  莫乃光議員
[00:05:20.000 --> 00:05:26.000]  陳志全議員
[00:05:27.000 --> 00:05:33.000]  莫乃光議員
[00:05:34.000 --> 00:05:40.000]  陳志全議員
[00:05:41.000 --> 00:05:47.000]  陳志全議員
[00:05:48.000 --> 00:05:54.000]  莫乃光議員
[00:05:55.000 --> 00:06:01.000]  莫乃光議員
[00:06:02.000 --> 00:06:08.000]  陳志全議員
[00:06:09.000 --> 00:06:15.000]  莫乃光議員
[00:06:16.000 --> 00:06:22.000]  陳志全議員
[00:06:23.000 --> 00:06:29.000]  莫乃光議員
[00:06:30.000 --> 00:06:36.000]  莫乃光議員
[00:06:37.000 --> 00:06:43.000]  陳志全議員
[00:06:44.000 --> 00:06:50.000]  陳志全議員
[00:06:51.000 --> 00:06:57.000]  陳志全議員
[00:06:58.000 --> 00:07:04.000]  陳志全議員
[00:07:05.000 --> 00:07:11.000]  陳志全議員
[00:07:12.000 --> 00:07:18.000]  陳志全議員
[00:07:19.000 --> 00:07:25.000]  陳志全議員
[00:07:26.000 --> 00:07:32.000]  陳志全議員
[00:07:33.000 --> 00:07:39.000]  陳志全議員
[00:07:39.000 --> 00:07:45.000]  陳志全議員
[00:07:46.000 --> 00:07:52.000]  陳志全議員
[00:07:53.000 --> 00:07:59.000]  陳志全議員
[00:08:00.000 --> 00:08:06.000]  陳志全議員
[00:08:07.000 --> 00:08:13.000]  陳志全議員
[00:08:14.000 --> 00:08:20.000]  陳志全議員
[00:08:21.000 --> 00:08:27.000]  陳志全議員
[00:08:28.000 --> 00:08:34.000]  陳志全議員
[00:08:34.000 --> 00:08:40.000]  陳志全議員
[00:08:41.000 --> 00:08:47.000]  陳志全議員
[00:08:47.000 --> 00:08:53.000]  陳志全議員
[00:08:54.000 --> 00:09:00.000]  陳志全議員
[00:09:01.000 --> 00:09:07.000]  陳志全議員
[00:09:08.000 --> 00:09:14.000]  陳志全議員
[00:09:15.000 --> 00:09:21.000]  陳志全議員
[00:09:22.000 --> 00:09:28.000]  陳志全議員
[00:09:29.000 --> 00:09:35.000]  陳志全議員
[00:09:36.000 --> 00:09:42.000]  陳志全議員
[00:09:43.000 --> 00:09:49.000]  陳志全議員
[00:09:50.000 --> 00:09:56.000]  主席
[00:09:57.000 --> 00:10:03.000]  主席
[00:10:04.000 --> 00:10:10.000]  主席
[00:10:11.000 --> 00:10:17.000]  主席
[00:10:18.000 --> 00:10:24.000]  主席
[00:10:25.000 --> 00:10:31.000]  主席
[00:10:32.000 --> 00:10:38.000]  主席
[00:10:39.000 --> 00:10:45.000]  陳志全議員
[00:10:46.000 --> 00:10:52.000]  陳志全議員
[00:10:53.000 --> 00:10:59.000]  主席
[00:11:00.000 --> 00:11:06.000]  主席
[00:11:07.000 --> 00:11:13.000]  主席
[00:11:14.000 --> 00:11:20.000]  主席
[00:11:21.000 --> 00:11:27.000]  主席
[00:11:28.000 --> 00:11:34.000]  主席
[00:11:35.000 --> 00:11:41.000]  主席
[00:11:42.000 --> 00:11:48.000]  主席
[00:11:49.000 --> 00:11:55.000]  主席
[00:11:56.000 --> 00:12:02.000]  主席
[00:12:03.000 --> 00:12:09.000]  主席
[00:12:10.000 --> 00:12:16.000]  主席
[00:12:17.000 --> 00:12:23.000]  主席
[00:12:24.000 --> 00:12:30.000]  主席
[00:12:31.000 --> 00:12:37.000]  主席
[00:12:38.000 --> 00:12:44.000]  主席
[00:12:45.000 --> 00:12:51.000]  主席
[00:12:52.000 --> 00:12:58.000]  主席
[00:12:59.000 --> 00:13:05.000]  主席
[00:13:05.000 --> 00:13:11.000]  主席
[00:13:11.000 --> 00:13:17.000]  主席
[00:13:18.000 --> 00:13:24.000]  主席
[00:13:25.000 --> 00:13:31.000]  主席
[00:13:32.000 --> 00:13:38.000]  主席
[00:13:39.000 --> 00:13:45.000]  主席
[00:13:46.000 --> 00:13:52.000]  主席
[00:13:53.000 --> 00:13:59.000]  主席
[00:14:00.000 --> 00:14:06.000]  主席
[00:14:07.000 --> 00:14:13.000]  主席
[00:14:14.000 --> 00:14:20.000]  主席
[00:14:21.000 --> 00:14:27.000]  主席
[00:14:28.000 --> 00:14:34.000]  主席
[00:14:35.000 --> 00:14:41.000]  主席
[00:14:41.000 --> 00:14:47.000]  主席
[00:14:48.000 --> 00:14:54.000]  主席
[00:14:54.000 --> 00:15:00.000]  主席
[00:15:01.000 --> 00:15:07.000]  主席
[00:15:07.000 --> 00:15:13.000]  主席
[00:15:13.000 --> 00:15:19.000]  主席
[00:15:19.000 --> 00:15:25.000]  主席
[00:15:26.000 --> 00:15:32.000]  主席
[00:15:33.000 --> 00:15:39.000]  主席
[00:15:39.000 --> 00:15:45.000]  主席
[00:15:45.000 --> 00:15:51.000]  主席
[00:15:52.000 --> 00:15:58.000]  主席
[00:15:58.000 --> 00:16:04.000]  主席
[00:16:05.000 --> 00:16:11.000]  主席
[00:16:11.000 --> 00:16:17.000]  主席
[00:16:18.000 --> 00:16:24.000]  主席
[00:16:24.000 --> 00:16:30.000]  主席
[00:16:31.000 --> 00:16:37.000]  主席
[00:16:38.000 --> 00:16:44.000]  主席
[00:16:44.000 --> 00:16:50.000]  主席
[00:16:51.000 --> 00:16:57.000]  主席
[00:16:57.000 --> 00:17:03.000]  主席
[00:17:03.000 --> 00:17:09.000]  主席
[00:17:10.000 --> 00:17:16.000]  主席
[00:17:17.000 --> 00:17:23.000]  主席
[00:17:24.000 --> 00:17:30.000]  主席
[00:17:30.000 --> 00:17:36.000]  主席
[00:17:37.000 --> 00:17:43.000]  主席
[00:17:44.000 --> 00:17:50.000]  主席
[00:17:51.000 --> 00:17:57.000]  主席
[00:17:57.000 --> 00:18:03.000]  主席
[00:18:04.000 --> 00:18:10.000]  主席
[00:18:11.000 --> 00:18:17.000]  主席
[00:18:17.000 --> 00:18:23.000]  主席
[00:18:24.000 --> 00:18:30.000]  主席
[00:18:31.000 --> 00:18:37.000]  主席
[00:18:37.000 --> 00:18:43.000]  主席
[00:18:44.000 --> 00:18:50.000]  主席
[00:18:51.000 --> 00:18:57.000]  主席
[00:18:58.000 --> 00:19:04.000]  主席
[00:19:04.000 --> 00:19:10.000]  主席
[00:19:11.000 --> 00:19:17.000]  主席
[00:19:18.000 --> 00:19:24.000]  主席
[00:19:25.000 --> 00:19:33.000]  主席
[00:19:34.000 --> 00:19:40.000]  主席
[00:19:41.000 --> 00:19:47.000]  主席
[00:19:47.000 --> 00:19:53.000]  主席
[00:19:53.000 --> 00:19:59.000]  主席
[00:20:00.000 --> 00:20:06.000]  主席
[00:20:07.000 --> 00:20:13.000]  主席
[00:20:14.000 --> 00:20:20.000]  主席
[00:20:21.000 --> 00:20:27.000]  主席
[00:20:27.000 --> 00:20:33.000]  主席
[00:20:34.000 --> 00:20:40.000]  主席
[00:20:41.000 --> 00:20:47.000]  主席
[00:20:47.000 --> 00:20:53.000]  主席
[00:20:54.000 --> 00:21:00.000]  主席
[00:21:01.000 --> 00:21:09.000]  主席
[00:21:09.000 --> 00:21:15.000]  主席
[00:21:16.000 --> 00:21:22.000]  主席
[00:21:23.000 --> 00:21:31.000]  主席
[00:21:32.000 --> 00:21:38.000]  主席
[00:21:38.000 --> 00:21:44.000]  主席
[00:21:44.000 --> 00:21:50.000]  主席
[00:21:51.000 --> 00:21:57.000]  主席
[00:21:58.000 --> 00:22:04.000]  主席
[00:22:04.000 --> 00:22:10.000]  主席
[00:22:10.000 --> 00:22:16.000]  主席
[00:22:17.000 --> 00:22:23.000]  主席
[00:22:24.000 --> 00:22:30.000]  主席
[00:22:30.000 --> 00:22:36.000]  主席
[00:22:37.000 --> 00:22:43.000]  主席
[00:22:44.000 --> 00:22:50.000]  主席
[00:22:50.000 --> 00:22:56.000]  主席
[00:22:56.000 --> 00:23:02.000]  主席
[00:23:03.000 --> 00:23:09.000]  主席
[00:23:10.000 --> 00:23:16.000]  主席
[00:23:16.000 --> 00:23:22.000]  主席
[00:23:22.000 --> 00:23:28.000]  主席
[00:23:29.000 --> 00:23:35.000]  主席
[00:23:36.000 --> 00:23:42.000]  主席
[00:23:43.000 --> 00:23:49.000]  主席
[00:23:49.000 --> 00:23:55.000]  主席
[00:23:56.000 --> 00:24:02.000]  主席
[00:24:02.000 --> 00:24:08.000]  主席
[00:24:08.000 --> 00:24:14.000]  主席
