
[00:00:00.000 --> 00:00:03.000]  今日講到的經文是《活出愛》
[00:00:03.000 --> 00:00:08.000]  講到的講員就是大家熟悉的鄧太康傳道
[00:00:08.000 --> 00:00:14.000]  經文是記載在哥倫多前書十三章一至三節
[00:00:14.000 --> 00:00:19.000]  教會的雙寒碗聖經是新約的二百六十三頁
[00:00:19.000 --> 00:00:22.000]  哥倫多前書十三章一至三節
[00:00:22.000 --> 00:00:25.000]  聖經第二百六十三頁
[00:00:25.000 --> 00:00:28.000]  請大家聽我將經文讀一次
[00:00:28.000 --> 00:00:37.000]  我若能說人間的方言,甚至天使的語言,卻沒有愛,
[00:00:37.000 --> 00:00:41.000]  我就成為明的羅,響的拔一般。
[00:00:41.000 --> 00:00:50.000]  我若有先知講道的能力,也明白各樣的奧秘,各樣的知識,
[00:00:50.000 --> 00:00:59.000]  而且有齊備的信心,使我能夠宜生,卻沒有愛,我就算不了什麼。
[00:00:59.000 --> 00:01:06.000]  我若將所有的財產,救濟窮人,又犧牲自己的身體,
[00:01:06.000 --> 00:01:12.000]  讓人誇讚,卻沒有愛,仍然對我無益。
[00:01:12.000 --> 00:01:16.000]  經文讀筆,恭敬的將以下時間交給鄧傳道。
[00:01:16.000 --> 00:01:22.000]  鄧傳道:
[00:01:22.000 --> 00:01:24.000]  (主持人: 各位大嬸、大嬸姐妹早安!)
[00:01:24.000 --> 00:01:30.000]  (主持人: 我知道錦繡堂的大嬸姐妹會比較含蓄)
[00:01:30.000 --> 00:01:34.000]  (主持人: 但其實我很感謝神今天給我一個恩典)
[00:01:34.000 --> 00:01:38.000]  (主持人: 可以在聖誕節的時間和大家分享這條經文)
[00:01:38.000 --> 00:01:42.000]  (主持人: 我很想大家今天跟我一起講兩次)
[00:01:42.000 --> 00:01:45.000]  (主持人: 但不要看著我,看著你身邊的大嬸姐妹)
[00:01:45.000 --> 00:01:48.000]  (主持人: 聖誕節快樂,主耶穌愛你,好嗎?)
[00:01:48.000 --> 00:01:51.000]  (主持人: OK,大聲一點,預備,一二三)
[00:01:51.000 --> 00:01:59.000]  (主持人: 聖誕節快樂,主耶穌愛你,聖誕快樂,主耶穌愛你,好嗎?)
[00:01:59.000 --> 00:02:05.000]  (主持人: 對人的祝福是需要大聲說出來的,不用這麼含蓄的)
[00:02:05.000 --> 00:02:09.000]  (主持人: 我經常都說一件事,今天這段經文其實會連接到關於愛騙)
[00:02:09.000 --> 00:02:13.000]  (主持人: 愛騙很多時候會在婚禮中使用)
[00:02:13.000 --> 00:02:18.000]  (主持人: 我經常都跟老公、老婆說,特別是老公)
[00:02:18.000 --> 00:02:23.000]  (主持人: 你跟你老婆說我愛你,不用這麼小聲,不用這麼含蓄)
[00:02:23.000 --> 00:02:30.000]  (主持人: 你只需要習慣每天都跟她說我愛你的時候,就真的會變成我愛你)
[00:02:30.000 --> 00:02:35.000]  (主持人: 所以當我們今天跟別人分享信仰的時候,當我們說愛的時候)
[00:02:35.000 --> 00:02:39.000]  (主持人: 請大家記得不需要這麼含蓄,好嗎?)
[00:02:39.000 --> 00:02:43.000]  (主持人: 我們回來教會的時候,我們需要上帝給我們一份熱度)
[00:02:43.000 --> 00:02:47.000]  (主持人: 當然我想說,熱度並不是我們說的嘈天發暴)
[00:02:47.000 --> 00:02:53.000]  (主持人: 我不是說這個,每個人有不同的性格,不過熱度在我們心裡)
[00:02:53.000 --> 00:02:55.000]  (主持人: 所以求神幫助我們,今天跟大家說這件事)
[00:02:55.000 --> 00:03:01.000]  (主持人: 經文的時候,或許會有一點沉重,不過我覺得是重要的)
[00:03:01.000 --> 00:03:08.000]  (主持人: 為什麼呢?上星期教會已經宣佈了,我將會離開錦繡堂)
[00:03:08.000 --> 00:03:13.000]  (主持人: 我離開錦繡堂的時候,請大家記得我不是不做傳道人)
[00:03:13.000 --> 00:03:15.000]  (主持人: 不過我不是在教會做傳道人)
[00:03:15.000 --> 00:03:18.000]  (主持人: 我將會進入一個營商宣教的環境)
[00:03:18.000 --> 00:03:23.000]  (主持人: 我將會在香港學習幾年之後,接著我會去到一些國家)
[00:03:23.000 --> 00:03:29.000]  (主持人: 這些國家可能不是那麼接受基督教,不是那麼接受福音)
[00:03:29.000 --> 00:03:35.000]  (主持人: 在那些地方的時候,希望將我的下半生,我能夠奉獻給這些地方)
[00:03:35.000 --> 00:03:37.000]  (主持人: 所以香港需要一個學習時間)
[00:03:37.000 --> 00:03:40.000]  (主持人: 所以今天這一篇,你可以說在錦繡堂的時候)
[00:03:40.000 --> 00:03:46.000]  (主持人: 我以一個錦繡堂的傳道身份跟大家講的臨別贈言)
[00:03:46.000 --> 00:03:51.000]  (主持人: 所以我想了很久,應該跟大家講些什麼)
[00:03:51.000 --> 00:03:57.000]  (主持人: 接著我就選取了,因為最近我也在教關於哥倫布多前書)
[00:03:57.000 --> 00:04:03.000]  (主持人: 哥倫布多教會是一間非常之厲害,非常之優秀的教會)
[00:04:03.000 --> 00:04:09.000]  (主持人: 本來一開始就已經告訴你,哥倫布多教會是恩賜傳遞)
[00:04:09.000 --> 00:04:15.000]  (主持人: 很厲害,但是我想告訴大家,在聖經裡面的時候)
[00:04:15.000 --> 00:04:18.000]  (主持人: 哥倫布多也是一間最多問題的教會)
[00:04:18.000 --> 00:04:24.000]  (主持人: 基本上由第一章到十一章,就是處理他們各樣的問題)
[00:04:24.000 --> 00:04:33.000]  (主持人: 裡面的問題包括,分黨分派,淫亂,婚姻嫁娶裡面的混亂)
[00:04:33.000 --> 00:04:41.000]  (主持人: 吃雞肉的問題,混亂聖餐的問題,訴訟的問題,奉獻的問題)
[00:04:41.000 --> 00:04:47.000]  (主持人: 還有他們不相信主耶穌基督復活的問題)
[00:04:47.000 --> 00:04:50.000]  (主持人: 你會發覺是一間這麼厲害的教會)
[00:04:50.000 --> 00:04:57.000]  (主持人: 特別當時的哥倫布多是一個很重要的中心)
[00:04:57.000 --> 00:05:02.000]  (主持人: 很多不同國家的人會去到這個地方裡面)
[00:05:02.000 --> 00:05:08.000]  (主持人: 會有很多的交流,所以裡面的人才非常之好)
[00:05:08.000 --> 00:05:13.000]  (主持人: 但是最諷刺的地方就是,就是你這麼厲害)
[00:05:13.000 --> 00:05:18.000]  (主持人: 但是教會卻是最多問題)
[00:05:18.000 --> 00:05:20.000]  (主持人: 所以今天當我們去看的時候)
[00:05:20.000 --> 00:05:22.000]  (主持人: 其實哥倫布多教會為什麼我喜歡這本書)
[00:05:22.000 --> 00:05:26.000]  (主持人: 經常提醒我們,我們香港很像,是不是? 弟兄姊妹)
[00:05:26.000 --> 00:05:29.000]  (主持人: 我們香港也是一個很重要的書樓)
[00:05:29.000 --> 00:05:32.000]  (主持人: 很多不同國家,不同的人都來到我們當中)
[00:05:32.000 --> 00:05:34.000]  (主持人: 很多的人才來到當中)
[00:05:34.000 --> 00:05:38.000]  (主持人: 我們也會有很多不同的交流)
[00:05:38.000 --> 00:05:41.000]  (主持人: 或者大家有不同的學習,一些的意見)
[00:05:41.000 --> 00:05:43.000]  (主持人: 不過同樣我們要小心)
[00:05:43.000 --> 00:05:48.000]  (主持人: 會不會我們也中了哥倫布多教會裡面同一個問題)
[00:05:48.000 --> 00:05:54.000]  (主持人: 保羅很清楚地說,哥倫布多教會的問題是以自我為中心)
[00:05:54.000 --> 00:05:56.000]  (主持人: 問題的出發點就是)
[00:05:56.000 --> 00:05:59.000]  (主持人: 每一個人,或者他們的領袖)
[00:05:59.000 --> 00:06:05.000]  (主持人: 他們都認為自己的意見,自己的看法是最重要的)
[00:06:05.000 --> 00:06:07.000]  (主持人: 是最對的)
[00:06:07.000 --> 00:06:10.000]  (主持人: 所以他試圖說要去說服其他的人)
[00:06:10.000 --> 00:06:14.000]  (主持人: 你要去跟從我的想法)
[00:06:14.000 --> 00:06:16.000]  (主持人: 所以種種的問題就衍生了)
[00:06:16.000 --> 00:06:20.000]  (主持人: 舉個例子,為什麼會有分黨分派)
[00:06:20.000 --> 00:06:25.000]  (主持人: 其實很簡單,在裡面的原因就是我妒忌)
[00:06:25.000 --> 00:06:32.000]  (主持人: 某某說哥倫布多教會是保羅建立的)
[00:06:32.000 --> 00:06:36.000]  (主持人: 我就是保羅為我受洗的)
[00:06:36.000 --> 00:06:42.000]  (主持人: 所以我是保羅的)
[00:06:42.000 --> 00:06:47.000]  (主持人: 還有我是正宗的)
[00:06:47.000 --> 00:06:52.000]  (主持人: 我是第一浸的,但有些人是看不過眼的)
[00:06:52.000 --> 00:06:57.000]  (主持人: 不是的,我是比得和我分享福音的)
[00:06:57.000 --> 00:07:01.000]  (主持人: 比得比保羅早,誰是厲害的呢?)
[00:07:01.000 --> 00:07:05.000]  (主持人: 比得,所以我是比得的)
[00:07:05.000 --> 00:07:09.000]  (主持人: 有些人再看不過眼,那又如何?)
[00:07:09.000 --> 00:07:13.000]  (主持人: 我是耶穌傳訪給我的)
[00:07:13.000 --> 00:07:17.000]  (主持人: 我是從領受感動來的,那誰厲害一點呢?)
[00:07:17.000 --> 00:07:20.000]  (主持人: 耶穌啊)
[00:07:20.000 --> 00:07:25.000]  (主持人: 因為你們不斷地將自己的身份高舉的時候)
[00:07:25.000 --> 00:07:30.000]  (主持人: 其他人看不過眼,然後就不斷出現了)
[00:07:30.000 --> 00:07:34.000]  (主持人: 最後就成為了這個紛爭的問題)
[00:07:34.000 --> 00:07:40.000]  (主持人: 基本上所有在裡面的問題都是從這個問題而發生的)
[00:07:40.000 --> 00:07:46.000]  (主持人: 第一章接著下一章,當保羅很細心地去解決了這些問題之後)
[00:07:46.000 --> 00:07:50.000]  (主持人: 就進入第十二章,第三章,是什麼來的呢?)
[00:07:50.000 --> 00:07:56.000]  (主持人: 第十二章是講到關於恩賜的問題,第三章就是我去編)
[00:07:56.000 --> 00:08:01.000]  (主持人: 其實當你解決了這些問題,告訴你的方法是沒有用的)
[00:08:01.000 --> 00:08:08.000]  (主持人: 因為裡面的根源還沒解決,所以要去透過第十二章和第三章)
[00:08:08.000 --> 00:08:11.000]  (主持人: 可以告訴你,你要解決你的根源的問題)
[00:08:11.000 --> 00:08:14.000]  (主持人: 到底根源是什麼問題呢?)
[00:08:14.000 --> 00:08:18.000]  (主持人: 到第十二章的時候,你會發覺他講關於恩賜的問題)
[00:08:18.000 --> 00:08:22.000]  (主持人: 因為他很厲害,你記住,每個人今天都尋求恩賜,頂尖妹)
[00:08:22.000 --> 00:08:25.000]  (主持人: 我們都很盼望我們在神面前有各樣的恩賜)
[00:08:25.000 --> 00:08:30.000]  (主持人: 我們美其名,這個恩賜可以去侍奉上帝,是不是?)
[00:08:30.000 --> 00:08:33.000]  (主持人: 但我經常問一個問題,就是當你今天有這個恩賜)
[00:08:33.000 --> 00:08:40.000]  (主持人: 在我們心底裡面,我們是不是真的在侍奉上帝?)
[00:08:40.000 --> 00:08:53.000]  (主持人: 以我自己為例,鄧全道,你講道都OK,你有講道恩賜)
[00:08:53.000 --> 00:08:59.000]  (主持人: 接著,我講道,我希望慢慢地,每個人都跟我說)
[00:08:59.000 --> 00:09:04.000]  (主持人: 你有講道恩賜,你講得好,我每次講的時候都希望頂尖妹拍手掌)
[00:09:04.000 --> 00:09:09.000]  (主持人: 說大家在下面很有反應,我想問問大家)
[00:09:09.000 --> 00:09:16.000]  (主持人: 這個恩賜是在祝福我自己,還是祝福大家?)
[00:09:16.000 --> 00:09:20.000]  (主持人: 還是在榮耀上帝?)
[00:09:20.000 --> 00:09:25.000]  (主持人: 頂尖妹是一線之差,一線之差)
[00:09:25.000 --> 00:09:27.000]  (主持人: 其實你會發覺,當我們講到恩賜的時候)
[00:09:27.000 --> 00:09:34.000]  (主持人: 恩賜的基本原則是主耶穌是主,主耶穌是主)
[00:09:34.000 --> 00:09:37.000]  (主持人: 在裡面的時候,其實保羅不斷強調一件事)
[00:09:37.000 --> 00:09:44.000]  (主持人: 恩賜是主耶穌給我們的,是祂給我們的)
[00:09:44.000 --> 00:09:48.000]  (主持人: 我們沒有主耶穌的時候,我們什麼都不是)
[00:09:48.000 --> 00:09:51.000]  (主持人: 當我們講到恩賜的時候,用了一個很重要的比例)
[00:09:51.000 --> 00:09:56.000]  (主持人: 就是一個身體,頂尖妹,考考大家,誰是頭?)
[00:09:56.000 --> 00:10:04.000]  (主持人: 誰是頭?基督,主耶穌是頭,我們是什麼?我們是肢體)
[00:10:04.000 --> 00:10:06.000]  (主持人: 這個比喻很重要,為什麼?)
[00:10:06.000 --> 00:10:14.000]  (主持人: 因為你有各樣不同的特質和恩賜,但是我們是一)
[00:10:14.000 --> 00:10:18.000]  (主持人: 我們所有人都屬於主耶穌)
[00:10:18.000 --> 00:10:21.000]  (主持人: 為什麼我們今天不需要誇我們的恩賜?)
[00:10:21.000 --> 00:10:25.000]  (主持人: 因為我們的恩賜是不能比較的)
[00:10:25.000 --> 00:10:31.000]  (主持人: 所以保羅講得很清楚,有些人是做手,有些人是做腳,有些人是做眼)
[00:10:31.000 --> 00:10:34.000]  (主持人: 有些人會被人看到,有些人會被人看不到)
[00:10:34.000 --> 00:10:39.000]  (主持人: 但是在身體裏面都非常重要)
[00:10:39.000 --> 00:10:47.000]  (主持人: 問大家一個問題,一個人的樣子漂亮還是身體很重要?)
[00:10:47.000 --> 00:10:53.000]  (主持人: 樣子漂亮還是身體很重要?)
[00:10:53.000 --> 00:10:57.000]  (主持人: 誠實回答自己,OK?)
[00:10:57.000 --> 00:11:01.000]  (主持人: 你很理性的就是什麼?身體重要!)
[00:11:01.000 --> 00:11:07.000]  (主持人: 第二,弟兄姊妹,我想問問大家,今天你追求身體重要還是樣子漂亮?)
[00:11:07.000 --> 00:11:12.000]  (主持人: 這是一個罪性的傾向,弟兄姊妹)
[00:11:12.000 --> 00:11:18.000]  (主持人: 我們喜歡被人看到,我們喜歡被人讚我們好,是不是?)
[00:11:18.000 --> 00:11:26.000]  (主持人: 但是弟兄姊妹,請你較清楚,今天有一些看不到的東西可能是更重要的)
[00:11:26.000 --> 00:11:30.000]  (主持人: 我很喜歡跟人說笑,我喜歡跟人說笑)
[00:11:30.000 --> 00:11:35.000]  (主持人: 弟兄姊妹,你今天有五隻腳趾,你的腳趾尾有沒有用?)
[00:11:35.000 --> 00:11:39.000]  (主持人: 有沒有用?有什麼用?)
[00:11:39.000 --> 00:11:44.000]  (主持人: 平衡,是吧?幸好你懂得回答我,我跟一個少年人說的時候)
[00:11:44.000 --> 00:11:47.000]  (主持人: 他說腳趾尾有用,因為腳趾尾可以拉西)
[00:11:47.000 --> 00:11:55.000]  (主持人: 上帝給我們每一個人都有我們的作用)
[00:11:55.000 --> 00:12:02.000]  (主持人: 我不知道你是那隻很漂亮的手,你是那隻很漂亮快樂的臉孔)
[00:12:02.000 --> 00:12:06.000]  (主持人: 還是你藏在鞋子裡的腳趾尾)
[00:12:06.000 --> 00:12:12.000]  (主持人: 但是上帝說其實我們沒有分高低,我們都是身體的一部分)
[00:12:12.000 --> 00:12:19.000]  (主持人: 當你今天選擇了成為基督徒的時候,對不起你不能回頭)
[00:12:19.000 --> 00:12:28.000]  (主持人: 因為你跟主耶穌納了藥,你已經是身體的一部分,你不能選擇)
[00:12:28.000 --> 00:12:33.000]  (主持人: 除非你今天告訴我,我不再相信耶穌)
[00:12:33.000 --> 00:12:43.000]  (主持人: 當你是身體的一部分的時候,保羅教你,請你善待你的身體)
[00:12:43.000 --> 00:12:51.000]  (主持人: 身體不同因次,但是不會互相排斥的)
[00:12:51.000 --> 00:12:58.000]  (主持人: 當你的腳很癢的時候,你是要用手去幫它撓的,是不是?)
[00:12:58.000 --> 00:13:01.000]  (主持人: 你是要去服侍它的)
[00:13:01.000 --> 00:13:08.000]  (主持人: 當你的手很痠軟的時候,你是要用另一隻手去幫它捏的,是不是?)
[00:13:08.000 --> 00:13:12.000]  (主持人: 為了要令到它的痠軟去舒緩的)
[00:13:12.000 --> 00:13:17.000]  (主持人: 保羅用身體這個比喻是非常重要的,想告訴你)
[00:13:17.000 --> 00:13:22.000]  (主持人: 你今天在身體裡面所發揮的因次的每一個動作,每一件事)
[00:13:22.000 --> 00:13:31.000]  (主持人: 為著的是要祝福你身體的其他部分,因次的作用,這是唯一)
[00:13:31.000 --> 00:13:40.000]  (主持人: 讓身體越發的可以好起來,越來越的好,越來越的豐盛)
[00:13:40.000 --> 00:13:46.000]  (主持人: 這才是你今天得到因次的唯一原因,今天有師班的弟兄姊妹)
[00:13:46.000 --> 00:13:53.000]  (主持人: 我很相信,特別我認識了錦繡的弟兄姊妹這麼長時間,認識了師班這麼久)
[00:13:53.000 --> 00:14:01.000]  (主持人: 我可以絕對告訴大家,不是賣花讚花香,錦繡堂的師班絕對是非常之好)
[00:14:01.000 --> 00:14:08.000]  (主持人: 他們唱歌的質量非常之好,弟兄姊妹他們侍奉的心也非常之好)
[00:14:08.000 --> 00:14:17.000]  (主持人: 但最重要的是,今天我們的歌聲是否帶人去到上帝面前)
[00:14:17.000 --> 00:14:23.000]  (主持人: 有時唱合唱團,最搞笑的地方,我很記得當我進入神學畢業的時候)
[00:14:23.000 --> 00:14:33.000]  (主持人: 小玲,小玲在那裡,在後面,小玲我邀請了她教我們班同學唱畢業詩歌)
[00:14:33.000 --> 00:14:38.000]  (主持人: 我們班人是集排軍,短短一個月怎麼唱畢業詩歌呢?)
[00:14:38.000 --> 00:14:43.000]  (主持人: 我很記得小玲說了一句話,她教了我們大家一個技巧)
[00:14:43.000 --> 00:14:50.000]  (主持人: 第一,請你用你的耳朵聽聽旁邊的歌手唱,什麼意思?)
[00:14:50.000 --> 00:15:02.000]  (主持人: 別人小聲,你就不要這麼大聲,你不要突然發出聲音,你是一個整體)
[00:15:02.000 --> 00:15:06.000]  (主持人: 弟兄姊妹,一個合唱團怎樣才叫和諧呢?)
[00:15:06.000 --> 00:15:19.000]  (主持人: 是我們能夠去兼顧到其他人在做什麼,而我們願意去謙卑樂美,去苦咒卑微)
[00:15:19.000 --> 00:15:27.000]  (主持人: 去一起唱到大家都是那個水平,之後去平衡,這就是一個和諧的聲音)
[00:15:27.000 --> 00:15:36.000]  (主持人: 因為當你唱合唱團,突然發出聲音,我不想你聽不到我的聲音,我大聲一點,唱到好像街市一樣)
[00:15:36.000 --> 00:15:42.000]  (主持人: 我想告訴大家,別人來到不會找到上帝,只會找到街市)
[00:15:42.000 --> 00:15:50.000]  (主持人: 我們今天在教會裡同樣都是一樣,我們的恩賜,為什麼他用恩賜,為什麼會有這麼多混亂)
[00:15:50.000 --> 00:15:57.000]  (主持人: 因為你們不是一,你們是很多,每一個都想出眾,每一個都說自己厲害)
[00:15:57.000 --> 00:16:05.000]  (主持人: 但是保羅告訴你,最重要的是一,你再厲害也好,你都是一)
[00:16:05.000 --> 00:16:11.000]  (主持人: 當他講完這麼重要的訊息之後,他就進入第十三章,第十三章是更加重要的)
[00:16:11.000 --> 00:16:20.000]  (主持人: 剛才多謝Thomas幫我們讀了一段經文,是一個很重要的,在愛偏之前的起始點)
[00:16:20.000 --> 00:16:30.000]  (主持人: 最令我心裡面震撼的地方就是,就算你去到你的表面,你的表現,願意被火焚燒)
[00:16:30.000 --> 00:16:40.000]  (主持人: 願意將我們所有東西去周濟窮人,即是什麼都不要了,但是你沒有愛,是與我無益)
[00:16:40.000 --> 00:16:49.000]  (主持人: 這個很震撼我的,為什麼?因為我經常說我們今天要做表面的事情其實很容易,是不是?)
[00:16:49.000 --> 00:16:56.000]  (主持人: 內心呢?我們今天做這件事,我是不是真的在愛這個人?)
[00:16:56.000 --> 00:17:03.000]  (主持人: 我是不是真的從心底裡面,我真的很想讓他好,建立他呢?)
[00:17:03.000 --> 00:17:08.000]  (主持人: 所以你會發覺當他講到這個開場白之後,其實我想大家記得)
[00:17:08.000 --> 00:17:15.000]  (主持人: 這篇愛偏不是為了婚禮而寫的,雖然很多時候婚禮會用)
[00:17:15.000 --> 00:17:19.000]  (主持人: 大家一聽到那些不疾度不自誇,然後就在想什麼呢?)
[00:17:19.000 --> 00:17:25.000]  (主持人: 我不要生你的氣,你不要生我的氣,我們互相相愛,是不是?)
[00:17:25.000 --> 00:17:31.000]  (主持人: 不是的,請你弄清楚,說不定這篇愛偏是針對當時這間教會寫的)
[00:17:31.000 --> 00:17:35.000]  (主持人: 是要去解決他們中間這些問題的)
[00:17:35.000 --> 00:17:40.000]  (主持人: 當他們講到愛這麼重要的時候,他們很想告訴你一件事)
[00:17:40.000 --> 00:17:50.000]  (主持人: 愛不是恩賜,愛是從神而來的,就是說你沒有上帝,你不用旨意有愛)
[00:17:50.000 --> 00:17:57.000]  (主持人: 這個是我信了這麼多年耶穌,我很清楚,如果大家記得我之前講過的見證的時候)
[00:17:57.000 --> 00:18:03.000]  (主持人: 你會記得,當時的鄧全道,未信耶穌之前,我可以告訴你)
[00:18:03.000 --> 00:18:09.000]  (主持人: 我表面是一個良善的天使,內心如同惡魔)
[00:18:09.000 --> 00:18:16.000]  (主持人: 但是當我們有上帝的愛在裡面的時候,我們就能夠解決一切的問題)
[00:18:16.000 --> 00:18:22.000]  (主持人: 這個也是我和弟兄姊妹做婚前輔導,和我和他們講信息的時候一個很重要的焦點)
[00:18:22.000 --> 00:18:27.000]  (主持人: 你想你家庭幸福,請你記得三人行)
[00:18:27.000 --> 00:18:32.000]  (主持人: 家庭裡面沒有了上帝,你不用旨意有幸福)
[00:18:32.000 --> 00:18:39.000]  (主持人: 你不要以為靠著自己的努力可以有幸福,因為人實在太軟弱)
[00:18:39.000 --> 00:18:44.000]  (主持人: 所以你會發覺,當他講的時候,既然這個愛是從神而來的話)
