
[00:00:00.000 --> 00:00:02.000]  大兄姐妹早安
[00:00:02.000 --> 00:00:05.000]  今天回來是特別的開心
[00:00:05.000 --> 00:00:07.000]  因為很感謝神
[00:00:07.000 --> 00:00:10.000]  剛剛過去一個月有一個比較長的假期
[00:00:10.000 --> 00:00:12.000]  很感謝教會能夠體諒
[00:00:12.000 --> 00:00:14.000]  在一個不容易的情況之下
[00:00:14.000 --> 00:00:17.000]  去放了一段長的時間假
[00:00:17.000 --> 00:00:19.000]  今天回來再見到大兄姐妹的時候
[00:00:19.000 --> 00:00:20.000]  其實有一種很興奮
[00:00:20.000 --> 00:00:23.000]  因為能夠面對面見到大家
[00:00:23.000 --> 00:00:26.000]  大家安好嗎?
[00:00:26.000 --> 00:00:30.000]  希望我們都能在神的內安好
[00:00:30.000 --> 00:00:33.000]  今天跟大家分享這段經文的時候
[00:00:33.000 --> 00:00:35.000]  其實對於我來說
[00:00:35.000 --> 00:00:37.000]  是我人生當中一段很重要的經文
[00:00:37.000 --> 00:00:39.000]  其中一段很重要的經文
[00:00:39.000 --> 00:00:43.000]  在哥倫多教會裡面
[00:00:43.000 --> 00:00:45.000]  其實當大家有機會去查考
[00:00:45.000 --> 00:00:47.000]  你就會知道發生很多問題
[00:00:47.000 --> 00:00:49.000]  分黨分派
[00:00:49.000 --> 00:00:51.000]  有人不走神的道路
[00:00:51.000 --> 00:00:55.000]  甚至有很多很嚴重的問題在裡面發生
[00:00:55.000 --> 00:01:00.000]  所以這段經文就告訴我們
[00:01:00.000 --> 00:01:05.000]  我們應該在神的內應該怎樣去走
[00:01:05.000 --> 00:01:08.000]  而到了第十二章和第十三章的時候
[00:01:08.000 --> 00:01:11.000]  是說肢體之間
[00:01:11.000 --> 00:01:15.000]  我們應該是一個怎樣的關係
[00:01:15.000 --> 00:01:17.000]  為什麼對我這麼重要
[00:01:17.000 --> 00:01:19.000]  因為在現世代
[00:01:19.000 --> 00:01:21.000]  如果大家都很清楚
[00:01:21.000 --> 00:01:26.000]  我們現在叫做一個很自我中心的世代
[00:01:26.000 --> 00:01:31.000]  每一個人特別這十年
[00:01:31.000 --> 00:01:33.000]  是很強調一樣東西
[00:01:33.000 --> 00:01:36.000]  就是你覺得怎樣
[00:01:36.000 --> 00:01:39.000]  我的感受是怎樣
[00:01:39.000 --> 00:01:41.000]  我想強調不是不對的
[00:01:41.000 --> 00:01:44.000]  關心自己的感受是對的
[00:01:44.000 --> 00:01:49.000]  關心自己你想要什麼是重要的
[00:01:49.000 --> 00:01:51.000]  但我想強調的就是
[00:01:51.000 --> 00:01:54.000]  當我們一群基督徒再去看這個問題的時候
[00:01:54.000 --> 00:01:59.000]  我們是不是過了路
[00:01:59.000 --> 00:02:02.000]  我們很容易會將這些世界上的價值觀
[00:02:02.000 --> 00:02:05.000]  帶回到教會裡面
[00:02:05.000 --> 00:02:08.000]  我們回到教會的時候
[00:02:08.000 --> 00:02:09.000]  在崇拜當中
[00:02:09.000 --> 00:02:10.000]  在做事當中
[00:02:10.000 --> 00:02:12.000]  我們都很容易去問
[00:02:12.000 --> 00:02:15.000]  我今天的感受覺得怎樣
[00:02:15.000 --> 00:02:19.000]  今天的崇拜覺得怎樣
[00:02:19.000 --> 00:02:22.000]  今天的環境給我覺得怎樣
[00:02:22.000 --> 00:02:24.000]  舒不舒服
[00:02:24.000 --> 00:02:26.000]  今天的歌我喜歡不喜歡
[00:02:26.000 --> 00:02:29.000]  今天的編導好不好聽
[00:02:29.000 --> 00:02:31.000]  我們很容易就會是
[00:02:31.000 --> 00:02:35.000]  我形容這個是陷阱
[00:02:35.000 --> 00:02:37.000]  丙姐妹在這段經文裡面
[00:02:37.000 --> 00:02:39.000]  她說得很清楚
[00:02:39.000 --> 00:02:41.000]  第十二節一開始
[00:02:41.000 --> 00:02:42.000]  她就和我們說
[00:02:42.000 --> 00:02:44.000]  我認為是基督教信仰裡面
[00:02:44.000 --> 00:02:46.000]  其中一個很重要的核心
[00:02:46.000 --> 00:02:51.000]  我們是同屬於一個身體
[00:02:51.000 --> 00:02:55.000]  是基督的身體
[00:02:55.000 --> 00:02:57.000]  丙姐妹請你記得
[00:02:57.000 --> 00:03:00.000]  這個這麼重要的聖經教導
[00:03:00.000 --> 00:03:03.000]  我們同屬於一個身體
[00:03:03.000 --> 00:03:08.000]  而這個身體的主人是耶穌基督
[00:03:08.000 --> 00:03:11.000]  就是說祂是頭
[00:03:11.000 --> 00:03:13.000]  祂是元帥
[00:03:13.000 --> 00:03:14.000]  我舉個例子
[00:03:14.000 --> 00:03:15.000]  如果大家還記得
[00:03:15.000 --> 00:03:17.000]  當約書亞要帶領耶穌的人
[00:03:17.000 --> 00:03:19.000]  準備進入迦南地的時候
[00:03:19.000 --> 00:03:21.000]  他在一個地方插了一段路
[00:03:21.000 --> 00:03:22.000]  很特別的
[00:03:22.000 --> 00:03:24.000]  都要打仗
[00:03:24.000 --> 00:03:26.000]  但是突然間在山崗上
[00:03:26.000 --> 00:03:27.000]  見到一個人
[00:03:27.000 --> 00:03:29.000]  穿著軍裝拿著把劍
[00:03:29.000 --> 00:03:32.000]  然後約書亞的問題就問他
[00:03:32.000 --> 00:03:35.000]  你是來幫我的還是幫敵人的
[00:03:35.000 --> 00:03:37.000]  神的使者
[00:03:37.000 --> 00:03:38.000]  甚至有些學者說
[00:03:38.000 --> 00:03:39.000]  那個就是耶穌
[00:03:39.000 --> 00:03:41.000]  他就會和你說
[00:03:41.000 --> 00:03:43.000]  我不是幫你的
[00:03:43.000 --> 00:03:45.000]  我也不是幫敵人的
[00:03:45.000 --> 00:03:46.000]  我是什麼
[00:03:46.000 --> 00:03:51.000]  我是耶和華軍隊的元帥
[00:03:51.000 --> 00:03:54.000]  什麼意思
[00:03:54.000 --> 00:03:57.000]  約書亞你要去打屬靈的戰爭
[00:03:57.000 --> 00:04:01.000]  不是去看你怎麼打
[00:04:01.000 --> 00:04:04.000]  而是你看我怎麼打
[00:04:04.000 --> 00:04:06.000]  是我的旨意
[00:04:06.000 --> 00:04:09.000]  我現在在網上的教學裡面
[00:04:09.000 --> 00:04:12.000]  教關於約書亞的技巧
[00:04:12.000 --> 00:04:14.000]  我不斷和弟兄姐妹說一個很重要的
[00:04:14.000 --> 00:04:16.000]  請你看這麼多場的戰爭
[00:04:16.000 --> 00:04:18.000]  全部全部
[00:04:18.000 --> 00:04:22.000]  嚴格來說都不是約書亞的功勞
[00:04:22.000 --> 00:04:25.000]  是耶和華去命定他們
[00:04:25.000 --> 00:04:26.000]  要怎麼打
[00:04:26.000 --> 00:04:29.000]  你才會贏的
[00:04:29.000 --> 00:04:30.000]  大家還記得
[00:04:30.000 --> 00:04:33.000]  最大的戰爭就是耶利哥嗎
[00:04:33.000 --> 00:04:34.000]  我根本就告訴大家
[00:04:34.000 --> 00:04:36.000]  根本就是傻的這個方法
[00:04:36.000 --> 00:04:37.000]  今天有沒有人打仗
[00:04:37.000 --> 00:04:39.000]  沒有
[00:04:39.000 --> 00:04:40.000]  但是贏不贏
[00:04:40.000 --> 00:04:41.000]  贏
[00:04:41.000 --> 00:04:43.000]  還要贏到盡
[00:04:43.000 --> 00:04:46.000]  當他們小看艾成的戰爭的時候
[00:04:46.000 --> 00:04:48.000]  我派三千人就搞定了
[00:04:48.000 --> 00:04:49.000]  最後怎樣
[00:04:49.000 --> 00:04:51.000]  慘敗
[00:04:51.000 --> 00:04:53.000]  我想弟兄姐妹你搞清楚
[00:04:53.000 --> 00:04:55.000]  今天教會同樣一樣
[00:04:55.000 --> 00:04:57.000]  不是看我們人多勢眾
[00:04:57.000 --> 00:05:02.000]  不是看我們的教會裡面有多少才華
[00:05:02.000 --> 00:05:04.000]  才華有多厲害
[00:05:04.000 --> 00:05:06.000]  我也說我們的教會其實很感恩
[00:05:06.000 --> 00:05:07.000]  為什麼
