
[00:00:00.000 --> 00:00:02.000]  各位靈姐妹平安
[00:00:02.000 --> 00:00:04.000]  感謝貴教會的邀請
[00:00:04.000 --> 00:00:06.000]  讓我首次在大家當中
[00:00:06.000 --> 00:00:09.000]  來分享上帝的話
[00:00:09.000 --> 00:00:16.000]  使徒保羅在面對殉道的關頭
[00:00:16.000 --> 00:00:21.000]  他在回顧為主奔跑一生的時候
[00:00:21.000 --> 00:00:24.000]  他寫信給提摩太
[00:00:24.000 --> 00:00:27.000]  他講了一段豪情壯語
[00:00:27.000 --> 00:00:29.000]  可能我們都很熟悉
[00:00:29.000 --> 00:00:31.000]  我們一起讀
[00:00:31.000 --> 00:00:34.000]  那美好的帳 我已經打過了
[00:00:34.000 --> 00:00:38.000]  當跑的路 我已經跑盡了
[00:00:38.000 --> 00:00:41.000]  所信的道 我已經守住了
[00:00:41.000 --> 00:00:45.000]  從此以後 有公義的冠冕為我存留
[00:00:45.000 --> 00:00:48.000]  就是按著公義審判的主
[00:00:48.000 --> 00:00:51.000]  到了那日要自給
[00:00:51.000 --> 00:00:57.000]  使徒保羅面對殉道的關頭
[00:00:57.000 --> 00:01:01.000]  他竟然講了這段豪情壯語
[00:01:01.000 --> 00:01:03.000]  為何保羅如此肯定
[00:01:03.000 --> 00:01:05.000]  甚至我們聽到
[00:01:05.000 --> 00:01:08.000]  他有沒有大言不慚
[00:01:08.000 --> 00:01:10.000]  有沒有說大了
[00:01:10.000 --> 00:01:16.000]  他說主一定會賜他公義的冠冕
[00:01:16.000 --> 00:01:22.000]  在《使徒行傳》第26章1至23節
[00:01:22.000 --> 00:01:26.000]  為我們提供了一個很清楚的答案
[00:01:26.000 --> 00:01:29.000]  原來保羅如此肯定
[00:01:29.000 --> 00:01:32.000]  他能獲得所與所賜的冠冕
[00:01:32.000 --> 00:01:34.000]  是因為他沒有違背
[00:01:34.000 --> 00:01:37.000]  那個從天上來的意象
[00:01:37.000 --> 00:01:40.000]  並且他終其一生
[00:01:40.000 --> 00:01:44.000]  他是以信服這個意象為他的職志
[00:01:44.000 --> 00:01:49.000]  可以說是赴湯蹈火 萬死不辭
[00:01:49.000 --> 00:01:54.000]  正如保羅在與耳筆所的長老離別的時候
[00:01:54.000 --> 00:01:57.000]  他有一句這樣的自白
[00:01:57.000 --> 00:02:00.000]  我卻不以性命為念
[00:02:00.000 --> 00:02:03.000]  也不看為寶貴
[00:02:03.000 --> 00:02:05.000]  只要行完我的路程
[00:02:05.000 --> 00:02:09.000]  成就我從主耶穌所領受的職事
[00:02:09.000 --> 00:02:13.000]  證明神恩惠的福音
[00:02:13.000 --> 00:02:15.000]  今天早上讓我們透過
[00:02:15.000 --> 00:02:20.000]  保羅向阿基泊王的這段自辯當中
[00:02:20.000 --> 00:02:23.000]  去了解保羅沒有違背
[00:02:23.000 --> 00:02:27.000]  那個從天上來的意象的原因
[00:02:27.000 --> 00:02:30.000]  他帶來什麼結果
[00:02:30.000 --> 00:02:35.000]  以及他要為此付上什麼代價
[00:02:35.000 --> 00:02:37.000]  在為頂子妹我們今天
[00:02:37.000 --> 00:02:40.000]  去信服上帝的旨意
[00:02:40.000 --> 00:02:47.000]  去實踐得人使命的借鑒和激勵
[00:02:47.000 --> 00:02:50.000]  第一方面我們要思想的是
[00:02:50.000 --> 00:02:54.000]  保羅信服意象的原因是什麼呢
[00:02:54.000 --> 00:02:58.000]  在經文4至16節讓我們看到
[00:02:58.000 --> 00:03:03.000]  是由於他經歷了基督的救贖恩情
[00:03:03.000 --> 00:03:08.000]  他生命帶來了一個轉化
[00:03:08.000 --> 00:03:13.000]  大家有沒有留意剛才這個主題
[00:03:13.000 --> 00:03:16.000]  保羅向阿基泊王說
[00:03:16.000 --> 00:03:22.000]  固此沒有違背那從天上來的意象
[00:03:22.000 --> 00:03:26.000]  大家不要小看固此這兩個字
[00:03:26.000 --> 00:03:29.000]  這兩個字正正是說明
[00:03:29.000 --> 00:03:33.000]  保羅信服意象是有原因的
[00:03:33.000 --> 00:03:35.000]  他不是傻傻的
[00:03:35.000 --> 00:03:36.000]  不是一時衝動
[00:03:36.000 --> 00:03:38.000]  不是心血來潮
[00:03:38.000 --> 00:03:44.000]  走上了這條被人看起來很傻瓜的道路
[00:03:44.000 --> 00:03:49.000]  這個字表明保羅信服意象的原因
[00:03:49.000 --> 00:03:53.000]  是記載在第4至16節
[00:03:53.000 --> 00:03:59.000]  保羅向阿基泊王的自辯提到他原名
[00:03:59.000 --> 00:04:00.000]  我們一起溫習一下
[00:04:00.000 --> 00:04:02.000]  保羅原名叫什麼
[00:04:02.000 --> 00:04:04.000]  Solon
[00:04:04.000 --> 00:04:06.000]  他未信主之前
[00:04:06.000 --> 00:04:09.000]  他是師承經學大師伽瑪列
[00:04:09.000 --> 00:04:12.000]  可以說是出名門
[00:04:12.000 --> 00:04:14.000]  用今天的說話說
[00:04:14.000 --> 00:04:16.000]  即是名校出身
[00:04:16.000 --> 00:04:21.000]  他說他是希伯來人所生的希伯來人
[00:04:21.000 --> 00:04:24.000]  可以說是根正苗紅
[00:04:24.000 --> 00:04:26.000]  他是嚴守律法
[00:04:26.000 --> 00:04:30.000]  是法利塞教門的一個青年才俊
[00:04:30.000 --> 00:04:33.000]  可以說是前途似錦
[00:04:33.000 --> 00:04:37.000]  甚至他當時為了要消滅
[00:04:37.000 --> 00:04:42.000]  還是崛起的耶穌拿撒教派
[00:04:42.000 --> 00:04:45.000]  這些從他的角度看來是旁門左道
[00:04:45.000 --> 00:04:47.000]  異端邪說的
[00:04:47.000 --> 00:04:54.000]  他是大發熱心地不擇手段去迫害基督徒
[00:04:54.000 --> 00:05:01.000]  這個和耶穌是完全敵對的猶太狂熱分子
[00:05:01.000 --> 00:05:07.000]  他在前往大馬士革去捉拿基督徒的途中遇見主
[00:05:07.000 --> 00:05:11.000]  復活的主親自向他的顯現
[00:05:11.000 --> 00:05:13.000]  這個突如其來的經歷
[00:05:13.000 --> 00:05:17.000]  令到保羅永遠都不會磨滅
[00:05:17.000 --> 00:05:20.000]  在《士徒行傳》第22章
[00:05:20.000 --> 00:05:24.000]  當保羅向那群群情洶湧的猶太人
[00:05:24.000 --> 00:05:26.000]  致辯的時候
[00:05:26.000 --> 00:05:33.000]  亦都曾經提過這一段被主光照的經歷
[00:05:33.000 --> 00:05:35.000]  在第22章第10節
[00:05:35.000 --> 00:05:40.000]  保羅益述被主光照的回應是什麼呢?
[00:05:40.000 --> 00:05:46.000]  他說:主啊!我當作什麼?
[00:05:46.000 --> 00:05:50.000]  這個保羅對本來他要打壓的耶穌
[00:05:50.000 --> 00:05:53.000]  稱他為主
[00:05:53.000 --> 00:05:56.000]  對一個猶太人來說是不得了的事
[00:05:56.000 --> 00:06:05.000]  這個稱呼有包含耶穌就是猶太人所引頸以待的彌賽
[00:06:05.000 --> 00:06:07.000]  救主的意思
[00:06:07.000 --> 00:06:09.000]  保羅遇見主
[00:06:09.000 --> 00:06:11.000]  蒙恩得救
[00:06:11.000 --> 00:06:13.000]  生命轉化
[00:06:13.000 --> 00:06:17.000]  他本來人生的任務
[00:06:17.000 --> 00:06:19.000]  就是要打壓耶穌
[00:06:19.000 --> 00:06:24.000]  現在卻承認耶穌是救主
[00:06:24.000 --> 00:06:29.000]  還為了傳揚耶穌而賣命
[00:06:29.000 --> 00:06:36.000]  正如使徒保羅在《肥勒比書》第3章7至8節那裡這樣說
[00:06:36.000 --> 00:06:43.000]  他說:只是我先前以為與我有益的
[00:06:43.000 --> 00:06:50.000]  現在我因基督的事而懸顧我體為有損的
[00:06:50.000 --> 00:06:52.000]  不但如此
[00:06:52.000 --> 00:06:55.000]  我也將萬事當作有損
[00:06:55.000 --> 00:07:00.000]  因我已認識我主救主耶穌為至寶
[00:07:00.000 --> 00:07:04.000]  我為他已經掉起萬事當作糞土
[00:07:04.000 --> 00:07:07.000]  為要得著基督
[00:07:07.000 --> 00:07:13.000]  保羅亦在《哥林多前書》第15章9至10節
[00:07:13.000 --> 00:07:15.000]  很感恩地這樣說
[00:07:15.000 --> 00:07:18.000]  他說:我原本是使徒裡最小的
[00:07:18.000 --> 00:07:20.000]  我不配稱為使徒
[00:07:20.000 --> 00:07:25.000]  因為我從前是迫不得上帝的教會
[00:07:25.000 --> 00:07:28.000]  然而我今日成了何等人
[00:07:28.000 --> 00:07:33.000]  是蒙神的恩才成的
[00:07:33.000 --> 00:07:38.000]  為何保羅能夠信服二將?
[00:07:38.000 --> 00:07:46.000]  是因為他深深體會經歷耶穌基督的救贖恩情
[00:07:46.000 --> 00:07:51.000]  所以他的生命起了180度的變化
[00:07:51.000 --> 00:07:52.000]  可以這樣說
[00:07:52.000 --> 00:08:00.000]  耶穌的愛改編了保羅人生的樂章
[00:08:00.000 --> 00:08:04.000]  我首次和大家認識
[00:08:04.000 --> 00:08:09.000]  你猜我以前是從事哪一行的?
[00:08:09.000 --> 00:08:14.000]  我的姊妹說教書
[00:08:14.000 --> 00:08:16.000]  有樣子看的嗎?教書
[00:08:16.000 --> 00:08:25.000]  我在2013年選擇提早退休
[00:08:25.000 --> 00:08:29.000]  進入全時間的侍奉行列
[00:08:29.000 --> 00:08:31.000]  在我提早退休之前
[00:08:31.000 --> 00:08:36.000]  我從事了29年的小學教育工作
[00:08:36.000 --> 00:08:42.000]  我頭8年在宣道會陳元喜小學擔任訓導主任
[00:08:42.000 --> 00:08:44.000]  像不像訓導主任的樣子?
[00:08:44.000 --> 00:08:48.000]  在大家心目中訓導主任的樣子是凶神惡煞
[00:08:48.000 --> 00:08:50.000]  其實那些已經舊了
[00:08:50.000 --> 00:08:53.000]  新的訓導主任是不用凶神惡煞
[00:08:53.000 --> 00:08:55.000]  只是融化他
[00:08:56.000 --> 00:09:00.000]  在8年之後
[00:09:00.000 --> 00:09:04.000]  我去了仁濟醫院蔡英桃小學
[00:09:04.000 --> 00:09:07.000]  開始一間新的小學
[00:09:07.000 --> 00:09:11.000]  我做了21年的小學校長
[00:09:11.000 --> 00:09:15.000]  在這29年的小學教育工作裏面
