
[00:00:00.000 --> 00:00:03.000]  在今晚茶經班之前一起禱告
[00:00:03.000 --> 00:00:08.000]  再一次聚集在主的面前
[00:00:08.000 --> 00:00:13.000]  我們今天晚上會回來看撒姆爾記上
[00:00:13.000 --> 00:00:15.000]  特別是關於蘇羅
[00:00:15.000 --> 00:00:17.000]  第一位的以色列王
[00:00:17.000 --> 00:00:19.000]  他的成長
[00:00:19.000 --> 00:00:21.000]  他的侍奉
[00:00:21.000 --> 00:00:26.000]  以及聖經如何對他的描述
[00:00:26.000 --> 00:00:30.000]  幫助我們掌握他的心路歷程
[00:00:30.000 --> 00:00:34.000]  特別是作者有時會暗示一些事情
[00:00:34.000 --> 00:00:39.000]  幫助我們發掘其中的線索
[00:00:39.000 --> 00:00:45.000]  讓我們對蘇羅的人生有認識
[00:00:45.000 --> 00:00:49.000]  特別神要來撇棄他
[00:00:49.000 --> 00:00:52.000]  也有一些原因
[00:00:52.000 --> 00:00:55.000]  幫助我們從其中明白掌握
[00:00:55.000 --> 00:00:57.000]  我們等候在你的面前
[00:00:57.000 --> 00:00:59.000]  我們這樣祈禱
[00:00:59.000 --> 00:01:01.000]  奉耶穌基督的名
[00:01:01.000 --> 00:01:02.000]  阿們
[00:01:02.000 --> 00:01:07.000]  各位姐妹我們回來看撒姆爾記上
[00:01:07.000 --> 00:01:11.000]  上一次兩個星期前
[00:01:11.000 --> 00:01:14.000]  我們簡單說了第十章
[00:01:14.000 --> 00:01:18.000]  蘇羅被告立
[00:01:18.000 --> 00:01:22.000]  其實去到第十章尾
[00:01:22.000 --> 00:01:26.000]  後來撒姆爾
[00:01:26.000 --> 00:01:30.000]  要讓全過以色列國的人
[00:01:30.000 --> 00:01:36.000]  都知道神就立了蘇羅
[00:01:36.000 --> 00:01:38.000]  所謂立蘇羅
[00:01:38.000 --> 00:01:42.000]  是因應百姓他們有一個很強烈的要求
[00:01:42.000 --> 00:01:44.000]  要立王
[00:01:44.000 --> 00:01:47.000]  撒姆爾起初
[00:01:47.000 --> 00:01:49.000]  如果你記得那些經文
[00:01:49.000 --> 00:01:52.000]  他們苦苦的哀求
[00:01:52.000 --> 00:01:58.000]  甚至乎很嚴厲的警告
[00:01:58.000 --> 00:02:00.000]  以色列的領袖
[00:02:00.000 --> 00:02:05.000]  將來這個王必定會核制你們
[00:02:05.000 --> 00:02:09.000]  要你們立很多的賦稅
[00:02:09.000 --> 00:02:13.000]  你們的兒子要當兵等等
[00:02:13.000 --> 00:02:19.000]  一定會有很多的高壓等等
[00:02:19.000 --> 00:02:21.000]  這個必然會有的
[00:02:21.000 --> 00:02:25.000]  你自然有一個完善的制度
[00:02:25.000 --> 00:02:26.000]  政府
[00:02:26.000 --> 00:02:30.000]  很自然就需要有當差
[00:02:30.000 --> 00:02:31.000]  要有糧餉
[00:02:31.000 --> 00:02:34.000]  稅收等等的
[00:02:34.000 --> 00:02:36.000]  那些公務
[00:02:36.000 --> 00:02:38.000]  這個就不在話下了
[00:02:38.000 --> 00:02:42.000]  反而我們稍後去到第十二章
[00:02:42.000 --> 00:02:46.000]  就會有再多一點的資料
[00:02:46.000 --> 00:02:49.000]  撒姆爾再一次
[00:02:49.000 --> 00:02:52.000]  都好像虎口婆心的
[00:02:52.000 --> 00:02:55.000]  這樣來告訴以色列人
[00:02:55.000 --> 00:02:59.000]  這件事本身已經回不了頭
[00:02:59.000 --> 00:03:01.000]  你既然要立王
[00:03:01.000 --> 00:03:04.000]  你就要很警醒地
[00:03:04.000 --> 00:03:07.000]  在什麼情況下
[00:03:07.000 --> 00:03:09.000]  來養這個王
[00:03:09.000 --> 00:03:11.000]  或者他以後的子孫
[00:03:11.000 --> 00:03:13.000]  來一路的帶領
[00:03:13.000 --> 00:03:15.000]  這個很重要
[00:03:15.000 --> 00:03:18.000]  他們要有那個認識的
[00:03:18.000 --> 00:03:21.000]  我們稍微重溫一點
[00:03:21.000 --> 00:03:24.000]  就是第25節
[00:03:24.000 --> 00:03:28.000]  十章的25節
[00:03:28.000 --> 00:03:33.000]  撒姆爾將國法
[00:03:33.000 --> 00:03:36.000]  所謂國法就一定是摩西五經的律法書
[00:03:36.000 --> 00:03:37.000]  對百姓說明
[00:03:37.000 --> 00:03:41.000]  又記在書上放在耶和華面前
[00:03:41.000 --> 00:03:43.000]  就是有一個約
[00:03:43.000 --> 00:03:46.000]  現在和這些百姓的領袖
[00:03:46.000 --> 00:03:48.000]  來約法三章
[00:03:48.000 --> 00:03:50.000]  然後就遣散眾民
[00:03:50.000 --> 00:03:52.000]  各回各家去了
[00:03:52.000 --> 00:03:56.000]  蘇羅就去基比亞回家去
[00:03:56.000 --> 00:03:58.000]  他是變雅敏人
[00:03:58.000 --> 00:04:00.000]  變雅敏支派的人
[00:04:00.000 --> 00:04:01.000]  基比亞
[00:04:01.000 --> 00:04:04.000]  其實和撒姆爾住的地方
[00:04:04.000 --> 00:04:05.000]  都相當近的
[00:04:05.000 --> 00:04:07.000]  拉瑪的地方
[00:04:07.000 --> 00:04:10.000]  當然之前就是他去找那隻驢
[00:04:10.000 --> 00:04:13.000]  後來就找到
[00:04:13.000 --> 00:04:15.000]  遇見到先知
[00:04:15.000 --> 00:04:16.000]  或者應該叫神人
[00:04:16.000 --> 00:04:17.000]  當時
[00:04:17.000 --> 00:04:18.000]  或者叫先見
[00:04:18.000 --> 00:04:20.000]  再早一點就叫先見
[00:04:20.000 --> 00:04:22.000]  他們就
[00:04:22.000 --> 00:04:25.000]  接著就有些人留意第26節
[00:04:25.000 --> 00:04:27.000]  蘇羅往基比亞回家去
[00:04:27.000 --> 00:04:30.000]  有神感動的一群人跟隨他
[00:04:30.000 --> 00:04:32.000]  但有些匪徒說
[00:04:32.000 --> 00:04:36.000]  這人怎能夠我們藐視他
[00:04:36.000 --> 00:04:38.000]  沒有送他禮物
[00:04:38.000 --> 00:04:40.000]  蘇羅卻不理會
[00:04:40.000 --> 00:04:43.000]  有一個落差
[00:04:43.000 --> 00:04:46.000]  不同的對比
[00:04:46.000 --> 00:04:49.000]  有一些被神靈感動的人
[00:04:49.000 --> 00:04:52.000]  就看到他是神所告立的
[00:04:52.000 --> 00:04:54.000]  有些人
[00:04:54.000 --> 00:04:56.000]  其實蘇羅那個本身都是
[00:04:56.000 --> 00:04:58.000]  很有那個台型的
[00:04:58.000 --> 00:05:01.000]  大家如果熟悉的就是24節
[00:05:01.000 --> 00:05:06.000]  或者23節
[00:05:06.000 --> 00:05:10.000]  眾人就跑去從那裡領出他來
[00:05:10.000 --> 00:05:12.000]  他站在百姓中間
[00:05:12.000 --> 00:05:16.000]  身體比眾民高過一頭
[00:05:16.000 --> 00:05:18.000]  撒姆爾對眾民說
[00:05:18.000 --> 00:05:21.000]  你們看耶和華所揀選的人
[00:05:21.000 --> 00:05:24.000]  眾民中有可比他的嗎
[00:05:24.000 --> 00:05:26.000]  眾民就大聲歡呼
[00:05:26.000 --> 00:05:29.000]  說願王萬歲
[00:05:29.000 --> 00:05:32.000]  一走出來已經有一個形態
[00:05:32.000 --> 00:05:35.000]  我們香港人說的氣場
[00:05:35.000 --> 00:05:38.000]  他就已經具備那個條件
[00:05:38.000 --> 00:05:41.000]  一看過去就已經感覺到
[00:05:41.000 --> 00:05:43.000]  神所預備的
[00:05:43.000 --> 00:05:47.000]  所以這個其實跟第十五章揀選大衛
[00:05:47.000 --> 00:05:50.000]  就有一個很強烈的影射
[00:05:50.000 --> 00:05:52.000]  對比
[00:05:52.000 --> 00:05:55.000]  任何人看大衛都不覺得他是王
[00:05:55.000 --> 00:05:58.000]  連撒姆爾都不覺得他是王
[00:05:58.000 --> 00:06:01.000]  神就說你不要看人
[00:06:01.000 --> 00:06:03.000]  不要看外表
[00:06:03.000 --> 00:06:05.000]  現在就個個都看外表
[00:06:05.000 --> 00:06:07.000]  是沒有人不看外表的
[00:06:07.000 --> 00:06:09.000]  任何人都看外表的
[00:06:09.000 --> 00:06:11.000]  所以這個外表
[00:06:11.000 --> 00:06:14.000]  神都為以色列人預備的
[00:06:14.000 --> 00:06:16.000]  他真是那個外形
[00:06:16.000 --> 00:06:19.000]  作為一個當時的領袖
[00:06:19.000 --> 00:06:21.000]  大家都能夠很信服的
[00:06:21.000 --> 00:06:23.000]  大聲的歡呼
[00:06:23.000 --> 00:06:25.000]  就說願王萬歲
[00:06:25.000 --> 00:06:27.000]  好像根本就是
[00:06:27.000 --> 00:06:30.000]  大家都很認定這個青年人
[00:06:30.000 --> 00:06:33.000]  就可以帶領我們的國家
[00:06:33.000 --> 00:06:35.000]  沒有任何的政績
[00:06:35.000 --> 00:06:39.000]  撒姆爾就遣散他們
[00:06:39.000 --> 00:06:41.000]  跟著有一點點的插曲
[00:06:41.000 --> 00:06:44.000]  讀這些的敘事文體
[00:06:44.000 --> 00:06:46.000]  就要小心的
[00:06:46.000 --> 00:06:48.000]  有些的技巧
[00:06:48.000 --> 00:06:50.000]  就是你要反覆的讀
[00:06:50.000 --> 00:06:52.000]  讀到要很熟
[00:06:52.000 --> 00:06:54.000]  那個是一個重點來的
[00:06:54.000 --> 00:06:56.000]  其中就是
[00:06:56.000 --> 00:06:58.000]  你要留意
[00:06:58.000 --> 00:07:00.000]  既然現在是敘事文體
[00:07:00.000 --> 00:07:02.000]  即是作者已經有一個佈局
[00:07:02.000 --> 00:07:06.000]  已經有一個主題
[00:07:06.000 --> 00:07:09.000]  甚至乎他已經有一些鋪排
[00:07:09.000 --> 00:07:11.000]  你就要留意作者
[00:07:11.000 --> 00:07:14.000]  在字裡行間給你的暗示
[00:07:14.000 --> 00:07:15.000]  他會說的
[00:07:15.000 --> 00:07:17.000]  他會有一些暗示的
[00:07:17.000 --> 00:07:20.000]  類似的例子
[00:07:20.000 --> 00:07:21.000]  可能大家
[00:07:21.000 --> 00:07:24.000]  我不知道姐妹比較多
[00:07:24.000 --> 00:07:27.000]  你們喜不喜歡看那些很懸疑
[00:07:27.000 --> 00:07:29.000]  很有那些勾心鬥角
[00:07:29.000 --> 00:07:32.000]  或者是那些劇集
[00:07:32.000 --> 00:07:34.000]  或者是電影
[00:07:34.000 --> 00:07:36.000]  很有權謀那些
[00:07:36.000 --> 00:07:38.000]  例如我剛剛
[00:07:38.000 --> 00:07:40.000]  很久之前看的
[00:07:40.000 --> 00:07:42.000]  譬如韓戰2
[00:07:42.000 --> 00:07:45.000]  如果你有看的就會共鳴
[00:07:45.000 --> 00:07:48.000]  即是說香港警務處長
[00:07:48.000 --> 00:07:50.000]  舊的警務處長
[00:07:50.000 --> 00:07:54.000]  即是梁家輝和郭富城
[00:07:54.000 --> 00:07:59.000]  何時梁家輝變節呢?
[00:07:59.000 --> 00:08:02.000]  何時他開始變節呢?
[00:08:02.000 --> 00:08:05.000]  就是他帶起他的兒子
[00:08:05.000 --> 00:08:07.000]  送給他的眼鏡
[00:08:07.000 --> 00:08:10.000]  他說你要重新用一個新的視野
[00:08:10.000 --> 00:08:12.000]  去看現在這件事
[00:08:12.000 --> 00:08:14.000]  為什麼我們要罷免這個
[00:08:14.000 --> 00:08:16.000]  現任的警務處長
[00:08:16.000 --> 00:08:17.000]  即是郭富城
[00:08:17.000 --> 00:08:20.000]  要你和你的兒子
[00:08:20.000 --> 00:08:21.000]  扶植你的兒子
[00:08:21.000 --> 00:08:23.000]  將來成為警務處長
[00:08:23.000 --> 00:08:25.000]  由他帶起眼鏡
[00:08:25.000 --> 00:08:27.000]  開始他變節
[00:08:27.000 --> 00:08:29.000]  其實他一直都抗拒
[00:08:29.000 --> 00:08:32.000]  因為他典型的警務處出身
[00:08:32.000 --> 00:08:34.000]  所以由一到二
[00:08:34.000 --> 00:08:36.000]  你會看到那個佈局
[00:08:36.000 --> 00:08:39.000]  當然我不是說電影
[00:08:39.000 --> 00:08:40.000]  我只是想說
[00:08:40.000 --> 00:08:42.000]  讀《罪事問題》
[00:08:42.000 --> 00:08:44.000]  必須要留意作者
[00:08:44.000 --> 00:08:47.000]  要交代的一些細節
[00:08:47.000 --> 00:08:51.000]  例如為什麼薩姆爾20年
[00:08:51.000 --> 00:08:54.000]  他巡行整個每年
[00:08:54.000 --> 00:08:57.000]  拉瑪、伯特利
[00:08:57.000 --> 00:09:00.000]  還有一個地方
[00:09:00.000 --> 00:09:02.000]  他自己的地方
[00:09:02.000 --> 00:09:04.000]  和就是
[00:09:04.000 --> 00:09:06.000]  我忘記了哪裡
[00:09:06.000 --> 00:09:09.000]  每年幾度到處去
[00:09:09.000 --> 00:09:13.000]  去港島、去牧羊、去審判
[00:09:13.000 --> 00:09:16.000]  為什麼變眼敏
[00:09:16.000 --> 00:09:19.000]  薩姆爾都是變眼敏人
[00:09:19.000 --> 00:09:22.000]  為什麼他
[00:09:22.000 --> 00:09:24.000]  當然是以法連山地
[00:09:24.000 --> 00:09:28.000]  那個地方的一個利美人
[00:09:28.000 --> 00:09:30.000]  為什麼素羅
