
[00:00:00.000 --> 00:00:03.000]  現在是宣導的時間
[00:00:03.000 --> 00:00:05.000]  請聽我讀出以下經文
[00:00:05.000 --> 00:00:09.000]  經文記載在
[00:00:09.000 --> 00:00:15.000]  已發所書六章十三至十八節
[00:00:15.000 --> 00:00:21.000]  新約第二百九十八至二百九十九頁
[00:00:21.000 --> 00:00:29.000]  經文記載在已發所書六章十三至十八節
[00:00:29.000 --> 00:00:34.000]  新約第二百九十八至二百九十九頁
[00:00:34.000 --> 00:00:36.000]  開始
[00:00:36.000 --> 00:00:38.000]  所以
[00:00:38.000 --> 00:00:44.000]  要拿起神所賜的全副軍中
[00:00:44.000 --> 00:00:49.000]  好在邪惡的日子能抵擋仇敵
[00:00:49.000 --> 00:00:55.000]  並且完成了一切後還能站立得住
[00:00:57.000 --> 00:01:00.000]  所以要朕找料
[00:01:00.000 --> 00:01:04.000]  用真理當作帶旨促邀
[00:01:04.000 --> 00:01:08.000]  用剛義當作護三正謝凶
[00:01:08.000 --> 00:01:10.000]  十五
[00:01:10.000 --> 00:01:17.000]  要用和平的福音當作預備走路的鞋穿在腳上
[00:01:17.000 --> 00:01:19.000]  此外
[00:01:19.000 --> 00:01:23.000]  要拿信德當作盾牌
[00:01:24.000 --> 00:01:28.000]  用來撲滅那惡者一切消灼的劍
[00:01:28.000 --> 00:01:33.000]  要戴上救恩的頭盔
[00:01:33.000 --> 00:01:39.000]  拿著聖靈的寶劍就是神的道
[00:01:39.000 --> 00:01:43.000]  要叩著聖靈
[00:01:43.000 --> 00:01:46.000]  隨著多方禱告祈求
[00:01:46.000 --> 00:01:49.000]  並要為此警醒不怨
[00:01:49.000 --> 00:01:54.000]  為眾聖徒祈求
[00:01:54.000 --> 00:01:56.000]  讀經完畢
[00:01:56.000 --> 00:02:04.000]  今天早上我們有請陳偉安傳道人來到我們中間正道
[00:02:04.000 --> 00:02:09.000]  陳傳道是本堂的義務傳道人
[00:02:09.000 --> 00:02:15.000]  他今天的講題是禱告的勇氣
[00:02:15.000 --> 00:02:16.000]  有請
[00:02:17.000 --> 00:02:18.000]  陳傳道議員
[00:02:19.000 --> 00:02:20.000]  陳傳道議員
[00:02:21.000 --> 00:02:24.000]  請節目平安
[00:02:24.000 --> 00:02:26.000]  大家沒事吧
[00:02:26.000 --> 00:02:28.000]  上個禮拜的山竹
[00:02:28.000 --> 00:02:33.000]  希望大家仍然有好的身體
[00:02:33.000 --> 00:02:37.000]  家中的車也希望可以無恙
[00:02:37.000 --> 00:02:38.000]  如果有恙的話
[00:02:38.000 --> 00:02:40.000]  也求主保守住
[00:02:40.000 --> 00:02:43.000]  繼續可以平安
[00:02:43.000 --> 00:02:49.000]  上個禮拜的風暴也打亂了我們教會的講道
[00:02:49.000 --> 00:02:53.000]  本身上個禮拜日是報道會福音主日
[00:02:53.000 --> 00:02:55.000]  所以稍後五堂也調來了
[00:02:55.000 --> 00:02:57.000]  本身是我五堂講道
[00:02:57.000 --> 00:03:02.000]  所以我把上個禮拜原本在佳音樓的篇道寫了
[00:03:02.000 --> 00:03:03.000]  沒機會講
[00:03:03.000 --> 00:03:05.000]  就放在今天講
[00:03:05.000 --> 00:03:08.000]  今天的經文主要是講一段一節
[00:03:08.000 --> 00:03:12.000]  就是已不所書第六章第十八節的經文
[00:03:12.000 --> 00:03:14.000]  要叩著聖靈
[00:03:14.000 --> 00:03:17.000]  隨著多方禱告祈求
[00:03:17.000 --> 00:03:19.000]  並要為此警醒不倦
[00:03:19.000 --> 00:03:21.000]  為眾聖徒祈求
[00:03:21.000 --> 00:03:24.000]  不過我想要了解這節的經文
[00:03:24.000 --> 00:03:27.000]  我們就不能不了解整段
[00:03:27.000 --> 00:03:32.000]  所以我們仍然會以整段來思考
[00:03:32.000 --> 00:03:39.000]  已不所書第六章是保羅整卷書的最後總結
[00:03:39.000 --> 00:03:40.000]  開首的第一節
[00:03:40.000 --> 00:03:41.000]  保羅就這樣說
[00:03:41.000 --> 00:03:44.000]  最後你們要靠著主
[00:03:44.000 --> 00:03:46.000]  倚靠祂的大能大力
[00:03:46.000 --> 00:03:48.000]  做剛強的人
[00:03:48.000 --> 00:03:50.000]  已不所書最後一章的最後部分
[00:03:50.000 --> 00:03:55.000]  保羅最後向已不所教會講述一個最後的勸勉
[00:03:55.000 --> 00:04:00.000]  一段勸勉不單單是一個純粹收場
[00:04:00.000 --> 00:04:03.000]  更加是整個已不所書的高峰
[00:04:03.000 --> 00:04:07.000]  保羅指出在整卷書信的背後
[00:04:07.000 --> 00:04:12.000]  已不所教會眾弟兄姊妹背後所面對的真實的情景
[00:04:12.000 --> 00:04:14.000]  作為耶穌基督的門徒
[00:04:14.000 --> 00:04:19.000]  你們其實一直都是處於一場與魔鬼角力的屬靈爭戰
[00:04:19.000 --> 00:04:24.000]  面對那執政的掌權的管轄幽暗世界的
[00:04:24.000 --> 00:04:27.000]  以及天空靈界的惡魔
[00:04:27.000 --> 00:04:29.000]  要在邪惡的日子抵擋仇敵
[00:04:29.000 --> 00:04:34.000]  並且完成一切以後還能夠站立不住
[00:04:34.000 --> 00:04:37.000]  保羅的勸勉去叮囑眾弟兄姊妹
[00:04:37.000 --> 00:04:40.000]  你們要拿起全副軍裝去對抗
[00:04:41.000 --> 00:04:45.000]  頂姐妹今天我們所講的不是清單
[00:04:45.000 --> 00:04:47.000]  大家都很熟悉我們已經講了很多很多次
