
[00:00:00.000 --> 00:00:02.000]  現在是宣導的時間
[00:00:02.000 --> 00:00:07.000]  今日的講題是「完備的基督」
[00:00:07.000 --> 00:00:11.000]  我們的講員是我們的堂主任
[00:00:11.000 --> 00:00:13.000]  本堂堂主任是珍瑞季牧師
[00:00:13.000 --> 00:00:14.000]  大家都很熟悉
[00:00:14.000 --> 00:00:22.000]  經文是記載在哥羅西書第二章六至十五節
[00:00:22.000 --> 00:00:25.000]  大家如果手上有聖經的話
[00:00:25.000 --> 00:00:33.000]  就在新約的三百零九頁哥羅西書二章六至十五節
[00:00:33.000 --> 00:00:36.000]  請聽我讀出經文
[00:00:36.000 --> 00:00:42.000]  既然你們接受了主基督耶穌
[00:00:42.000 --> 00:00:45.000]  就要靠著祂而生活
[00:00:45.000 --> 00:00:48.000]  照著你們所領受的教導
[00:00:48.000 --> 00:00:51.000]  在祂裡面身根建造
[00:00:51.000 --> 00:00:53.000]  信心堅固
[00:00:53.000 --> 00:00:56.000]  充滿著感謝的心
[00:00:56.000 --> 00:00:58.000]  你們要謹慎
[00:00:58.000 --> 00:01:03.000]  免得有人用他的哲學和虛空的廢話
[00:01:03.000 --> 00:01:04.000]  不照著基督
[00:01:04.000 --> 00:01:09.000]  而是照人間的傳統和世上粗淺的學說
[00:01:09.000 --> 00:01:11.000]  把你們擄去
[00:01:11.000 --> 00:01:15.000]  因為神本性一切的豐盛
[00:01:15.000 --> 00:01:19.000]  都有形有體地居住在基督裡面
[00:01:19.000 --> 00:01:24.000]  你們在祂裡面也已經成為豐盛
[00:01:24.000 --> 00:01:28.000]  祂是所有執政掌權者的元首
[00:01:28.000 --> 00:01:30.000]  第十一節
[00:01:30.000 --> 00:01:35.000]  你們也在祂裡面受了不是人手所行的割禮
[00:01:35.000 --> 00:01:40.000]  而是使你們脫去肉體情慾的基督的割禮
[00:01:40.000 --> 00:01:45.000]  你們既受洗與祂一同埋葬
[00:01:45.000 --> 00:01:47.000]  也就在此例上
[00:01:47.000 --> 00:01:52.000]  因信那使祂從死人中復活的神的葬位
[00:01:52.000 --> 00:01:55.000]  跟祂一同復活
[00:01:55.000 --> 00:02:01.000]  你們從前在過犯和未受割禮的肉體中死了
[00:02:01.000 --> 00:02:04.000]  神卻赦免了你們一切的過犯
[00:02:04.000 --> 00:02:09.000]  使你們與基督一同活過來
[00:02:09.000 --> 00:02:14.000]  逃去了在律例上所寫的對我們
[00:02:14.000 --> 00:02:17.000]  束縛我們的智慧
[00:02:17.000 --> 00:02:20.000]  把祂撇去釘在十字架上
[00:02:20.000 --> 00:02:26.000]  基督既將一切執政者掌權者的權勢解除了
[00:02:26.000 --> 00:02:29.000]  就在凱旋的行列中
[00:02:29.000 --> 00:02:32.000]  將他們公開示眾
[00:02:32.000 --> 00:02:35.000]  仗著十字架跨盛
[00:02:35.000 --> 00:02:36.000]  經文讀筆
[00:02:36.000 --> 00:02:39.000]  我們現在恭請陳牧師為我們證讀
[00:02:39.000 --> 00:02:53.000]  陳牧師:各位弟兄姊妹早晨
[00:02:53.000 --> 00:02:56.000]  我們一起同心祈禱
[00:02:56.000 --> 00:02:58.000]  親愛的主
[00:02:58.000 --> 00:03:02.000]  我們再一次來到神的殿
[00:03:02.000 --> 00:03:03.000]  禮拜堂
[00:03:03.000 --> 00:03:05.000]  我們可以來到去朝見
[00:03:05.000 --> 00:03:09.000]  敬拜我們這位三一的上主
[00:03:09.000 --> 00:03:13.000]  我們能夠卸去我們地上的重擔
[00:03:13.000 --> 00:03:15.000]  我們來到你的面前
[00:03:15.000 --> 00:03:18.000]  我們每一個都是神的兒女
[00:03:18.000 --> 00:03:21.000]  來到天上的父神的面前
[00:03:21.000 --> 00:03:24.000]  我們盼望我們能夠在這個地方
[00:03:24.000 --> 00:03:27.000]  有一份心靈的寧靜
[00:03:27.000 --> 00:03:31.000]  以及我們的內心是一個敏銳的思考
[00:03:31.000 --> 00:03:34.000]  去思想十字架的救恩
[00:03:34.000 --> 00:03:37.000]  不單止和我們個人的關係
[00:03:37.000 --> 00:03:44.000]  和世界和宇宙和受造物的每一個關係
[00:03:44.000 --> 00:03:47.000]  願神透過哥羅西書這一段
[00:03:47.000 --> 00:03:52.000]  特別是駁斥當時充斥在教會的謠言
[00:03:52.000 --> 00:03:54.000]  虛假的學說
[00:03:54.000 --> 00:03:59.000]  使圖保羅是怎樣來到去承載真理
[00:03:59.000 --> 00:04:03.000]  楊鼎姐妹之所的分辨
[00:04:03.000 --> 00:04:09.000]  不會被心靈的腦去隨從這些異端
[00:04:09.000 --> 00:04:11.000]  願神幫助我們
[00:04:11.000 --> 00:04:13.000]  在這個時代
[00:04:13.000 --> 00:04:18.000]  求神讓我們能夠有一個真是敏捷的思想
[00:04:18.000 --> 00:04:20.000]  心靈的單純
[00:04:20.000 --> 00:04:22.000]  對絕對的真理
[00:04:22.000 --> 00:04:27.000]  保持的是一個真是很願意去馴服的心
[00:04:27.000 --> 00:04:30.000]  這樣來學習、遵行
[00:04:30.000 --> 00:04:32.000]  今早我們等候在你的面前
[00:04:32.000 --> 00:04:36.000]  我們一起禱告奉耶穌基督的名
[00:04:36.000 --> 00:04:38.000]  阿們
[00:04:38.000 --> 00:04:42.000]  在五堂我一直都是在說哥羅西書
[00:04:42.000 --> 00:04:44.000]  來到第二章
[00:04:44.000 --> 00:04:48.000]  這次這個段落是由第六到第十五節
[00:04:48.000 --> 00:04:52.000]  因為十六節有另外一個所以
[00:04:52.000 --> 00:04:56.000]  就是教導哥羅西的信徒
[00:04:56.000 --> 00:05:00.000]  怎樣來到去在實際的生活行動上
[00:05:00.000 --> 00:05:06.000]  來去給那些異端的虛假的教導
[00:05:06.000 --> 00:05:08.000]  來去作一個抗衡
[00:05:08.000 --> 00:05:11.000]  這個我們下一次會說的
[00:05:11.000 --> 00:05:14.000]  在今早上了一個星期
[00:05:14.000 --> 00:05:17.000]  我應不應該抽起哥羅西書
[00:05:17.000 --> 00:05:23.000]  去回應一下時事、社會現在嚴重的撕裂
[00:05:23.000 --> 00:05:27.000]  想了一段很長的時間
[00:05:27.000 --> 00:05:32.000]  這一章聖經這一段
[00:05:32.000 --> 00:05:35.000]  其實由一章的十五節
[00:05:35.000 --> 00:05:38.000]  一直去到二章十五節
[00:05:38.000 --> 00:05:42.000]  使徒保羅說了一個很重要的主題
[00:05:42.000 --> 00:05:43.000]  說什麼呢?
[00:05:43.000 --> 00:05:45.000]  就是說耶穌
[00:05:45.000 --> 00:05:49.000]  說這位耶穌的永恆的超越
[00:05:49.000 --> 00:05:51.000]  因為他是造物的主
[00:05:51.000 --> 00:05:53.000]  另外一個超越就是
[00:05:53.000 --> 00:05:56.000]  他是由死首先復活的
[00:05:56.000 --> 00:05:59.000]  可以來到去給每一個人
[00:05:59.000 --> 00:06:01.000]  當然任何的時代
[00:06:01.000 --> 00:06:03.000]  古往今來的人
[00:06:03.000 --> 00:06:06.000]  只要你和這位耶穌基督有關係
[00:06:06.000 --> 00:06:11.000]  你就可以得到神本性一切的豐盛
[00:06:11.000 --> 00:06:13.000]  這麼大的題目
[00:06:13.000 --> 00:06:14.000]  其實是很深的
[00:06:14.000 --> 00:06:17.000]  很抽象的意念
[00:06:17.000 --> 00:06:21.000]  到第三章才開始說生活上的倫理
[00:06:21.000 --> 00:06:24.000]  有三組的
[00:06:24.000 --> 00:06:28.000]  父親和兒女關係
[00:06:28.000 --> 00:06:31.000]  主人和僕人關係
[00:06:31.000 --> 00:06:33.000]  有這幾組
[00:06:33.000 --> 00:06:36.000]  有其他的頂姐妹的關係
[00:06:36.000 --> 00:06:38.000]  這樣來教導
[00:06:38.000 --> 00:06:42.000]  怎樣來在實際的生活的善行
[00:06:42.000 --> 00:06:45.000]  其實哥羅西書第二章
[00:06:45.000 --> 00:06:48.000]  今天我們要碰一個很重要的課題
[00:06:48.000 --> 00:06:52.000]  就是哥羅西書的修信的讀者教會
[00:06:52.000 --> 00:06:55.000]  到底面對什麼的異端
[00:06:55.000 --> 00:06:57.000]  保羅要來到去
[00:06:57.000 --> 00:07:02.000]  因為聽到在他監獄裏面的一個人
[00:07:02.000 --> 00:07:04.000]  這個叫做以巴忽
[00:07:04.000 --> 00:07:06.000]  來到去告訴他
[00:07:06.000 --> 00:07:11.000]  哥羅西教會現在存在的一些危險
[00:07:11.000 --> 00:07:13.000]  保羅自從聽到的日子
[00:07:13.000 --> 00:07:17.000]  就為哥羅西教會迫切祈禱
[00:07:17.000 --> 00:07:19.000]  然後告訴他們
[00:07:19.000 --> 00:07:23.000]  耶穌的超越
[00:07:23.000 --> 00:07:25.000]  也可以這樣說
[00:07:25.000 --> 00:07:27.000]  透過經文告訴我們
[00:07:27.000 --> 00:07:30.000]  哥羅西教會面對的
[00:07:30.000 --> 00:07:33.000]  就是異端來到去
[00:07:33.000 --> 00:07:37.000]  欺控哥羅西教會的弟兄姊妹
[00:07:37.000 --> 00:07:40.000]  你們信耶穌不夠傳遞
[00:07:40.000 --> 00:07:43.000]  你要做一些事情
[00:07:43.000 --> 00:07:45.000]  一些善行
[00:07:45.000 --> 00:07:48.000]  十六節我們下一個月才再說到
[00:07:48.000 --> 00:07:51.000]  因為其實這一段已經是很豐富
[00:07:51.000 --> 00:07:53.000]  未必夠時間去處理這麼多
[00:07:53.000 --> 00:07:57.000]  可能我只能夠透過一兩個重點去點出
[00:07:57.000 --> 00:08:01.000]  來跟大家一起去學習
[00:08:01.000 --> 00:08:03.000]  哥羅西教會面對著
[00:08:03.000 --> 00:08:06.000]  看看二章的第八節
[00:08:06.000 --> 00:08:08.000]  差不多是這個段落裏面
[00:08:08.000 --> 00:08:10.000]  最重要的部分
[00:08:10.000 --> 00:08:11.000]  因為那個異端
[00:08:11.000 --> 00:08:14.000]  保羅就點出他們的問題
[00:08:14.000 --> 00:08:16.000]  二章的第八節
[00:08:16.000 --> 00:08:19.000]  你們要謹慎
[00:08:19.000 --> 00:08:22.000]  免得有人用他們的哲學
[00:08:22.000 --> 00:08:24.000]  和虛空的廢話
[00:08:24.000 --> 00:08:26.000]  不照著基督
[00:08:26.000 --> 00:08:29.000]  而是照人間的傳統
[00:08:29.000 --> 00:08:33.000]  和世上粗淺的學說
[00:08:33.000 --> 00:08:35.000]  就將你們擄去
[00:08:35.000 --> 00:08:37.000]  這一節聖經
[00:08:37.000 --> 00:08:41.000]  就是保羅要來幫哥羅西教會
[00:08:41.000 --> 00:08:43.000]  來拆解
[00:08:43.000 --> 00:08:44.000]  也可以這樣說
[00:08:44.000 --> 00:08:46.000]  在教會裏面
[00:08:46.000 --> 00:08:48.000]  有些崇尚傳統的
[00:08:48.000 --> 00:08:50.000]  可能是猶太人也說不定
[00:08:50.000 --> 00:08:52.000]  因為下文第十六節開始
[00:08:52.000 --> 00:08:54.000]  就說月數、安息日
[00:08:54.000 --> 00:08:57.000]  一些節日、一些食物等等
[00:08:57.000 --> 00:09:00.000]  可能就是崇尚猶太教的人
[00:09:00.000 --> 00:09:03.000]  來去迷惑哥羅西教會
[00:09:03.000 --> 00:09:06.000]  說一些很似是而非的道理
[00:09:06.000 --> 00:09:11.000]  保羅說這些是世上的淺顯的學說
[00:09:11.000 --> 00:09:14.000]  是虛空的廢話
[00:09:14.000 --> 00:09:17.000]  最重要的部份就是
[00:09:17.000 --> 00:09:20.000]  不照著基督
[00:09:20.000 --> 00:09:23.000]  是照人間的遺傳
[00:09:23.000 --> 00:09:26.000]  世上的小學
[00:09:26.000 --> 00:09:29.000]  這樣來將哥羅西教會
[00:09:29.000 --> 00:09:31.000]  已經在學習、已經認識
[00:09:31.000 --> 00:09:33.000]  已經有的基督
[00:09:33.000 --> 00:09:36.000]  淡化了
[00:09:36.000 --> 00:09:39.000]  所以這就是最重要的部份
[00:09:39.000 --> 00:09:42.000]  保羅來點出這個問題
[00:09:42.000 --> 00:09:46.000]  然後他用什麼來讓哥羅西教會
[00:09:46.000 --> 00:09:48.000]  知道這個真理呢?
[00:09:48.000 --> 00:09:50.000]  由一章的十五節
[00:09:50.000 --> 00:09:55.000]  一直到二章的十五節
[00:09:55.000 --> 00:09:57.000]  這麼重要的篇幅
[00:09:57.000 --> 00:10:01.000]  就是講耶穌到底是誰
[00:10:01.000 --> 00:10:05.000]  所以教會真的要講耶穌
[00:10:05.000 --> 00:10:07.000]  世人聽到這句說話
[00:10:07.000 --> 00:10:10.000]  你又跟我說耶穌?
[00:10:10.000 --> 00:10:14.000]  又講你的耶穌?
[00:10:14.000 --> 00:10:16.000]  是不是可以不用吃飯了?
[00:10:16.000 --> 00:10:18.000]  有耶穌就可以什麼了?
[00:10:18.000 --> 00:10:21.000]  帶著一種這樣的誤解
[00:10:21.000 --> 00:10:25.000]  一種這樣的對耶穌的貶低、羞辱
[00:10:25.000 --> 00:10:29.000]  但是當我們再去看
[00:10:29.000 --> 00:10:33.000]  使徒講的這些重要的真理的時候
[00:10:33.000 --> 00:10:38.000]  存在的只不過是兩個很重要的真理原則
[00:10:38.000 --> 00:10:42.000]  所以這些理論是很難去拆解的
[00:10:42.000 --> 00:10:44.000]  因為我們不喜歡聽理論
[00:10:44.000 --> 00:10:45.000]  我們喜歡聽的就是
