
[00:00:00.000 --> 00:00:02.000]  我們大家一起禱告
[00:00:02.000 --> 00:00:09.000]  多謝主再一次讓我們晚上能夠來到去研讀聖經人物
[00:00:09.000 --> 00:00:13.000]  我們很感謝主能夠有這一卷的路德記
[00:00:13.000 --> 00:00:17.000]  雖然是一些當時的農村的故事
[00:00:17.000 --> 00:00:23.000]  或者說一個以色列的小小的家庭的一些故事的敘述
[00:00:23.000 --> 00:00:25.000]  但是擺在聖經裏面
[00:00:25.000 --> 00:00:28.000]  一定有不尋常的地方
[00:00:28.000 --> 00:00:31.000]  是有一些神學是我們可以學習
[00:00:31.000 --> 00:00:35.000]  或者說透過作者的敘述
[00:00:35.000 --> 00:00:38.000]  讓我們認識神祝職
[00:00:38.000 --> 00:00:40.000]  你的工作
[00:00:40.000 --> 00:00:44.000]  你怎樣來到去孕育尼塞亞
[00:00:44.000 --> 00:00:47.000]  都是我們需要學習的
[00:00:47.000 --> 00:00:51.000]  好像看不到有什麼大的神蹟的介入
[00:00:51.000 --> 00:00:53.000]  好像紅海分開
[00:00:53.000 --> 00:00:56.000]  或者有一些很大的神蹟
[00:00:56.000 --> 00:00:58.000]  死人復活等等
[00:00:58.000 --> 00:01:00.000]  但是我們看到的
[00:01:00.000 --> 00:01:04.000]  只不過是一個路德和邦亞斯
[00:01:04.000 --> 00:01:10.000]  第二第三章和第四章的堅持
[00:01:10.000 --> 00:01:13.000]  所以我們都盼望透過這幾章聖經
[00:01:13.000 --> 00:01:17.000]  讓我們吸取到一些教訓
[00:01:17.000 --> 00:01:20.000]  今天晚上我們仍然等候在主面前
[00:01:20.000 --> 00:01:23.000]  求你教導我們這樣禱告
[00:01:23.000 --> 00:01:26.000]  奉耶穌基督的名
[00:01:26.000 --> 00:01:27.000]  阿們
[00:01:27.000 --> 00:01:29.000]  感恩我們又再有機會
[00:01:29.000 --> 00:01:31.000]  來到去看看聖經
[00:01:31.000 --> 00:01:33.000]  我們很快上一次
[00:01:33.000 --> 00:01:35.000]  用了一堂的時間
[00:01:35.000 --> 00:01:39.000]  就講了路德和摩訶人的背景
[00:01:39.000 --> 00:01:44.000]  和當時那個小小的一些的敘述
[00:01:44.000 --> 00:01:46.000]  特別是拿俄米
[00:01:46.000 --> 00:01:49.000]  一個本來是很甜的意思
[00:01:49.000 --> 00:01:52.000]  後來就要叫人叫做馬拉
[00:01:52.000 --> 00:01:54.000]  馬拉就是很苦
[00:01:54.000 --> 00:01:56.000]  他真的很苦
[00:01:56.000 --> 00:01:59.000]  丈夫和兩個兒子都死了
[00:01:59.000 --> 00:02:02.000]  雖然得到兩個媳婦
[00:02:02.000 --> 00:02:07.000]  但是始終都是寄人籬下的寡婦
[00:02:07.000 --> 00:02:11.000]  很想回歸回到伯尼衡
[00:02:11.000 --> 00:02:14.000]  伯尼衡也是一個比較重要的地方
[00:02:14.000 --> 00:02:18.000]  曾經有拉結的故事
[00:02:18.000 --> 00:02:21.000]  將來也有瑪利亞生耶穌的故事
[00:02:21.000 --> 00:02:23.000]  都是在伯尼衡
[00:02:23.000 --> 00:02:28.000]  所以有一些這樣的串連
[00:02:28.000 --> 00:02:30.000]  但是無論如何就是
[00:02:30.000 --> 00:02:34.000]  這個一無所有的寡婦
[00:02:34.000 --> 00:02:37.000]  最後怎樣能夠很豐富
[00:02:37.000 --> 00:02:39.000]  因為第四章就講到
[00:02:39.000 --> 00:02:42.000]  他豐富到一個地步
[00:02:42.000 --> 00:02:47.000]  那個祝福是臨到拿俄米
[00:02:47.000 --> 00:02:50.000]  因為那個兒子算是他的
[00:02:50.000 --> 00:02:53.000]  算歸他的兒子
[00:02:53.000 --> 00:02:56.000]  因為這個是當時的法律
[00:02:56.000 --> 00:02:57.000]  律法規定的
[00:02:57.000 --> 00:03:02.000]  所以似乎這本書是由一個一無所有的人
[00:03:02.000 --> 00:03:04.000]  回歸神的懷抱
[00:03:04.000 --> 00:03:06.000]  回到神的裏面
[00:03:06.000 --> 00:03:10.000]  就一路看到神的供應、祝福
[00:03:10.000 --> 00:03:12.000]  而且那個供應、祝福
[00:03:12.000 --> 00:03:14.000]  就不是一些很大的神蹟
[00:03:14.000 --> 00:03:16.000]  而是透過一些默默的
[00:03:16.000 --> 00:03:19.000]  在他當時的生活的場景
[00:03:19.000 --> 00:03:22.000]  這樣默默耕耘
[00:03:22.000 --> 00:03:26.000]  就成就了一個神蹟
[00:03:26.000 --> 00:03:27.000]  這個神蹟就是
[00:03:27.000 --> 00:03:31.000]  居然有一段很美麗的愛情故事
[00:03:31.000 --> 00:03:33.000]  就是這樣發生了
[00:03:33.000 --> 00:03:36.000]  一個魔壓女子
[00:03:36.000 --> 00:03:42.000]  遇見一個非常美好的美男子
[00:03:42.000 --> 00:03:44.000]  這個美不是外表
[00:03:44.000 --> 00:03:47.000]  是內心的美
[00:03:47.000 --> 00:03:50.000]  就成就了一段婚姻
[00:03:50.000 --> 00:03:53.000]  聖經就很快就馬上說
[00:03:53.000 --> 00:03:55.000]  拿俄米就有一個兒子
[00:03:55.000 --> 00:03:57.000]  其實當然是在路德生的
[00:03:57.000 --> 00:04:01.000]  說到這個兒子就帶來整個家族
[00:04:01.000 --> 00:04:04.000]  因為首先就是拿俄米
[00:04:04.000 --> 00:04:06.000]  可以贖回自己的地圖
[00:04:06.000 --> 00:04:10.000]  還有更加就是透過路德
[00:04:10.000 --> 00:04:12.000]  他就得到一個兒子
[00:04:12.000 --> 00:04:13.000]  本來說不能生的
[00:04:13.000 --> 00:04:18.000]  現在俄彼得其實算是拿俄米的兒子
[00:04:18.000 --> 00:04:22.000]  變相他也恢復了自己
[00:04:22.000 --> 00:04:26.000]  伊利米勒的家族有後
[00:04:26.000 --> 00:04:28.000]  就不是無後
[00:04:28.000 --> 00:04:31.000]  是一個很大的對猶太人來說
[00:04:31.000 --> 00:04:32.000]  一個祝福
[00:04:32.000 --> 00:04:35.000]  可以延續他們的地圖
[00:04:35.000 --> 00:04:37.000]  就是神的blessing
[00:04:37.000 --> 00:04:39.000]  而且自己的家族
[00:04:39.000 --> 00:04:42.000]  可以繼續有繼後香燈
[00:04:42.000 --> 00:04:44.000]  不單止這樣
[00:04:44.000 --> 00:04:46.000]  而是作者
[00:04:46.000 --> 00:04:49.000]  所以有時也不知道是誰寫的
[00:04:49.000 --> 00:04:51.000]  有人說是薩姆爾
[00:04:51.000 --> 00:04:56.000]  有人說可能是大衛的年間
[00:04:56.000 --> 00:04:58.000]  很快就要數到第四代
[00:04:58.000 --> 00:05:00.000]  大衛王的出現
[00:05:00.000 --> 00:05:02.000]  你就可以想像得到
[00:05:02.000 --> 00:05:07.000]  這本書不是說普通的婆媳關係
[00:05:07.000 --> 00:05:12.000]  做婆婆就要愛惜自己的媳婦
[00:05:12.000 --> 00:05:16.000]  就算他是外國人也不介意
[00:05:16.000 --> 00:05:18.000]  神也有恩典
[00:05:18.000 --> 00:05:22.000]  我們教會好像沒有人娶外國人
[00:05:22.000 --> 00:05:24.000]  很偶然有的
[00:05:24.000 --> 00:05:26.000]  Fanny就是她的丈夫
[00:05:26.000 --> 00:05:28.000]  John
[00:05:28.000 --> 00:05:33.000]  就是跳澤美蘇
[00:05:33.000 --> 00:05:35.000]  很少
[00:05:35.000 --> 00:05:38.000]  但是當時我們知道
[00:05:38.000 --> 00:05:40.000]  摩訶我們說過
[00:05:40.000 --> 00:05:43.000]  是神所就座的民族
[00:05:43.000 --> 00:05:46.000]  但是在這樣的場景下
[00:05:46.000 --> 00:05:49.000]  但仍然有一個的奴隸
[00:05:49.000 --> 00:05:50.000]  一路的跟隨
[00:05:50.000 --> 00:05:53.000]  就帶來一個很大的祝福
[00:05:53.000 --> 00:05:55.000]  所以我們今天
[00:05:55.000 --> 00:05:57.000]  看我們有沒有時間可以看完三章
[00:05:57.000 --> 00:05:59.000]  如果用拍舞台劇
[00:05:59.000 --> 00:06:01.000]  只有四個佈景
[00:06:01.000 --> 00:06:03.000]  第一個佈景一開始就說
[00:06:03.000 --> 00:06:05.000]  有一個很苦命的人
[00:06:05.000 --> 00:06:07.000]  就是以利米勒的遺孀
[00:06:07.000 --> 00:06:09.000]  就是這個那俄米
[00:06:09.000 --> 00:06:11.000]  他就是整本書的主角
[00:06:11.000 --> 00:06:13.000]  當然編織著的就是路德
[00:06:13.000 --> 00:06:15.000]  他的媳婦
[00:06:15.000 --> 00:06:17.000]  一路的跟隨
[00:06:17.000 --> 00:06:19.000]  一路的表達他那份的忠誠
[00:06:19.000 --> 00:06:21.000]  順服
[00:06:21.000 --> 00:06:23.000]  對婆婆的厚愛
[00:06:23.000 --> 00:06:25.000]  很殷勤
[00:06:25.000 --> 00:06:29.000]  就不會說回到去就見義思遷
[00:06:29.000 --> 00:06:33.000]  因為有時真的有這些文化
[00:06:33.000 --> 00:06:35.000]  或者有這些陰謀
[00:06:35.000 --> 00:06:38.000]  我試過處理過一些
[00:06:38.000 --> 00:06:41.000]  中港家庭的婚姻
[00:06:41.000 --> 00:06:44.000]  有個弟兄
[00:06:44.000 --> 00:06:46.000]  從小就回我們的母會
[00:06:46.000 --> 00:06:50.000]  後來就有些情緒病
[00:06:50.000 --> 00:06:53.000]  精神的問題
[00:06:53.000 --> 00:06:55.000]  他是原居民
[00:06:55.000 --> 00:06:57.000]  後來他跟我說
[00:06:57.000 --> 00:07:01.000]  他要回去內地娶太太
[00:07:01.000 --> 00:07:03.000]  我說好啊
[00:07:03.000 --> 00:07:05.000]  沒辦法了
[00:07:05.000 --> 00:07:07.000]  沒多久就告訴我
[00:07:07.000 --> 00:07:09.000]  已經在香港結婚
[00:07:09.000 --> 00:07:14.000]  又叫我去跟他的太太說一些話
[00:07:14.000 --> 00:07:18.000]  那時候他已經編配在天水圍有公屋
[00:07:18.000 --> 00:07:21.000]  我去探望這個家庭
[00:07:21.000 --> 00:07:23.000]  因為弟兄自小在我們教會成長
[00:07:23.000 --> 00:07:25.000]  不過很多年沒有回家
[00:07:25.000 --> 00:07:27.000]  就叫我去探望
[00:07:27.000 --> 00:07:33.000]  見到一個完全不匹配的太太
[00:07:33.000 --> 00:07:37.000]  一個年青貌美
[00:07:37.000 --> 00:07:40.000]  打扮很花枝招展
[00:07:40.000 --> 00:07:43.000]  但是那個弟兄
[00:07:43.000 --> 00:07:47.000]  其實已經有嚴重的精神病
[00:07:47.000 --> 00:07:49.000]  已經長期服藥
[00:07:49.000 --> 00:07:51.000]  基本上是沒可能
[00:07:51.000 --> 00:07:52.000]  你想都想到
[00:07:52.000 --> 00:07:54.000]  你不會嫁一個這樣的人
[00:07:54.000 --> 00:07:57.000]  誰知道後來很快沒多久
