
[00:00:00.000 --> 00:00:03.000]  我們先開始有祈禱
[00:00:03.000 --> 00:00:06.000]  多謝主再一次聚集我們
[00:00:06.000 --> 00:00:09.000]  來思想聖經人物
[00:00:09.000 --> 00:00:12.000]  我們可以來藉著聖經的講解
[00:00:12.000 --> 00:00:15.000]  一起去學習
[00:00:15.000 --> 00:00:18.000]  願祢帶領我們大家的心靈
[00:00:18.000 --> 00:00:21.000]  給我們有充足的精神
[00:00:21.000 --> 00:00:24.000]  有一個渴慕神話語的心靈
[00:00:24.000 --> 00:00:27.000]  特別是一些我們平時比較少去讀的經文
[00:00:27.000 --> 00:00:30.000]  給我們掌握得好
[00:00:30.000 --> 00:00:33.000]  也給我們有信息
[00:00:33.000 --> 00:00:36.000]  給我們能夠在我們的生活裏面
[00:00:36.000 --> 00:00:39.000]  藉著我們在這些講解所得到的教訓
[00:00:39.000 --> 00:00:42.000]  成為我們在生活裏面的一個提醒
[00:00:42.000 --> 00:00:45.000]  還有我們就是這樣來生活遵行
[00:00:45.000 --> 00:00:48.000]  願神帶領我們今天晚上的聚會
[00:00:48.000 --> 00:00:51.000]  一起在你面前的禱告等候
[00:00:51.000 --> 00:00:54.000]  奉耶穌基督的名
[00:00:54.000 --> 00:00:57.000]  阿門
[00:00:57.000 --> 00:01:00.000]  上一次我們也做了一個
[00:01:00.000 --> 00:01:03.000]  類似圖表
[00:01:03.000 --> 00:01:06.000]  將兩個家譜
[00:01:06.000 --> 00:01:09.000]  呈獻給大家
[00:01:09.000 --> 00:01:12.000]  也一而再說過
[00:01:12.000 --> 00:01:15.000]  創世記的家譜
[00:01:15.000 --> 00:01:18.000]  一對一對出現
[00:01:18.000 --> 00:01:21.000]  是有它的含義
[00:01:21.000 --> 00:01:24.000]  有它的目的
[00:01:24.000 --> 00:01:27.000]  也給我們一個提醒
[00:01:27.000 --> 00:01:30.000]  一個不屬神的那條線
[00:01:30.000 --> 00:01:33.000]  或者說那個家譜
[00:01:33.000 --> 00:01:36.000]  那個譜系
[00:01:36.000 --> 00:01:39.000]  由該人一直到拉麥
[00:01:39.000 --> 00:01:42.000]  是一個不屬神
[00:01:42.000 --> 00:01:45.000]  神喜悅的一個譜系
[00:01:45.000 --> 00:01:48.000]  那個我們知道
[00:01:48.000 --> 00:01:51.000]  第五章馬上就說
[00:01:51.000 --> 00:01:54.000]  阿當另外一個兒子
[00:01:54.000 --> 00:01:57.000]  瑟特這個譜系
[00:01:57.000 --> 00:02:00.000]  一直到第十代
[00:02:00.000 --> 00:02:03.000]  阿當的第十代去到羅亞
[00:02:03.000 --> 00:02:06.000]  就給我們看到一個屬神的譜系
[00:02:06.000 --> 00:02:09.000]  那個譜系十代裏面
[00:02:09.000 --> 00:02:12.000]  重複出現十次有其中一個是特別的
[00:02:12.000 --> 00:02:15.000]  就是說用十代的人
[00:02:15.000 --> 00:02:18.000]  襯托其中一個最重要的人
[00:02:18.000 --> 00:02:21.000]  阿當的第七世孫
[00:02:21.000 --> 00:02:24.000]  但是我看回那些記錄
[00:02:24.000 --> 00:02:27.000]  Yoyo幫我們去錄音的記錄
[00:02:27.000 --> 00:02:30.000]  怎知道耳落那一課不見了
[00:02:30.000 --> 00:02:33.000]  因為原來錄不到
[00:02:33.000 --> 00:02:36.000]  可能按錯了按鈕等等
[00:02:36.000 --> 00:02:39.000]  所以很想用一課講回
[00:02:39.000 --> 00:02:42.000]  但是如果這樣講又好像回頭
[00:02:42.000 --> 00:02:45.000]  去到當我們說阿伯拉罕
[00:02:45.000 --> 00:02:48.000]  以撒和瓦國
[00:02:48.000 --> 00:02:51.000]  講到那些經文的時候
[00:02:51.000 --> 00:02:54.000]  我們可能用一點時間
[00:02:54.000 --> 00:02:57.000]  補充一下耳落
[00:02:57.000 --> 00:03:00.000]  曾經我們講過的
[00:03:00.000 --> 00:03:03.000]  他是怎樣與神同行
[00:03:03.000 --> 00:03:06.000]  和神為什麼會喜悅他
[00:03:06.000 --> 00:03:09.000]  和作者在第五章的創世記
[00:03:09.000 --> 00:03:12.000]  想帶出什麼訊息
[00:03:12.000 --> 00:03:15.000]  關於那個blessing的時候再補充
[00:03:15.000 --> 00:03:18.000]  給大家有一個了解
[00:03:18.000 --> 00:03:21.000]  知道
[00:03:21.000 --> 00:03:24.000]  慕蓮麻煩你幫幫忙
[00:03:24.000 --> 00:03:27.000]  看看她那個
[00:03:27.000 --> 00:03:30.000]  他們在聖經人物那裡有講過
[00:03:30.000 --> 00:03:33.000]  明珠姐妹
[00:03:33.000 --> 00:03:36.000]  幫幫她可能她要進去
[00:03:40.000 --> 00:03:43.000]  可能直接給她連接就應該見到
[00:03:43.000 --> 00:03:46.000]  OK了我不搞這些技術的
[00:03:46.000 --> 00:03:49.000]  我們正式開始
[00:03:49.000 --> 00:03:52.000]  這個經文和大家再補充
[00:03:52.000 --> 00:03:55.000]  第十一章的經文
[00:03:55.000 --> 00:03:58.000]  創世記第十一章
[00:03:58.000 --> 00:04:01.000]  我們上一次講過
[00:04:01.000 --> 00:04:04.000]  前一個星期第十
[00:04:04.000 --> 00:04:07.000]  和第十一章又是
[00:04:07.000 --> 00:04:10.000]  兩對家譜
[00:04:10.000 --> 00:04:13.000]  一對家譜又是從
[00:04:13.000 --> 00:04:16.000]  離開方舟之後的
[00:04:16.000 --> 00:04:19.000]  羅亞三個兒子
[00:04:19.000 --> 00:04:22.000]  作者用一個很鳥瞰式的
[00:04:22.000 --> 00:04:25.000]  很宏觀的他們是怎樣擴散
[00:04:25.000 --> 00:04:28.000]  去到全地和講了
[00:04:28.000 --> 00:04:31.000]  那個奏座之後就他們三
[00:04:31.000 --> 00:04:34.000]  兄弟閃含瓦窟
[00:04:34.000 --> 00:04:37.000]  他們是怎樣擴散去全地
[00:04:37.000 --> 00:04:40.000]  和在全地裡面怎樣
[00:04:40.000 --> 00:04:43.000]  得到不同的地圖
[00:04:43.000 --> 00:04:46.000]  在哪裡居住
[00:04:46.000 --> 00:04:49.000]  在那裡去繁衍他們的後代
[00:04:49.000 --> 00:04:52.000]  逐個講的
[00:04:52.000 --> 00:04:55.000]  當然那個次序原來講最後
[00:04:55.000 --> 00:04:58.000]  閃這個兒子
[00:04:58.000 --> 00:05:01.000]  才是最重要的那個譜系
[00:05:01.000 --> 00:05:04.000]  由閃開始
[00:05:04.000 --> 00:05:07.000]  我們上一個星期亦都點出
[00:05:07.000 --> 00:05:12.000]  有兩個兒子原來是重要的
[00:05:12.000 --> 00:05:15.000]  這兩個兒子就是
