
[00:00:00.000 --> 00:00:04.000]  (主持人:今天的講題是不同肢體同一身體)
[00:00:04.000 --> 00:00:08.480]  (主持人:是哥林多田前書第十二章十二節)
[00:00:08.480 --> 00:00:10.880]  (主持人:至到二十七和三十一節)
[00:00:10.880 --> 00:00:12.800]  大影姊妹早晨
[00:00:12.800 --> 00:00:19.040]  今天在這裡分享訊息對我來說是很特別有意義
[00:00:19.040 --> 00:00:21.720]  因為我自己是錦宣的會友
[00:00:21.720 --> 00:00:25.040]  我沒想到有一天我會在這裡分享訊息
[00:00:25.040 --> 00:00:26.440]  真的很感恩
[00:00:26.440 --> 00:00:29.160]  另外我也是加州花園的居民
[00:00:29.160 --> 00:00:32.840]  所以我覺得很有意思
[00:00:32.840 --> 00:00:34.960]  難得有機會上來分享
[00:00:34.960 --> 00:00:36.960]  我想說一些自己的事
[00:00:36.960 --> 00:00:40.320]  我想跟大家分享一個我小時候的興趣
[00:00:40.320 --> 00:00:42.840]  這個興趣就是砌模型
[00:00:42.840 --> 00:00:45.360]  可能在座很多弟兄也有砌過
[00:00:45.360 --> 00:00:48.960]  有沒有人小時候沒砌過模型
[00:00:48.960 --> 00:00:53.680]  我想很多男生應該也有玩過這件事
[00:00:53.680 --> 00:00:56.240]  姐妹可能比較少
[00:00:56.240 --> 00:00:59.480]  姐妹可能玩玩偶或者不知道
[00:00:59.480 --> 00:01:01.160]  但是如果家裡有小朋友
[00:01:01.160 --> 00:01:04.160]  我想你應該也不陌生對於砌模型這件事
[00:01:04.160 --> 00:01:08.760]  家裡的小朋友一定不少不少也會砌一兩個
[00:01:08.760 --> 00:01:12.640]  我小時候最喜歡的就是這一隻
[00:01:12.640 --> 00:01:14.360]  不知道你有沒有見過
[00:01:14.360 --> 00:01:16.920]  你應該看到好像一坨東西
[00:01:16.920 --> 00:01:19.480]  但其實它就是一個玩偶
[00:01:19.480 --> 00:01:22.320]  如果你有看過這部卡通片的弟兄
[00:01:22.320 --> 00:01:25.240]  可能你會比較知道我是做了些什麼
[00:01:25.240 --> 00:01:26.960]  就算你不知道也不要緊
[00:01:26.960 --> 00:01:28.800]  總之就是一個機械人
[00:01:28.800 --> 00:01:30.880]  機械人也是類似那些東西
[00:01:30.880 --> 00:01:34.200]  也是砌出來打怪獸
[00:01:34.200 --> 00:01:37.480]  我小時候好像是聖誕禮物
[00:01:37.480 --> 00:01:40.440]  我收到一盒這樣的模型
[00:01:40.440 --> 00:01:42.840]  很大盒的 這樣的尺寸
[00:01:42.840 --> 00:01:45.080]  叫做完美版
[00:01:45.080 --> 00:01:46.560]  什麼叫完美版呢
[00:01:46.560 --> 00:01:48.320]  簡單來說就是很複雜
[00:01:48.320 --> 00:01:50.600]  很多細節
[00:01:50.600 --> 00:01:53.760]  所以我收到這盒東西很開心
[00:01:53.760 --> 00:01:57.040]  但那時候我好像只有11、12歲
[00:01:57.040 --> 00:01:58.960]  一個11、12歲的小朋友
[00:01:58.960 --> 00:02:00.880]  要砌一個這麼複雜的模型
[00:02:00.880 --> 00:02:03.080]  其實是有點穴級的
[00:02:03.080 --> 00:02:05.320]  所以我又不是很細心
[00:02:05.320 --> 00:02:08.080]  那時候我很想快點砌好它
[00:02:08.080 --> 00:02:10.760]  於是就打開了那盒模型
[00:02:10.760 --> 00:02:13.760]  然後將零件全部攤開出來
[00:02:13.760 --> 00:02:14.960]  就好像這張照片一樣
[00:02:14.960 --> 00:02:17.200]  你看到也不少東西
[00:02:17.200 --> 00:02:18.680]  我攤開了
[00:02:18.680 --> 00:02:21.280]  又很心急沒有看清楚說明書
[00:02:21.280 --> 00:02:22.200]  總之看到
[00:02:22.200 --> 00:02:24.800]  憑直覺 因為我以前也有砌過
[00:02:24.800 --> 00:02:26.640]  我以為也是這樣
[00:02:26.640 --> 00:02:28.160]  就砌砌砌砌砌
[00:02:28.160 --> 00:02:29.640]  一天砌不完
[00:02:29.640 --> 00:02:31.320]  我砌到第三天
[00:02:31.320 --> 00:02:34.200]  手手腳腳都出來了
[00:02:34.200 --> 00:02:36.120]  應該那天是一個大日子
[00:02:36.120 --> 00:02:37.960]  因為是我將手腳
[00:02:37.960 --> 00:02:39.400]  貼上身上的一個大日子
[00:02:39.400 --> 00:02:40.760]  砌完之後
[00:02:40.760 --> 00:02:43.240]  那個機械人應該可以站起來
[00:02:43.240 --> 00:02:44.280]  誰知道
[00:02:44.280 --> 00:02:46.720]  當我想貼手貼身的時候
[00:02:46.720 --> 00:02:48.480]  我發覺 咦 為什麼
[00:02:48.480 --> 00:02:50.480]  好像少了一塊東西
[00:02:50.480 --> 00:02:52.320]  原來我看了一下說明書
[00:02:52.320 --> 00:02:53.800]  它說有一塊
[00:02:53.800 --> 00:02:55.560]  應該像豆卵一樣的東西
[00:02:55.560 --> 00:02:57.280]  是在手上的
[00:02:57.280 --> 00:02:58.320]  然後我看一看
[00:02:58.320 --> 00:03:00.400]  咦 沒有啊 那裡有個洞
[00:03:00.400 --> 00:03:01.560]  然後我想一想
[00:03:01.560 --> 00:03:02.960]  咦 不對勁
[00:03:02.960 --> 00:03:04.880]  我好像昨天砌的時候
[00:03:04.880 --> 00:03:05.920]  就是扔垃圾
[00:03:05.920 --> 00:03:07.280]  因為有很多垃圾
[00:03:07.280 --> 00:03:09.320]  然後我扔了一塊像豆卵一樣的東西
[00:03:09.320 --> 00:03:12.040]  應該是豆豉 黑色的 很小的
[00:03:12.040 --> 00:03:13.200]  然後我看一看
[00:03:13.200 --> 00:03:14.120]  是垃圾
[00:03:14.120 --> 00:03:16.440]  然後我就舔手扔了垃圾桶
[00:03:16.440 --> 00:03:17.280]  然後現在一看
[00:03:17.280 --> 00:03:18.920]  糟糕了 原來
[00:03:18.920 --> 00:03:20.560]  那一塊是最重要的
[00:03:20.560 --> 00:03:21.600]  如果沒有了
[00:03:21.600 --> 00:03:23.800]  手就不能進去身體裡
[00:03:23.800 --> 00:03:25.920]  於是整件模型就這樣
[00:03:25.920 --> 00:03:27.000]  就報廢了
[00:03:27.000 --> 00:03:29.360]  那件東西沒有後備
[00:03:29.360 --> 00:03:30.360]  很沮喪
[00:03:30.360 --> 00:03:33.960]  到今天還沒有砌好那盒東西
[00:03:33.960 --> 00:03:37.080]  這個經歷令我當時很深刻
[00:03:37.080 --> 00:03:38.120]  我發現
[00:03:38.120 --> 00:03:40.640]  原來這些模型
[00:03:40.640 --> 00:03:43.840]  真的要細心看清楚說明書
[00:03:43.840 --> 00:03:46.480]  因為那些零件無論大大小小
[00:03:46.480 --> 00:03:48.960]  就算有些很大塊 很顯眼
[00:03:48.960 --> 00:03:50.240]  有些很小塊
[00:03:50.240 --> 00:03:51.840]  好像垃圾一樣
[00:03:51.840 --> 00:03:53.360]  你也不要以為它是垃圾
[00:03:53.360 --> 00:03:55.320]  因為它是精心設計好的
[00:03:55.320 --> 00:03:58.640]  每一件都有它的位置
[00:03:58.640 --> 00:04:01.560]  其實聖經裡面也有類似的教導
[00:04:01.560 --> 00:04:04.400]  我想大家剛才那段經文都很熟悉
[00:04:04.400 --> 00:04:06.200]  應該也不陌生
[00:04:06.200 --> 00:04:07.440]  在保羅也有說
[00:04:07.440 --> 00:04:09.320]  不過保羅不是說砌模型
[00:04:09.320 --> 00:04:11.040]  他就是說基督的身體
[00:04:11.040 --> 00:04:12.760]  就是教會
[00:04:12.760 --> 00:04:14.040]  我們今天一起去看看
[00:04:14.040 --> 00:04:16.480]  哥林多前書這一段經文
[00:04:16.480 --> 00:04:19.360]  不過如果要好一點去理解這段經文
[00:04:19.360 --> 00:04:21.440]  我們可能需要了解一下
[00:04:21.440 --> 00:04:24.760]  哥林多究竟是一個怎樣的地方
[00:04:24.760 --> 00:04:26.840]  哥林多出了名
[00:04:26.840 --> 00:04:30.640]  是一個很多不同的東西的城市
[00:04:30.640 --> 00:04:32.200]  在希臘的位置
[00:04:32.200 --> 00:04:33.240]  很繁榮的
[00:04:33.240 --> 00:04:35.840]  你當它是那時候的香港就可以了
[00:04:35.840 --> 00:04:38.440]  是那時候的一個大都會
[00:04:38.440 --> 00:04:40.240]  裡面有很多不同的建設
[00:04:40.240 --> 00:04:41.720]  例如有戲院
[00:04:41.720 --> 00:04:43.000]  有劇院
[00:04:43.000 --> 00:04:45.600]  這些在那時候都是高級的東西
[00:04:45.600 --> 00:04:49.560]  所以這個城市也挺繁榮的
[00:04:49.560 --> 00:04:50.640]  那時候是這樣的
[00:04:50.640 --> 00:04:52.480]  高度的文明
[00:04:52.480 --> 00:04:54.960]  而他們那麼繁榮的時候
[00:04:54.960 --> 00:04:56.440]  你也不難想像
[00:04:56.440 --> 00:04:59.080]  他們裡面的人一定是眾情聲色
[00:04:59.080 --> 00:05:01.840]  物質生活非常豐富
[00:05:01.840 --> 00:05:04.440]  還有他們那時候很喜歡拜皇帝
[00:05:04.440 --> 00:05:06.360]  也拜了很多不同的神
[00:05:06.360 --> 00:05:07.760]  可想而知
[00:05:07.760 --> 00:05:09.360]  有很多生活的文化
[00:05:09.360 --> 00:05:11.640]  都是很不合神心意的
[00:05:11.640 --> 00:05:14.440]  而哥林多教會在這樣的地方裡面
[00:05:14.440 --> 00:05:18.000]  其實在所難免受到一些影響
[00:05:18.000 --> 00:05:20.120]  所以哥林多是其中一卷
[00:05:20.120 --> 00:05:23.480]  聖經裡面的書卷有很多問題的
[00:05:23.480 --> 00:05:27.080]  這間教會真的問題多多
[00:05:27.080 --> 00:05:28.520]  例如有什麼問題呢
[00:05:28.520 --> 00:05:31.920]  保羅說過裡面的人很喜歡跟大佬
[00:05:31.920 --> 00:05:32.960]  就是結黨
[00:05:32.960 --> 00:05:34.280]  說我跟這個傳道人
[00:05:34.280 --> 00:05:35.960]  我跟那個傳道人的
[00:05:35.960 --> 00:05:38.080]  有些甚至亂倫
[00:05:38.080 --> 00:05:41.240]  就是有些不是很好的關係
[00:05:41.240 --> 00:05:44.160]  也有人互相告狀
[00:05:44.160 --> 00:05:47.440]  就是弟兄姊妹之間告到上法庭也有
[00:05:47.440 --> 00:05:49.200]  還有其他事情也很混亂
[00:05:49.200 --> 00:05:50.400]  總之這間教會
[00:05:50.400 --> 00:05:54.240]  你看哥林多前書好像一無是處一樣
