
[00:00:00.000 --> 00:00:22.000]  《新約聖經》第249頁
[00:00:23.000 --> 00:00:51.000]  主席
[00:00:51.000 --> 00:00:58.000]  願恩惠平安從我們的父神並主耶穌基督歸給你們
[00:00:58.000 --> 00:01:02.000]  我常為你們感謝我的神
[00:01:02.000 --> 00:01:07.000]  因神在基督耶穌裡所賜給你們的恩惠
[00:01:07.000 --> 00:01:12.000]  因為你們在他裡面凡事富足
[00:01:12.000 --> 00:01:16.000]  具有各種口才各樣知識
[00:01:16.000 --> 00:01:23.000]  正如我為基督作的見證在你們心裡得以堅固
[00:01:23.000 --> 00:01:28.000]  以致你們在恩賜上一無欠缺
[00:01:28.000 --> 00:01:33.000]  切切等候我們主耶穌基督的顯現
[00:01:33.000 --> 00:01:36.000]  他也必堅固你們到底
[00:01:36.000 --> 00:01:42.000]  使你們在我們主耶穌基督的日子無可指責
[00:01:42.000 --> 00:01:48.000]  神是信實的他呼召你們好與他而止
[00:01:48.000 --> 00:01:52.000]  我們的主耶穌基督共享團契
[00:01:52.000 --> 00:02:10.000]  主席
[00:02:10.000 --> 00:02:16.000]  張超雄議員
[00:02:17.000 --> 00:02:18.000]  張超雄議員
[00:02:19.000 --> 00:02:20.000]  張超雄議員
[00:02:20.000 --> 00:02:21.000]  張超雄議員
[00:02:22.000 --> 00:02:23.000]  張超雄議員
[00:02:24.000 --> 00:02:25.000]  張超雄議員
[00:02:25.000 --> 00:02:26.000]  張超雄議員
[00:02:26.000 --> 00:02:27.000]  張超雄議員
[00:02:28.000 --> 00:02:29.000]  張超雄議員
[00:02:30.000 --> 00:02:31.000]  張超雄議員
[00:02:31.000 --> 00:02:32.000]  張超雄議員
[00:02:33.000 --> 00:02:34.000]  張超雄議員
[00:02:35.000 --> 00:02:36.000]  張超雄議員
[00:02:36.000 --> 00:02:37.000]  張超雄議員
[00:02:37.000 --> 00:02:38.000]  張超雄議員
[00:02:38.000 --> 00:02:39.000]  張超雄議員
[00:02:39.000 --> 00:02:40.000]  張超雄議員
